circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:27056142|27059283	chr1	27056142	27059283	2	1_2_0	40	0.091	exon	ENSG00000117713.20_5,	+	K00302:116:H3TF5BBXY:5:2224:17340:11073,K00302:116:H3TF5BBXY:5:2105:25073:43533,
chr1:27269151|27269556	chr1	27269151	27269556	7	5_4_0	46	0.233	exon	ENSG00000090273.14_4,	+	K00302:116:H3TF5BBXY:5:1103:19766:25122,K00302:116:H3TF5BBXY:5:2221:30431:11495,K00302:116:H3TF5BBXY:5:1216:23683:47594,K00302:116:H3TF5BBXY:5:1108:16904:19249,K00302:116:H3TF5BBXY:5:2211:29457:28903,K00302:116:H3TF5BBXY:5:1210:15108:43708,K00302:116:H3TF5BBXY:5:1125:19481:18511,
chr1:28200657|28201174	chr1	28200657	28201174	2	1_2_0	2	0.667	intron	ENSG00000130775.16_3,	-	K00302:116:H3TF5BBXY:5:2211:3539:48561,K00302:116:H3TF5BBXY:5:1105:4330:33545,
chr1:28362055|28374937	chr1	28362055	28374937	2	2_2_0	25	0.138	exon	ENSG00000158161.16_5,	-	K00302:116:H3TF5BBXY:5:2217:18385:2686,K00302:116:H3TF5BBXY:5:1224:5020:11354,
chr1:29481208|29481422	chr1	29481208	29481422	3	2_3_0	94	0.060	exon	ENSG00000116350.17_5,	-	K00302:116:H3TF5BBXY:5:1106:8826:20726,K00302:116:H3TF5BBXY:5:2202:26951:32543,K00302:116:H3TF5BBXY:5:2226:13352:23259,
chr1:32381496|32385259	chr1	32381496	32385259	5	2_3_0	11	0.476	exon	ENSG00000184007.21_6,	-	K00302:116:H3TF5BBXY:5:1113:10693:43550,K00302:116:H3TF5BBXY:5:1114:12256:3776,K00302:116:H3TF5BBXY:5:2113:18071:26512,K00302:116:H3TF5BBXY:5:2118:29214:48632,K00302:116:H3TF5BBXY:5:1122:22567:42003,
chr1:33413823|33415375	chr1	33413823	33415375	4	4_2_0	56	0.125	exon	ENSG00000116514.16_3,	-	K00302:116:H3TF5BBXY:5:1215:21166:26846,K00302:116:H3TF5BBXY:5:1223:28483:33229,K00302:116:H3TF5BBXY:5:2216:14052:11460,K00302:116:H3TF5BBXY:5:1223:30584:33668,
chr1:33760538|33760906	chr1	33760538	33760906	3	2_2_0	19	0.240	exon	ENSG00000160094.15_5,	+	K00302:116:H3TF5BBXY:5:1105:9171:12392,K00302:116:H3TF5BBXY:5:2228:17218:44588,K00302:116:H3TF5BBXY:5:2228:16985:44922,
chr1:35457835|35480763	chr1	35457835	35480763	2	1_2_0	20	0.167	exon	ENSG00000163867.17_4,ENSG00000271741.1_6,	-	K00302:116:H3TF5BBXY:5:1201:6837:43656,K00302:116:H3TF5BBXY:5:1104:15879:21307,
chr1:35824526|35827390	chr1	35824526	35827390	2	1_2_0	41	0.089	exon	ENSG00000146463.11_3,	+	K00302:116:H3TF5BBXY:5:1201:19451:38152,K00302:116:H3TF5BBXY:5:1120:14296:40016,
chr1:35846860|35854683	chr1	35846860	35854683	2	2_2_0	41	0.089	exon	ENSG00000146463.11_3,	+	K00302:116:H3TF5BBXY:5:1215:16478:44464,K00302:116:H3TF5BBXY:5:1205:29214:24753,
chr1:35936464|35944813	chr1	35936464	35944813	2	1_2_0	63	0.060	exon	ENSG00000142687.18_4,	-	K00302:116:H3TF5BBXY:5:1207:12286:37906,K00302:116:H3TF5BBXY:5:2115:5863:13060,
chr1:39835702|39838268	chr1	39835702	39838268	2	2_2_0	254	0.016	exon	ENSG00000127603.25_6,	+	K00302:116:H3TF5BBXY:5:2210:32248:36868,K00302:116:H3TF5BBXY:5:2210:32086:37079,
chr1:40306807|40323089	chr1	40306807	40323089	2	2_2_0	22	0.154	exon	ENSG00000043514.16_4,	-	K00302:116:H3TF5BBXY:5:1110:12510:3829,K00302:116:H3TF5BBXY:5:1110:12266:4602,
chr1:41536267|41541123	chr1	41536267	41541123	2	2_2_0	24	0.143	exon	ENSG00000010803.16_4,	-	K00302:116:H3TF5BBXY:5:1110:14184:41440,K00302:116:H3TF5BBXY:5:1216:31598:37290,
chr1:42094420|42094618	chr1	42094420	42094618	2	1_2_0	6	0.400	exon	ENSG00000127124.16_5,	-	K00302:116:H3TF5BBXY:5:2228:10287:18792,K00302:116:H3TF5BBXY:5:1126:12895:5059,
chr1:44877653|44878394	chr1	44877653	44878394	3	2_1_0	18	0.250	exon	ENSG00000187147.18_5,	+	K00302:116:H3TF5BBXY:5:1215:11099:29659,K00302:116:H3TF5BBXY:5:1215:10937:29765,K00302:116:H3TF5BBXY:5:1112:19867:9192,
chr1:46105882|46108171	chr1	46105882	46108171	4	2_4_0	48	0.143	exon	ENSG00000159592.11_4,	-	K00302:116:H3TF5BBXY:5:1109:13585:1508,K00302:116:H3TF5BBXY:5:1228:4543:6765,K00302:116:H3TF5BBXY:5:2118:25428:46891,K00302:116:H3TF5BBXY:5:2218:31730:20674,
chr1:48821342|48825442	chr1	48821342	48825442	2	2_2_0	71	0.053	exon	ENSG00000132122.12_6,	-	K00302:116:H3TF5BBXY:5:1102:8663:8031,K00302:116:H3TF5BBXY:5:2111:7699:17685,
chr1:48821342|48869554	chr1	48821342	48869554	4	3_2_0	55	0.127	exon	ENSG00000132122.12_6,	-	K00302:116:H3TF5BBXY:5:2221:16051:2017,K00302:116:H3TF5BBXY:5:2226:8207:10018,K00302:116:H3TF5BBXY:5:1212:14955:40350,K00302:116:H3TF5BBXY:5:1226:24596:20058,
chr1:51868107|51874004	chr1	51868107	51874004	5	2_4_0	83	0.108	exon	ENSG00000085832.17_6,	-	K00302:116:H3TF5BBXY:5:1105:1834:13078,K00302:116:H3TF5BBXY:5:1217:3325:7398,K00302:116:H3TF5BBXY:5:1228:15300:16506,K00302:116:H3TF5BBXY:5:2125:20862:24349,K00302:116:H3TF5BBXY:5:1120:14580:15328,
chr1:58971732|59002413	chr1	58971732	59002413	2	1_2_0	29	0.121	exon	ENSG00000162600.12_4,	-	K00302:116:H3TF5BBXY:5:2112:25175:38398,K00302:116:H3TF5BBXY:5:1214:16254:28182,
chr1:59787208|59844509	chr1	59787208	59844509	6	5_4_0	22	0.353	exon	ENSG00000172456.17_4,	+	K00302:116:H3TF5BBXY:5:2222:31061:14273,K00302:116:H3TF5BBXY:5:2205:23957:7451,K00302:116:H3TF5BBXY:5:1203:7273:31048,K00302:116:H3TF5BBXY:5:1204:2301:10651,K00302:116:H3TF5BBXY:5:1204:4188:12972,K00302:116:H3TF5BBXY:5:1217:6319:36780,
chr1:59805630|59812070	chr1	59805630	59812070	3	2_3_0	19	0.240	exon	ENSG00000172456.17_4,	+	K00302:116:H3TF5BBXY:5:1103:15696:3125,K00302:116:H3TF5BBXY:5:1220:14235:4180,K00302:116:H3TF5BBXY:5:2205:15808:26846,
chr1:61291008|61292257	chr1	61291008	61292257	2	1_2_0	25	0.138	exon	ENSG00000231252.2_5,	-	K00302:116:H3TF5BBXY:5:1103:30878:46557,K00302:116:H3TF5BBXY:5:1213:5690:39734,
chr1:67303393|67371058	chr1	67303393	67371058	2	2_1_0	16	0.200	exon	ENSG00000152763.17_4,	-	K00302:116:H3TF5BBXY:5:1127:23764:12779,K00302:116:H3TF5BBXY:5:1122:29488:48614,
chr1:67356837|67371058	chr1	67356837	67371058	27	11_13_1	15	0.783	exon	ENSG00000152763.17_4,	-	K00302:116:H3TF5BBXY:5:1106:14793:35321,K00302:116:H3TF5BBXY:5:1107:15463:20164,K00302:116:H3TF5BBXY:5:1111:3224:25685,K00302:116:H3TF5BBXY:5:2110:30198:24982,K00302:116:H3TF5BBXY:5:2112:13423:22889,K00302:116:H3TF5BBXY:5:2116:8460:28745,K00302:116:H3TF5BBXY:5:2118:12550:46979,K00302:116:H3TF5BBXY:5:2210:12855:45010,K00302:116:H3TF5BBXY:5:2214:10409:3389,K00302:116:H3TF5BBXY:5:2216:15645:23927,K00302:116:H3TF5BBXY:5:2216:15727:23962,K00302:116:H3TF5BBXY:5:2216:17340:29817,K00302:116:H3TF5BBXY:5:1224:5457:26986,K00302:116:H3TF5BBXY:5:1206:24627:4321,K00302:116:H3TF5BBXY:5:1102:31000:22362,K00302:116:H3TF5BBXY:5:1103:31598:48016,K00302:116:H3TF5BBXY:5:2117:24109:30890,K00302:116:H3TF5BBXY:5:2217:28493:42917,K00302:116:H3TF5BBXY:5:2219:10521:3477,K00302:116:H3TF5BBXY:5:2223:24109:43269,K00302:116:H3TF5BBXY:5:2223:24038:43673,K00302:116:H3TF5BBXY:5:1217:6106:12286,K00302:116:H3TF5BBXY:5:2128:27570:1297,K00302:116:H3TF5BBXY:5:2203:13636:32683,K00302:116:H3TF5BBXY:5:2203:19695:38433,K00302:116:H3TF5BBXY:5:2205:11444:45695,K00302:116:H3TF5BBXY:5:1120:9374:29272,
chr1:70758071|70781249	chr1	70758071	70781249	3	1_2_0	53	0.102	exon	ENSG00000118454.13_3,	-	K00302:116:H3TF5BBXY:5:1112:10064:30187,K00302:116:H3TF5BBXY:5:2103:23541:36517,K00302:116:H3TF5BBXY:5:1218:31903:35215,
chr1:76198329|76216231	chr1	76198329	76216231	3	2_2_0	64	0.086	exon	ENSG00000117054.13_5,	+	K00302:116:H3TF5BBXY:5:2106:25581:13711,K00302:116:H3TF5BBXY:5:1120:4553:18775,K00302:116:H3TF5BBXY:5:1123:23115:3846,
chr1:84644860|84701047	chr1	84644860	84701047	3	2_2_0	84	0.067	exon	ENSG00000142875.19_5,	+	K00302:116:H3TF5BBXY:5:2217:7892:14889,K00302:116:H3TF5BBXY:5:2217:7578:15293,K00302:116:H3TF5BBXY:5:2219:15250:31470,
chr1:91808987|91818856	chr1	91808987	91818856	2	2_0_1	8	0.333	exon	ENSG00000162669.16_3,	-	K00302:116:H3TF5BBXY:5:2208:2483:45150,K00302:116:H3TF5BBXY:5:1110:28239:36675,
chr1:93029199|93101893	chr1	93029199	93101893	3	2_3_0	45	0.118	exon	ENSG00000067208.14_3,	-	K00302:116:H3TF5BBXY:5:2107:23612:16102,K00302:116:H3TF5BBXY:5:1226:15280:34196,K00302:116:H3TF5BBXY:5:2105:12297:12251,
chr1:94360170|94367225	chr1	94360170	94367225	2	2_2_0	29	0.121	exon	ENSG00000023909.10_3,	-	K00302:116:H3TF5BBXY:5:1111:16752:16946,K00302:116:H3TF5BBXY:5:1204:12165:48632,
chr1:101372408|101387397	chr1	101372408	101387397	3	2_2_0	40	0.130	exon	ENSG00000162695.12_4,	+	K00302:116:H3TF5BBXY:5:2114:27001:31294,K00302:116:H3TF5BBXY:5:2212:11160:30784,K00302:116:H3TF5BBXY:5:1222:12388:32947,
chr1:104108057|104258640	chr1	104108057	104258640	2	2_1_0	14	0.222	intergenic_region	n/a	+	K00302:116:H3TF5BBXY:5:1201:26474:25246,K00302:116:H3TF5BBXY:5:1221:26829:48122,
chr1:113196220|113202401	chr1	113196220	113202401	8	4_6_0	15	0.516	exon	ENSG00000116489.13_3,	+	K00302:116:H3TF5BBXY:5:2216:21521:36816,K00302:116:H3TF5BBXY:5:2223:4350:30978,K00302:116:H3TF5BBXY:5:2223:4411:31118,K00302:116:H3TF5BBXY:5:1215:3823:15750,K00302:116:H3TF5BBXY:5:2209:29396:46662,K00302:116:H3TF5BBXY:5:2209:29163:47243,K00302:116:H3TF5BBXY:5:1115:3417:12691,K00302:116:H3TF5BBXY:5:1205:1367:27250,
chr1:114372214|114377615	chr1	114372214	114377615	2	2_2_0	5	0.444	exon	ENSG00000134242.16_3,	-	K00302:116:H3TF5BBXY:5:2214:25662:3266,K00302:116:H3TF5BBXY:5:2214:26372:8506,
chr1:115005726|115007010	chr1	115005726	115007010	6	4_5_0	24	0.333	exon	ENSG00000197323.12_4,	-	K00302:116:H3TF5BBXY:5:1112:4787:27232,K00302:116:H3TF5BBXY:5:1112:4726:27268,K00302:116:H3TF5BBXY:5:1113:3660:20955,K00302:116:H3TF5BBXY:5:2111:2077:27531,K00302:116:H3TF5BBXY:5:1201:21166:9156,K00302:116:H3TF5BBXY:5:2202:9912:23487,
chr1:117944808|117957453	chr1	117944808	117957453	8	5_7_0	88	0.154	exon	ENSG00000198162.12_4,	+	K00302:116:H3TF5BBXY:5:1111:8846:34301,K00302:116:H3TF5BBXY:5:1111:8795:34354,K00302:116:H3TF5BBXY:5:2106:13819:47313,K00302:116:H3TF5BBXY:5:2227:2899:41721,K00302:116:H3TF5BBXY:5:2122:8034:4796,K00302:116:H3TF5BBXY:5:1122:28798:1349,K00302:116:H3TF5BBXY:5:1109:25855:48403,K00302:116:H3TF5BBXY:5:1219:6522:11284,
chr1:117944808|117963271	chr1	117944808	117963271	31	16_19_0	65	0.488	exon	ENSG00000198162.12_4,	+	K00302:116:H3TF5BBXY:5:1103:30837:9209,K00302:116:H3TF5BBXY:5:1113:20253:43409,K00302:116:H3TF5BBXY:5:1116:11525:34055,K00302:116:H3TF5BBXY:5:2103:15341:16717,K00302:116:H3TF5BBXY:5:2103:12794:27707,K00302:116:H3TF5BBXY:5:2103:10247:47630,K00302:116:H3TF5BBXY:5:2110:22678:6642,K00302:116:H3TF5BBXY:5:2115:1418:14502,K00302:116:H3TF5BBXY:5:2115:1722:14678,K00302:116:H3TF5BBXY:5:2216:23703:37396,K00302:116:H3TF5BBXY:5:2223:28615:44886,K00302:116:H3TF5BBXY:5:2223:29518:47612,K00302:116:H3TF5BBXY:5:2224:28747:1683,K00302:116:H3TF5BBXY:5:1212:27255:5147,K00302:116:H3TF5BBXY:5:1219:27164:18318,K00302:116:H3TF5BBXY:5:1219:27773:19056,K00302:116:H3TF5BBXY:5:2101:13961:13482,K00302:116:H3TF5BBXY:5:2101:14001:13552,K00302:116:H3TF5BBXY:5:2121:21257:16876,K00302:116:H3TF5BBXY:5:2126:24302:27180,K00302:116:H3TF5BBXY:5:2201:11830:12110,K00302:116:H3TF5BBXY:5:1124:14681:25034,K00302:116:H3TF5BBXY:5:1210:24200:26160,K00302:116:H3TF5BBXY:5:1106:10094:21061,K00302:116:H3TF5BBXY:5:1109:17015:44447,K00302:116:H3TF5BBXY:5:1116:11535:45256,K00302:116:H3TF5BBXY:5:1116:11880:45467,K00302:116:H3TF5BBXY:5:2110:3691:32402,K00302:116:H3TF5BBXY:5:2221:16295:22133,K00302:116:H3TF5BBXY:5:1220:18538:34143,K00302:116:H3TF5BBXY:5:1210:20395:6202,
chr1:117944808|117984947	chr1	117944808	117984947	11	6_7_0	66	0.250	exon	ENSG00000198162.12_4,	+	K00302:116:H3TF5BBXY:5:1103:11464:15909,K00302:116:H3TF5BBXY:5:1107:29264:32437,K00302:116:H3TF5BBXY:5:1115:20689:48421,K00302:116:H3TF5BBXY:5:1227:24373:14150,K00302:116:H3TF5BBXY:5:2205:21227:34547,K00302:116:H3TF5BBXY:5:2205:20943:41370,K00302:116:H3TF5BBXY:5:1115:25195:33721,K00302:116:H3TF5BBXY:5:2113:26342:33633,K00302:116:H3TF5BBXY:5:2207:24413:19707,K00302:116:H3TF5BBXY:5:2207:13464:22713,K00302:116:H3TF5BBXY:5:1125:1570:39770,
chr1:150198940|150201570	chr1	150198940	150201570	2	2_2_0	119	0.033	exon	ENSG00000143401.15_5,	-	K00302:116:H3TF5BBXY:5:1108:21328:27584,K00302:116:H3TF5BBXY:5:2123:8714:31751,
chr1:151400299|151403317	chr1	151400299	151403317	2	1_2_0	59	0.063	exon	ENSG00000143442.22_6,	-	K00302:116:H3TF5BBXY:5:1102:29853:23681,K00302:116:H3TF5BBXY:5:2119:8663:37396,
chr1:151400299|151414681	chr1	151400299	151414681	2	2_1_0	41	0.089	exon	ENSG00000143442.22_6,	-	K00302:116:H3TF5BBXY:5:2226:16041:5622,K00302:116:H3TF5BBXY:5:2226:4645:30116,
chr1:155340295|155340774	chr1	155340295	155340774	3	2_3_0	74	0.075	exon	ENSG00000116539.13_5,	-	K00302:116:H3TF5BBXY:5:1227:12225:43990,K00302:116:H3TF5BBXY:5:2123:26555:8154,K00302:116:H3TF5BBXY:5:1114:14966:46627,
chr1:155365250|155429689	chr1	155365250	155429689	3	2_3_0	80	0.070	exon	ENSG00000116539.13_5,	-	K00302:116:H3TF5BBXY:5:1214:2717:21184,K00302:116:H3TF5BBXY:5:1120:10805:27918,K00302:116:H3TF5BBXY:5:1223:18741:25140,
chr1:155408118|155408859	chr1	155408118	155408859	10	7_7_0	56	0.263	exon	ENSG00000116539.13_5,	-	K00302:116:H3TF5BBXY:5:2126:20029:28534,K00302:116:H3TF5BBXY:5:2201:15290:4989,K00302:116:H3TF5BBXY:5:2207:12033:43304,K00302:116:H3TF5BBXY:5:1202:17097:16700,K00302:116:H3TF5BBXY:5:1203:13139:27039,K00302:116:H3TF5BBXY:5:2106:29366:36200,K00302:116:H3TF5BBXY:5:2219:17381:33862,K00302:116:H3TF5BBXY:5:2224:16843:9192,K00302:116:H3TF5BBXY:5:1122:29731:17808,K00302:116:H3TF5BBXY:5:1125:17462:21729,
chr1:155408118|155429689	chr1	155408118	155429689	6	3_3_0	70	0.146	exon	ENSG00000116539.13_5,	-	K00302:116:H3TF5BBXY:5:2219:4787:1279,K00302:116:H3TF5BBXY:5:2223:20608:16313,K00302:116:H3TF5BBXY:5:2223:20699:16788,K00302:116:H3TF5BBXY:5:1105:15970:7855,K00302:116:H3TF5BBXY:5:2105:17908:11671,K00302:116:H3TF5BBXY:5:1122:9049:28956,
chr1:155644801|155753880	chr1	155644801	155753880	3	3_1_0	40	0.130	intergenic_region	n/a	-	K00302:116:H3TF5BBXY:5:1214:8115:15838,K00302:116:H3TF5BBXY:5:1217:30391:9491,K00302:116:H3TF5BBXY:5:1201:19938:1754,
chr1:155646339|155649303	chr1	155646339	155649303	6	3_4_0	59	0.169	exon	ENSG00000163374.19_4,	-	K00302:116:H3TF5BBXY:5:1217:21745:39066,K00302:116:H3TF5BBXY:5:2205:24261:17263,K00302:116:H3TF5BBXY:5:2113:24647:5692,K00302:116:H3TF5BBXY:5:1210:11475:47049,K00302:116:H3TF5BBXY:5:1220:27773:4778,K00302:116:H3TF5BBXY:5:1220:27509:6114,
chr1:155686797|155695810	chr1	155686797	155695810	2	2_2_0	37	0.098	exon	ENSG00000132676.16_6,	+	K00302:116:H3TF5BBXY:5:2127:3204:33105,K00302:116:H3TF5BBXY:5:2127:3102:35110,
chr1:155823067|155823597	chr1	155823067	155823597	5	3_4_0	75	0.118	exon	ENSG00000116580.18_2,	-	K00302:116:H3TF5BBXY:5:2114:6918:38556,K00302:116:H3TF5BBXY:5:1214:17492:34266,K00302:116:H3TF5BBXY:5:1215:18680:31083,K00302:116:H3TF5BBXY:5:1123:2737:33738,K00302:116:H3TF5BBXY:5:1209:12794:29782,
chr1:155837756|155838582	chr1	155837756	155838582	3	2_2_0	256	0.023	exon	ENSG00000132718.9_3,	+	K00302:116:H3TF5BBXY:5:2101:32623:42337,K00302:116:H3TF5BBXY:5:1120:29782:39840,K00302:116:H3TF5BBXY:5:1120:27965:41827,
chr1:172520652|172526934	chr1	172520652	172526934	3	2_3_0	25	0.194	exon	ENSG00000094975.14_4,	+	K00302:116:H3TF5BBXY:5:1111:22333:46240,K00302:116:H3TF5BBXY:5:2221:13697:26459,K00302:116:H3TF5BBXY:5:2212:20486:25140,
chr1:179100446|179102509	chr1	179100446	179102509	3	3_2_0	12	0.333	exon	ENSG00000143322.20_4,	-	K00302:116:H3TF5BBXY:5:2223:25164:3459,K00302:116:H3TF5BBXY:5:2207:1651:26652,K00302:116:H3TF5BBXY:5:2111:20324:12937,
chr1:179304641|179310445	chr1	179304641	179310445	2	1_2_0	60	0.062	exon	ENSG00000057252.13_3,	+	K00302:116:H3TF5BBXY:5:2208:11749:1912,K00302:116:H3TF5BBXY:5:2125:4848:36446,
chr1:179955304|179975702	chr1	179955304	179975702	2	2_2_0	63	0.060	exon	ENSG00000135837.16_6,	+	K00302:116:H3TF5BBXY:5:2221:28493:29448,K00302:116:H3TF5BBXY:5:1205:24424:31681,
chr1:179972309|179975702	chr1	179972309	179975702	3	3_2_0	72	0.077	exon	ENSG00000135837.16_6,	+	K00302:116:H3TF5BBXY:5:1223:7405:6695,K00302:116:H3TF5BBXY:5:1208:27082:13042,K00302:116:H3TF5BBXY:5:2217:12073:4233,
chr1:183083666|183084772	chr1	183083666	183084772	2	2_2_0	125	0.031	exon	ENSG00000135862.6_3,	+	K00302:116:H3TF5BBXY:5:1212:1184:17860,K00302:116:H3TF5BBXY:5:2125:26362:24771,
chr1:185183639|185200840	chr1	185183639	185200840	3	3_2_0	17	0.261	exon	ENSG00000116668.13_6,	+	K00302:116:H3TF5BBXY:5:1107:15585:40596,K00302:116:H3TF5BBXY:5:1207:28402:38609,K00302:116:H3TF5BBXY:5:2203:14245:15346,
chr1:186375215|186388209	chr1	186375215	186388209	2	2_1_0	33	0.108	exon	ENSG00000157181.16_5,	+	K00302:116:H3TF5BBXY:5:2102:16204:48526,K00302:116:H3TF5BBXY:5:1225:20456:31804,
chr1:186862143|186880521	chr1	186862143	186880521	2	1_2_0	27	0.129	exon	ENSG00000116711.10_3,	+	K00302:116:H3TF5BBXY:5:2125:16772:41563,K00302:116:H3TF5BBXY:5:2216:6076:32420,
chr1:190195212|190250880	chr1	190195212	190250880	2	2_2_0	53	0.070	exon	ENSG00000162670.11_4,	-	K00302:116:H3TF5BBXY:5:2107:4310:1472,K00302:116:H3TF5BBXY:5:2128:6258:2844,
chr1:202878138|202880331	chr1	202878138	202880331	2	2_1_0	17	0.190	exon	ENSG00000117153.16_4,	-	K00302:116:H3TF5BBXY:5:2102:5893:12831,K00302:116:H3TF5BBXY:5:1217:13809:4778,
chr1:203676137|203677232	chr1	203676137	203677232	3	2_2_0	70	0.079	exon	ENSG00000058668.14_4,	+	K00302:116:H3TF5BBXY:5:1208:7415:26301,K00302:116:H3TF5BBXY:5:2211:12621:21043,K00302:116:H3TF5BBXY:5:1201:18416:25386,
chr1:204082043|204083733	chr1	204082043	204083733	8	5_6_0	288	0.053	exon	ENSG00000143842.15_5,	+	K00302:116:H3TF5BBXY:5:1107:22688:29167,K00302:116:H3TF5BBXY:5:2223:11119:21922,K00302:116:H3TF5BBXY:5:1224:6309:20762,K00302:116:H3TF5BBXY:5:2207:9851:28762,K00302:116:H3TF5BBXY:5:1107:30766:15768,K00302:116:H3TF5BBXY:5:2119:7405:26424,K00302:116:H3TF5BBXY:5:2207:30847:47911,K00302:116:H3TF5BBXY:5:1203:23013:48509,
chr1:204082043|204086835	chr1	204082043	204086835	8	5_5_0	160	0.091	exon	ENSG00000143842.15_5,	+	K00302:116:H3TF5BBXY:5:1102:4107:43146,K00302:116:H3TF5BBXY:5:1116:27529:38293,K00302:116:H3TF5BBXY:5:1116:27742:38381,K00302:116:H3TF5BBXY:5:2220:30482:6519,K00302:116:H3TF5BBXY:5:2226:7669:14924,K00302:116:H3TF5BBXY:5:1217:13565:23065,K00302:116:H3TF5BBXY:5:1221:12337:9262,K00302:116:H3TF5BBXY:5:1102:4076:43093,
chr1:204082043|204092932	chr1	204082043	204092932	3	2_2_0	175	0.033	exon	ENSG00000143842.15_5,	+	K00302:116:H3TF5BBXY:5:2124:21440:45080,K00302:116:H3TF5BBXY:5:1119:6756:34231,K00302:116:H3TF5BBXY:5:2220:18964:38644,
chr1:204085635|204086835	chr1	204085635	204086835	8	5_4_0	330	0.046	exon	ENSG00000143842.15_5,	+	K00302:116:H3TF5BBXY:5:1112:10957:33949,K00302:116:H3TF5BBXY:5:1125:27793:20217,K00302:116:H3TF5BBXY:5:1109:10998:13834,K00302:116:H3TF5BBXY:5:1109:24515:39647,K00302:116:H3TF5BBXY:5:2111:16285:20287,K00302:116:H3TF5BBXY:5:2207:7354:12972,K00302:116:H3TF5BBXY:5:2210:17137:21623,K00302:116:H3TF5BBXY:5:1208:20801:47383,
chr1:204437998|204439014	chr1	204437998	204439014	2	2_1_0	56	0.067	exon	ENSG00000133056.13_4,	-	K00302:116:H3TF5BBXY:5:2110:14154:21025,K00302:116:H3TF5BBXY:5:2101:1996:3582,
chr1:204527769|204539874	chr1	204527769	204539874	3	2_2_0	56	0.097	intergenic_region	n/a	+	K00302:116:H3TF5BBXY:5:1213:15757:44517,K00302:116:H3TF5BBXY:5:1228:16944:34512,K00302:116:H3TF5BBXY:5:1228:16640:35040,
chr1:205156546|205156934	chr1	205156546	205156934	2	1_2_0	135	0.029	exon	ENSG00000133059.17_3,	-	K00302:116:H3TF5BBXY:5:2107:3062:32121,K00302:116:H3TF5BBXY:5:2109:21846:20885,
