circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:21097423|21106404	chr1	21097423	21106404	2	2_2_0	185	0.021	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:2203:10581:25914,K00302:154:HGK25BBXY:1:1207:17066:8629,
chr1:21267984|21308901	chr1	21267984	21308901	3	2_0_2	57	0.095	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:2212:23957:16243,K00302:154:HGK25BBXY:1:2107:16924:37150,K00302:154:HGK25BBXY:1:2107:16894:38222,
chr1:21295967|21329280	chr1	21295967	21329280	2	2_2_0	102	0.038	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:1128:17645:36077,K00302:154:HGK25BBXY:1:1128:17665:36112,
chr1:23356962|23370979	chr1	23356962	23370979	3	2_1_1	42	0.125	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:1:2126:24688:32736,K00302:154:HGK25BBXY:1:2126:24901:33703,K00302:154:HGK25BBXY:1:2126:3254:35936,
chr1:23356962|23377013	chr1	23356962	23377013	3	3_3_0	44	0.120	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:1:2126:21186:1982,K00302:154:HGK25BBXY:1:2219:18933:47032,K00302:154:HGK25BBXY:1:1226:3711:36376,
chr1:23356962|23385660	chr1	23356962	23385660	2	2_1_1	91	0.042	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:1:1123:28036:32490,K00302:154:HGK25BBXY:1:1208:15453:6114,
chr1:26772807|26774151	chr1	26772807	26774151	2	2_2_0	47	0.078	exon	ENSG00000117682.17_3,	+	K00302:154:HGK25BBXY:1:2121:19187:41669,K00302:154:HGK25BBXY:1:1114:19908:3072,
chr1:27056142|27059283	chr1	27056142	27059283	6	5_5_0	79	0.132	exon	ENSG00000117713.20_5,	+	K00302:154:HGK25BBXY:1:2216:22455:15082,K00302:154:HGK25BBXY:1:2225:3660:48983,K00302:154:HGK25BBXY:1:2112:17026:23856,K00302:154:HGK25BBXY:1:2114:11637:30626,K00302:154:HGK25BBXY:1:1111:20760:3600,K00302:154:HGK25BBXY:1:1118:10003:37290,
chr1:27269151|27269556	chr1	27269151	27269556	3	3_2_0	31	0.162	exon	ENSG00000090273.14_4,	+	K00302:154:HGK25BBXY:1:1228:28006:38873,K00302:154:HGK25BBXY:1:1115:4279:28217,K00302:154:HGK25BBXY:1:2106:31994:6009,
chr1:28800066|28800663	chr1	28800066	28800663	2	1_2_0	63	0.060	exon	ENSG00000204138.13_4,	+	K00302:154:HGK25BBXY:1:1122:14763:34495,K00302:154:HGK25BBXY:1:1224:5396:31066,
chr1:28800066|28802803	chr1	28800066	28802803	2	2_2_0	57	0.066	exon	ENSG00000204138.13_4,	+	K00302:154:HGK25BBXY:1:2215:25266:45731,K00302:154:HGK25BBXY:1:2228:10602:9455,
chr1:28800066|28807116	chr1	28800066	28807116	2	2_2_0	65	0.058	exon	ENSG00000204138.13_4,	+	K00302:154:HGK25BBXY:1:1117:17097:2668,K00302:154:HGK25BBXY:1:1119:26321:17175,
chr1:29313943|29314417	chr1	29313943	29314417	3	3_2_0	24	0.200	exon	ENSG00000159023.21_6,	+	K00302:154:HGK25BBXY:1:2120:19502:41897,K00302:154:HGK25BBXY:1:1128:15067:46803,K00302:154:HGK25BBXY:1:2124:9120:23100,
chr1:29474592|29481422	chr1	29474592	29481422	2	2_2_0	118	0.033	exon	ENSG00000116350.17_5,	-	K00302:154:HGK25BBXY:1:1106:29559:5095,K00302:154:HGK25BBXY:1:1106:29092:5481,
chr1:29481208|29481422	chr1	29481208	29481422	3	3_3_0	106	0.054	exon	ENSG00000116350.17_5,	-	K00302:154:HGK25BBXY:1:2117:11464:5956,K00302:154:HGK25BBXY:1:1119:5852:23628,K00302:154:HGK25BBXY:1:1209:32329:34407,
chr1:33413823|33415375	chr1	33413823	33415375	4	3_4_0	40	0.167	exon	ENSG00000116514.16_3,	-	K00302:154:HGK25BBXY:1:2206:5081:44306,K00302:154:HGK25BBXY:1:1125:25712:23434,K00302:154:HGK25BBXY:1:1103:28980:18757,K00302:154:HGK25BBXY:1:1208:25246:4796,
chr1:34112248|34118061	chr1	34112248	34118061	2	2_2_0	17	0.190	exon	ENSG00000121904.17_3,	-	K00302:154:HGK25BBXY:1:2105:29376:38926,K00302:154:HGK25BBXY:1:2109:22506:26670,
chr1:35824526|35827390	chr1	35824526	35827390	4	4_4_0	92	0.080	exon	ENSG00000146463.11_3,	+	K00302:154:HGK25BBXY:1:2209:21227:13060,K00302:154:HGK25BBXY:1:2220:14245:2967,K00302:154:HGK25BBXY:1:2223:6796:42812,K00302:154:HGK25BBXY:1:1208:25043:13095,
chr1:41536267|41541123	chr1	41536267	41541123	4	4_4_0	36	0.182	exon	ENSG00000010803.16_4,	-	K00302:154:HGK25BBXY:1:2211:15148:16946,K00302:154:HGK25BBXY:1:2203:24312:30151,K00302:154:HGK25BBXY:1:2205:27864:12392,K00302:154:HGK25BBXY:1:1108:18781:22854,
chr1:42730786|42744343	chr1	42730786	42744343	3	2_3_1	68	0.081	exon	ENSG00000198815.9_5,	-	K00302:154:HGK25BBXY:1:2222:21237:26828,K00302:154:HGK25BBXY:1:1127:9313:28041,K00302:154:HGK25BBXY:1:1211:18822:11636,
chr1:44877653|44878394	chr1	44877653	44878394	3	3_3_0	25	0.194	exon	ENSG00000187147.18_5,	+	K00302:154:HGK25BBXY:1:2109:14996:12286,K00302:154:HGK25BBXY:1:1217:30634:26793,K00302:154:HGK25BBXY:1:1203:5771:3407,
chr1:46032241|46032692	chr1	46032241	46032692	2	2_2_0	119	0.033	exon	ENSG00000117448.13_4,	+	K00302:154:HGK25BBXY:1:1214:9780:22977,K00302:154:HGK25BBXY:1:1202:2037:2070,
chr1:46105882|46108171	chr1	46105882	46108171	5	5_3_2	90	0.100	exon	ENSG00000159592.11_4,	-	K00302:154:HGK25BBXY:1:2217:13697:21254,K00302:154:HGK25BBXY:1:2222:19857:17544,K00302:154:HGK25BBXY:1:1124:9810:1508,K00302:154:HGK25BBXY:1:2115:30127:29290,K00302:154:HGK25BBXY:1:2103:22932:8137,
chr1:48917224|48918803	chr1	48917224	48918803	3	2_2_0	84	0.067	exon	ENSG00000132122.12_6,	-	K00302:154:HGK25BBXY:1:2221:8318:18054,K00302:154:HGK25BBXY:1:1117:27762:45273,K00302:154:HGK25BBXY:1:1117:27681:45344,
chr1:51868107|51874004	chr1	51868107	51874004	3	2_3_1	128	0.045	exon	ENSG00000085832.17_6,	-	K00302:154:HGK25BBXY:1:2219:7324:21817,K00302:154:HGK25BBXY:1:2202:9191:1455,K00302:154:HGK25BBXY:1:2227:28828:32701,
chr1:51910561|51913773	chr1	51910561	51913773	2	1_2_0	143	0.027	exon	ENSG00000085832.17_6,	-	K00302:154:HGK25BBXY:1:1120:8247:22889,K00302:154:HGK25BBXY:1:1120:8420:22520,
chr1:52293468|52299842	chr1	52293468	52299842	3	2_3_0	163	0.036	exon	ENSG00000078618.21_3,	-	K00302:154:HGK25BBXY:1:2204:14154:37554,K00302:154:HGK25BBXY:1:2227:20212:19249,K00302:154:HGK25BBXY:1:2201:10724:4251,
chr1:52959283|52975384	chr1	52959283	52975384	6	2_5_3	61	0.164	exon	ENSG00000134744.14_5,	-	K00302:154:HGK25BBXY:1:2218:14651:22801,K00302:154:HGK25BBXY:1:1124:8126:13535,K00302:154:HGK25BBXY:1:1126:26595:6290,K00302:154:HGK25BBXY:1:1108:25976:27057,K00302:154:HGK25BBXY:1:1108:25855:27092,K00302:154:HGK25BBXY:1:1216:26900:33686,
chr1:53675251|53677501	chr1	53675251	53677501	2	2_2_0	3	0.571	intron	ENSG00000157184.7_4,	-	K00302:154:HGK25BBXY:1:2102:13859:32578,K00302:154:HGK25BBXY:1:2102:14093:32806,
chr1:57252848|57258476	chr1	57252848	57258476	2	1_2_1	12	0.250	exon	ENSG00000187889.13_6,	-	K00302:154:HGK25BBXY:1:1118:10977:29659,K00302:154:HGK25BBXY:1:1225:6411:29307,
chr1:59787208|59844509	chr1	59787208	59844509	2	2_2_0	30	0.118	exon	ENSG00000172456.17_4,	+	K00302:154:HGK25BBXY:1:2204:8582:42952,K00302:154:HGK25BBXY:1:1221:28422:37308,
chr1:59805630|59844509	chr1	59805630	59844509	3	1_2_2	29	0.171	exon	ENSG00000172456.17_4,	+	K00302:154:HGK25BBXY:1:2106:26687:38627,K00302:154:HGK25BBXY:1:2109:18355:36886,K00302:154:HGK25BBXY:1:2207:32228:46539,
chr1:61291008|61292257	chr1	61291008	61292257	4	3_3_0	42	0.160	exon	ENSG00000231252.2_5,	-	K00302:154:HGK25BBXY:1:2120:16741:14221,K00302:154:HGK25BBXY:1:2120:15696:17016,K00302:154:HGK25BBXY:1:2202:24596:43480,K00302:154:HGK25BBXY:1:1202:13961:33668,
chr1:63042933|63091072	chr1	63042933	63091072	4	2_2_0	142	0.053	exon	ENSG00000116641.17_4,	-	K00302:154:HGK25BBXY:1:2113:24231:46856,K00302:154:HGK25BBXY:1:2113:24403:46944,K00302:154:HGK25BBXY:1:2104:21937:18370,K00302:154:HGK25BBXY:1:2104:21958:18370,
chr1:63269390|63286880	chr1	63269390	63286880	2	2_1_1	43	0.085	exon	ENSG00000125703.15_3,	+	K00302:154:HGK25BBXY:1:2107:15788:34864,K00302:154:HGK25BBXY:1:1111:9668:30837,
chr1:63944435|63974241	chr1	63944435	63974241	3	1_2_3	29	0.171	exon	ENSG00000142856.16_2,	-	K00302:154:HGK25BBXY:1:2126:30340:34653,K00302:154:HGK25BBXY:1:2220:15574:37660,K00302:154:HGK25BBXY:1:2223:15442:40491,
chr1:65830318|65831879	chr1	65830318	65831879	4	3_3_0	29	0.216	exon	ENSG00000116675.16_4,	+	K00302:154:HGK25BBXY:1:1126:28402:38750,K00302:154:HGK25BBXY:1:1126:28889:38785,K00302:154:HGK25BBXY:1:1128:11048:38398,K00302:154:HGK25BBXY:1:1204:13321:43040,
chr1:66378928|66384518	chr1	66378928	66384518	3	3_3_0	0	1	exon	ENSG00000184588.18_5,	+	K00302:154:HGK25BBXY:1:2218:14458:8119,K00302:154:HGK25BBXY:1:2222:13332:38943,K00302:154:HGK25BBXY:1:1208:31578:10247,
chr1:67356837|67371058	chr1	67356837	67371058	27	16_19_2	26	0.675	exon	ENSG00000152763.17_4,	-	K00302:154:HGK25BBXY:1:2122:24911:38152,K00302:154:HGK25BBXY:1:2211:27154:10176,K00302:154:HGK25BBXY:1:2214:16254:37150,K00302:154:HGK25BBXY:1:2202:21907:43533,K00302:154:HGK25BBXY:1:2205:26788:12638,K00302:154:HGK25BBXY:1:2205:22567:47594,K00302:154:HGK25BBXY:1:2206:2706:11390,K00302:154:HGK25BBXY:1:2207:13139:31118,K00302:154:HGK25BBXY:1:1119:5883:37185,K00302:154:HGK25BBXY:1:2107:7243:18230,K00302:154:HGK25BBXY:1:1102:1661:9192,K00302:154:HGK25BBXY:1:1104:18599:19970,K00302:154:HGK25BBXY:1:1106:29021:8277,K00302:154:HGK25BBXY:1:1112:16772:9455,K00302:154:HGK25BBXY:1:1212:18416:10932,K00302:154:HGK25BBXY:1:1218:28006:5323,K00302:154:HGK25BBXY:1:1219:9861:6800,K00302:154:HGK25BBXY:1:1205:17574:20656,K00302:154:HGK25BBXY:1:1208:11282:33246,K00302:154:HGK25BBXY:1:1208:32491:47665,K00302:154:HGK25BBXY:1:2122:21968:5868,K00302:154:HGK25BBXY:1:2206:8745:36306,K00302:154:HGK25BBXY:1:2227:2727:34073,K00302:154:HGK25BBXY:1:1128:17898:38205,K00302:154:HGK25BBXY:1:1217:1976:9596,K00302:154:HGK25BBXY:1:1217:1996:10088,K00302:154:HGK25BBXY:1:1202:24728:2914,
chr1:67411833|67425426	chr1	67411833	67425426	3	3_2_1	47	0.113	exon	ENSG00000198160.14_3,	+	K00302:154:HGK25BBXY:1:2209:3681:28481,K00302:154:HGK25BBXY:1:1223:5700:28604,K00302:154:HGK25BBXY:1:1210:1722:39858,
chr1:70761813|70781249	chr1	70761813	70781249	2	2_2_0	39	0.093	exon	ENSG00000118454.13_3,	-	K00302:154:HGK25BBXY:1:2125:29792:40209,K00302:154:HGK25BBXY:1:1223:8095:2932,
chr1:70766447|70781249	chr1	70766447	70781249	3	2_1_1	43	0.122	exon	ENSG00000118454.13_3,	-	K00302:154:HGK25BBXY:1:2216:2290:11231,K00302:154:HGK25BBXY:1:2216:2453:11407,K00302:154:HGK25BBXY:1:1210:15250:4426,
chr1:76211491|76216231	chr1	76211491	76216231	3	2_2_0	80	0.070	exon	ENSG00000117054.13_5,	+	K00302:154:HGK25BBXY:1:2127:14143:28709,K00302:154:HGK25BBXY:1:2127:14164:28709,K00302:154:HGK25BBXY:1:1223:18396:48491,
chr1:84644860|84680000	chr1	84644860	84680000	3	0_3_2	119	0.048	exon	ENSG00000142875.19_5,	+	K00302:154:HGK25BBXY:1:2222:16660:21149,K00302:154:HGK25BBXY:1:2114:11414:28375,K00302:154:HGK25BBXY:1:1106:5122:7451,
chr1:87181407|87200862	chr1	87181407	87200862	2	1_1_1	145	0.027	exon	ENSG00000097033.14_4,	+	K00302:154:HGK25BBXY:1:1103:19755:2141,K00302:154:HGK25BBXY:1:1208:12814:28868,
chr1:92798948|92846430	chr1	92798948	92846430	3	2_2_1	57	0.095	exon	ENSG00000122484.9_3,	+	K00302:154:HGK25BBXY:1:2113:11180:29343,K00302:154:HGK25BBXY:1:1117:7892:29343,K00302:154:HGK25BBXY:1:2211:26129:2316,
chr1:93683295|93692006	chr1	93683295	93692006	2	2_2_0	15	0.211	exon	ENSG00000122483.17_5,	+	K00302:154:HGK25BBXY:1:1201:25834:38275,K00302:154:HGK25BBXY:1:1204:18142:8945,
chr1:94685814|94697199	chr1	94685814	94697199	2	2_2_0	30	0.118	exon	ENSG00000137962.13_3,	-	K00302:154:HGK25BBXY:1:2115:12418:7539,K00302:154:HGK25BBXY:1:1211:14275:20357,
chr1:94924163|94946162	chr1	94924163	94946162	2	0_2_2	53	0.070	exon	ENSG00000117528.13_4,	+	K00302:154:HGK25BBXY:1:2216:6482:33123,K00302:154:HGK25BBXY:1:1214:23734:32209,
chr1:94924163|94956803	chr1	94924163	94956803	2	1_0_2	46	0.080	exon	ENSG00000117528.13_4,	+	K00302:154:HGK25BBXY:1:2113:6735:5147,K00302:154:HGK25BBXY:1:2227:13047:41053,
chr1:100476921|100483371	chr1	100476921	100483371	2	2_2_0	45	0.082	exon	ENSG00000283761.1_5,ENSG00000117620.15_4,	+	K00302:154:HGK25BBXY:1:2105:32025:21219,K00302:154:HGK25BBXY:1:2105:32146:21395,
chr1:104108057|104118162	chr1	104108057	104118162	2	2_2_0	45	0.082	exon	ENSG00000240038.6_3,	+	K00302:154:HGK25BBXY:1:2121:3914:41510,K00302:154:HGK25BBXY:1:1220:32248:40948,
chr1:110203787|110214205	chr1	110203787	110214205	3	2_1_1	88	0.064	exon	ENSG00000168765.17_3,	+	K00302:154:HGK25BBXY:1:2222:6603:17474,K00302:154:HGK25BBXY:1:1212:31193:21606,K00302:154:HGK25BBXY:1:1201:22262:26670,
chr1:115005726|115007010	chr1	115005726	115007010	2	2_2_0	55	0.068	exon	ENSG00000197323.12_4,	-	K00302:154:HGK25BBXY:1:2124:12560:30327,K00302:154:HGK25BBXY:1:2107:2280:11530,
chr1:117944808|117957453	chr1	117944808	117957453	5	5_4_0	140	0.067	exon	ENSG00000198162.12_4,	+	K00302:154:HGK25BBXY:1:1121:16538:8277,K00302:154:HGK25BBXY:1:2114:26798:24612,K00302:154:HGK25BBXY:1:1218:5751:6818,K00302:154:HGK25BBXY:1:1208:26332:15821,K00302:154:HGK25BBXY:1:1125:4219:34125,
chr1:117944808|117984947	chr1	117944808	117984947	10	5_5_1	105	0.160	exon	ENSG00000198162.12_4,	+	K00302:154:HGK25BBXY:1:2108:21897:21113,K00302:154:HGK25BBXY:1:2108:21795:21254,K00302:154:HGK25BBXY:1:2108:21714:21535,K00302:154:HGK25BBXY:1:2108:21755:21535,K00302:154:HGK25BBXY:1:2108:17056:45256,K00302:154:HGK25BBXY:1:1224:25175:42267,K00302:154:HGK25BBXY:1:1224:24708:42583,K00302:154:HGK25BBXY:1:1214:2443:37765,K00302:154:HGK25BBXY:1:1207:20608:3442,K00302:154:HGK25BBXY:1:1110:1976:8295,
chr1:118003111|118045592	chr1	118003111	118045592	2	1_1_1	92	0.042	exon	ENSG00000198162.12_4,	+	K00302:154:HGK25BBXY:1:1105:21562:34670,K00302:154:HGK25BBXY:1:2204:25124:15311,
chr1:146747017|146757164	chr1	146747017	146757164	3	2_3_0	50	0.107	exon	ENSG00000237188.5_7,ENSG00000131778.19_4,	+	K00302:154:HGK25BBXY:1:2220:8339:24982,K00302:154:HGK25BBXY:1:1122:32146:1279,K00302:154:HGK25BBXY:1:2225:18264:44359,
chr1:149931603|149936274	chr1	149931603	149936274	2	1_2_0	89	0.043	exon	ENSG00000264522.6_3,	-	K00302:154:HGK25BBXY:1:2110:9303:6818,K00302:154:HGK25BBXY:1:2206:2087:12779,
chr1:151400299|151403317	chr1	151400299	151403317	2	1_2_0	101	0.038	exon	ENSG00000143442.22_6,	-	K00302:154:HGK25BBXY:1:1124:7811:26881,K00302:154:HGK25BBXY:1:2205:22313:11108,
chr1:153637696|153641033	chr1	153637696	153641033	2	2_2_0	110	0.035	exon	ENSG00000143621.17_3,	-	K00302:154:HGK25BBXY:1:2103:9902:48579,K00302:154:HGK25BBXY:1:1108:4939:41739,
chr1:154207067|154207767	chr1	154207067	154207767	3	2_2_0	171	0.034	exon	ENSG00000143569.19_5,	+	K00302:154:HGK25BBXY:1:1103:25763:13042,K00302:154:HGK25BBXY:1:1117:4066:42407,K00302:154:HGK25BBXY:1:1118:7618:16594,
chr1:155186175|155206260	chr1	155186175	155206260	2	2_2_0	48	0.077	intergenic_region	n/a	-	K00302:154:HGK25BBXY:1:1128:14945:39172,K00302:154:HGK25BBXY:1:2117:16102:34002,
chr1:155340295|155340774	chr1	155340295	155340774	2	2_2_0	141	0.028	exon	ENSG00000116539.13_5,	-	K00302:154:HGK25BBXY:1:1121:8978:24542,K00302:154:HGK25BBXY:1:1223:15260:13060,
chr1:155408118|155408859	chr1	155408118	155408859	5	5_5_0	88	0.102	exon	ENSG00000116539.13_5,	-	K00302:154:HGK25BBXY:1:2128:15432:15926,K00302:154:HGK25BBXY:1:2211:20080:2914,K00302:154:HGK25BBXY:1:2222:13261:20955,K00302:154:HGK25BBXY:1:1120:25652:19566,K00302:154:HGK25BBXY:1:1116:18944:9033,
chr1:155408118|155429689	chr1	155408118	155429689	2	2_2_0	114	0.034	exon	ENSG00000116539.13_5,	-	K00302:154:HGK25BBXY:1:2112:13575:12286,K00302:154:HGK25BBXY:1:1114:16417:19566,
chr1:155582209|155717687	chr1	155582209	155717687	4	3_4_0	30	0.211	intergenic_region	n/a	+	K00302:154:HGK25BBXY:1:2120:21389:21817,K00302:154:HGK25BBXY:1:1103:5446:43286,K00302:154:HGK25BBXY:1:1203:19197:8418,K00302:154:HGK25BBXY:1:1112:27316:19144,
chr1:155644801|155649303	chr1	155644801	155649303	4	2_3_2	74	0.098	exon	ENSG00000163374.19_4,	-	K00302:154:HGK25BBXY:1:1225:12723:20656,K00302:154:HGK25BBXY:1:1201:5122:12620,K00302:154:HGK25BBXY:1:1203:19786:2686,K00302:154:HGK25BBXY:1:1208:19147:29395,
chr1:155646339|155649303	chr1	155646339	155649303	7	7_5_0	88	0.137	exon	ENSG00000163374.19_4,	-	K00302:154:HGK25BBXY:1:2121:5741:30538,K00302:154:HGK25BBXY:1:2222:26768:14115,K00302:154:HGK25BBXY:1:2224:10379:46170,K00302:154:HGK25BBXY:1:2115:20324:7802,K00302:154:HGK25BBXY:1:2115:28026:9051,K00302:154:HGK25BBXY:1:1101:8603:13974,K00302:154:HGK25BBXY:1:1225:24474:39436,
chr1:155691308|155695810	chr1	155691308	155695810	3	3_2_1	125	0.046	exon	ENSG00000132676.16_6,	+	K00302:154:HGK25BBXY:1:2114:16437:36763,K00302:154:HGK25BBXY:1:1227:30066:4040,K00302:154:HGK25BBXY:1:1201:24566:44693,
chr1:155734791|155736500	chr1	155734791	155736500	5	5_4_0	40	0.200	exon	ENSG00000116580.18_2,	-	K00302:154:HGK25BBXY:1:2120:4574:30028,K00302:154:HGK25BBXY:1:2222:29731:22801,K00302:154:HGK25BBXY:1:1122:4188:36675,K00302:154:HGK25BBXY:1:1224:13311:6343,K00302:154:HGK25BBXY:1:1203:9841:13728,
chr1:155823067|155823597	chr1	155823067	155823597	10	5_6_0	90	0.182	exon	ENSG00000116580.18_2,	-	K00302:154:HGK25BBXY:1:2226:17604:38539,K00302:154:HGK25BBXY:1:2112:11850:5991,K00302:154:HGK25BBXY:1:2114:15524:3319,K00302:154:HGK25BBXY:1:2114:15442:3635,K00302:154:HGK25BBXY:1:1114:29934:13939,K00302:154:HGK25BBXY:1:1114:28168:15065,K00302:154:HGK25BBXY:1:1114:28310:15135,K00302:154:HGK25BBXY:1:1114:31822:18722,K00302:154:HGK25BBXY:1:1204:17969:5095,K00302:154:HGK25BBXY:1:2109:25875:40631,
chr1:160293221|160302347	chr1	160293221	160302347	2	2_2_0	179	0.022	exon	ENSG00000122218.15_3,	-	K00302:154:HGK25BBXY:1:1221:24779:39717,K00302:154:HGK25BBXY:1:1208:10054:35022,
chr1:161071838|161072165	chr1	161071838	161072165	4	2_2_2	50	0.138	exon	ENSG00000143256.5_3,	-	K00302:154:HGK25BBXY:1:2219:1428:39945,K00302:154:HGK25BBXY:1:1119:32481:40789,K00302:154:HGK25BBXY:1:1104:7304:43409,K00302:154:HGK25BBXY:1:1217:20983:3319,
chr1:161748034|161753886	chr1	161748034	161753886	2	0_2_2	113	0.034	exon	ENSG00000118217.6_4,	+	K00302:154:HGK25BBXY:1:1116:3478:48948,K00302:154:HGK25BBXY:1:1227:31943:42812,
chr1:169199956|169256646	chr1	169199956	169256646	2	1_0_2	42	0.087	exon	ENSG00000143156.14_5,	-	K00302:154:HGK25BBXY:1:1207:11302:46680,K00302:154:HGK25BBXY:1:1222:22282:46575,
chr1:169446393|169446995	chr1	169446393	169446995	2	2_2_0	12	0.250	exon	ENSG00000117479.14_5,	-	K00302:154:HGK25BBXY:1:1218:7740:47260,K00302:154:HGK25BBXY:1:1208:26829:19918,
chr1:169947226|170001116	chr1	169947226	170001116	2	2_2_0	94	0.041	exon	ENSG00000075945.13_3,	-	K00302:154:HGK25BBXY:1:2201:3752:4479,K00302:154:HGK25BBXY:1:2222:28554:38803,
chr1:171537386|171544267	chr1	171537386	171544267	6	5_6_1	154	0.072	exon	ENSG00000117523.16_4,	+	K00302:154:HGK25BBXY:1:2128:23175:10809,K00302:154:HGK25BBXY:1:2201:21876:10387,K00302:154:HGK25BBXY:1:2221:21156:21096,K00302:154:HGK25BBXY:1:2227:21724:32490,K00302:154:HGK25BBXY:1:2113:17726:5939,K00302:154:HGK25BBXY:1:1106:2849:32490,
chr1:174241552|174274265	chr1	174241552	174274265	3	0_2_1	46	0.115	exon	ENSG00000152061.23_4,	+	K00302:154:HGK25BBXY:1:1114:2859:16471,K00302:154:HGK25BBXY:1:2101:26423:12146,K00302:154:HGK25BBXY:1:2101:26413:12269,
chr1:176012322|176015460	chr1	176012322	176015460	4	1_2_1	83	0.088	exon	ENSG00000143207.21_6,	-	K00302:154:HGK25BBXY:1:2214:24759:28956,K00302:154:HGK25BBXY:1:2122:12885:14643,K00302:154:HGK25BBXY:1:2223:23926:6132,K00302:154:HGK25BBXY:1:1214:27499:44781,
chr1:179100446|179102509	chr1	179100446	179102509	2	2_2_0	32	0.111	exon	ENSG00000143322.20_4,	-	K00302:154:HGK25BBXY:1:2202:16315:31875,K00302:154:HGK25BBXY:1:1224:22191:1437,
chr1:179972309|179975702	chr1	179972309	179975702	6	5_5_0	79	0.132	exon	ENSG00000135837.16_6,	+	K00302:154:HGK25BBXY:1:2214:29904:6572,K00302:154:HGK25BBXY:1:2204:28067:4760,K00302:154:HGK25BBXY:1:1215:29396:48561,K00302:154:HGK25BBXY:1:1202:3133:10968,K00302:154:HGK25BBXY:1:1202:3427:11231,K00302:154:HGK25BBXY:1:1205:29143:29976,
chr1:180953813|180962561	chr1	180953813	180962561	3	2_1_1	77	0.072	exon	ENSG00000135823.14_4,	-	K00302:154:HGK25BBXY:1:2121:17919:38627,K00302:154:HGK25BBXY:1:2223:31193:7644,K00302:154:HGK25BBXY:1:2104:15432:23909,
chr1:193044950|193046180	chr1	193044950	193046180	3	2_2_0	122	0.047	exon	ENSG00000116747.12_5,	+	K00302:154:HGK25BBXY:1:2204:3427:44886,K00302:154:HGK25BBXY:1:2204:3407:44922,K00302:154:HGK25BBXY:1:2114:24880:43128,
