circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:8555123|8617582	chr1	8555123	8617582	19	13_13_0	88	0.302	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2219:29224:32719,K00302:179:HHYC5BBXY:1:2225:26666:14361,K00302:179:HHYC5BBXY:1:2227:8663:19707,K00302:179:HHYC5BBXY:1:1110:8440:11442,K00302:179:HHYC5BBXY:1:1117:22008:45010,K00302:179:HHYC5BBXY:1:1118:6197:38082,K00302:179:HHYC5BBXY:1:2120:15757:6607,K00302:179:HHYC5BBXY:1:2120:11211:7416,K00302:179:HHYC5BBXY:1:2120:9191:7433,K00302:179:HHYC5BBXY:1:2206:9932:19162,K00302:179:HHYC5BBXY:1:1210:18913:34793,K00302:179:HHYC5BBXY:1:1211:1681:29765,K00302:179:HHYC5BBXY:1:2108:29153:28692,K00302:179:HHYC5BBXY:1:2110:5893:6044,K00302:179:HHYC5BBXY:1:2116:4178:6378,K00302:179:HHYC5BBXY:1:1119:15209:16770,K00302:179:HHYC5BBXY:1:1201:31233:44359,K00302:179:HHYC5BBXY:1:1210:21288:31804,K00302:179:HHYC5BBXY:1:2102:21795:42530,
chr1:8568686|8617582	chr1	8568686	8617582	13	5_7_3	136	0.160	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2222:27103:43497,K00302:179:HHYC5BBXY:1:2224:5304:2527,K00302:179:HHYC5BBXY:1:1104:1753:10335,K00302:179:HHYC5BBXY:1:1104:13443:41563,K00302:179:HHYC5BBXY:1:1114:32522:1648,K00302:179:HHYC5BBXY:1:2120:14194:19619,K00302:179:HHYC5BBXY:1:1213:24160:22995,K00302:179:HHYC5BBXY:1:2112:15412:14590,K00302:179:HHYC5BBXY:1:1201:21958:27936,K00302:179:HHYC5BBXY:1:2215:1976:45010,K00302:179:HHYC5BBXY:1:1224:6715:27619,K00302:179:HHYC5BBXY:1:2106:23074:41827,K00302:179:HHYC5BBXY:1:2108:24535:11653,
chr1:8601273|8674745	chr1	8601273	8674745	39	20_20_0	61	0.561	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2214:11617:32384,K00302:179:HHYC5BBXY:1:2215:7659:12796,K00302:179:HHYC5BBXY:1:2215:6177:18704,K00302:179:HHYC5BBXY:1:2221:13494:21993,K00302:179:HHYC5BBXY:1:2222:26108:18810,K00302:179:HHYC5BBXY:1:2228:21085:4725,K00302:179:HHYC5BBXY:1:1104:19928:9543,K00302:179:HHYC5BBXY:1:1104:9059:33862,K00302:179:HHYC5BBXY:1:1112:21247:43831,K00302:179:HHYC5BBXY:1:2122:3823:13992,K00302:179:HHYC5BBXY:1:2122:2057:17931,K00302:179:HHYC5BBXY:1:2205:24830:1824,K00302:179:HHYC5BBXY:1:2206:23947:49142,K00302:179:HHYC5BBXY:1:1215:9729:18704,K00302:179:HHYC5BBXY:1:1224:16894:23452,K00302:179:HHYC5BBXY:1:1226:5639:31101,K00302:179:HHYC5BBXY:1:1228:31842:13236,K00302:179:HHYC5BBXY:1:2101:3315:16032,K00302:179:HHYC5BBXY:1:2115:31355:15873,K00302:179:HHYC5BBXY:1:2116:1600:29976,K00302:179:HHYC5BBXY:1:1121:1397:8172,K00302:179:HHYC5BBXY:1:1127:8745:2053,K00302:179:HHYC5BBXY:1:1203:12225:29641,K00302:179:HHYC5BBXY:1:1205:20395:49247,K00302:179:HHYC5BBXY:1:1206:19370:1930,K00302:179:HHYC5BBXY:1:1207:24606:33475,K00302:179:HHYC5BBXY:1:1209:27184:5446,K00302:179:HHYC5BBXY:1:2228:30076:28674,K00302:179:HHYC5BBXY:1:1112:19776:28340,K00302:179:HHYC5BBXY:1:1112:28250:39858,K00302:179:HHYC5BBXY:1:1112:28321:40086,K00302:179:HHYC5BBXY:1:2208:27082:37343,K00302:179:HHYC5BBXY:1:2109:12479:36481,K00302:179:HHYC5BBXY:1:1123:21471:37853,K00302:179:HHYC5BBXY:1:1123:21653:38029,K00302:179:HHYC5BBXY:1:1201:7862:41352,K00302:179:HHYC5BBXY:1:1207:4807:14080,K00302:179:HHYC5BBXY:1:1207:4929:14115,K00302:179:HHYC5BBXY:1:1207:4178:14959,
chr1:8601273|8716500	chr1	8601273	8716500	2	2_2_0	63	0.060	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1217:2676:42847,K00302:179:HHYC5BBXY:1:1221:5842:46293,
chr1:8674620|8716500	chr1	8674620	8716500	2	2_2_0	69	0.055	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2210:28757:4233,K00302:179:HHYC5BBXY:1:2102:17076:42900,
chr1:8716032|8716500	chr1	8716032	8716500	12	6_8_0	32	0.429	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2216:25286:45871,K00302:179:HHYC5BBXY:1:2218:8268:20076,K00302:179:HHYC5BBXY:1:1106:27072:36903,K00302:179:HHYC5BBXY:1:1107:22272:34284,K00302:179:HHYC5BBXY:1:1115:21531:42003,K00302:179:HHYC5BBXY:1:2106:2696:22344,K00302:179:HHYC5BBXY:1:2106:4046:23346,K00302:179:HHYC5BBXY:1:1208:10287:44922,K00302:179:HHYC5BBXY:1:1107:15534:26195,K00302:179:HHYC5BBXY:1:1210:25804:43392,K00302:179:HHYC5BBXY:1:2106:3457:22432,K00302:179:HHYC5BBXY:1:2117:24657:2686,
chr1:10032076|10041228	chr1	10032076	10041228	2	2_2_0	1	0.800	exon	ENSG00000173614.14_4,	+	K00302:179:HHYC5BBXY:1:2213:28239:7416,K00302:179:HHYC5BBXY:1:1110:8369:20287,
chr1:10155519|10165802	chr1	10155519	10165802	4	4_4_0	30	0.211	exon	ENSG00000130939.19_4,	+	K00302:179:HHYC5BBXY:1:2210:28229:10598,K00302:179:HHYC5BBXY:1:2225:1895:19619,K00302:179:HHYC5BBXY:1:1105:27093:20093,K00302:179:HHYC5BBXY:1:2115:2605:43533,
chr1:10327438|10328321	chr1	10327438	10328321	2	2_2_0	216	0.018	exon	ENSG00000054523.17_4,	+	K00302:179:HHYC5BBXY:1:2128:9232:15240,K00302:179:HHYC5BBXY:1:2203:11221:40807,
chr1:10405903|10408791	chr1	10405903	10408791	2	2_2_0	143	0.027	exon	ENSG00000054523.17_4,	+	K00302:179:HHYC5BBXY:1:1222:10764:25562,K00302:179:HHYC5BBXY:1:1228:30675:26160,
chr1:10407819|10408791	chr1	10407819	10408791	3	3_3_0	131	0.044	exon	ENSG00000054523.17_4,	+	K00302:179:HHYC5BBXY:1:2226:17523:41985,K00302:179:HHYC5BBXY:1:1109:3407:13482,K00302:179:HHYC5BBXY:1:2113:11627:24595,
chr1:11133991|11137005	chr1	11133991	11137005	2	2_1_0	36	0.100	exon	ENSG00000171824.14_4,	-	K00302:179:HHYC5BBXY:1:2209:6918:44605,K00302:179:HHYC5BBXY:1:1102:5041:4286,
chr1:12061458|12062160	chr1	12061458	12062160	12	7_6_0	111	0.178	exon	ENSG00000116688.16_5,	+	K00302:179:HHYC5BBXY:1:2219:31629:49019,K00302:179:HHYC5BBXY:1:2222:23033:28428,K00302:179:HHYC5BBXY:1:1104:22303:11020,K00302:179:HHYC5BBXY:1:1106:31314:24278,K00302:179:HHYC5BBXY:1:1107:32431:46891,K00302:179:HHYC5BBXY:1:2123:10713:10809,K00302:179:HHYC5BBXY:1:2209:2706:35866,K00302:179:HHYC5BBXY:1:1217:5132:21852,K00302:179:HHYC5BBXY:1:2219:17482:42372,K00302:179:HHYC5BBXY:1:1112:18599:35339,K00302:179:HHYC5BBXY:1:1213:19045:32384,K00302:179:HHYC5BBXY:1:1217:9567:26652,
chr1:12335882|12338095	chr1	12335882	12338095	5	4_3_0	64	0.135	exon	ENSG00000048707.15_5,	+	K00302:179:HHYC5BBXY:1:2219:10216:44658,K00302:179:HHYC5BBXY:1:2119:9891:4637,K00302:179:HHYC5BBXY:1:1103:12865:10106,K00302:179:HHYC5BBXY:1:2127:20618:46786,K00302:179:HHYC5BBXY:1:1119:16853:31154,
chr1:12460238|12476880	chr1	12460238	12476880	3	2_3_0	51	0.105	exon	ENSG00000048707.15_5,	+	K00302:179:HHYC5BBXY:1:2217:9607:32138,K00302:179:HHYC5BBXY:1:1127:18467:12532,K00302:179:HHYC5BBXY:1:1219:11596:30521,
chr1:14042036|14075982	chr1	14042036	14075982	4	4_4_0	18	0.308	exon	ENSG00000116731.22_3,	+	K00302:179:HHYC5BBXY:1:1215:19025:47999,K00302:179:HHYC5BBXY:1:1220:16823:17667,K00302:179:HHYC5BBXY:1:1203:27093:22274,K00302:179:HHYC5BBXY:1:1204:12175:29343,
chr1:14057495|14075982	chr1	14057495	14075982	3	1_2_0	22	0.214	exon	ENSG00000116731.22_3,	+	K00302:179:HHYC5BBXY:1:1113:6370:38767,K00302:179:HHYC5BBXY:1:1209:11759:30732,K00302:179:HHYC5BBXY:1:2127:27093:26564,
chr1:14608666|14611276	chr1	14608666	14611276	2	2_2_0	1	0.800	intron	ENSG00000189337.17_6,	+	K00302:179:HHYC5BBXY:1:1228:18325:37607,K00302:179:HHYC5BBXY:1:2114:5122:17157,
chr1:15860732|15863309	chr1	15860732	15863309	3	3_3_0	36	0.143	exon	ENSG00000116138.13_3,	+	K00302:179:HHYC5BBXY:1:2202:2443:26336,K00302:179:HHYC5BBXY:1:1125:13951:2563,K00302:179:HHYC5BBXY:1:1208:21836:44464,
chr1:15964802|15978390	chr1	15964802	15978390	3	2_2_0	26	0.188	exon	ENSG00000197312.12_4,	+	K00302:179:HHYC5BBXY:1:2125:11282:28393,K00302:179:HHYC5BBXY:1:2109:12124:45432,K00302:179:HHYC5BBXY:1:1125:10044:27760,
chr1:16044388|16047883	chr1	16044388	16047883	3	2_2_0	72	0.077	exon	ENSG00000116786.13_5,	+	K00302:179:HHYC5BBXY:1:1107:25702:44552,K00302:179:HHYC5BBXY:1:1126:2290:6202,K00302:179:HHYC5BBXY:1:1126:1570:6677,
chr1:21076216|21100103	chr1	21076216	21100103	6	4_4_0	92	0.115	exon	ENSG00000127483.18_4,	-	K00302:179:HHYC5BBXY:1:1106:24911:1894,K00302:179:HHYC5BBXY:1:1116:4219:18511,K00302:179:HHYC5BBXY:1:2206:18822:20920,K00302:179:HHYC5BBXY:1:2206:15990:37818,K00302:179:HHYC5BBXY:1:2102:18416:36323,K00302:179:HHYC5BBXY:1:1121:16985:38803,
chr1:21083659|21100103	chr1	21083659	21100103	3	3_3_0	98	0.058	exon	ENSG00000127483.18_4,	-	K00302:179:HHYC5BBXY:1:2101:20517:37114,K00302:179:HHYC5BBXY:1:2104:16630:28868,K00302:179:HHYC5BBXY:1:1201:8917:34881,
chr1:21091870|21100103	chr1	21091870	21100103	6	4_3_0	79	0.132	exon	ENSG00000127483.18_4,	-	K00302:179:HHYC5BBXY:1:1119:2351:2756,K00302:179:HHYC5BBXY:1:2124:7994:10247,K00302:179:HHYC5BBXY:1:2124:8055:10317,K00302:179:HHYC5BBXY:1:2124:7862:10510,K00302:179:HHYC5BBXY:1:1125:28148:38240,K00302:179:HHYC5BBXY:1:1127:11353:2703,
chr1:21167349|21191755	chr1	21167349	21191755	2	2_2_0	25	0.138	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:2128:19928:11196,K00302:179:HHYC5BBXY:1:2105:32126:47383,
chr1:21220010|21231464	chr1	21220010	21231464	2	2_2_0	62	0.061	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:2214:16802:10176,K00302:179:HHYC5BBXY:1:2104:9181:6958,
chr1:21220010|21268823	chr1	21220010	21268823	11	6_7_0	49	0.310	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:2224:30046:25914,K00302:179:HHYC5BBXY:1:1105:26504:19460,K00302:179:HHYC5BBXY:1:1128:12804:39330,K00302:179:HHYC5BBXY:1:1203:31822:46082,K00302:179:HHYC5BBXY:1:1101:28686:32525,K00302:179:HHYC5BBXY:1:1111:8389:2422,K00302:179:HHYC5BBXY:1:1111:10287:3459,K00302:179:HHYC5BBXY:1:2125:15026:39137,K00302:179:HHYC5BBXY:1:1222:23328:30380,K00302:179:HHYC5BBXY:1:1227:27407:47577,K00302:179:HHYC5BBXY:1:1119:12520:24138,
chr1:21231376|21268823	chr1	21231376	21268823	6	4_5_0	53	0.185	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:1101:1783:33035,K00302:179:HHYC5BBXY:1:1115:12418:3283,K00302:179:HHYC5BBXY:1:2203:13017:35233,K00302:179:HHYC5BBXY:1:2204:21491:45871,K00302:179:HHYC5BBXY:1:1227:30056:28498,K00302:179:HHYC5BBXY:1:1223:19532:6361,
chr1:21276496|21308901	chr1	21276496	21308901	5	2_1_2	43	0.189	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:2112:18193:16067,K00302:179:HHYC5BBXY:1:2112:18274:16067,K00302:179:HHYC5BBXY:1:1208:18091:19513,K00302:179:HHYC5BBXY:1:1208:15179:20551,K00302:179:HHYC5BBXY:1:1117:14935:22098,
chr1:21295967|21307720	chr1	21295967	21307720	7	3_3_0	63	0.182	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:1112:7669:42143,K00302:179:HHYC5BBXY:1:1112:7730:42319,K00302:179:HHYC5BBXY:1:2107:3234:24401,K00302:179:HHYC5BBXY:1:1121:26555:15469,K00302:179:HHYC5BBXY:1:2227:10541:6572,K00302:179:HHYC5BBXY:1:1216:24566:20463,K00302:179:HHYC5BBXY:1:2112:32177:47682,
chr1:21295967|21308901	chr1	21295967	21308901	7	4_1_4	44	0.241	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:2217:9942:14045,K00302:179:HHYC5BBXY:1:1110:5629:40578,K00302:179:HHYC5BBXY:1:1118:28544:47366,K00302:179:HHYC5BBXY:1:1216:27529:20920,K00302:179:HHYC5BBXY:1:2103:5091:10950,K00302:179:HHYC5BBXY:1:2117:26626:2510,K00302:179:HHYC5BBXY:1:1225:32146:32648,
chr1:21295967|21329301	chr1	21295967	21329301	12	6_7_0	49	0.329	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:2224:9333:1982,K00302:179:HHYC5BBXY:1:2224:14631:6449,K00302:179:HHYC5BBXY:1:1106:22912:28041,K00302:179:HHYC5BBXY:1:1106:24008:43480,K00302:179:HHYC5BBXY:1:2207:3001:20937,K00302:179:HHYC5BBXY:1:2118:8704:33633,K00302:179:HHYC5BBXY:1:2215:2696:8172,K00302:179:HHYC5BBXY:1:1102:30198:12990,K00302:179:HHYC5BBXY:1:2122:15260:29800,K00302:179:HHYC5BBXY:1:2122:11190:32173,K00302:179:HHYC5BBXY:1:1220:14072:28059,K00302:179:HHYC5BBXY:1:1124:7750:38345,
chr1:21377359|21437876	chr1	21377359	21437876	3	2_1_0	35	0.146	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:1113:14874:45238,K00302:179:HHYC5BBXY:1:2106:4553:3371,K00302:179:HHYC5BBXY:1:2106:4543:3389,
chr1:21573714|21585332	chr1	21573714	21585332	2	2_1_0	32	0.111	exon	ENSG00000117298.16_5,	-	K00302:179:HHYC5BBXY:1:2219:21592:40807,K00302:179:HHYC5BBXY:1:2123:13991:48878,
chr1:21599192|21616649	chr1	21599192	21616649	2	2_2_0	22	0.154	exon	ENSG00000117298.16_5,	-	K00302:179:HHYC5BBXY:1:1109:25804:44482,K00302:179:HHYC5BBXY:1:2119:21298:38926,
chr1:22041882|22048257	chr1	22041882	22048257	2	2_1_0	18	0.182	exon	ENSG00000090686.15_2,	-	K00302:179:HHYC5BBXY:1:2114:18101:25017,K00302:179:HHYC5BBXY:1:1102:2361:42724,
chr1:22041882|22050588	chr1	22041882	22050588	5	5_2_0	13	0.435	exon	ENSG00000090686.15_2,	-	K00302:179:HHYC5BBXY:1:1125:24951:26828,K00302:179:HHYC5BBXY:1:1128:3173:24261,K00302:179:HHYC5BBXY:1:2213:1986:31769,K00302:179:HHYC5BBXY:1:2204:13139:14238,K00302:179:HHYC5BBXY:1:1215:8126:39910,
chr1:22816373|22818026	chr1	22816373	22818026	2	2_2_0	12	0.250	exon	ENSG00000184677.18_5,	+	K00302:179:HHYC5BBXY:1:2104:15453:14730,K00302:179:HHYC5BBXY:1:1204:2950:12304,
chr1:23356962|23377013	chr1	23356962	23377013	11	5_8_0	44	0.333	exon	ENSG00000004487.16_5,	+	K00302:179:HHYC5BBXY:1:2223:1824:44183,K00302:179:HHYC5BBXY:1:2106:15016:19355,K00302:179:HHYC5BBXY:1:1207:24424:8611,K00302:179:HHYC5BBXY:1:1207:4462:20762,K00302:179:HHYC5BBXY:1:1207:6157:27778,K00302:179:HHYC5BBXY:1:2218:18730:9649,K00302:179:HHYC5BBXY:1:2128:14884:27074,K00302:179:HHYC5BBXY:1:1210:19766:47770,K00302:179:HHYC5BBXY:1:1214:12154:43480,K00302:179:HHYC5BBXY:1:1218:22485:33211,K00302:179:HHYC5BBXY:1:2118:10399:4110,
chr1:23356962|23385660	chr1	23356962	23385660	11	6_7_0	44	0.333	exon	ENSG00000004487.16_5,	+	K00302:179:HHYC5BBXY:1:1111:29000:17421,K00302:179:HHYC5BBXY:1:1114:11221:6624,K00302:179:HHYC5BBXY:1:1114:11475:6677,K00302:179:HHYC5BBXY:1:1114:17949:20674,K00302:179:HHYC5BBXY:1:1115:8318:43831,K00302:179:HHYC5BBXY:1:1217:7689:36657,K00302:179:HHYC5BBXY:1:1125:7486:18933,K00302:179:HHYC5BBXY:1:1125:5670:21447,K00302:179:HHYC5BBXY:1:1209:18416:25386,K00302:179:HHYC5BBXY:1:2127:24180:36323,K00302:179:HHYC5BBXY:1:1227:5467:6325,
chr1:23376880|23385660	chr1	23376880	23385660	14	11_9_0	70	0.286	exon	ENSG00000004487.16_5,	+	K00302:179:HHYC5BBXY:1:2227:12652:13535,K00302:179:HHYC5BBXY:1:1112:15808:11266,K00302:179:HHYC5BBXY:1:1118:3488:19953,K00302:179:HHYC5BBXY:1:2120:30269:32877,K00302:179:HHYC5BBXY:1:1214:7334:45221,K00302:179:HHYC5BBXY:1:1217:6857:15416,K00302:179:HHYC5BBXY:1:2105:19715:13007,K00302:179:HHYC5BBXY:1:1201:7710:16471,K00302:179:HHYC5BBXY:1:1201:10795:39400,K00302:179:HHYC5BBXY:1:2213:28554:20973,K00302:179:HHYC5BBXY:1:2213:29254:22045,K00302:179:HHYC5BBXY:1:1102:25357:13922,K00302:179:HHYC5BBXY:1:1217:31304:6009,K00302:179:HHYC5BBXY:1:1121:30949:22274,
chr1:24766662|24771734	chr1	24766662	24771734	2	2_2_0	80	0.048	exon	ENSG00000001461.17_3,	+	K00302:179:HHYC5BBXY:1:2215:27265:21447,K00302:179:HHYC5BBXY:1:1205:20222:33123,
chr1:27056142|27059283	chr1	27056142	27059283	2	2_1_0	19	0.174	exon	ENSG00000117713.20_5,	+	K00302:179:HHYC5BBXY:1:2122:10389:40772,K00302:179:HHYC5BBXY:1:1217:3468:36411,
chr1:27269151|27269556	chr1	27269151	27269556	10	7_3_0	45	0.308	exon	ENSG00000090273.14_4,	+	K00302:179:HHYC5BBXY:1:1216:25702:29395,K00302:179:HHYC5BBXY:1:1216:27174:36798,K00302:179:HHYC5BBXY:1:2110:19238:14643,K00302:179:HHYC5BBXY:1:2117:25601:46873,K00302:179:HHYC5BBXY:1:2122:21633:44394,K00302:179:HHYC5BBXY:1:2122:21856:46258,K00302:179:HHYC5BBXY:1:2123:18649:26986,K00302:179:HHYC5BBXY:1:2203:8856:33932,K00302:179:HHYC5BBXY:1:2206:3102:39787,K00302:179:HHYC5BBXY:1:2116:20060:13359,
chr1:28136757|28138779	chr1	28136757	28138779	2	1_2_1	82	0.047	exon	ENSG00000117758.14_4,	+	K00302:179:HHYC5BBXY:1:1105:16315:22837,K00302:179:HHYC5BBXY:1:2103:22252:29290,
chr1:28362055|28384605	chr1	28362055	28384605	5	4_3_0	14	0.417	exon	ENSG00000158161.16_5,	-	K00302:179:HHYC5BBXY:1:2126:19979:33826,K00302:179:HHYC5BBXY:1:2111:15930:13623,K00302:179:HHYC5BBXY:1:2217:23399:34160,K00302:179:HHYC5BBXY:1:2102:21613:23259,K00302:179:HHYC5BBXY:1:2118:18710:9473,
chr1:28785596|28793279	chr1	28785596	28793279	2	2_1_0	4	0.500	exon	ENSG00000204138.13_4,	+	K00302:179:HHYC5BBXY:1:2220:12885:25720,K00302:179:HHYC5BBXY:1:2223:17655:42741,
chr1:31452909|31479949	chr1	31452909	31479949	3	2_2_0	74	0.075	exon	ENSG00000134644.15_4,	-	K00302:179:HHYC5BBXY:1:1106:6299:34600,K00302:179:HHYC5BBXY:1:1212:32512:12181,K00302:179:HHYC5BBXY:1:1123:20415:32191,
chr1:31465237|31479946	chr1	31465237	31479946	3	3_3_0	71	0.078	exon	ENSG00000134644.15_4,	-	K00302:179:HHYC5BBXY:1:2213:20202:15223,K00302:179:HHYC5BBXY:1:1103:28848:46100,K00302:179:HHYC5BBXY:1:1108:31304:9561,
chr1:31782891|31811895	chr1	31782891	31811895	2	2_2_0	52	0.071	exon	ENSG00000121766.15_4,	+	K00302:179:HHYC5BBXY:1:2211:21582:14801,K00302:179:HHYC5BBXY:1:2217:7060:37185,
chr1:32381496|32385259	chr1	32381496	32385259	46	12_16_0	14	0.868	exon	ENSG00000184007.21_6,	-	K00302:179:HHYC5BBXY:1:2216:24403:42126,K00302:179:HHYC5BBXY:1:2219:19928:37923,K00302:179:HHYC5BBXY:1:2220:15026:5798,K00302:179:HHYC5BBXY:1:2222:17168:20797,K00302:179:HHYC5BBXY:1:1102:29518:31927,K00302:179:HHYC5BBXY:1:1104:3305:10915,K00302:179:HHYC5BBXY:1:1104:22820:14590,K00302:179:HHYC5BBXY:1:1105:30147:10299,K00302:179:HHYC5BBXY:1:1117:28645:8611,K00302:179:HHYC5BBXY:1:1118:7243:35637,K00302:179:HHYC5BBXY:1:2122:22769:33105,K00302:179:HHYC5BBXY:1:2126:26230:7416,K00302:179:HHYC5BBXY:1:2206:4320:17175,K00302:179:HHYC5BBXY:1:2207:11515:17966,K00302:179:HHYC5BBXY:1:1215:31883:15381,K00302:179:HHYC5BBXY:1:1215:12784:48614,K00302:179:HHYC5BBXY:1:1221:32471:33211,K00302:179:HHYC5BBXY:1:1222:1144:6501,K00302:179:HHYC5BBXY:1:1228:2179:13042,K00302:179:HHYC5BBXY:1:2104:27428:11847,K00302:179:HHYC5BBXY:1:2109:23571:19197,K00302:179:HHYC5BBXY:1:1119:19086:6783,K00302:179:HHYC5BBXY:1:1119:28107:7187,K00302:179:HHYC5BBXY:1:1124:18670:5569,K00302:179:HHYC5BBXY:1:1128:9831:32595,K00302:179:HHYC5BBXY:1:1128:9262:45115,K00302:179:HHYC5BBXY:1:1201:32542:25246,K00302:179:HHYC5BBXY:1:2218:23419:44500,K00302:179:HHYC5BBXY:1:2221:5507:33756,K00302:179:HHYC5BBXY:1:1102:8958:29817,K00302:179:HHYC5BBXY:1:1112:29833:44886,K00302:179:HHYC5BBXY:1:1116:23104:9596,K00302:179:HHYC5BBXY:1:2203:18213:22608,K00302:179:HHYC5BBXY:1:2204:17787:12128,K00302:179:HHYC5BBXY:1:1216:14184:14818,K00302:179:HHYC5BBXY:1:1217:4990:36411,K00302:179:HHYC5BBXY:1:1225:27661:9754,K00302:179:HHYC5BBXY:1:2102:26859:6572,K00302:179:HHYC5BBXY:1:2103:22293:1297,K00302:179:HHYC5BBXY:1:2117:10470:3037,K00302:179:HHYC5BBXY:1:2117:27925:17913,K00302:179:HHYC5BBXY:1:1127:31477:34618,K00302:179:HHYC5BBXY:1:1205:4005:22362,K00302:179:HHYC5BBXY:1:1206:12449:36007,K00302:179:HHYC5BBXY:1:1207:28544:2879,K00302:179:HHYC5BBXY:1:1209:4736:28868,
