circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:8601273|8617582	chr1	8601273	8617582	37	23_21_0	136	0.352	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2102:6502:26828,K00302:179:HHYC5BBXY:1:2108:19776:28270,K00302:179:HHYC5BBXY:1:2109:23175:3319,K00302:179:HHYC5BBXY:1:2113:16518:15065,K00302:179:HHYC5BBXY:1:2119:13768:19302,K00302:179:HHYC5BBXY:1:2217:17990:44799,K00302:179:HHYC5BBXY:1:2220:30391:38679,K00302:179:HHYC5BBXY:1:2220:30421:38697,K00302:179:HHYC5BBXY:1:2221:5792:27989,K00302:179:HHYC5BBXY:1:2224:28392:25826,K00302:179:HHYC5BBXY:1:1104:28584:23698,K00302:179:HHYC5BBXY:1:1109:3681:31787,K00302:179:HHYC5BBXY:1:1111:28635:38662,K00302:179:HHYC5BBXY:1:1117:20983:10669,K00302:179:HHYC5BBXY:1:1211:27630:13675,K00302:179:HHYC5BBXY:1:1215:27559:44148,K00302:179:HHYC5BBXY:1:1217:30523:29800,K00302:179:HHYC5BBXY:1:2122:3894:19109,K00302:179:HHYC5BBXY:1:2201:19025:10616,K00302:179:HHYC5BBXY:1:2206:13646:1824,K00302:179:HHYC5BBXY:1:2207:23531:3266,K00302:179:HHYC5BBXY:1:2207:27326:30626,K00302:179:HHYC5BBXY:1:1119:24109:25861,K00302:179:HHYC5BBXY:1:1125:31416:17561,K00302:179:HHYC5BBXY:1:1126:4665:30538,K00302:179:HHYC5BBXY:1:1126:8014:33738,K00302:179:HHYC5BBXY:1:2105:21217:35268,K00302:179:HHYC5BBXY:1:2116:9039:9983,K00302:179:HHYC5BBXY:1:2214:19238:16190,K00302:179:HHYC5BBXY:1:2224:8846:12990,K00302:179:HHYC5BBXY:1:1108:27133:37783,K00302:179:HHYC5BBXY:1:1210:31994:44482,K00302:179:HHYC5BBXY:1:1224:16011:47630,K00302:179:HHYC5BBXY:1:2125:28087:42495,K00302:179:HHYC5BBXY:1:2125:28158:42759,K00302:179:HHYC5BBXY:1:2204:29772:19918,K00302:179:HHYC5BBXY:1:2204:8653:21518,
chr1:8601273|8674745	chr1	8601273	8674745	25	10_14_0	96	0.342	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2108:18741:34530,K00302:179:HHYC5BBXY:1:2216:19542:31593,K00302:179:HHYC5BBXY:1:2219:16802:48509,K00302:179:HHYC5BBXY:1:2220:27448:9737,K00302:179:HHYC5BBXY:1:2224:13788:8541,K00302:179:HHYC5BBXY:1:1104:23003:41845,K00302:179:HHYC5BBXY:1:1108:2564:8189,K00302:179:HHYC5BBXY:1:1108:2412:8242,K00302:179:HHYC5BBXY:1:1214:15828:35884,K00302:179:HHYC5BBXY:1:1226:19136:31417,K00302:179:HHYC5BBXY:1:2123:17898:43198,K00302:179:HHYC5BBXY:1:2124:4259:11372,K00302:179:HHYC5BBXY:1:1127:16721:45309,K00302:179:HHYC5BBXY:1:1203:19644:25931,K00302:179:HHYC5BBXY:1:2118:17553:33668,K00302:179:HHYC5BBXY:1:1107:4777:8717,K00302:179:HHYC5BBXY:1:1108:21318:25281,K00302:179:HHYC5BBXY:1:1112:12378:42776,K00302:179:HHYC5BBXY:1:2123:1448:20779,K00302:179:HHYC5BBXY:1:2204:32522:11390,K00302:179:HHYC5BBXY:1:2205:9293:17386,K00302:179:HHYC5BBXY:1:1125:27488:7099,K00302:179:HHYC5BBXY:1:1202:7659:6712,K00302:179:HHYC5BBXY:1:1207:22364:26213,K00302:179:HHYC5BBXY:1:1209:4178:23153,
chr1:8674620|8716500	chr1	8674620	8716500	4	2_2_0	62	0.114	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2109:21826:14484,K00302:179:HHYC5BBXY:1:1109:26027:13148,K00302:179:HHYC5BBXY:1:2204:2625:18845,K00302:179:HHYC5BBXY:1:2209:29569:10211,
chr1:8716032|8716500	chr1	8716032	8716500	18	12_10_0	21	0.632	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2102:32177:21518,K00302:179:HHYC5BBXY:1:2109:3386:17491,K00302:179:HHYC5BBXY:1:2119:4381:22696,K00302:179:HHYC5BBXY:1:2213:16366:39137,K00302:179:HHYC5BBXY:1:1108:9313:21641,K00302:179:HHYC5BBXY:1:1108:10033:21799,K00302:179:HHYC5BBXY:1:1109:3985:16946,K00302:179:HHYC5BBXY:1:1111:9293:29448,K00302:179:HHYC5BBXY:1:1211:23571:5622,K00302:179:HHYC5BBXY:1:1219:17239:35479,K00302:179:HHYC5BBXY:1:2126:15453:19759,K00302:179:HHYC5BBXY:1:2207:29295:23135,K00302:179:HHYC5BBXY:1:1123:29092:15469,K00302:179:HHYC5BBXY:1:1123:30523:15557,K00302:179:HHYC5BBXY:1:1205:11708:17139,K00302:179:HHYC5BBXY:1:1225:2290:37783,K00302:179:HHYC5BBXY:1:2127:31071:5499,K00302:179:HHYC5BBXY:1:2127:15392:18036,
chr1:9991949|9994918	chr1	9991949	9994918	4	4_2_0	37	0.178	exon	ENSG00000162441.12_3,	-	K00302:179:HHYC5BBXY:1:2226:10480:16911,K00302:179:HHYC5BBXY:1:1202:28574:9016,K00302:179:HHYC5BBXY:1:1101:31852:18212,K00302:179:HHYC5BBXY:1:2128:31943:22239,
chr1:10195046|10197263	chr1	10195046	10197263	3	3_2_0	36	0.143	exon	ENSG00000130939.19_4,	+	K00302:179:HHYC5BBXY:1:2110:29366:24771,K00302:179:HHYC5BBXY:1:2204:18132:33017,K00302:179:HHYC5BBXY:1:2208:10876:9016,
chr1:10207021|10221344	chr1	10207021	10221344	2	2_2_0	36	0.100	exon	ENSG00000130939.19_4,	+	K00302:179:HHYC5BBXY:1:1205:30330:5165,K00302:179:HHYC5BBXY:1:1209:5304:4532,
chr1:10209242|10221344	chr1	10209242	10221344	4	2_4_1	28	0.222	exon	ENSG00000130939.19_4,	+	K00302:179:HHYC5BBXY:1:1105:16752:10194,K00302:179:HHYC5BBXY:1:1220:27570:23839,K00302:179:HHYC5BBXY:1:1226:12814:23206,K00302:179:HHYC5BBXY:1:1220:3082:12146,
chr1:10292308|10338186	chr1	10292308	10338186	2	1_2_0	105	0.037	exon	ENSG00000054523.17_4,	+	K00302:179:HHYC5BBXY:1:1125:28524:4497,K00302:179:HHYC5BBXY:1:1120:8887:42706,
chr1:10380101|10403345	chr1	10380101	10403345	6	2_2_2	245	0.047	exon	ENSG00000054523.17_4,	+	K00302:179:HHYC5BBXY:1:2205:7831:18265,K00302:179:HHYC5BBXY:1:2117:12662:26635,K00302:179:HHYC5BBXY:1:2117:12631:26723,K00302:179:HHYC5BBXY:1:2118:26961:20006,K00302:179:HHYC5BBXY:1:1228:16214:29131,K00302:179:HHYC5BBXY:1:1206:9719:33070,
chr1:10407819|10408791	chr1	10407819	10408791	5	2_4_0	150	0.062	exon	ENSG00000054523.17_4,	+	K00302:179:HHYC5BBXY:1:1104:12631:35761,K00302:179:HHYC5BBXY:1:1221:3478:37449,K00302:179:HHYC5BBXY:1:1127:31812:26371,K00302:179:HHYC5BBXY:1:2113:9770:9948,K00302:179:HHYC5BBXY:1:1217:21349:37959,
chr1:10423341|10425706	chr1	10423341	10425706	3	2_3_0	143	0.040	exon	ENSG00000054523.17_4,	+	K00302:179:HHYC5BBXY:1:1111:19461:15522,K00302:179:HHYC5BBXY:1:2204:25266:47348,K00302:179:HHYC5BBXY:1:2203:18243:30855,
chr1:11184555|11193254	chr1	11184555	11193254	2	2_1_0	43	0.085	exon	ENSG00000198793.12_4,	-	K00302:179:HHYC5BBXY:1:2225:24698:34547,K00302:179:HHYC5BBXY:1:1224:26626:12251,
chr1:12061458|12062160	chr1	12061458	12062160	3	2_3_0	115	0.050	exon	ENSG00000116688.16_5,	+	K00302:179:HHYC5BBXY:1:2113:14813:2193,K00302:179:HHYC5BBXY:1:2215:22627:33457,K00302:179:HHYC5BBXY:1:2216:24931:6079,
chr1:12359259|12368698	chr1	12359259	12368698	2	1_2_0	27	0.129	exon	ENSG00000048707.15_5,	+	K00302:179:HHYC5BBXY:1:2113:2879:34055,K00302:179:HHYC5BBXY:1:2211:23165:42091,
chr1:14057495|14068652	chr1	14057495	14068652	2	1_2_0	16	0.200	exon	ENSG00000116731.22_3,	+	K00302:179:HHYC5BBXY:1:1118:26311:18071,K00302:179:HHYC5BBXY:1:2224:15625:24067,
chr1:14099573|14109326	chr1	14099573	14109326	3	3_3_0	40	0.130	exon	ENSG00000116731.22_3,	+	K00302:179:HHYC5BBXY:1:2213:24251:10985,K00302:179:HHYC5BBXY:1:2121:20831:10757,K00302:179:HHYC5BBXY:1:1121:22242:26881,
chr1:15844605|15844890	chr1	15844605	15844890	2	2_2_0	11	0.267	exon	ENSG00000132906.18_4,	-	K00302:179:HHYC5BBXY:1:1102:7476:2985,K00302:179:HHYC5BBXY:1:1113:29021:13974,
chr1:15860732|15863309	chr1	15860732	15863309	2	2_2_0	28	0.125	exon	ENSG00000116138.13_3,	+	K00302:179:HHYC5BBXY:1:1109:31467:13570,K00302:179:HHYC5BBXY:1:1110:8186:1965,
chr1:15976215|15978390	chr1	15976215	15978390	3	3_3_0	16	0.273	exon	ENSG00000197312.12_4,	+	K00302:179:HHYC5BBXY:1:1110:1367:12761,K00302:179:HHYC5BBXY:1:1217:8176:1877,K00302:179:HHYC5BBXY:1:1217:3133:43286,
chr1:16044388|16047883	chr1	16044388	16047883	9	5_5_2	87	0.171	exon	ENSG00000116786.13_5,	+	K00302:179:HHYC5BBXY:1:1101:11525:5218,K00302:179:HHYC5BBXY:1:1217:19096:42741,K00302:179:HHYC5BBXY:1:1219:9536:34160,K00302:179:HHYC5BBXY:1:2128:18538:48386,K00302:179:HHYC5BBXY:1:2209:19674:42372,K00302:179:HHYC5BBXY:1:2119:17310:12216,K00302:179:HHYC5BBXY:1:2119:17330:12216,K00302:179:HHYC5BBXY:1:1213:23876:38820,K00302:179:HHYC5BBXY:1:1213:23906:40842,
chr1:16199311|16203173	chr1	16199311	16203173	3	3_2_0	56	0.097	exon	ENSG00000065526.11_3,	+	K00302:179:HHYC5BBXY:1:2111:16924:13306,K00302:179:HHYC5BBXY:1:1212:26494:7205,K00302:179:HHYC5BBXY:1:2125:22039:31875,
chr1:17907048|17914974	chr1	17907048	17914974	2	2_1_1	19	0.174	exon	ENSG00000074964.17_4,	+	K00302:179:HHYC5BBXY:1:1112:9303:40262,K00302:179:HHYC5BBXY:1:1124:8430:17509,
chr1:21071237|21107033	chr1	21071237	21107033	2	2_2_0	40	0.091	exon	ENSG00000127483.18_4,	-	K00302:179:HHYC5BBXY:1:1226:5081:45783,K00302:179:HHYC5BBXY:1:1209:16315:29870,
chr1:21076216|21100103	chr1	21076216	21100103	4	2_2_0	122	0.062	exon	ENSG00000127483.18_4,	-	K00302:179:HHYC5BBXY:1:2101:11982:24190,K00302:179:HHYC5BBXY:1:2113:13738:34196,K00302:179:HHYC5BBXY:1:1212:6867:1930,K00302:179:HHYC5BBXY:1:2126:10825:47331,
chr1:21083659|21100103	chr1	21083659	21100103	14	7_5_0	117	0.193	exon	ENSG00000127483.18_4,	-	K00302:179:HHYC5BBXY:1:2115:15950:46750,K00302:179:HHYC5BBXY:1:1112:8308:14484,K00302:179:HHYC5BBXY:1:1116:17848:1719,K00302:179:HHYC5BBXY:1:2120:19654:7908,K00302:179:HHYC5BBXY:1:2203:29650:48579,K00302:179:HHYC5BBXY:1:2206:14742:5200,K00302:179:HHYC5BBXY:1:2105:14925:46029,K00302:179:HHYC5BBXY:1:2105:15168:46100,K00302:179:HHYC5BBXY:1:2105:14458:46381,K00302:179:HHYC5BBXY:1:2105:14773:46504,K00302:179:HHYC5BBXY:1:2105:15534:46909,K00302:179:HHYC5BBXY:1:1111:13839:39647,K00302:179:HHYC5BBXY:1:1220:14042:38662,K00302:179:HHYC5BBXY:1:1119:20780:22977,
chr1:21083659|21103243	chr1	21083659	21103243	4	3_2_0	137	0.055	exon	ENSG00000127483.18_4,	-	K00302:179:HHYC5BBXY:1:2110:8146:11214,K00302:179:HHYC5BBXY:1:1126:13859:20902,K00302:179:HHYC5BBXY:1:1126:13961:20902,K00302:179:HHYC5BBXY:1:1124:4208:32736,
chr1:21220010|21268823	chr1	21220010	21268823	16	9_8_0	108	0.229	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:2108:31913:20041,K00302:179:HHYC5BBXY:1:2108:29153:25492,K00302:179:HHYC5BBXY:1:2118:11464:24454,K00302:179:HHYC5BBXY:1:1106:16285:33334,K00302:179:HHYC5BBXY:1:1222:22485:45062,K00302:179:HHYC5BBXY:1:1223:20029:12568,K00302:179:HHYC5BBXY:1:1227:31497:2123,K00302:179:HHYC5BBXY:1:2203:15382:28498,K00302:179:HHYC5BBXY:1:1127:4513:32525,K00302:179:HHYC5BBXY:1:1204:16315:18616,K00302:179:HHYC5BBXY:1:2119:32289:33316,K00302:179:HHYC5BBXY:1:2208:23997:7838,K00302:179:HHYC5BBXY:1:1119:3031:18775,K00302:179:HHYC5BBXY:1:1123:20375:23188,K00302:179:HHYC5BBXY:1:1123:21044:23364,K00302:179:HHYC5BBXY:1:1125:18659:31435,
chr1:21231376|21268823	chr1	21231376	21268823	9	5_5_0	82	0.180	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:2217:12317:24419,K00302:179:HHYC5BBXY:1:1117:17817:2897,K00302:179:HHYC5BBXY:1:1217:15564:31488,K00302:179:HHYC5BBXY:1:2127:11982:15891,K00302:179:HHYC5BBXY:1:2201:28838:20902,K00302:179:HHYC5BBXY:1:1209:11312:13922,K00302:179:HHYC5BBXY:1:2224:10906:4989,K00302:179:HHYC5BBXY:1:1218:5700:7504,K00302:179:HHYC5BBXY:1:1203:16731:45291,
chr1:21267984|21307720	chr1	21267984	21307720	2	2_1_0	125	0.031	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:2214:29173:12726,K00302:179:HHYC5BBXY:1:1203:7730:40737,
chr1:21267984|21308901	chr1	21267984	21308901	4	3_0_3	86	0.085	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:1227:30573:27074,K00302:179:HHYC5BBXY:1:1126:17959:46997,K00302:179:HHYC5BBXY:1:1228:1895:11284,K00302:179:HHYC5BBXY:1:1123:32278:27848,
chr1:21295967|21308901	chr1	21295967	21308901	11	7_1_6	57	0.278	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:2102:21227:18652,K00302:179:HHYC5BBXY:1:2108:23652:41176,K00302:179:HHYC5BBXY:1:2213:7425:38662,K00302:179:HHYC5BBXY:1:2214:2991:44482,K00302:179:HHYC5BBXY:1:1212:13088:48157,K00302:179:HHYC5BBXY:1:1212:13261:48350,K00302:179:HHYC5BBXY:1:1213:19065:18775,K00302:179:HHYC5BBXY:1:1120:6309:25052,K00302:179:HHYC5BBXY:1:1204:5761:37431,K00302:179:HHYC5BBXY:1:2217:30157:19179,K00302:179:HHYC5BBXY:1:1214:10287:5534,
chr1:21295967|21329301	chr1	21295967	21329301	9	5_7_0	70	0.205	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:2112:10033:37941,K00302:179:HHYC5BBXY:1:2114:30817:45467,K00302:179:HHYC5BBXY:1:1222:26301:26283,K00302:179:HHYC5BBXY:1:2121:1397:2475,K00302:179:HHYC5BBXY:1:2123:25540:2914,K00302:179:HHYC5BBXY:1:2123:27154:4936,K00302:179:HHYC5BBXY:1:1209:10724:31505,K00302:179:HHYC5BBXY:1:1114:18893:30960,K00302:179:HHYC5BBXY:1:1206:26200:42284,
chr1:21324094|21329301	chr1	21324094	21329301	4	1_3_1	49	0.140	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:2103:11769:21500,K00302:179:HHYC5BBXY:1:2111:17036:47964,K00302:179:HHYC5BBXY:1:2117:13890:37413,K00302:179:HHYC5BBXY:1:2208:28524:28551,
chr1:21377359|21437876	chr1	21377359	21437876	3	2_2_0	48	0.111	exon	ENSG00000075151.20_3,	-	K00302:179:HHYC5BBXY:1:1114:6654:43445,K00302:179:HHYC5BBXY:1:1114:6268:43831,K00302:179:HHYC5BBXY:1:2128:17919:31242,
chr1:22041882|22048257	chr1	22041882	22048257	3	3_2_0	43	0.122	exon	ENSG00000090686.15_2,	-	K00302:179:HHYC5BBXY:1:1201:11901:20498,K00302:179:HHYC5BBXY:1:1206:14783:42478,K00302:179:HHYC5BBXY:1:2128:1276:15451,
chr1:22041882|22050588	chr1	22041882	22050588	5	3_4_0	32	0.238	exon	ENSG00000090686.15_2,	-	K00302:179:HHYC5BBXY:1:2212:11322:29694,K00302:179:HHYC5BBXY:1:2223:13047:14889,K00302:179:HHYC5BBXY:1:1221:7090:20217,K00302:179:HHYC5BBXY:1:1207:4361:32472,K00302:179:HHYC5BBXY:1:1119:32065:40666,
chr1:23356962|23377013	chr1	23356962	23377013	14	6_8_0	48	0.368	exon	ENSG00000004487.16_5,	+	K00302:179:HHYC5BBXY:1:1219:20608:48386,K00302:179:HHYC5BBXY:1:1225:15493:12269,K00302:179:HHYC5BBXY:1:2120:19167:26863,K00302:179:HHYC5BBXY:1:2206:20811:40789,K00302:179:HHYC5BBXY:1:1121:10754:4409,K00302:179:HHYC5BBXY:1:2107:31761:26494,K00302:179:HHYC5BBXY:1:2216:29224:47805,K00302:179:HHYC5BBXY:1:2217:5720:6695,K00302:179:HHYC5BBXY:1:1109:26880:14097,K00302:179:HHYC5BBXY:1:1210:20709:21518,K00302:179:HHYC5BBXY:1:1216:10927:25070,K00302:179:HHYC5BBXY:1:1216:29954:46575,K00302:179:HHYC5BBXY:1:2205:19136:28920,K00302:179:HHYC5BBXY:1:2206:11464:11548,
chr1:23356962|23385660	chr1	23356962	23385660	3	3_1_0	70	0.079	exon	ENSG00000004487.16_5,	+	K00302:179:HHYC5BBXY:1:1124:32106:33949,K00302:179:HHYC5BBXY:1:1105:14042:8101,K00302:179:HHYC5BBXY:1:1105:15483:9016,
chr1:23376880|23385660	chr1	23376880	23385660	7	6_5_0	114	0.109	exon	ENSG00000004487.16_5,	+	K00302:179:HHYC5BBXY:1:2104:14235:33440,K00302:179:HHYC5BBXY:1:2214:9364:10229,K00302:179:HHYC5BBXY:1:2225:5051:1666,K00302:179:HHYC5BBXY:1:2125:17178:37308,K00302:179:HHYC5BBXY:1:2210:28828:22784,K00302:179:HHYC5BBXY:1:2219:17949:31892,K00302:179:HHYC5BBXY:1:1211:4594:9139,
chr1:24495907|24507344	chr1	24495907	24507344	2	1_2_0	1	0.800	exon	ENSG00000185436.12_3,	-	K00302:179:HHYC5BBXY:1:2124:19238:42460,K00302:179:HHYC5BBXY:1:2126:14296:40227,
chr1:26584088|26586293	chr1	26584088	26586293	5	2_3_0	24	0.294	exon	ENSG00000130695.15_4,	+	K00302:179:HHYC5BBXY:1:1110:9668:45150,K00302:179:HHYC5BBXY:1:1110:8613:45854,K00302:179:HHYC5BBXY:1:2103:1692:35022,K00302:179:HHYC5BBXY:1:2220:27854:13816,K00302:179:HHYC5BBXY:1:2227:20892:28586,
