circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:21295967|21329301	chr1	21295967	21329301	15	10_10_2	129	0.189	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:1116:27275:46575,K00302:154:HGK25BBXY:2:1120:17584:47190,K00302:154:HGK25BBXY:2:2127:9912:31505,K00302:154:HGK25BBXY:2:2127:9973:31681,K00302:154:HGK25BBXY:2:2128:10186:39189,K00302:154:HGK25BBXY:2:2203:31639:17561,K00302:154:HGK25BBXY:2:1105:21572:11266,K00302:154:HGK25BBXY:2:1105:29072:18775,K00302:154:HGK25BBXY:2:2121:4675:21553,K00302:154:HGK25BBXY:2:2121:23084:41071,K00302:154:HGK25BBXY:2:2217:17614:31664,K00302:154:HGK25BBXY:2:2116:20283:44060,K00302:154:HGK25BBXY:2:1213:20009:37572,K00302:154:HGK25BBXY:2:2104:16965:17175,K00302:154:HGK25BBXY:2:1114:26514:46768,
chr1:21306827|21308901	chr1	21306827	21308901	2	1_0_2	112	0.034	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:2210:15919:36183,K00302:154:HGK25BBXY:2:1222:28808:40965,
chr1:21306827|21329301	chr1	21306827	21329301	3	2_1_2	152	0.038	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:1120:32512:31664,K00302:154:HGK25BBXY:2:2222:7557:24612,K00302:154:HGK25BBXY:2:2207:4472:12445,
chr1:21324094|21329301	chr1	21324094	21329301	4	0_4_4	99	0.075	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:1121:8065:29606,K00302:154:HGK25BBXY:2:1126:28473:46645,K00302:154:HGK25BBXY:2:2124:29630:5042,K00302:154:HGK25BBXY:2:2114:12398:4092,
chr1:21324094|21437876	chr1	21324094	21437876	2	0_1_2	46	0.080	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:2124:12073:7890,K00302:154:HGK25BBXY:2:1228:29234:41669,
chr1:21327692|21329301	chr1	21327692	21329301	2	2_2_0	98	0.039	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:1123:25784:10862,K00302:154:HGK25BBXY:2:2117:11241:27725,
chr1:21377359|21437876	chr1	21377359	21437876	5	3_1_3	78	0.114	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:2227:16670:48210,K00302:154:HGK25BBXY:2:1228:20689:4884,K00302:154:HGK25BBXY:2:1125:12845:18370,K00302:154:HGK25BBXY:2:2217:20892:28340,K00302:154:HGK25BBXY:2:1114:7172:34495,
chr1:21415631|21437876	chr1	21415631	21437876	3	2_1_3	124	0.046	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:1202:15534:10651,K00302:154:HGK25BBXY:2:1104:21826:10546,K00302:154:HGK25BBXY:2:1213:12276:34442,
chr1:22007301|22021714	chr1	22007301	22021714	3	0_3_1	96	0.059	exon	ENSG00000090686.15_2,	-	K00302:154:HGK25BBXY:2:2209:15412:6572,K00302:154:HGK25BBXY:2:1120:1610:1754,K00302:154:HGK25BBXY:2:1120:3021:2299,
chr1:22041882|22050588	chr1	22041882	22050588	4	1_1_2	53	0.131	exon	ENSG00000090686.15_2,	-	K00302:154:HGK25BBXY:2:1120:10338:21940,K00302:154:HGK25BBXY:2:1120:10419:22080,K00302:154:HGK25BBXY:2:1227:1813:46557,K00302:154:HGK25BBXY:2:1227:2575:47243,
chr1:23356962|23377013	chr1	23356962	23377013	8	5_7_0	33	0.327	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:2:1116:7912:41510,K00302:154:HGK25BBXY:2:1119:26250:26863,K00302:154:HGK25BBXY:2:2222:25317:2000,K00302:154:HGK25BBXY:2:2227:16975:1332,K00302:154:HGK25BBXY:2:2118:29417:44517,K00302:154:HGK25BBXY:2:1106:22891:10071,K00302:154:HGK25BBXY:2:2112:14215:26547,K00302:154:HGK25BBXY:2:1212:27387:27285,
chr1:23376880|23385660	chr1	23376880	23385660	3	3_3_0	79	0.071	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:2:1225:16589:6923,K00302:154:HGK25BBXY:2:2118:24190:27021,K00302:154:HGK25BBXY:2:2211:25124:31558,
chr1:23397718|23398690	chr1	23397718	23398690	2	2_2_0	57	0.066	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:2:2228:9973:41704,K00302:154:HGK25BBXY:2:2126:13748:44517,
chr1:25666965|25678184	chr1	25666965	25678184	4	2_2_2	72	0.100	exon	ENSG00000183726.11_3,	+	K00302:154:HGK25BBXY:2:2108:20243:7099,K00302:154:HGK25BBXY:2:1118:28057:40578,K00302:154:HGK25BBXY:2:1221:30979:32173,K00302:154:HGK25BBXY:2:1221:31193:34160,
chr1:26584088|26586293	chr1	26584088	26586293	12	8_9_0	28	0.462	exon	ENSG00000130695.15_4,	+	K00302:154:HGK25BBXY:2:2106:8440:45660,K00302:154:HGK25BBXY:2:1202:8339:16823,K00302:154:HGK25BBXY:2:1202:8329:16840,K00302:154:HGK25BBXY:2:2202:14610:13834,K00302:154:HGK25BBXY:2:2220:21907:23276,K00302:154:HGK25BBXY:2:2206:30421:37220,K00302:154:HGK25BBXY:2:1108:4777:33686,K00302:154:HGK25BBXY:2:1113:26940:16981,K00302:154:HGK25BBXY:2:2223:8308:23030,K00302:154:HGK25BBXY:2:2219:31335:44464,K00302:154:HGK25BBXY:2:2118:20415:22661,K00302:154:HGK25BBXY:2:1109:28899:22837,
chr1:26765968|26789924	chr1	26765968	26789924	2	2_0_2	10	0.286	intron	ENSG00000117682.17_3,	-	K00302:154:HGK25BBXY:2:1224:22262:47700,K00302:154:HGK25BBXY:2:1211:10186:21008,
chr1:26772807|26774151	chr1	26772807	26774151	4	4_1_2	26	0.235	exon	ENSG00000117682.17_3,	+	K00302:154:HGK25BBXY:2:1121:16072:21360,K00302:154:HGK25BBXY:2:1218:16650:8928,K00302:154:HGK25BBXY:2:1220:31091:23048,K00302:154:HGK25BBXY:2:1125:17645:31154,
chr1:27056142|27059283	chr1	27056142	27059283	9	9_8_0	32	0.360	exon	ENSG00000117713.20_5,	+	K00302:154:HGK25BBXY:2:2221:5101:43251,K00302:154:HGK25BBXY:2:2224:31345:40578,K00302:154:HGK25BBXY:2:2225:18730:39611,K00302:154:HGK25BBXY:2:1106:1692:48175,K00302:154:HGK25BBXY:2:2125:28564:42653,K00302:154:HGK25BBXY:2:1227:18791:16155,K00302:154:HGK25BBXY:2:1212:23460:25580,K00302:154:HGK25BBXY:2:1110:30807:8031,K00302:154:HGK25BBXY:2:1107:30573:15574,
chr1:27269151|27269556	chr1	27269151	27269556	5	4_5_0	28	0.263	exon	ENSG00000090273.14_4,	+	K00302:154:HGK25BBXY:2:1201:11129:25281,K00302:154:HGK25BBXY:2:2205:14631:38873,K00302:154:HGK25BBXY:2:1206:19563:2475,K00302:154:HGK25BBXY:2:1108:25743:32384,K00302:154:HGK25BBXY:2:2116:15209:37765,
chr1:28116073|28120143	chr1	28116073	28120143	2	2_2_0	74	0.051	exon	ENSG00000117758.14_4,	+	K00302:154:HGK25BBXY:2:2204:7598:37765,K00302:154:HGK25BBXY:2:1109:3315:8611,
chr1:28354300|28374937	chr1	28354300	28374937	2	2_1_1	23	0.148	exon	ENSG00000158161.16_5,	-	K00302:154:HGK25BBXY:2:1125:11069:34670,K00302:154:HGK25BBXY:2:2208:30685:31312,
chr1:28362055|28374937	chr1	28362055	28374937	6	5_2_3	38	0.240	exon	ENSG00000158161.16_5,	-	K00302:154:HGK25BBXY:2:1122:30249:40473,K00302:154:HGK25BBXY:2:1125:9110:23259,K00302:154:HGK25BBXY:2:2224:4391:43603,K00302:154:HGK25BBXY:2:2122:17594:13060,K00302:154:HGK25BBXY:2:2106:18883:23839,K00302:154:HGK25BBXY:2:2222:23389:21412,
chr1:28800066|28802803	chr1	28800066	28802803	4	4_3_0	58	0.121	exon	ENSG00000204138.13_4,	+	K00302:154:HGK25BBXY:2:2104:5507:33193,K00302:154:HGK25BBXY:2:2114:26890:34196,K00302:154:HGK25BBXY:2:1111:23094:25720,K00302:154:HGK25BBXY:2:1227:12510:35198,
chr1:29481208|29481422	chr1	29481208	29481422	3	3_3_0	76	0.073	exon	ENSG00000116350.17_5,	-	K00302:154:HGK25BBXY:2:1128:30573:46944,K00302:154:HGK25BBXY:2:1208:13342:25914,K00302:154:HGK25BBXY:2:1113:15453:31294,
chr1:31465237|31468067	chr1	31465237	31468067	5	4_3_0	119	0.078	exon	ENSG00000134644.15_4,	-	K00302:154:HGK25BBXY:2:1120:28361:2492,K00302:154:HGK25BBXY:2:1125:31964:17772,K00302:154:HGK25BBXY:2:1207:27082:46065,K00302:154:HGK25BBXY:2:1119:26880:48526,K00302:154:HGK25BBXY:2:1215:26230:20674,
chr1:31465237|31479949	chr1	31465237	31479949	4	2_2_0	47	0.145	exon	ENSG00000134644.15_4,	-	K00302:154:HGK25BBXY:2:2111:5426:19970,K00302:154:HGK25BBXY:2:2111:5416:19988,K00302:154:HGK25BBXY:2:2111:5365:20076,K00302:154:HGK25BBXY:2:2117:27377:15522,
chr1:31810022|31821821	chr1	31810022	31821821	3	3_3_0	59	0.092	exon	ENSG00000121766.15_4,	+	K00302:154:HGK25BBXY:2:2109:12378:8770,K00302:154:HGK25BBXY:2:2204:12916:2809,K00302:154:HGK25BBXY:2:2115:17421:1226,
