circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:8555123|8568734	chr1	8555123	8568734	2	2_1_1	153	0.025	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2220:6218:47753,K00302:154:HGK25BBXY:1:2205:31416:1982,
chr1:8555123|8601377	chr1	8555123	8601377	3	2_2_0	195	0.030	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1217:26758:2000,K00302:154:HGK25BBXY:1:2121:19218:43234,K00302:154:HGK25BBXY:1:2121:20649:45326,
chr1:8555123|8617582	chr1	8555123	8617582	11	8_10_4	113	0.163	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1112:5578:22907,K00302:154:HGK25BBXY:1:1115:7466:26177,K00302:154:HGK25BBXY:1:1126:15229:20814,K00302:154:HGK25BBXY:1:1126:23652:21694,K00302:154:HGK25BBXY:1:2105:21978:22485,K00302:154:HGK25BBXY:1:2108:7862:13359,K00302:154:HGK25BBXY:1:2211:23825:43093,K00302:154:HGK25BBXY:1:2213:28879:1349,K00302:154:HGK25BBXY:1:1215:16478:22696,K00302:154:HGK25BBXY:1:2126:7385:40772,K00302:154:HGK25BBXY:1:2202:24779:8242,
chr1:8555123|8674745	chr1	8555123	8674745	14	6_8_2	82	0.255	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1128:30959:36816,K00302:154:HGK25BBXY:1:2110:31274:47102,K00302:154:HGK25BBXY:1:1219:20841:25017,K00302:154:HGK25BBXY:1:2211:14905:21588,K00302:154:HGK25BBXY:1:2211:23855:34354,K00302:154:HGK25BBXY:1:2116:5467:43216,K00302:154:HGK25BBXY:1:2118:28787:23311,K00302:154:HGK25BBXY:1:2103:18000:13517,K00302:154:HGK25BBXY:1:1101:7567:46821,K00302:154:HGK25BBXY:1:1106:4797:48808,K00302:154:HGK25BBXY:1:1107:14499:48526,K00302:154:HGK25BBXY:1:1211:13443:49089,K00302:154:HGK25BBXY:1:1209:21420:10370,K00302:154:HGK25BBXY:1:2126:23896:2176,
chr1:8568686|8617582	chr1	8568686	8617582	16	9_11_9	123	0.206	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1117:2412:18968,K00302:154:HGK25BBXY:1:1202:11799:6747,K00302:154:HGK25BBXY:1:1220:30756:47295,K00302:154:HGK25BBXY:1:2208:16366:49124,K00302:154:HGK25BBXY:1:2221:19319:25404,K00302:154:HGK25BBXY:1:2222:3062:27021,K00302:154:HGK25BBXY:1:2214:13027:32402,K00302:154:HGK25BBXY:1:2215:24312:45273,K00302:154:HGK25BBXY:1:2216:20933:8084,K00302:154:HGK25BBXY:1:2120:2767:24999,K00302:154:HGK25BBXY:1:2124:1864:36833,K00302:154:HGK25BBXY:1:2124:1428:37519,K00302:154:HGK25BBXY:1:2205:12388:47647,K00302:154:HGK25BBXY:1:1102:15392:25843,K00302:154:HGK25BBXY:1:2208:19908:48931,K00302:154:HGK25BBXY:1:2127:8958:47682,
chr1:8568686|8674745	chr1	8568686	8674745	5	2_4_0	91	0.099	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1207:27783:41651,K00302:154:HGK25BBXY:1:2121:28392:8031,K00302:154:HGK25BBXY:1:2121:28371:8066,K00302:154:HGK25BBXY:1:1205:22171:32666,K00302:154:HGK25BBXY:1:2119:4371:32806,
chr1:8601273|8617582	chr1	8601273	8617582	36	15_19_7	88	0.450	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1116:20598:16190,K00302:154:HGK25BBXY:1:1121:8136:44816,K00302:154:HGK25BBXY:1:1112:2179:3055,K00302:154:HGK25BBXY:1:1124:25926:25140,K00302:154:HGK25BBXY:1:1124:28331:43796,K00302:154:HGK25BBXY:1:1126:7060:36024,K00302:154:HGK25BBXY:1:2104:18619:49230,K00302:154:HGK25BBXY:1:2110:10947:36042,K00302:154:HGK25BBXY:1:2111:28676:3776,K00302:154:HGK25BBXY:1:2111:25814:21078,K00302:154:HGK25BBXY:1:1218:32319:17298,K00302:154:HGK25BBXY:1:1221:12205:24331,K00302:154:HGK25BBXY:1:1223:25012:46487,K00302:154:HGK25BBXY:1:2227:7923:46979,K00302:154:HGK25BBXY:1:2116:10236:7556,K00302:154:HGK25BBXY:1:1206:25915:9403,K00302:154:HGK25BBXY:1:1206:21450:24384,K00302:154:HGK25BBXY:1:1207:23338:10985,K00302:154:HGK25BBXY:1:1208:1976:43146,K00302:154:HGK25BBXY:1:1208:5112:43515,K00302:154:HGK25BBXY:1:1209:14834:27268,K00302:154:HGK25BBXY:1:2215:23723:15416,K00302:154:HGK25BBXY:1:2216:25631:26705,K00302:154:HGK25BBXY:1:2121:28300:42794,K00302:154:HGK25BBXY:1:2124:12347:1719,K00302:154:HGK25BBXY:1:2124:23520:33563,K00302:154:HGK25BBXY:1:2124:23774:33791,K00302:154:HGK25BBXY:1:2124:23784:33809,K00302:154:HGK25BBXY:1:2124:23784:33879,K00302:154:HGK25BBXY:1:2125:4696:46979,K00302:154:HGK25BBXY:1:2101:20385:37027,K00302:154:HGK25BBXY:1:2102:31243:2633,K00302:154:HGK25BBXY:1:2103:2960:43480,K00302:154:HGK25BBXY:1:2128:23835:42091,K00302:154:HGK25BBXY:1:1221:24403:33017,K00302:154:HGK25BBXY:1:2126:18548:13658,
chr1:8601273|8674745	chr1	8601273	8674745	19	14_15_3	56	0.404	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1124:25266:6308,K00302:154:HGK25BBXY:1:2106:29589:40174,K00302:154:HGK25BBXY:1:2111:10977:8453,K00302:154:HGK25BBXY:1:2206:10450:48685,K00302:154:HGK25BBXY:1:1215:22861:7486,K00302:154:HGK25BBXY:1:2221:14326:46153,K00302:154:HGK25BBXY:1:2226:21166:30644,K00302:154:HGK25BBXY:1:1203:6076:10721,K00302:154:HGK25BBXY:1:2120:31923:31804,K00302:154:HGK25BBXY:1:2127:1377:1209,K00302:154:HGK25BBXY:1:1226:2169:11055,K00302:154:HGK25BBXY:1:1226:2179:11214,K00302:154:HGK25BBXY:1:1102:28321:29817,K00302:154:HGK25BBXY:1:1106:5903:35532,K00302:154:HGK25BBXY:1:1108:12946:4936,K00302:154:HGK25BBXY:1:1218:19766:22309,K00302:154:HGK25BBXY:1:1205:14935:35251,K00302:154:HGK25BBXY:1:2124:22658:17157,K00302:154:HGK25BBXY:1:1226:1347:46065,
chr1:8716032|8716500	chr1	8716032	8716500	9	9_9_0	65	0.217	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1111:30178:45238,K00302:154:HGK25BBXY:1:1111:30178:45555,K00302:154:HGK25BBXY:1:1223:19553:38117,K00302:154:HGK25BBXY:1:1216:2849:21447,K00302:154:HGK25BBXY:1:2224:21115:36886,K00302:154:HGK25BBXY:1:2226:28716:5042,K00302:154:HGK25BBXY:1:2118:29112:46487,K00302:154:HGK25BBXY:1:1228:25611:28745,K00302:154:HGK25BBXY:1:2102:11546:33105,
chr1:9770163|9770654	chr1	9770163	9770654	2	2_2_0	6	0.400	intron	ENSG00000171608.15_2,	+	K00302:154:HGK25BBXY:1:2207:32035:49019,K00302:154:HGK25BBXY:1:1226:24921:35110,
chr1:9991949|9994918	chr1	9991949	9994918	10	3_4_5	33	0.377	exon	ENSG00000162441.12_3,	-	K00302:154:HGK25BBXY:1:1119:29214:32982,K00302:154:HGK25BBXY:1:1119:28534:33035,K00302:154:HGK25BBXY:1:1119:28686:33053,K00302:154:HGK25BBXY:1:2214:2108:14678,K00302:154:HGK25BBXY:1:2205:6928:3196,K00302:154:HGK25BBXY:1:2205:6482:3231,K00302:154:HGK25BBXY:1:2205:22414:18740,K00302:154:HGK25BBXY:1:1104:18578:36534,K00302:154:HGK25BBXY:1:1124:4990:23610,K00302:154:HGK25BBXY:1:1206:3894:22872,
chr1:10292308|10338186	chr1	10292308	10338186	5	5_4_0	197	0.048	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:1:1126:8937:14906,K00302:154:HGK25BBXY:1:1128:8948:7398,K00302:154:HGK25BBXY:1:1213:7050:39242,K00302:154:HGK25BBXY:1:2221:24840:14818,K00302:154:HGK25BBXY:1:2211:32390:4303,
chr1:10335486|10342591	chr1	10335486	10342591	2	2_2_0	538	0.007	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:1:2208:23054:4514,K00302:154:HGK25BBXY:1:2116:2564:27145,
chr1:10380101|10384953	chr1	10380101	10384953	3	1_2_1	511	0.012	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:1:1124:14752:8101,K00302:154:HGK25BBXY:1:1128:14387:18265,K00302:154:HGK25BBXY:1:1128:14580:18318,
chr1:10380101|10436734	chr1	10380101	10436734	2	1_2_0	529	0.008	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:1:1103:4817:8822,K00302:154:HGK25BBXY:1:1108:16995:3266,
chr1:11184555|11193254	chr1	11184555	11193254	3	3_3_0	73	0.076	exon	ENSG00000198793.12_4,	-	K00302:154:HGK25BBXY:1:1115:30015:39400,K00302:154:HGK25BBXY:1:2208:32136:15363,K00302:154:HGK25BBXY:1:2228:31497:24208,
chr1:12328763|12331181	chr1	12328763	12331181	2	2_2_0	84	0.045	exon	ENSG00000048707.15_5,	+	K00302:154:HGK25BBXY:1:2220:24586:37871,K00302:154:HGK25BBXY:1:2122:4919:15152,
chr1:12335882|12338095	chr1	12335882	12338095	4	3_3_0	85	0.086	exon	ENSG00000048707.15_5,	+	K00302:154:HGK25BBXY:1:1117:22516:7099,K00302:154:HGK25BBXY:1:1118:27123:46240,K00302:154:HGK25BBXY:1:1118:26971:47172,K00302:154:HGK25BBXY:1:1228:15087:9842,
chr1:12460238|12476880	chr1	12460238	12476880	2	2_2_0	136	0.029	exon	ENSG00000048707.15_5,	+	K00302:154:HGK25BBXY:1:2223:19908:16542,K00302:154:HGK25BBXY:1:2226:4584:45379,
chr1:14042036|14068652	chr1	14042036	14068652	4	1_4_3	12	0.400	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:1121:8562:6906,K00302:154:HGK25BBXY:1:1221:6319:41774,K00302:154:HGK25BBXY:1:2224:9130:14572,K00302:154:HGK25BBXY:1:1105:18700:45959,
chr1:14042036|14075982	chr1	14042036	14075982	4	2_3_1	46	0.148	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:1218:25794:42601,K00302:154:HGK25BBXY:1:2207:13047:36165,K00302:154:HGK25BBXY:1:2213:5294:43163,K00302:154:HGK25BBXY:1:2213:5304:43181,
chr1:14095534|14109326	chr1	14095534	14109326	3	3_2_0	35	0.146	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:2225:12378:48403,K00302:154:HGK25BBXY:1:2205:20293:27725,K00302:154:HGK25BBXY:1:1116:20720:4971,
chr1:14095613|14109326	chr1	14095613	14109326	2	1_2_0	49	0.075	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:2226:20750:24366,K00302:154:HGK25BBXY:1:1123:1651:35339,
chr1:14099573|14109326	chr1	14099573	14109326	10	9_10_0	81	0.198	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:1123:5213:45449,K00302:154:HGK25BBXY:1:2213:14519:44271,K00302:154:HGK25BBXY:1:1214:8258:31382,K00302:154:HGK25BBXY:1:1215:10328:32859,K00302:154:HGK25BBXY:1:2224:31395:11970,K00302:154:HGK25BBXY:1:2227:26068:27742,K00302:154:HGK25BBXY:1:2119:21998:3494,K00302:154:HGK25BBXY:1:2127:10338:16137,K00302:154:HGK25BBXY:1:2204:15341:33422,K00302:154:HGK25BBXY:1:1220:17026:33035,
chr1:14104913|14109326	chr1	14104913	14109326	5	4_5_0	89	0.101	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:1126:19207:30837,K00302:154:HGK25BBXY:1:1201:25641:32279,K00302:154:HGK25BBXY:1:2106:27732:26582,K00302:154:HGK25BBXY:1:2117:30015:14959,K00302:154:HGK25BBXY:1:2222:28524:18564,
chr1:14608666|14611276	chr1	14608666	14611276	2	2_2_0	10	0.286	intron	ENSG00000189337.17_6,	+	K00302:154:HGK25BBXY:1:2108:14083:20164,K00302:154:HGK25BBXY:1:2111:28818:34934,
chr1:15081975|15084542	chr1	15081975	15084542	2	1_2_0	9	0.308	intron	ENSG00000189337.17_6,	+	K00302:154:HGK25BBXY:1:1220:4229:38468,K00302:154:HGK25BBXY:1:2117:12926:3670,
chr1:15157717|15159835	chr1	15157717	15159835	2	2_2_0	7	0.364	intron	ENSG00000189337.17_6,	+	K00302:154:HGK25BBXY:1:1123:3549:32859,K00302:154:HGK25BBXY:1:2206:10693:8031,
chr1:15860732|15863309	chr1	15860732	15863309	4	3_4_1	44	0.154	exon	ENSG00000116138.13_3,	+	K00302:154:HGK25BBXY:1:2211:7740:41845,K00302:154:HGK25BBXY:1:1211:26748:24911,K00302:154:HGK25BBXY:1:2223:18710:26951,K00302:154:HGK25BBXY:1:1206:32481:37765,
chr1:15956820|15978390	chr1	15956820	15978390	3	3_2_0	28	0.176	exon	ENSG00000197312.12_4,	+	K00302:154:HGK25BBXY:1:1221:13291:34723,K00302:154:HGK25BBXY:1:1105:23328:39910,K00302:154:HGK25BBXY:1:1215:27488:33475,
chr1:16044388|16047883	chr1	16044388	16047883	6	4_2_3	67	0.152	exon	ENSG00000116786.13_5,	+	K00302:154:HGK25BBXY:1:2113:25489:11794,K00302:154:HGK25BBXY:1:1208:5913:42020,K00302:154:HGK25BBXY:1:2123:3194:26582,K00302:154:HGK25BBXY:1:1104:18994:27408,K00302:154:HGK25BBXY:1:1104:18974:27443,K00302:154:HGK25BBXY:1:2219:15371:28200,
chr1:16621278|16632414	chr1	16621278	16632414	3	2_2_0	32	0.158	exon	ENSG00000037637.11_4,	-	K00302:154:HGK25BBXY:1:2212:12875:33862,K00302:154:HGK25BBXY:1:2212:12824:34512,K00302:154:HGK25BBXY:1:2116:18456:39312,
chr1:19519927|19523759	chr1	19519927	19523759	2	2_2_0	115	0.034	exon	ENSG00000127481.15_4,	-	K00302:154:HGK25BBXY:1:2227:17015:8224,K00302:154:HGK25BBXY:1:2203:32228:3881,
chr1:21076216|21100103	chr1	21076216	21100103	7	5_6_0	177	0.073	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:1119:12652:3477,K00302:154:HGK25BBXY:1:1128:1144:34495,K00302:154:HGK25BBXY:1:2107:31264:22854,K00302:154:HGK25BBXY:1:2121:9780:32508,K00302:154:HGK25BBXY:1:1104:3772:16753,K00302:154:HGK25BBXY:1:2124:27123:31400,K00302:154:HGK25BBXY:1:2124:27062:31435,
chr1:21083659|21100103	chr1	21083659	21100103	4	1_3_2	187	0.041	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:2228:13220:34459,K00302:154:HGK25BBXY:1:1102:13352:22415,K00302:154:HGK25BBXY:1:2105:13352:25966,K00302:154:HGK25BBXY:1:1209:24332:46153,
chr1:21083659|21103243	chr1	21083659	21103243	2	2_2_0	217	0.018	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:2118:19542:44324,K00302:154:HGK25BBXY:1:1101:21978:5675,
chr1:21091870|21100103	chr1	21091870	21100103	4	3_3_0	186	0.041	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:2104:22252:35374,K00302:154:HGK25BBXY:1:2218:26900:45396,K00302:154:HGK25BBXY:1:2101:27590:25210,K00302:154:HGK25BBXY:1:2101:27671:25246,
chr1:21097423|21100103	chr1	21097423	21100103	6	5_5_0	193	0.059	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:1117:11211:12831,K00302:154:HGK25BBXY:1:1204:23581:31453,K00302:154:HGK25BBXY:1:1208:16072:20340,K00302:154:HGK25BBXY:1:2218:2686:5059,K00302:154:HGK25BBXY:1:2204:28016:31470,K00302:154:HGK25BBXY:1:1101:17127:36587,
chr1:21219112|21268823	chr1	21219112	21268823	2	1_2_0	89	0.043	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:1209:24485:12726,K00302:154:HGK25BBXY:1:2223:24211:13306,
chr1:21220010|21268823	chr1	21220010	21268823	16	14_13_0	150	0.176	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:1121:17807:19689,K00302:154:HGK25BBXY:1:1109:32238:35092,K00302:154:HGK25BBXY:1:1128:12327:7908,K00302:154:HGK25BBXY:1:1128:11048:16594,K00302:154:HGK25BBXY:1:1128:9455:44640,K00302:154:HGK25BBXY:1:1201:22211:10932,K00302:154:HGK25BBXY:1:1201:21684:42091,K00302:154:HGK25BBXY:1:2209:29975:46434,K00302:154:HGK25BBXY:1:1212:20963:1490,K00302:154:HGK25BBXY:1:2117:22942:32525,K00302:154:HGK25BBXY:1:2117:22759:32912,K00302:154:HGK25BBXY:1:2118:26189:39137,K00302:154:HGK25BBXY:1:1203:15909:28956,K00302:154:HGK25BBXY:1:1204:18152:34881,K00302:154:HGK25BBXY:1:2127:5041:11354,K00302:154:HGK25BBXY:1:2215:19969:28076,
chr1:21220010|21308901	chr1	21220010	21308901	3	1_0_3	114	0.050	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:1112:7669:15100,K00302:154:HGK25BBXY:1:1112:7933:14572,K00302:154:HGK25BBXY:1:2208:19867:12075,
chr1:21267984|21307720	chr1	21267984	21307720	2	2_2_0	231	0.017	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:1226:12276:25615,K00302:154:HGK25BBXY:1:2204:17949:20709,
chr1:21267984|21308901	chr1	21267984	21308901	2	2_0_2	188	0.021	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:2210:31294:16436,K00302:154:HGK25BBXY:1:1209:18517:44728,
chr1:21295967|21307720	chr1	21295967	21307720	4	4_4_0	177	0.043	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:1113:28929:45010,K00302:154:HGK25BBXY:1:1115:19735:37202,K00302:154:HGK25BBXY:1:1210:22627:29765,K00302:154:HGK25BBXY:1:1107:6461:9877,
chr1:21295967|21308901	chr1	21295967	21308901	4	3_1_3	133	0.057	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:2108:4574:26512,K00302:154:HGK25BBXY:1:1210:13880:13236,K00302:154:HGK25BBXY:1:2127:8694:19689,K00302:154:HGK25BBXY:1:1103:15097:17421,
chr1:21295967|21329301	chr1	21295967	21329301	9	5_5_2	175	0.093	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:1112:15848:38978,K00302:154:HGK25BBXY:1:1115:5345:19267,K00302:154:HGK25BBXY:1:2207:26352:5095,K00302:154:HGK25BBXY:1:1216:14367:3037,K00302:154:HGK25BBXY:1:1205:12976:33862,K00302:154:HGK25BBXY:1:1112:23368:41563,K00302:154:HGK25BBXY:1:1112:22901:41704,K00302:154:HGK25BBXY:1:2209:14915:37255,K00302:154:HGK25BBXY:1:1207:16934:47295,
chr1:21324094|21329301	chr1	21324094	21329301	3	0_3_3	126	0.045	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:1201:12581:34301,K00302:154:HGK25BBXY:1:1211:7740:6325,K00302:154:HGK25BBXY:1:1102:4807:20164,
chr1:21415631|21437876	chr1	21415631	21437876	3	0_1_3	163	0.036	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:1207:29528:31242,K00302:154:HGK25BBXY:1:2115:15767:33422,K00302:154:HGK25BBXY:1:1208:30492:37132,
chr1:22041882|22048257	chr1	22041882	22048257	6	1_3_2	64	0.158	exon	ENSG00000090686.15_2,	-	K00302:154:HGK25BBXY:1:1109:9252:4233,K00302:154:HGK25BBXY:1:1109:8684:5147,K00302:154:HGK25BBXY:1:2107:18517:29677,K00302:154:HGK25BBXY:1:2126:23175:28323,K00302:154:HGK25BBXY:1:2126:22242:28498,K00302:154:HGK25BBXY:1:2126:22191:29008,
chr1:22041882|22050588	chr1	22041882	22050588	2	2_2_0	68	0.056	exon	ENSG00000090686.15_2,	-	K00302:154:HGK25BBXY:1:2110:4523:21711,K00302:154:HGK25BBXY:1:2111:28605:42970,
chr1:22047529|22048257	chr1	22047529	22048257	2	2_2_0	73	0.052	exon	ENSG00000090686.15_2,	-	K00302:154:HGK25BBXY:1:2220:9120:22186,K00302:154:HGK25BBXY:1:1225:17046:39787,
chr1:22074631|22078108	chr1	22074631	22078108	3	2_2_0	67	0.082	exon	ENSG00000090686.15_2,	-	K00302:154:HGK25BBXY:1:1115:22983:43884,K00302:154:HGK25BBXY:1:1101:15158:12181,K00302:154:HGK25BBXY:1:1101:16356:13060,
chr1:22404922|22417994	chr1	22404922	22417994	2	2_1_0	60	0.062	exon	ENSG00000070831.16_6,	+	K00302:154:HGK25BBXY:1:2122:3163:47630,K00302:154:HGK25BBXY:1:1222:5416:39506,
chr1:23356962|23377013	chr1	23356962	23377013	15	11_11_0	46	0.395	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:1:1111:8440:19707,K00302:154:HGK25BBXY:1:1115:26189:10862,K00302:154:HGK25BBXY:1:1202:24454:13869,K00302:154:HGK25BBXY:1:2106:14458:12163,K00302:154:HGK25BBXY:1:2107:12388:19126,K00302:154:HGK25BBXY:1:2108:12814:26582,K00302:154:HGK25BBXY:1:2221:23510:37941,K00302:154:HGK25BBXY:1:2215:30888:29096,K00302:154:HGK25BBXY:1:2121:28087:15487,K00302:154:HGK25BBXY:1:2121:27965:15768,K00302:154:HGK25BBXY:1:2127:11272:38398,K00302:154:HGK25BBXY:1:2204:18274:14801,K00302:154:HGK25BBXY:1:1114:25875:25544,K00302:154:HGK25BBXY:1:1127:18314:27109,K00302:154:HGK25BBXY:1:1219:21846:17263,
chr1:23356962|23385660	chr1	23356962	23385660	2	1_1_1	81	0.047	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:1:2117:19339:26951,K00302:154:HGK25BBXY:1:1114:24119:10651,
chr1:23376880|23385660	chr1	23376880	23385660	6	6_4_1	112	0.097	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:1:1115:16772:3934,K00302:154:HGK25BBXY:1:1221:8775:27637,K00302:154:HGK25BBXY:1:2222:6542:46979,K00302:154:HGK25BBXY:1:2116:20192:12462,K00302:154:HGK25BBXY:1:1106:11779:4637,K00302:154:HGK25BBXY:1:1202:18162:41370,
chr1:24140680|24147083	chr1	24140680	24147083	4	4_3_1	8	0.500	exon	ENSG00000117305.15_4,	-	K00302:154:HGK25BBXY:1:1221:9780:39752,K00302:154:HGK25BBXY:1:1223:20669:23768,K00302:154:HGK25BBXY:1:1204:6624:12691,K00302:154:HGK25BBXY:1:1102:3640:27215,
chr1:24840804|24841057	chr1	24840804	24841057	7	4_4_0	1	0.933	exon	ENSG00000117602.12_3,	+	K00302:154:HGK25BBXY:1:2106:6664:15680,K00302:154:HGK25BBXY:1:2106:8745:16190,K00302:154:HGK25BBXY:1:2106:8917:16313,K00302:154:HGK25BBXY:1:2213:30472:4075,K00302:154:HGK25BBXY:1:1208:23815:7662,K00302:154:HGK25BBXY:1:2102:24200:4708,K00302:154:HGK25BBXY:1:2205:20050:1771,
chr1:25666965|25678184	chr1	25666965	25678184	5	4_2_2	83	0.108	exon	ENSG00000183726.11_3,	+	K00302:154:HGK25BBXY:1:1112:4655:20744,K00302:154:HGK25BBXY:1:1124:24221:20674,K00302:154:HGK25BBXY:1:1219:22333:7380,K00302:154:HGK25BBXY:1:1202:22252:44658,K00302:154:HGK25BBXY:1:2121:30726:25931,
