circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:9991949|9994918	chr1	9991949	9994918	23	6_11_12	42	0.523	exon	ENSG00000162441.12_3,	-	K00302:154:HGK25BBXY:2:2109:29335:39207,K00302:154:HGK25BBXY:2:2109:29366:39225,K00302:154:HGK25BBXY:2:1226:27844:44078,K00302:154:HGK25BBXY:2:2220:19999:12761,K00302:154:HGK25BBXY:2:2220:25581:17931,K00302:154:HGK25BBXY:2:1101:25246:2334,K00302:154:HGK25BBXY:2:1101:25337:2387,K00302:154:HGK25BBXY:2:1101:25124:2545,K00302:154:HGK25BBXY:2:1105:18588:8629,K00302:154:HGK25BBXY:2:2210:28584:1226,K00302:154:HGK25BBXY:2:2214:12733:1930,K00302:154:HGK25BBXY:2:2204:8400:9332,K00302:154:HGK25BBXY:2:1127:25712:2053,K00302:154:HGK25BBXY:2:2113:31680:29554,K00302:154:HGK25BBXY:2:2113:13413:30257,K00302:154:HGK25BBXY:2:2111:12043:13464,K00302:154:HGK25BBXY:2:1202:8532:41528,K00302:154:HGK25BBXY:2:1208:12398:45449,K00302:154:HGK25BBXY:2:1106:14692:7961,K00302:154:HGK25BBXY:2:1219:25093:42056,K00302:154:HGK25BBXY:2:2211:15442:22801,K00302:154:HGK25BBXY:2:1211:7446:2053,K00302:154:HGK25BBXY:2:1124:29894:9578,
chr1:10155519|10165802	chr1	10155519	10165802	5	5_4_0	68	0.128	exon	ENSG00000130939.19_4,	+	K00302:154:HGK25BBXY:2:2224:21075:4145,K00302:154:HGK25BBXY:2:2224:24180:4567,K00302:154:HGK25BBXY:2:1222:6563:33967,K00302:154:HGK25BBXY:2:2211:3082:23540,K00302:154:HGK25BBXY:2:1207:26494:39137,
chr1:10177517|10197263	chr1	10177517	10197263	2	2_2_0	42	0.087	exon	ENSG00000130939.19_4,	+	K00302:154:HGK25BBXY:2:2213:4827:43761,K00302:154:HGK25BBXY:2:1109:11211:13464,
chr1:10321963|10332364	chr1	10321963	10332364	2	1_2_1	231	0.017	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:2:1103:18355:41528,K00302:154:HGK25BBXY:2:2212:18467:4585,
chr1:10351140|10357304	chr1	10351140	10357304	2	0_2_2	231	0.017	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:2:2215:5071:24771,K00302:154:HGK25BBXY:2:2118:24596:35919,
chr1:10405903|10408791	chr1	10405903	10408791	2	2_1_1	159	0.025	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:2:2101:27438:31628,K00302:154:HGK25BBXY:2:2117:27336:37361,
chr1:10407819|10408791	chr1	10407819	10408791	7	5_7_1	167	0.077	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:2:1101:29274:32877,K00302:154:HGK25BBXY:2:2222:3427:45660,K00302:154:HGK25BBXY:2:1219:8948:21571,K00302:154:HGK25BBXY:2:1118:28889:6607,K00302:154:HGK25BBXY:2:2203:29914:17843,K00302:154:HGK25BBXY:2:1128:5629:12339,K00302:154:HGK25BBXY:2:2106:25438:28727,
chr1:10423341|10425706	chr1	10423341	10425706	2	0_2_2	141	0.028	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:2:1119:19735:37624,K00302:154:HGK25BBXY:2:2205:9445:17685,
chr1:10463128|10464336	chr1	10463128	10464336	3	2_3_1	54	0.100	exon	ENSG00000142657.21_4,	+	K00302:154:HGK25BBXY:2:2110:16001:47506,K00302:154:HGK25BBXY:2:2110:15656:47753,K00302:154:HGK25BBXY:2:1112:19492:24577,
chr1:10500404|10502498	chr1	10500404	10502498	2	1_2_0	9	0.308	exon	ENSG00000251503.8_6,	+	K00302:154:HGK25BBXY:2:2221:26027:8646,K00302:154:HGK25BBXY:2:2105:10927:17720,
chr1:11133991|11137005	chr1	11133991	11137005	2	2_2_0	70	0.054	exon	ENSG00000171824.14_4,	-	K00302:154:HGK25BBXY:2:2109:20588:18529,K00302:154:HGK25BBXY:2:1217:29274:7310,
chr1:12061458|12062160	chr1	12061458	12062160	3	3_3_0	29	0.171	exon	ENSG00000116688.16_5,	+	K00302:154:HGK25BBXY:2:2214:11566:10282,K00302:154:HGK25BBXY:2:2201:25104:9614,K00302:154:HGK25BBXY:2:2205:32146:28182,
chr1:12335882|12338095	chr1	12335882	12338095	2	2_2_0	44	0.083	exon	ENSG00000048707.15_5,	+	K00302:154:HGK25BBXY:2:1222:22161:5183,K00302:154:HGK25BBXY:2:2118:27204:23557,
chr1:12359259|12364785	chr1	12359259	12364785	2	2_2_0	37	0.098	exon	ENSG00000048707.15_5,	+	K00302:154:HGK25BBXY:2:2104:26474:23628,K00302:154:HGK25BBXY:2:1209:29406:14643,
chr1:12359259|12368698	chr1	12359259	12368698	3	2_3_0	45	0.118	exon	ENSG00000048707.15_5,	+	K00302:154:HGK25BBXY:2:1212:11028:41669,K00302:154:HGK25BBXY:2:2113:24840:40280,K00302:154:HGK25BBXY:2:1118:17949:42020,
chr1:14057495|14068652	chr1	14057495	14068652	2	2_2_0	4	0.500	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:2:1221:32248:41897,K00302:154:HGK25BBXY:2:2114:12378:38838,
chr1:15860732|15863309	chr1	15860732	15863309	2	1_2_1	24	0.143	exon	ENSG00000116138.13_3,	+	K00302:154:HGK25BBXY:2:1221:7943:12304,K00302:154:HGK25BBXY:2:2120:29934:12638,
chr1:16044388|16047883	chr1	16044388	16047883	3	2_0_3	13	0.316	exon	ENSG00000116786.13_5,	+	K00302:154:HGK25BBXY:2:2209:10744:26371,K00302:154:HGK25BBXY:2:2115:30239:12181,K00302:154:HGK25BBXY:2:1124:6025:41827,
chr1:16199311|16203173	chr1	16199311	16203173	5	2_3_0	49	0.169	exon	ENSG00000065526.11_3,	+	K00302:154:HGK25BBXY:2:2104:29274:39172,K00302:154:HGK25BBXY:2:1122:26545:38521,K00302:154:HGK25BBXY:2:2210:1600:28604,K00302:154:HGK25BBXY:2:2109:17817:24067,K00302:154:HGK25BBXY:2:1207:24129:15662,
chr1:17907048|17914974	chr1	17907048	17914974	4	3_0_4	3	0.727	exon	ENSG00000074964.17_4,	+	K00302:154:HGK25BBXY:2:1219:21653:7926,K00302:154:HGK25BBXY:2:2206:9881:25544,K00302:154:HGK25BBXY:2:1128:18325:37501,K00302:154:HGK25BBXY:2:1202:5923:1736,
chr1:19510305|19514034	chr1	19510305	19514034	4	1_2_2	62	0.114	exon	ENSG00000127481.15_4,	-	K00302:154:HGK25BBXY:2:2108:28392:13588,K00302:154:HGK25BBXY:2:2108:27976:13746,K00302:154:HGK25BBXY:2:1204:13555:42354,K00302:154:HGK25BBXY:2:1217:24312:44113,
chr1:19519927|19523759	chr1	19519927	19523759	2	2_2_0	106	0.036	exon	ENSG00000127481.15_4,	-	K00302:154:HGK25BBXY:2:2103:13098:23100,K00302:154:HGK25BBXY:2:2203:10348:44253,
chr1:21076216|21100103	chr1	21076216	21100103	5	5_5_0	126	0.074	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:2:1101:32634:48931,K00302:154:HGK25BBXY:2:1122:5802:2088,K00302:154:HGK25BBXY:2:2207:14752:32965,K00302:154:HGK25BBXY:2:2204:24413:24630,K00302:154:HGK25BBXY:2:2117:32420:18704,
chr1:21083659|21100103	chr1	21083659	21100103	12	7_9_0	165	0.127	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:2:2216:17624:1297,K00302:154:HGK25BBXY:2:2219:10368:40315,K00302:154:HGK25BBXY:2:1206:22719:39137,K00302:154:HGK25BBXY:2:1116:29031:43884,K00302:154:HGK25BBXY:2:2207:20324:16629,K00302:154:HGK25BBXY:2:2211:28351:46082,K00302:154:HGK25BBXY:2:2211:28168:47313,K00302:154:HGK25BBXY:2:1215:16995:48808,K00302:154:HGK25BBXY:2:1128:27164:44060,K00302:154:HGK25BBXY:2:2103:23267:34600,K00302:154:HGK25BBXY:2:2202:10409:11759,K00302:154:HGK25BBXY:2:1202:9343:14660,
chr1:21097423|21100103	chr1	21097423	21100103	11	9_10_0	162	0.120	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:2:2103:1509:23522,K00302:154:HGK25BBXY:2:1209:11535:26160,K00302:154:HGK25BBXY:2:1106:18862:26652,K00302:154:HGK25BBXY:2:2223:12388:34178,K00302:154:HGK25BBXY:2:2227:6492:21817,K00302:154:HGK25BBXY:2:1220:22668:36587,K00302:154:HGK25BBXY:2:1116:12581:32261,K00302:154:HGK25BBXY:2:1127:27072:18968,K00302:154:HGK25BBXY:2:1102:31700:26283,K00302:154:HGK25BBXY:2:1117:15128:10581,K00302:154:HGK25BBXY:2:2207:7425:24032,
chr1:21102217|21102498	chr1	21102217	21102498	4	3_4_0	25	0.242	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:2:1227:6989:35620,K00302:154:HGK25BBXY:2:2104:22962:17368,K00302:154:HGK25BBXY:2:1102:31101:12550,K00302:154:HGK25BBXY:2:1117:12205:42091,
chr1:21220010|21231464	chr1	21220010	21231464	2	1_1_1	91	0.042	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:1213:19197:24806,K00302:154:HGK25BBXY:2:1115:10206:17597,
chr1:21220010|21268823	chr1	21220010	21268823	8	7_8_0	77	0.172	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:2106:20912:1508,K00302:154:HGK25BBXY:2:2101:28006:22731,K00302:154:HGK25BBXY:2:2222:18619:42900,K00302:154:HGK25BBXY:2:2225:8227:45713,K00302:154:HGK25BBXY:2:1121:32217:10932,K00302:154:HGK25BBXY:2:2202:10196:36464,K00302:154:HGK25BBXY:2:2115:14783:36816,K00302:154:HGK25BBXY:2:2106:4746:24208,
chr1:21231376|21268823	chr1	21231376	21268823	2	0_2_1	80	0.048	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:2104:23155:17772,K00302:154:HGK25BBXY:2:1102:14499:44271,
chr1:21295967|21307720	chr1	21295967	21307720	11	10_9_0	89	0.198	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:2214:7537:41634,K00302:154:HGK25BBXY:2:2216:5020:24999,K00302:154:HGK25BBXY:2:2220:20222:39242,K00302:154:HGK25BBXY:2:1203:12154:40702,K00302:154:HGK25BBXY:2:1104:5964:27725,K00302:154:HGK25BBXY:2:1217:12378:39893,K00302:154:HGK25BBXY:2:1217:19958:48948,K00302:154:HGK25BBXY:2:1117:18893:35532,K00302:154:HGK25BBXY:2:1110:14215:8084,K00302:154:HGK25BBXY:2:2204:8846:40702,K00302:154:HGK25BBXY:2:2213:31061:12867,
chr1:21295967|21329301	chr1	21295967	21329301	11	7_7_0	90	0.196	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:2102:15382:36728,K00302:154:HGK25BBXY:2:1209:24261:43216,K00302:154:HGK25BBXY:2:2211:21440:31259,K00302:154:HGK25BBXY:2:2128:28138:34706,K00302:154:HGK25BBXY:2:2128:27752:34846,K00302:154:HGK25BBXY:2:1125:3214:23452,K00302:154:HGK25BBXY:2:1202:9211:19144,K00302:154:HGK25BBXY:2:2117:27702:40913,K00302:154:HGK25BBXY:2:2117:27732:41071,K00302:154:HGK25BBXY:2:2102:6471:34407,K00302:154:HGK25BBXY:2:1210:18385:5183,
chr1:21324094|21329301	chr1	21324094	21329301	5	1_2_5	59	0.145	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:1218:31061:36991,K00302:154:HGK25BBXY:2:1117:19522:40737,K00302:154:HGK25BBXY:2:2124:16660:13588,K00302:154:HGK25BBXY:2:2110:25022:27549,K00302:154:HGK25BBXY:2:1226:17969:10897,
chr1:21324094|21437876	chr1	21324094	21437876	2	0_1_2	21	0.160	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:1117:4036:29448,K00302:154:HGK25BBXY:2:2228:6329:12462,
chr1:21377359|21415706	chr1	21377359	21415706	4	3_2_2	108	0.069	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:2214:22658:42020,K00302:154:HGK25BBXY:2:2128:10044:48509,K00302:154:HGK25BBXY:2:1201:7060:27338,K00302:154:HGK25BBXY:2:1123:21856:35040,
chr1:21377359|21437876	chr1	21377359	21437876	3	2_1_2	62	0.088	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:2104:23855:47682,K00302:154:HGK25BBXY:2:1102:5842:12884,K00302:154:HGK25BBXY:2:2114:20760:18370,
chr1:21415631|21437876	chr1	21415631	21437876	4	1_2_4	78	0.093	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:2214:12875:7662,K00302:154:HGK25BBXY:2:1103:21034:15012,K00302:154:HGK25BBXY:2:2119:30584:42425,K00302:154:HGK25BBXY:2:1226:31659:10528,
chr1:22041882|22048257	chr1	22041882	22048257	4	0_3_4	32	0.200	exon	ENSG00000090686.15_2,	-	K00302:154:HGK25BBXY:2:1227:21795:5921,K00302:154:HGK25BBXY:2:2221:2240:12761,K00302:154:HGK25BBXY:2:1102:24819:10633,K00302:154:HGK25BBXY:2:2109:29356:29430,
chr1:22404922|22413359	chr1	22404922	22413359	2	2_2_0	31	0.114	exon	ENSG00000070831.16_6,	+	K00302:154:HGK25BBXY:2:2206:13849:35550,K00302:154:HGK25BBXY:2:1128:13555:22133,
chr1:23356962|23370979	chr1	23356962	23370979	3	2_0_2	66	0.083	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:2:1203:14529:34969,K00302:154:HGK25BBXY:2:2119:14631:48966,K00302:154:HGK25BBXY:2:2114:6816:4971,
chr1:23356962|23377013	chr1	23356962	23377013	13	10_10_0	84	0.236	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:2:2111:24068:15487,K00302:154:HGK25BBXY:2:1227:8207:41704,K00302:154:HGK25BBXY:2:1203:16244:31962,K00302:154:HGK25BBXY:2:1220:26200:37607,K00302:154:HGK25BBXY:2:1221:32654:2826,K00302:154:HGK25BBXY:2:1120:30097:5358,K00302:154:HGK25BBXY:2:1211:10957:7293,K00302:154:HGK25BBXY:2:1211:11150:7556,K00302:154:HGK25BBXY:2:1214:6563:20111,K00302:154:HGK25BBXY:2:1109:22841:29114,K00302:154:HGK25BBXY:2:1114:3752:18300,K00302:154:HGK25BBXY:2:2103:4026:23909,K00302:154:HGK25BBXY:2:1127:5223:35163,
chr1:23356962|23385660	chr1	23356962	23385660	6	1_1_5	97	0.110	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:2:2212:28686:15750,K00302:154:HGK25BBXY:2:2108:17726:2211,K00302:154:HGK25BBXY:2:2210:23531:28235,K00302:154:HGK25BBXY:2:2202:23460:13166,K00302:154:HGK25BBXY:2:2205:31020:31611,K00302:154:HGK25BBXY:2:2205:30381:31699,
chr1:23376880|23385660	chr1	23376880	23385660	2	2_2_0	194	0.020	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:2:1226:13179:45889,K00302:154:HGK25BBXY:2:2203:27093:10211,
chr1:23380254|23384058	chr1	23380254	23384058	2	0_1_2	196	0.020	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:2:1208:23987:43585,K00302:154:HGK25BBXY:2:1123:22120:28323,
chr1:23381562|23395644	chr1	23381562	23395644	2	2_1_1	139	0.028	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:2:2104:3366:41510,K00302:154:HGK25BBXY:2:2103:32461:31400,
chr1:23397718|23398690	chr1	23397718	23398690	2	2_1_1	119	0.033	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:2:2217:8034:19460,K00302:154:HGK25BBXY:2:2208:5101:1789,
chr1:23435515|23436143	chr1	23435515	23436143	2	2_1_1	6	0.400	exon	ENSG00000169641.13_4,	-	K00302:154:HGK25BBXY:2:1226:13453:23259,K00302:154:HGK25BBXY:2:2221:31345:8893,
chr1:24140680|24147083	chr1	24140680	24147083	6	4_3_1	12	0.500	exon	ENSG00000117305.15_4,	-	K00302:154:HGK25BBXY:2:2104:15432:20428,K00302:154:HGK25BBXY:2:2128:10439:38504,K00302:154:HGK25BBXY:2:2201:30645:46786,K00302:154:HGK25BBXY:2:1119:10531:27654,K00302:154:HGK25BBXY:2:1202:28178:18458,K00302:154:HGK25BBXY:2:1202:27965:19953,
chr1:25553933|25554726	chr1	25553933	25554726	2	1_2_0	25	0.138	exon	ENSG00000117614.10_4,	-	K00302:154:HGK25BBXY:2:2118:21775:4374,K00302:154:HGK25BBXY:2:1122:32157:36253,
