circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:8525985|8601377	chr1	8525985	8601377	2	2_1_1	286	0.014	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2208:12733:35901,K00302:154:HGK25BBXY:1:2127:17553:17948,
chr1:8525985|8674745	chr1	8525985	8674745	7	6_6_0	72	0.163	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2215:24424:37413,K00302:154:HGK25BBXY:1:2215:15341:45660,K00302:154:HGK25BBXY:1:2121:30056:4198,K00302:154:HGK25BBXY:1:2101:29812:41229,K00302:154:HGK25BBXY:1:2128:23947:11020,K00302:154:HGK25BBXY:1:1213:27316:8348,K00302:154:HGK25BBXY:1:1216:26555:20463,
chr1:8555123|8601377	chr1	8555123	8601377	2	2_2_0	316	0.013	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2118:13027:48649,K00302:154:HGK25BBXY:1:2221:30371:28868,
chr1:8555123|8617582	chr1	8555123	8617582	19	12_15_5	147	0.205	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2206:6451:23997,K00302:154:HGK25BBXY:1:1122:11048:20217,K00302:154:HGK25BBXY:1:2219:28554:10247,K00302:154:HGK25BBXY:1:1123:15879:33615,K00302:154:HGK25BBXY:1:2115:3112:48456,K00302:154:HGK25BBXY:1:2115:3041:48509,K00302:154:HGK25BBXY:1:1220:5396:31664,K00302:154:HGK25BBXY:1:1220:6208:31734,K00302:154:HGK25BBXY:1:1221:11505:15979,K00302:154:HGK25BBXY:1:1222:30310:48983,K00302:154:HGK25BBXY:1:1224:22455:32560,K00302:154:HGK25BBXY:1:1224:22780:33369,K00302:154:HGK25BBXY:1:2101:22972:39717,K00302:154:HGK25BBXY:1:2105:13484:29360,K00302:154:HGK25BBXY:1:2223:7354:10757,K00302:154:HGK25BBXY:1:1108:26839:19302,K00302:154:HGK25BBXY:1:1207:21156:17685,K00302:154:HGK25BBXY:1:2208:5741:3846,K00302:154:HGK25BBXY:1:1213:28270:5464,
chr1:8555123|8674745	chr1	8555123	8674745	14	5_9_4	101	0.217	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1116:30046:38539,K00302:154:HGK25BBXY:1:1116:32349:39893,K00302:154:HGK25BBXY:1:1122:18203:7820,K00302:154:HGK25BBXY:1:1122:18619:7943,K00302:154:HGK25BBXY:1:2116:22039:21500,K00302:154:HGK25BBXY:1:2107:9354:7820,K00302:154:HGK25BBXY:1:2108:16325:17579,K00302:154:HGK25BBXY:1:2228:10044:37818,K00302:154:HGK25BBXY:1:1214:20841:47946,K00302:154:HGK25BBXY:1:1218:18873:18546,K00302:154:HGK25BBXY:1:1223:25631:42882,K00302:154:HGK25BBXY:1:2127:4756:2985,K00302:154:HGK25BBXY:1:2203:31680:48016,K00302:154:HGK25BBXY:1:1212:22983:27883,
chr1:8568686|8617582	chr1	8568686	8617582	14	4_9_8	177	0.137	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1119:20912:37554,K00302:154:HGK25BBXY:1:2214:3001:20480,K00302:154:HGK25BBXY:1:2218:24951:37554,K00302:154:HGK25BBXY:1:1126:25357:22784,K00302:154:HGK25BBXY:1:1201:4888:26177,K00302:154:HGK25BBXY:1:2106:8247:44834,K00302:154:HGK25BBXY:1:2107:14326:44324,K00302:154:HGK25BBXY:1:2202:22617:40332,K00302:154:HGK25BBXY:1:2203:24373:18546,K00302:154:HGK25BBXY:1:1103:20385:24331,K00302:154:HGK25BBXY:1:1103:20243:24472,K00302:154:HGK25BBXY:1:1210:20740:41405,K00302:154:HGK25BBXY:1:1203:3051:12445,K00302:154:HGK25BBXY:1:2211:24992:18282,
chr1:8601273|8617582	chr1	8601273	8617582	47	22_22_15	141	0.400	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2208:20831:17192,K00302:154:HGK25BBXY:1:2211:13809:30134,K00302:154:HGK25BBXY:1:2211:8197:33070,K00302:154:HGK25BBXY:1:2211:18314:43075,K00302:154:HGK25BBXY:1:1119:11850:26599,K00302:154:HGK25BBXY:1:1122:3995:26072,K00302:154:HGK25BBXY:1:1123:9546:31154,K00302:154:HGK25BBXY:1:1201:26088:42442,K00302:154:HGK25BBXY:1:1202:5984:24489,K00302:154:HGK25BBXY:1:1113:9648:26090,K00302:154:HGK25BBXY:1:1114:28879:26670,K00302:154:HGK25BBXY:1:2113:10592:32050,K00302:154:HGK25BBXY:1:2114:6705:21518,K00302:154:HGK25BBXY:1:2117:10937:26142,K00302:154:HGK25BBXY:1:2120:24038:19302,K00302:154:HGK25BBXY:1:2120:1763:27690,K00302:154:HGK25BBXY:1:2120:26403:34864,K00302:154:HGK25BBXY:1:1218:6695:38240,K00302:154:HGK25BBXY:1:1220:3965:30239,K00302:154:HGK25BBXY:1:1222:15331:36886,K00302:154:HGK25BBXY:1:1223:27884:12954,K00302:154:HGK25BBXY:1:1224:3386:7715,K00302:154:HGK25BBXY:1:1224:13514:7926,K00302:154:HGK25BBXY:1:1227:26321:44886,K00302:154:HGK25BBXY:1:2110:10713:8805,K00302:154:HGK25BBXY:1:2224:13545:5974,K00302:154:HGK25BBXY:1:2227:12895:43849,K00302:154:HGK25BBXY:1:2127:16112:13412,K00302:154:HGK25BBXY:1:2127:13240:38961,K00302:154:HGK25BBXY:1:2201:29843:40649,K00302:154:HGK25BBXY:1:2203:7750:39928,K00302:154:HGK25BBXY:1:1105:4645:30187,K00302:154:HGK25BBXY:1:1211:5345:21588,K00302:154:HGK25BBXY:1:1214:24200:28164,K00302:154:HGK25BBXY:1:1215:17198:39805,K00302:154:HGK25BBXY:1:1203:3965:14836,K00302:154:HGK25BBXY:1:1205:14326:9367,K00302:154:HGK25BBXY:1:1207:15016:4971,K00302:154:HGK25BBXY:1:1207:14692:5675,K00302:154:HGK25BBXY:1:2210:27580:13095,K00302:154:HGK25BBXY:1:2216:9333:48052,K00302:154:HGK25BBXY:1:1127:15250:1437,K00302:154:HGK25BBXY:1:1220:7121:27092,K00302:154:HGK25BBXY:1:1227:15869:19460,K00302:154:HGK25BBXY:1:2225:1854:7275,K00302:154:HGK25BBXY:1:1214:22851:5042,K00302:154:HGK25BBXY:1:1204:27742:23434,
chr1:8601273|8674745	chr1	8601273	8674745	14	9_8_3	97	0.224	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2215:12185:33510,K00302:154:HGK25BBXY:1:1113:18203:33809,K00302:154:HGK25BBXY:1:2125:25885:28094,K00302:154:HGK25BBXY:1:1227:17756:41616,K00302:154:HGK25BBXY:1:2227:27702:48896,K00302:154:HGK25BBXY:1:2201:30939:33475,K00302:154:HGK25BBXY:1:2204:10724:42442,K00302:154:HGK25BBXY:1:1210:29325:42565,K00302:154:HGK25BBXY:1:1207:14671:46645,K00302:154:HGK25BBXY:1:1109:27986:44324,K00302:154:HGK25BBXY:1:1223:19624:17702,K00302:154:HGK25BBXY:1:2106:24637:2791,K00302:154:HGK25BBXY:1:2106:25621:3793,K00302:154:HGK25BBXY:1:2128:23389:46451,
chr1:8674620|8716500	chr1	8674620	8716500	5	4_4_0	91	0.099	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1123:3133:9385,K00302:154:HGK25BBXY:1:2122:27833:25492,K00302:154:HGK25BBXY:1:2122:27965:25509,K00302:154:HGK25BBXY:1:2110:6451:4233,K00302:154:HGK25BBXY:1:1214:7009:11073,
chr1:8716032|8716500	chr1	8716032	8716500	7	7_6_0	61	0.187	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2217:13230:13271,K00302:154:HGK25BBXY:1:2117:22303:3213,K00302:154:HGK25BBXY:1:2119:29285:17210,K00302:154:HGK25BBXY:1:1225:15270:26371,K00302:154:HGK25BBXY:1:1228:5954:19830,K00302:154:HGK25BBXY:1:1101:14428:1701,K00302:154:HGK25BBXY:1:2110:27803:15240,
chr1:9991949|9994918	chr1	9991949	9994918	9	6_6_5	118	0.132	exon	ENSG00000162441.12_3,	-	K00302:154:HGK25BBXY:1:2209:6979:38838,K00302:154:HGK25BBXY:1:2210:16589:33193,K00302:154:HGK25BBXY:1:2113:5254:16542,K00302:154:HGK25BBXY:1:2115:4127:5341,K00302:154:HGK25BBXY:1:2116:13372:11513,K00302:154:HGK25BBXY:1:2102:3965:47893,K00302:154:HGK25BBXY:1:2224:9729:4673,K00302:154:HGK25BBXY:1:2227:10693:7433,K00302:154:HGK25BBXY:1:1107:7202:19109,
chr1:9991949|9995685	chr1	9991949	9995685	4	1_3_2	98	0.075	exon	ENSG00000162441.12_3,	-	K00302:154:HGK25BBXY:1:2126:20070:38978,K00302:154:HGK25BBXY:1:2126:20040:39066,K00302:154:HGK25BBXY:1:1219:9607:34530,K00302:154:HGK25BBXY:1:2226:22556:30485,
chr1:10155519|10165802	chr1	10155519	10165802	4	4_4_0	124	0.061	exon	ENSG00000130939.19_4,	+	K00302:154:HGK25BBXY:1:1114:18822:30485,K00302:154:HGK25BBXY:1:1219:19309:28340,K00302:154:HGK25BBXY:1:1228:14560:24472,K00302:154:HGK25BBXY:1:2102:21430:12990,
chr1:10155519|10182134	chr1	10155519	10182134	2	2_2_0	148	0.026	exon	ENSG00000130939.19_4,	+	K00302:154:HGK25BBXY:1:2209:14549:32015,K00302:154:HGK25BBXY:1:2213:6279:3582,
chr1:10195046|10197263	chr1	10195046	10197263	3	2_2_0	86	0.065	exon	ENSG00000130939.19_4,	+	K00302:154:HGK25BBXY:1:1123:16386:5903,K00302:154:HGK25BBXY:1:1123:16650:6009,K00302:154:HGK25BBXY:1:2113:21034:20428,
chr1:10292308|10338186	chr1	10292308	10338186	4	4_4_0	295	0.026	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:1:2116:9820:18581,K00302:154:HGK25BBXY:1:2116:10531:19355,K00302:154:HGK25BBXY:1:2226:32025:28604,K00302:154:HGK25BBXY:1:1105:31091:19496,
chr1:10351140|10357304	chr1	10351140	10357304	4	2_1_1	1012	0.008	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:1:2218:26971:25158,K00302:154:HGK25BBXY:1:1201:25530:14854,K00302:154:HGK25BBXY:1:1201:25469:14959,K00302:154:HGK25BBXY:1:1101:27904:14080,
chr1:10380101|10384953	chr1	10380101	10384953	4	2_3_1	767	0.010	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:1:1125:8806:15698,K00302:154:HGK25BBXY:1:2109:4137:46012,K00302:154:HGK25BBXY:1:2224:16325:13394,K00302:154:HGK25BBXY:1:2204:3589:41651,
chr1:10380101|10436734	chr1	10380101	10436734	3	2_3_1	770	0.008	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:1:1119:20151:4022,K00302:154:HGK25BBXY:1:1225:13717:47946,K00302:154:HGK25BBXY:1:2204:28635:2228,
chr1:10407819|10408791	chr1	10407819	10408791	5	3_4_0	634	0.016	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:1:2214:12104:45291,K00302:154:HGK25BBXY:1:2220:26210:43568,K00302:154:HGK25BBXY:1:2122:22364:11091,K00302:154:HGK25BBXY:1:1205:28716:45379,K00302:154:HGK25BBXY:1:1221:7060:16260,
chr1:12061458|12062160	chr1	12061458	12062160	2	1_2_0	147	0.026	exon	ENSG00000116688.16_5,	+	K00302:154:HGK25BBXY:1:2216:19786:31945,K00302:154:HGK25BBXY:1:1111:1763:8840,
chr1:12335882|12338095	chr1	12335882	12338095	3	2_2_0	144	0.040	exon	ENSG00000048707.15_5,	+	K00302:154:HGK25BBXY:1:2217:2473:10458,K00302:154:HGK25BBXY:1:2217:2757:12849,K00302:154:HGK25BBXY:1:2101:19390:36816,
chr1:14042036|14075982	chr1	14042036	14075982	2	0_2_2	40	0.091	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:1110:25266:18652,K00302:154:HGK25BBXY:1:1226:10805:30204,
chr1:14042036|14109326	chr1	14042036	14109326	2	2_2_0	33	0.108	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:2116:2737:16577,K00302:154:HGK25BBXY:1:1205:6370:32121,
chr1:14057495|14068652	chr1	14057495	14068652	4	4_3_0	30	0.211	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:2120:23084:21623,K00302:154:HGK25BBXY:1:2120:23246:21623,K00302:154:HGK25BBXY:1:2126:7973:38908,K00302:154:HGK25BBXY:1:2125:25712:32367,
chr1:14075856|14080489	chr1	14075856	14080489	2	2_2_0	40	0.091	intron	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:2219:23997:2246,K00302:154:HGK25BBXY:1:2219:26991:3143,
chr1:14095534|14099683	chr1	14095534	14099683	2	2_2_0	81	0.047	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:2102:6218:30767,K00302:154:HGK25BBXY:1:2226:26869:45977,
chr1:14095534|14109326	chr1	14095534	14109326	6	5_5_0	41	0.226	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:1117:12550:22151,K00302:154:HGK25BBXY:1:2124:1336:15627,K00302:154:HGK25BBXY:1:2125:15889:16682,K00302:154:HGK25BBXY:1:2221:17269:33598,K00302:154:HGK25BBXY:1:1212:3315:33053,K00302:154:HGK25BBXY:1:1204:13088:27162,
chr1:14099573|14109326	chr1	14099573	14109326	4	3_3_0	88	0.083	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:1112:13321:8119,K00302:154:HGK25BBXY:1:1113:30117:17491,K00302:154:HGK25BBXY:1:1113:30137:17491,K00302:154:HGK25BBXY:1:1115:25195:39418,
chr1:14608666|14611276	chr1	14608666	14611276	2	1_2_0	8	0.333	intron	ENSG00000189337.17_6,	+	K00302:154:HGK25BBXY:1:2209:25804:31365,K00302:154:HGK25BBXY:1:1101:17817:8664,
chr1:15860732|15863309	chr1	15860732	15863309	2	1_2_0	51	0.073	exon	ENSG00000116138.13_3,	+	K00302:154:HGK25BBXY:1:1125:13910:10616,K00302:154:HGK25BBXY:1:1107:6583:14941,
chr1:15956820|15978390	chr1	15956820	15978390	4	3_3_0	31	0.205	exon	ENSG00000197312.12_4,	+	K00302:154:HGK25BBXY:1:1226:20588:17087,K00302:154:HGK25BBXY:1:2106:13667:25421,K00302:154:HGK25BBXY:1:1215:9120:41247,K00302:154:HGK25BBXY:1:1215:9293:41264,
chr1:15964802|15970145	chr1	15964802	15970145	2	1_2_0	34	0.105	exon	ENSG00000197312.12_4,	+	K00302:154:HGK25BBXY:1:2109:21014:8998,K00302:154:HGK25BBXY:1:1117:2960:29307,
chr1:16044388|16047883	chr1	16044388	16047883	4	3_0_4	82	0.089	exon	ENSG00000116786.13_5,	+	K00302:154:HGK25BBXY:1:2217:30847:22344,K00302:154:HGK25BBXY:1:1221:27285:29571,K00302:154:HGK25BBXY:1:2201:21785:13957,K00302:154:HGK25BBXY:1:2122:4269:4497,
chr1:16235816|16237796	chr1	16235816	16237796	2	2_2_0	157	0.025	exon	ENSG00000065526.11_3,	+	K00302:154:HGK25BBXY:1:1113:3833:44464,K00302:154:HGK25BBXY:1:1211:27052:24700,
chr1:16237596|16248844	chr1	16237596	16248844	2	2_1_0	154	0.025	exon	ENSG00000065526.11_3,	+	K00302:154:HGK25BBXY:1:1216:20628:22995,K00302:154:HGK25BBXY:1:1223:23175:22942,
chr1:16621278|16641930	chr1	16621278	16641930	3	2_2_0	57	0.095	exon	ENSG00000037637.11_4,	-	K00302:154:HGK25BBXY:1:2106:20263:22502,K00302:154:HGK25BBXY:1:2106:20547:22608,K00302:154:HGK25BBXY:1:1107:11424:18441,
chr1:16891302|16893846	chr1	16891302	16893846	78	41_7_8	71	0.687	exon	ENSG00000219481.10_3,	-	K00302:154:HGK25BBXY:1:1111:30898:10370,K00302:154:HGK25BBXY:1:2206:28107:37853,K00302:154:HGK25BBXY:1:2211:20618:16260,K00302:154:HGK25BBXY:1:2212:10084:21887,K00302:154:HGK25BBXY:1:2213:8806:4163,K00302:154:HGK25BBXY:1:1119:27133:1877,K00302:154:HGK25BBXY:1:1120:5903:25509,K00302:154:HGK25BBXY:1:1121:12773:38679,K00302:154:HGK25BBXY:1:1121:12743:38697,K00302:154:HGK25BBXY:1:1122:15311:48350,K00302:154:HGK25BBXY:1:1123:30645:7293,K00302:154:HGK25BBXY:1:2214:22343:4163,K00302:154:HGK25BBXY:1:2216:2250:44359,K00302:154:HGK25BBXY:1:2219:32228:48087,K00302:154:HGK25BBXY:1:2221:31142:17263,K00302:154:HGK25BBXY:1:1124:1905:19636,K00302:154:HGK25BBXY:1:1127:29335:9702,K00302:154:HGK25BBXY:1:1127:29264:11266,K00302:154:HGK25BBXY:1:1128:1844:17561,K00302:154:HGK25BBXY:1:1128:8491:22713,K00302:154:HGK25BBXY:1:1108:17005:35391,K00302:154:HGK25BBXY:1:1112:6583:38785,K00302:154:HGK25BBXY:1:1112:16538:43058,K00302:154:HGK25BBXY:1:1114:19492:9209,K00302:154:HGK25BBXY:1:2113:32086:41124,K00302:154:HGK25BBXY:1:2114:18497:18071,K00302:154:HGK25BBXY:1:2114:6786:29958,K00302:154:HGK25BBXY:1:2114:6877:30187,K00302:154:HGK25BBXY:1:2116:9820:18230,K00302:154:HGK25BBXY:1:2116:16549:34741,K00302:154:HGK25BBXY:1:2117:30949:36868,K00302:154:HGK25BBXY:1:2118:14164:16225,K00302:154:HGK25BBXY:1:2121:5629:17333,K00302:154:HGK25BBXY:1:1217:20273:45801,K00302:154:HGK25BBXY:1:1218:21044:19285,K00302:154:HGK25BBXY:1:1219:3721:18177,K00302:154:HGK25BBXY:1:1221:26108:20674,K00302:154:HGK25BBXY:1:1221:24830:21483,K00302:154:HGK25BBXY:1:1221:11383:36868,K00302:154:HGK25BBXY:1:1222:3559:32560,K00302:154:HGK25BBXY:1:1223:18873:29272,K00302:154:HGK25BBXY:1:1223:18771:30538,K00302:154:HGK25BBXY:1:1223:17208:30609,K00302:154:HGK25BBXY:1:1226:2047:18089,K00302:154:HGK25BBXY:1:2102:17360:20006,K00302:154:HGK25BBXY:1:2104:24282:49194,K00302:154:HGK25BBXY:1:2105:24992:1402,K00302:154:HGK25BBXY:1:2107:19248:42689,K00302:154:HGK25BBXY:1:2108:23916:24472,K00302:154:HGK25BBXY:1:2108:22506:34231,K00302:154:HGK25BBXY:1:2110:24099:34706,K00302:154:HGK25BBXY:1:2223:17675:14502,K00302:154:HGK25BBXY:1:2224:29548:4655,K00302:154:HGK25BBXY:1:2224:19015:5183,K00302:154:HGK25BBXY:1:2224:28534:18159,K00302:154:HGK25BBXY:1:2226:30330:36745,K00302:154:HGK25BBXY:1:2227:3610:10247,K00302:154:HGK25BBXY:1:2127:13332:13552,K00302:154:HGK25BBXY:1:2128:7618:24964,K00302:154:HGK25BBXY:1:2201:1763:3846,K00302:154:HGK25BBXY:1:2201:29701:17509,K00302:154:HGK25BBXY:1:2201:14692:33738,K00302:154:HGK25BBXY:1:2203:23378:6484,K00302:154:HGK25BBXY:1:2204:7344:38592,K00302:154:HGK25BBXY:1:2205:29985:4602,K00302:154:HGK25BBXY:1:1101:18822:25140,K00302:154:HGK25BBXY:1:1102:5457:20937,K00302:154:HGK25BBXY:1:1102:22404:35673,K00302:154:HGK25BBXY:1:1104:22110:24542,K00302:154:HGK25BBXY:1:1211:8734:47190,K00302:154:HGK25BBXY:1:1217:30746:12884,K00302:154:HGK25BBXY:1:1217:32187:14221,K00302:154:HGK25BBXY:1:1217:32126:14643,K00302:154:HGK25BBXY:1:1206:9435:18230,K00302:154:HGK25BBXY:1:1206:4868:47559,K00302:154:HGK25BBXY:1:1206:5426:47823,K00302:154:HGK25BBXY:1:1208:24759:34055,K00302:154:HGK25BBXY:1:1208:23591:41985,
chr1:17907048|17914974	chr1	17907048	17914974	3	3_0_3	18	0.250	exon	ENSG00000074964.17_4,	+	K00302:154:HGK25BBXY:1:1222:26068:39805,K00302:154:HGK25BBXY:1:2204:16650:34987,K00302:154:HGK25BBXY:1:1205:7638:47084,
chr1:21071237|21103243	chr1	21071237	21103243	6	2_4_0	400	0.029	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:2219:27072:4057,K00302:154:HGK25BBXY:1:1215:17239:27918,K00302:154:HGK25BBXY:1:1202:17716:20621,K00302:154:HGK25BBXY:1:2114:31517:7504,K00302:154:HGK25BBXY:1:2114:31558:7504,K00302:154:HGK25BBXY:1:2205:13433:42882,
chr1:21076216|21100103	chr1	21076216	21100103	7	6_5_0	306	0.044	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:2216:19512:6466,K00302:154:HGK25BBXY:1:2124:20111:16225,K00302:154:HGK25BBXY:1:2203:15676:22080,K00302:154:HGK25BBXY:1:1203:8369:3793,K00302:154:HGK25BBXY:1:2220:9394:32472,K00302:154:HGK25BBXY:1:2225:14174:15715,K00302:154:HGK25BBXY:1:1210:22242:40596,
chr1:21083659|21100103	chr1	21083659	21100103	13	5_10_2	365	0.066	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:2218:18304:35215,K00302:154:HGK25BBXY:1:1115:10612:3916,K00302:154:HGK25BBXY:1:2113:8795:30907,K00302:154:HGK25BBXY:1:2107:20334:1666,K00302:154:HGK25BBXY:1:2223:22749:26283,K00302:154:HGK25BBXY:1:2226:30990:36939,K00302:154:HGK25BBXY:1:2205:14336:2457,K00302:154:HGK25BBXY:1:2205:14316:2492,K00302:154:HGK25BBXY:1:1211:14509:24947,K00302:154:HGK25BBXY:1:1107:19228:2949,K00302:154:HGK25BBXY:1:1209:28524:16665,K00302:154:HGK25BBXY:1:1209:25966:20463,K00302:154:HGK25BBXY:1:1209:8420:35321,
chr1:21083659|21103243	chr1	21083659	21103243	2	1_2_0	495	0.008	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:2224:4533:3723,K00302:154:HGK25BBXY:1:2124:12165:18564,
