seqnames	start	end	width	strand	CLR	lfc	pval	fdr	ENSEMBL	geneName
chr3	183361268	183369064	7797	+	0.07	2.8542470678068	8.39473166607109e-06	0.00034374217032649	ENSG00000114796	KLHL24
chr7	22330794	22357656	26863	-	0.571	4.25159028679013	9.81877957537456e-06	0.00038195052548207	ENSG00000136237	RAPGEF5
chr1	32381496	32385259	3764	-	0.667	2.02376458057006	1.19830204274193e-05	0.000443942375834868	ENSG00000184007	PTP4A2
chr5	79745410	79770649	25240	+	0.274	4.0324383745672	1.3418440285204e-05	0.000474524842813122	ENSG00000039319	ZFYVE16
chr15	67524152	67529158	5007	-	0.125	2.34138562811668	1.70285208178727e-05	0.000567904129720868	ENSG00000103591	AAGAB
chr6	136709531	136710655	1125	-	0.138	3.30374333920627	1.75188934618263e-05	0.000567904129720868	ENSG00000135525	MAP7
chr1	243708812	243859018	150207	-	0.135	2.68757213092976	2.04720779193513e-05	0.000619259215549017	ENSG00000117020	AKT3
chr10	52193236	52350007	156772	-	0.545	4.81732562039068	2.06950380517666e-05	0.000619259215549017	ENSG00000198964	SGMS1
chr9	26424107	26569673	145567	-	0.312	5.28969540547613	2.24047458753214e-05	0.000645588603370373	n/a	
chr15	33149216	33194241	45026	-	0.4	3.90581530129482	3.20047838876789e-05	0.000860736399878245	ENSG00000248905	FMN1
chr7	22347958	22357656	9699	-	0.5	3.91137004464454	3.20840046227109e-05	0.000860736399878245	ENSG00000136237	RAPGEF5
chr6	73016961	73043538	26578	+	0.526	3.25852443836207	3.99216008973895e-05	0.0010353001832723	ENSG00000079841	RIMS1
chr8	105080740	105161076	80337	+	1	3.59794161170699	4.2382936214707e-05	0.00104677832354709	ENSG00000176406	RIMS2
chr5	10415600	10417516	1917	+	0.052	2.11577945082488	4.30551495546363e-05	0.00104677832354709	ENSG00000145495	MARCHF6
chr13	84376512	84389879	13368	-	0.889	4.29222149381206	5.1501118259309e-05	0.00121417787896189	n/a	
chr18	8718422	8720494	2073	+	0.4	3.00283057709393	5.94143895595882e-05	0.00135954103168705	ENSG00000168502	MTCL1
chr18	19345733	19359646	13914	+	0.298	1.95069277059065	7.0777991882381e-05	0.00157329364812835	ENSG00000101752	MIB1
chr11	46098305	46113774	15470	-	0.169	1.77689745932758	7.61272044807261e-05	0.00164519347461125	ENSG00000135365	PHF21A
chr6	107824861	107827631	2771	+	0.197	2.07932408346736	8.75885268866416e-05	0.0018417263221029	ENSG00000112320	SOBP
chr10	15875629	15889942	14314	-	0.148	2.42049544070514	0.000106484384232914	0.00218012765613702	ENSG00000148481	MINDY3
chr14	99924616	99932150	7535	-	0.146	1.68412612613129	0.000114799922691061	0.0022901112782986	ENSG00000183576	SETD3
chr7	22306583	22357656	51074	-	0.273	3.82411355720512	0.0001443601891981	0.00280780567990305	ENSG00000136237	RAPGEF5
chr3	18419662	18462483	42822	-	0.144	3.95172232200689	0.000175024752753948	0.00332120140591638	ENSG00000182568	SATB1
chr14	32559708	32586493	26786	+	0.273	1.68038159467476	0.000181316944722683	0.00335868054748209	ENSG00000100852	ARHGAP5
chr14	93760204	93762503	2300	-	0.231	2.97582312878794	0.000248785833377449	0.00450128786901525	ENSG00000011114	BTBD7
chr9	103261047	103312442	51396	+	0.2	3.48083443792143	0.000309209594125609	0.00537267067815294	ENSG00000241697	TMEFF1
chrX	139865340	139866824	1485	+	0.911	2.22880894286184	0.000310758586782625	0.00537267067815294	ENSG00000203930	LINC00632
chr2	40366541	40405633	39093	-	0.279	4.18734774103613	0.00034004136387488	0.00575113437162297	ENSG00000183023	SLC8A1
chr6	170852689	170858201	5513	-	0.06	3.12000433225775	0.000357690031747045	0.0059209115893447	ENSG00000008018	PSMB1
chr6	136704809	136710655	5847	-	0.142	4.17772651152651	0.000408704208253634	0.00662441404211098	ENSG00000135525	MAP7
chr15	54304845	54308083	3239	+	0.571	3.89118525741961	0.000538628868314745	0.00855210733773208	ENSG00000137766	UNC13C
chr4	52729603	52758017	28415	+	0.08	2.23742140828003	0.000568347407835779	0.00864148219183353	ENSG00000109184	DCUN1D4
chr8	141749117	141762415	13299	-	0.07	2.57541168551274	0.00056939184455104	0.00864148219183353	ENSG00000169398	PTK2
chr1	8601273	8617582	16310	-	0.152	1.80628099073395	0.000577579786600699	0.00864148219183353	ENSG00000142599	RERE
chr14	104245082	104263855	18774	-	0.381	3.4186539847887	0.000750488569919301	0.0109575118400433	ENSG00000088808	PPP1R13B
chr9	103261047	103279053	18007	+	0.217	1.87380055622276	0.000760547094296067	0.0109575118400433	ENSG00000241697	TMEFF1
chr7	14613837	14712652	98816	-	0.364	2.6367414172433	0.000916648309780565	0.0129664070001687	ENSG00000136267	DGKB
chr2	72945232	72960247	15016	-	0.547	1.43849551732068	0.00114825765299613	0.0159525795362677	ENSG00000144036	EXOC6B
chr14	97299804	97327072	27269	+	0.2	2.31095922973859	0.00121312546003287	0.0165580983843083	ENSG00000100749	VRK1
chr12	100166700	100175875	9176	-	0.6	2.94084541469075	0.00128317416863507	0.0172122328137601	ENSG00000185046	ANKS1B
chr2	168920010	168986268	66259	-	0.429	1.55502091690089	0.0014485303593738	0.0191009596541155	ENSG00000198648	STK39
chr2	207144264	207162097	17834	+	0.125	3.20815086420174	0.00167829475287271	0.0214640663925292	ENSG00000204186	ZDBF2
chr7	38050523	38053183	2661	+	0.933	3.57511982636433	0.00171813956720437	0.0214640663925292	ENSG00000106483	SFRP4
chr9	37126309	37127260	952	+	0.3	2.39141464888574	0.00174790440872163	0.0214640663925292	ENSG00000147905	ZCCHC7
chrX	110385324	110416309	30986	+	0.211	2.60038450912821	0.00178297571486845	0.0214640663925292	ENSG00000077264	PAK3
chr14	66028055	66028484	430	+	0.27	2.412641838008	0.0017898292436535	0.0214640663925292	ENSG00000033170	FUT8
chr6	158703295	158735300	32006	+	0.364	1.47324105684177	0.00179327032842467	0.0214640663925292	ENSG00000130338	TULP4
chr10	86198268	86237420	39153	+	0.3	1.87001992208889	0.00191899712803935	0.0226209055396153	ENSG00000107771	CCSER2
chr16	53288350	53308214	19865	+	0.04	2.92526787738302	0.00237182990605268	0.0275415472672983	ENSG00000177200	CHD9
chr7	86223627	86226365	2739	-	1	2.91596536103481	0.00248398748581627	0.0282149699707548	n/a	
chr12	12397196	12397589	394	-	0.198	1.73637708338114	0.00250235594856309	0.0282149699707548	ENSG00000070018	LRP6
chr1	243776973	243859018	82046	-	0.065	2.26162370687649	0.00266010791523241	0.029565199400726	ENSG00000117020	AKT3
chr14	32559708	32563592	3885	+	0.146	1.7885284953842	0.00280910143281574	0.0303872004753114	ENSG00000100852	ARHGAP5
chr2	136432902	136437894	4993	+	0.207	1.62183952804999	0.00281316834533227	0.0303872004753114	ENSG00000048991	R3HDM1
chr3	157839892	157841780	1889	+	0.129	1.67435090411986	0.00287834198783516	0.0303872004753114	ENSG00000174891	RSRC1
chr10	112723883	112745523	21641	+	0.235	1.91570024814343	0.00289029927400134	0.0303872004753114	ENSG00000108061	SHOC2
chr22	28692186	28693840	1655	-	0.162	1.85916943191166	0.00295253845373404	0.0306276655600677	ENSG00000100154	TTC28
chr11	128993341	129034322	40982	-	0.312	2.97518096054839	0.00308483069219651	0.0314191168050934	ENSG00000134909	ARHGAP32
chr15	63988323	64008672	20350	-	0.255	1.56094652175024	0.00310960410538842	0.0314191168050934	ENSG00000103657	HERC1
chr3	66286968	66313803	26836	+	0.417	2.25423707017513	0.00320330139970179	0.0319508780636922	ENSG00000144741	SLC25A26
chr10	116879949	117001514	121566	+	0.089	3.35024559525708	0.00335680240208018	0.0330581299850428	ENSG00000107518	ATRNL1
chr13	78293667	78327493	33827	+	0.152	1.73404885120571	0.00353967034234412	0.0342856917008363	ENSG00000139737	SLAIN1
chr18	54426096	54448887	22792	+	0.143	2.49437140112798	0.00356959000998424	0.0342856917008363	ENSG00000091157	WDR7
chr3	129546646	129551669	5024	-	0.267	1.9703067728258	0.00366523530363076	0.0347587653093076	ENSG00000172765	TMCC1
chr2	72958136	72960247	2112	-	0.174	1.82741031966293	0.00370819732734258	0.0347587653093076	ENSG00000144036	EXOC6B
chr18	29691717	29704808	13092	+	0.581	2.71726336549958	0.00422121816531194	0.038598643909919	ENSG00000134758	RNF138
chr18	45391430	45423180	31751	-	0.052	2.79059385926595	0.00423058317313628	0.038598643909919	ENSG00000175387	SMAD2
chr8	62593527	62596747	3221	-	0.129	1.6864868942552	0.00426668814428411	0.038598643909919	ENSG00000198363	ASPH
chr10	116879949	116975638	95690	+	0.323	2.50429417212261	0.00432021325787548	0.0386336312026106	ENSG00000107518	ATRNL1
chr5	36953720	36976504	22785	+	0.097	1.43157819784032	0.0053183234060665	0.0470188137490879	ENSG00000164190	NIPBL
chr6	76344423	76388643	44221	+	0.08	2.05717915932801	0.00540721694138718	0.0472675818022385	ENSG00000112701	SENP6
chr8	141745350	141762415	17066	-	0.043	2.75439305039855	0.00552640884128852	0.0477727342058052	ENSG00000169398	PTK2
