seqnames	start	end	width	strand	CLR	lfc	pval	fdr	ENSEMBL	geneName
chr2	61597456	61622368	24913	-	0.133	-2.76665506391836	7.97564388678347e-12	1.90838900712674e-10	ENSG00000115464	USP34
chr6	55360217	55406938	46722	-	0.514	-2.84138631667615	8.40899461978457e-12	1.98739922694522e-10	ENSG00000146151	HMGCLL1
chr9	14639894	14674383	34490	-	0.273	-2.87259031161625	8.50598863496193e-12	1.98739922694522e-10	ENSG00000175893	ZDHHC21
chr6	99912480	99958106	45627	-	0.322	-4.66243244519312	1.4205028336535e-11	3.28037049725099e-10	ENSG00000123552	USP45
chr15	25284858	25287662	2805	+	0.867	-3.85538847202829	1.59777841611461e-11	3.64734245333749e-10	ENSG00000224078	
chr3	3197903	3215945	18043	-	0.313	-2.76126193599881	1.92666310418611e-11	4.34812832376548e-10	ENSG00000113851	CRBN
chr6	13579683	13601181	21499	+	0.231	-3.08834809389655	2.15145215969876e-11	4.80088088669859e-10	ENSG00000124523	SIRT5
chr6	146719905	146720835	931	+	0.233	-3.79070755552221	2.18987904630762e-11	4.83233309551881e-10	ENSG00000152822	GRM1
chr2	32602656	32641231	38576	+	0.2	-3.20654585274255	2.49173646516674e-11	5.43800947233093e-10	ENSG00000115760	BIRC6
chr15	72338065	72338975	911	-	0.244	-2.19923654059432	2.55100648704222e-11	5.50684661224549e-10	ENSG00000066933	MYO9A
chr2	135624112	135626611	2500	-	0.792	-2.57721555135751	2.67796069182984e-11	5.71874186448824e-10	ENSG00000224043	
chr7	137237115	137294355	57241	-	0.093	-2.25602924085808	3.51822786405497e-11	7.43319206171613e-10	ENSG00000157680	DGKI
chrX	134679348	134683730	4383	+	0.795	-3.32674111920144	3.74655858004424e-11	7.83227930522932e-10	ENSG00000165359	INTS6L
chr14	89192885	89221015	28131	-	0.558	-3.19192646814912	4.25700825987439e-11	8.76965203959891e-10	ENSG00000165521	EML5
chr1	243727022	243859018	131997	-	0.017	-3.02007550497296	4.28326408782021e-11	8.76965203959891e-10	ENSG00000117020	AKT3
chr19	47767860	47768203	344	+	0.593	-3.69581877373534	4.42048258860456e-11	8.95824328670271e-10	ENSG00000105321	CCDC9
chr18	54444013	54547396	103384	+	0.092	-2.64307690655594	4.57680582806719e-11	9.18134987327419e-10	ENSG00000091157	WDR7
chr6	34100755	34101636	882	-	0.168	-4.12540983919672	5.45799689738693e-11	1.08395818382105e-09	ENSG00000124493	GRM4
chr7	137206612	137308300	101689	-	0.182	-2.73878503822608	6.18507990038884e-11	1.21619491902695e-09	ENSG00000157680	DGKI
chr1	230798887	230810870	11984	+	0.597	-2.0525220045132	6.65611539577979e-11	1.2959848211783e-09	ENSG00000135775	COG2
chr2	180815239	180815653	415	-	0.392	-2.53713006914479	7.42984983100787e-11	1.43259046256132e-09	ENSG00000163510	CWC22
chr6	73001637	73043538	41902	+	0.367	-3.52784243091135	8.98762958960197e-11	1.71629157355284e-09	ENSG00000079841	RIMS1
chr8	42211943	42229180	17238	+	0.429	-3.96238109725091	1.01365906408871e-10	1.91726371550493e-09	ENSG00000070501	POLB
chr15	41854746	41857339	2594	+	0.415	-2.32164303833668	1.32533655660544e-10	2.48313056737585e-09	ENSG00000092445	TYRO3
chr14	61262935	61346553	83619	+	0.346	-2.30423125836502	1.42821322238463e-10	2.65087052304287e-09	ENSG00000020426	MNAT1
chrX	57862954	57877126	14173	-	0.706	-2.97820667528854	1.48676231872029e-10	2.73399070831343e-09	n/a	
chr8	10065343	10177499	112157	+	0.233	-2.11947095988132	1.56232991497655e-10	2.83525206530912e-09	ENSG00000175806	MSRA
chr10	74468041	74475660	7620	+	0.845	-3.37319411943151	1.5703813050554e-10	2.83525206530912e-09	ENSG00000156026	MCU
chr18	76953183	77037196	84014	+	0.195	-2.54423668550502	1.66511924862013e-10	2.97921335834197e-09	ENSG00000166377	ATP9B
chr7	137148235	137294355	146121	-	0.4	-3.19893686638107	2.11518671879964e-10	3.75067930672865e-09	ENSG00000157680	DGKI
chr2	107446522	107460490	13969	-	0.657	-2.90253539967698	2.20332546187902e-10	3.87239324539092e-09	ENSG00000144057	ST6GAL2
chr2	71590283	71607695	17413	+	0.222	-2.81099064738362	2.3811639066848e-10	4.1482381742772e-09	ENSG00000075292	ZNF638
chr2	221618333	221675652	57320	+	0.471	-2.75649832401705	2.7972512541733e-10	4.83073129633755e-09	n/a	
chr10	116879949	117027921	147973	+	0.081	-2.8854051754197	2.84539820040433e-10	4.87151795345086e-09	ENSG00000107518	ATRNL1
chr8	41832222	41839472	7251	-	0.267	-2.0813583679655	2.99954798037392e-10	5.09154041796805e-09	ENSG00000083168	KAT6A
chr5	36982267	36986403	4137	+	0.375	3.51394601807645	3.05387383701402e-10	5.13982494941512e-09	ENSG00000164190	NIPBL
chr11	108638664	108722936	84273	+	0.889	-2.3345434254162	3.24281857779033e-10	5.41196444999294e-09	ENSG00000178105	DDX10
chr13	35615070	35644989	29920	+	0.338	-2.76580881075386	3.32534563293883e-10	5.48760977795154e-09	ENSG00000172915	NBEA
chr3	194154501	194175121	20621	-	0.338	-3.80412947256045	3.34340777005104e-10	5.48760977795154e-09	ENSG00000133657	ATP13A3
chr13	101997652	102051516	53865	-	0.108	-3.07114648776847	3.56301151138129e-10	5.80011546033053e-09	ENSG00000102452	NALCN
chr1	70518709	70555502	36794	+	0.211	-2.38403764613182	3.7720556273157e-10	6.0904898177634e-09	ENSG00000033122	LRRC7
chr3	145838899	145842016	3118	-	0.438	2.70205922239987	4.8907833476723e-10	7.83314171651387e-09	ENSG00000152952	PLOD2
chr9	129154345	129184227	29883	+	0.136	-2.25360643465974	5.02500887185492e-10	7.89675989688171e-09	ENSG00000196814	MVB12B
chr15	54304845	54308083	3239	+	0.585	-4.30845709329671	5.03588090766192e-10	7.89675989688171e-09	ENSG00000137766	UNC13C
chr21	38480692	38519903	39212	+	0.348	-2.89190156024274	5.04979107202405e-10	7.89675989688171e-09	ENSG00000182670	TTC3
chr3	179576850	179597911	21062	-	0.052	-2.48942198302348	5.17724243981634e-10	8.03281522302754e-09	ENSG00000114757	PEX5L
chr11	115080294	115111140	30847	-	0.72	7.71905735789281	5.48319954747602e-10	8.44157697774215e-09	ENSG00000182985	CADM1
chr10	71243447	71258152	14706	+	0.316	-4.95162026900939	5.76139749884376e-10	8.80164264054132e-09	ENSG00000099282	TSPAN15
chr3	27424644	27465643	41000	-	0.118	-2.21327516130014	5.96699976731518e-10	9.04615384571598e-09	ENSG00000033867	SLC4A7
chr9	111954558	111962614	8057	-	0.326	-2.99292424631932	6.32513760846948e-10	9.51645703819727e-09	ENSG00000095203	EPB41L4B
chr12	79679567	79693331	13765	+	0.033	-2.58165010247341	6.56265130411599e-10	9.7995680375747e-09	ENSG00000067715	SYT1
chr8	17123416	17143936	20521	+	0.59	-2.09167627626827	6.83348718749873e-10	1.01278399659496e-08	ENSG00000155975	VPS37A
chr9	87635121	87637632	2512	+	0.064	-2.62062082633092	7.04863017757583e-10	1.03498407234381e-08	ENSG00000148053	NTRK2
chr2	120885264	120932580	47317	+	0.867	-3.69970841655251	7.08750422148835e-10	1.03498407234381e-08	ENSG00000115109	EPB41L5
chr4	73956384	73958017	1634	-	0.106	2.03128566175647	7.27241238156672e-10	1.0542343788169e-08	ENSG00000132466	ANKRD17
chr7	140494108	140508795	14688	-	0.323	-2.18402329681016	7.4979322380783e-10	1.07905024817562e-08	ENSG00000157764	BRAF
chr9	88574708	88611492	36785	+	0.333	-2.06998816719259	8.45163025540205e-10	1.20754947390133e-08	ENSG00000135040	NAA35
chr8	41518948	41521260	2313	-	0.407	-3.41590642826111	8.59579998251628e-10	1.21937562609124e-08	ENSG00000029534	ANK1
chr7	14517786	14712652	194867	-	0.118	-2.4433843245225	1.02159750904308e-09	1.43893095954579e-08	ENSG00000136267	DGKB
chr6	55378846	55406938	28093	-	0.229	-2.82928778527152	1.06678161043056e-09	1.49199174529231e-08	ENSG00000146151	HMGCLL1
chr6	69653722	69728391	74670	+	0.047	-3.13063242138133	1.09032769088266e-09	1.5142592965685e-08	ENSG00000135298	ADGRB3
chr6	73016961	73043538	26578	+	0.431	-3.29996640549251	1.11391389751246e-09	1.53627291698593e-08	ENSG00000079841	RIMS1
chr7	77214860	77230123	15264	+	0.286	2.47451911400275	1.12189666376564e-09	1.53661156844039e-08	ENSG00000127947	PTPN12
chr13	21006241	21063635	57395	-	0.154	-2.32016297851731	1.15022251156092e-09	1.56461774517807e-08	ENSG00000165475	CRYL1
chr1	167301707	167307495	5789	+	0.476	-3.31091585283368	1.18454912103985e-09	1.59638145406916e-08	ENSG00000143190	POU2F1
chr6	82923944	82924546	603	-	0.485	-1.90056974172917	1.20334113288132e-09	1.59638145406916e-08	ENSG00000005700	IBTK
chr3	183368084	183390272	22189	+	0.357	-3.13134132126197	1.20457923402592e-09	1.59638145406916e-08	ENSG00000114796	KLHL24
chr9	77631184	77632364	1181	-	0.542	-2.4053981816128	1.20572617376825e-09	1.59638145406916e-08	ENSG00000156017	CARNMT1
chr5	176618885	176639196	20312	+	0.321	-2.50372789880851	1.24191919157999e-09	1.63341159899196e-08	ENSG00000165671	NSD1
chr5	135489281	135489852	572	+	0.208	-2.41358725522866	1.40092103373185e-09	1.8207950946883e-08	ENSG00000113658	SMAD5
chr4	166960491	166999182	38692	+	0.522	-5.24989681990238	1.40272733880821e-09	1.8207950946883e-08	ENSG00000038295	TLL1
chr16	7629779	7657340	27562	+	0.211	-2.4356694873095	1.46392876367533e-09	1.8878977432852e-08	ENSG00000078328	RBFOX1
chr20	33834643	33842557	7915	+	0.323	-4.04643870368946	1.52208583390359e-09	1.95023384911777e-08	ENSG00000125966	MMP24
chr6	28239632	28240564	933	+	0.136	-2.66510322322724	1.5892993404659e-09	2.02330031420852e-08	ENSG00000197062	ZSCAN26
chr15	33180373	33194241	13869	-	0.294	-2.99976156557844	1.70597270263791e-09	2.14494394185675e-08	ENSG00000248905	FMN1
chr3	183361268	183382827	21560	+	0.111	-2.6890031109751	1.71683083228806e-09	2.14494394185675e-08	ENSG00000114796	KLHL24
chr8	131370263	131374017	3755	-	0.174	5.37302625295145	1.71725119212096e-09	2.14494394185675e-08	ENSG00000153317	ASAP1
chr14	88883055	88904247	21193	+	0.459	-2.03073862467727	2.00348842759278e-09	2.48683001074954e-08	ENSG00000042317	SPATA7
chr12	1399018	1481143	82126	+	0.393	-2.86332092440072	2.1887766303178e-09	2.69994434025538e-08	ENSG00000082805	ERC1
chr13	48651289	48664554	13266	-	0.115	-2.41786242945913	2.25717565083688e-09	2.76713014972966e-08	ENSG00000136146	MED4
chr16	31230416	31230840	425	+	0.864	-5.63707669091774	2.29514079432501e-09	2.79641080830029e-08	ENSG00000177238	TRIM72
chr18	76953183	77067234	114052	+	0.254	-2.0782181857077	2.34488197257709e-09	2.83959487654762e-08	ENSG00000166377	ATP9B
chr2	162804076	162821683	17608	+	0.14	-2.48044120622906	2.69800592875416e-09	3.24741804515501e-08	ENSG00000144290	SLC4A10
chr5	153413351	153414527	1177	-	0.585	2.05020558840899	2.7187325781238e-09	3.25265234949028e-08	ENSG00000055147	FAM114A2
chr20	50290692	50307358	16667	-	0.076	-2.01478849441339	2.85753569445922e-09	3.39824304742276e-08	ENSG00000054793	ATP9A
chr21	32537279	32575328	38050	-	0.173	-2.72047764802785	3.18437401330951e-09	3.76438499430517e-08	ENSG00000156299	TIAM1
chr19	30476130	30509866	33737	+	0.684	-3.5223538846024	3.26077125619158e-09	3.83188858863697e-08	n/a	
chr12	130884224	130907106	22883	-	0.4	-2.72994279518562	3.32043588736693e-09	3.8790503954769e-08	ENSG00000060709	RIMBP2
chr10	43650345	43654379	4035	+	0.698	-2.06711110920763	3.43796540998003e-09	3.99286509018734e-08	ENSG00000169826	CSGALNACT2
chr13	35615070	35624532	9463	+	0.119	-2.70452093763149	3.65373282880702e-09	4.21878685930857e-08	ENSG00000172915	NBEA
chr3	71733723	71759635	25913	-	0.243	-2.29776942386054	3.67809552806198e-09	4.22236862354399e-08	ENSG00000163412	EIF4E3
chr18	31673429	31692661	19233	-	0.364	-2.82379698078427	4.18645398416916e-09	4.77833196124136e-08	ENSG00000101746	NOL4
chr4	62775278	62813994	38717	+	0.184	-2.2612510469547	4.2225701257341e-09	4.79201386840453e-08	ENSG00000150471	ADGRL3
chr10	116975455	117027921	52467	+	0.033	-2.2060268886941	5.07933019830974e-09	5.73156237150179e-08	ENSG00000107518	ATRNL1
chr20	9538255	9547031	8777	-	0.414	-2.63639400997212	5.24448850405087e-09	5.88449388081639e-08	ENSG00000101349	PAK5
chr5	125939262	125939875	614	+	0.25	-1.98606947578322	5.59381415649409e-09	6.20988378988738e-08	ENSG00000164902	PHAX
chr21	40578034	40601362	23329	-	0.426	-2.33890680288656	5.59702516812609e-09	6.20988378988738e-08	ENSG00000185658	BRWD1
chr4	91229395	91234198	4804	+	0.5	-2.72542501589308	5.77117831993242e-09	6.36753341299211e-08	ENSG00000184305	CCSER1
chr13	40268771	40301685	32915	+	0.4	-2.26197429156137	5.85776256396031e-09	6.42735715581501e-08	ENSG00000133103	COG6
chr2	170387097	170401345	14249	-	0.28	-2.26888685885586	6.02995236086784e-09	6.57993702674919e-08	ENSG00000138399	FASTKD1
chr8	51351103	51415440	64338	+	0.19	-2.26948838253063	6.1270946948538e-09	6.64940440654626e-08	ENSG00000147481	SNTG1
chr7	29220906	29226163	5258	-	0.769	-5.39596653346705	6.18058680338292e-09	6.67100293017309e-08	ENSG00000106066	CPVL
chr18	8076453	8143777	67325	+	0.222	-2.55870140002111	6.76788817752376e-09	7.2654194165201e-08	ENSG00000173482	PTPRM
chr16	47531310	47630442	99133	+	0.225	-1.93616060392018	7.03724961489141e-09	7.51396652428728e-08	ENSG00000102893	PHKB
chr5	65349234	65350779	1546	+	0.106	3.3019780697111	7.29774609576458e-09	7.74846949440611e-08	ENSG00000112851	ERBIN
chr9	87325552	87367000	41449	+	0.018	-2.74713354960503	7.35155683879899e-09	7.74846949440611e-08	ENSG00000148053	NTRK2
chr11	115085328	115111140	25813	-	0.378	-3.98552290340928	7.37392112005415e-09	7.74846949440611e-08	ENSG00000182985	CADM1
chr1	16891302	16893846	2545	-	0.766	8.13694850527955	7.58561745777938e-09	7.92896645849992e-08	ENSG00000219481	NBPF1
chr3	182923664	182925611	1948	-	0.391	-2.55812518360181	8.49513860370946e-09	8.83316506123926e-08	ENSG00000053524	MCF2L2
chr6	89554076	89614674	60599	-	0.217	-3.08619613713769	9.08893694247347e-09	9.40136914987099e-08	ENSG00000111880	RNGTT
chr12	1372200	1481143	108944	+	0.209	-3.00193060176681	9.22544801363814e-09	9.49312940677998e-08	ENSG00000082805	ERC1
chr2	107446522	107450602	4081	-	0.16	-2.63617240358128	1.17145968183305e-08	1.1965376655874e-07	ENSG00000144057	ST6GAL2
chr8	41518948	41519459	512	-	0.575	-4.57595616830795	1.17484816107524e-08	1.1965376655874e-07	ENSG00000029534	ANK1
chr5	142258939	142311690	52752	+	0.082	-2.31663337031574	1.24698304431999e-08	1.2635246561324e-07	ENSG00000145819	ARHGAP26
chr9	86276692	86284242	7551	-	0.083	-1.93198403484795	1.28495991896549e-08	1.28983922064267e-07	ENSG00000135018	UBQLN1
chr8	113933856	113988377	54522	-	0.308	-2.66421019814743	1.28594242541414e-08	1.28983922064267e-07	ENSG00000164796	CSMD3
chr2	55040369	55155888	115520	+	0.343	-2.22033188104806	1.35991405253763e-08	1.35718055695464e-07	ENSG00000214595	EML6
chr8	124089351	124121860	32510	+	0.604	-2.49361589769419	1.42481731450579e-08	1.41484359330425e-07	ENSG00000156787	TBC1D31
chr20	35457457	35467844	10388	-	0.353	-3.94699234196827	1.43439264004777e-08	1.41726556374869e-07	ENSG00000149639	SOGA1
chr5	78692646	78752841	60196	-	0.469	-2.47726468048333	1.49596733276932e-08	1.47078768459399e-07	ENSG00000152413	HOMER1
chr6	72960033	72961071	1039	+	0.196	-3.71986483523561	1.57167132127588e-08	1.53760553894281e-07	ENSG00000079841	RIMS1
chr10	76602358	76603236	879	+	0.367	-2.22487517316816	1.61465720820636e-08	1.57191628210678e-07	ENSG00000156650	KAT6B
chr1	8601273	8674745	73473	-	0.331	-1.67670515033144	1.63500723283176e-08	1.58396310458726e-07	ENSG00000142599	RERE
chr21	38792601	38794168	1568	+	0.133	3.16577116745947	1.71146678445029e-08	1.64998690966906e-07	ENSG00000157540	DYRK1A
chr1	155408118	155408859	742	-	0.569	-1.42137799271096	1.8879538432322e-08	1.81134122350684e-07	ENSG00000116539	ASH1L
chr3	196802708	196846401	43694	-	0.127	-2.26749246253951	1.98168635836058e-08	1.8921293787039e-07	ENSG00000075711	DLG1
chr6	71185113	71212494	27382	+	0.386	-2.15770113912601	2.01316362923128e-08	1.91298706586283e-07	ENSG00000082269	FAM135A
