circRNA_ID	chr	circRNA_start	circRNA_end	circRNA_type	dataset
chr2:197872530|197873755	chr2	197872530	197873755	exon	GBM neural
chr2:201784945|201807870	chr2	201784945	201807870	exon	GBM neural
chr20:52773708|52788209	chr20	52773708	52788209	exon	GBM neural
chr21:41081418|41082119	chr21	41081418	41082119	intron	GBM neural
chr3:42218306|42230616	chr3	42218306	42230616	exon	GBM neural
chr3:56694759|56695045	chr3	56694759	56695045	exon	GBM neural
chr3:100560842|100567719	chr3	100560842	100567719	exon	GBM neural
chr3:117651167|117653287	chr3	117651167	117653287	intron	GBM neural
chr3:117651213|117653287	chr3	117651213	117653287	intron	GBM neural
chr3:132217970|132219757	chr3	132217970	132219757	exon	GBM neural
chr3:142455221|142512802	chr3	142455221	142512802	intron	GBM neural
chr3:167217941|167345080	chr3	167217941	167345080	exon	GBM neural
chr3:167272438|167351325	chr3	167272438	167351325	intron	GBM neural
chr3:167293706|167345080	chr3	167293706	167345080	exon	GBM neural
chr3:167293706|167351320	chr3	167293706	167351320	exon	GBM neural
chr3:181335734|181356124	chr3	181335734	181356124	intron	GBM neural
chr4:68594258|68595888	chr4	68594258	68595888	exon	GBM neural
chr4:95444875|95507595	chr4	95444875	95507595	exon	GBM neural
chr4:95539155|95561601	chr4	95539155	95561601	exon	GBM neural
chr4:121675708|121742500	chr4	121675708	121742500	exon	GBM neural
chr4:129214089|129411604	chr4	129214089	129411604	intron	GBM neural
chr4:170345704|170384546	chr4	170345704	170384546	exon	GBM neural
chr5:68180845|68265746	chr5	68180845	68265746	intergenic_region	GBM neural
chr5:130515788|130522802	chr5	130515788	130522802	exon	GBM neural
chr5:133638281|133695782	chr5	133638281	133695782	exon	GBM neural
chr5:137893091|137903411	chr5	137893091	137903411	exon	GBM neural
chr5:139213287|139219755	chr5	139213287	139219755	exon	GBM neural
chr5:146741080|146763517	chr5	146741080	146763517	exon	GBM neural
chr6:19113538|19114514	chr6	19113538	19114514	intergenic_region	GBM neural
chr6:43286040|43286823	chr6	43286040	43286823	intron	GBM neural
chr6:47494364|47522502	chr6	47494364	47522502	intron	GBM neural
chr6:87947191|87947991	chr6	87947191	87947991	intron	GBM neural
chr6:110448672|110481935	chr6	110448672	110481935	exon	GBM neural
chr6:152560668|152583323	chr6	152560668	152583323	exon	GBM neural
chr7:92086866|92120789	chr7	92086866	92120789	intergenic_region	GBM neural
chr7:100004317|100022759	chr7	100004317	100022759	exon	GBM neural
chr7:129588155|129588393	chr7	129588155	129588393	intron	GBM neural
chr7:151868349|151875095	chr7	151868349	151875095	exon	GBM neural
chr8:67922950|67925331	chr8	67922950	67925331	exon	GBM neural
chr8:68999959|69058587	chr8	68999959	69058587	exon	GBM neural
chr9:3647338|3651867	chr9	3647338	3651867	intron	GBM neural
chr9:13205035|13250371	chr9	13205035	13250371	exon	GBM neural
chr9:25527946|25622101	chr9	25527946	25622101	intergenic_region	GBM neural
chr9:25581479|25582635	chr9	25581479	25582635	intergenic_region	GBM neural
chr9:26424107|26426587	chr9	26424107	26426587	intergenic_region	GBM neural
chr9:79251387|79259825	chr9	79251387	79259825	exon	GBM neural
chr9:87105574|87112661	chr9	87105574	87112661	intron	GBM neural
chr9:87112384|87136140	chr9	87112384	87136140	exon	GBM neural
chr9:87193686|87226912	chr9	87193686	87226912	intron	GBM neural
chr9:87193686|87237658	chr9	87193686	87237658	intron	GBM neural
chr9:87198112|87226912	chr9	87198112	87226912	exon	GBM neural
chr9:111954069|111962614	chr9	111954069	111962614	intron	GBM neural
chr9:125832629|125852664	chr9	125832629	125852664	exon	GBM neural
chr9:132719639|132720832	chr9	132719639	132720832	exon	GBM neural
chrX:19068924|19069099	chrX	19068924	19069099	intron	GBM neural
chrX:21250789|21255086	chrX	21250789	21255086	intron	GBM neural
chrX:21549974|21627735	chrX	21549974	21627735	exon	GBM neural
chrX:67331696|67339174	chrX	67331696	67339174	exon	GBM neural
chrX:67494580|67518938	chrX	67494580	67518938	exon	GBM neural
chr1:1572443|1635434	chr1	1572443	1635434	intergenic_region	GBM neural
chr1:21102217|21102498	chr1	21102217	21102498	exon	GBM neural
chr1:21324094|21415706	chr1	21324094	21415706	exon	GBM neural
chr1:34204741|34209207	chr1	34204741	34209207	exon	GBM neural
chr1:35862153|35865177	chr1	35862153	35865177	exon	GBM neural
chr1:42948334|43076761	chr1	42948334	43076761	exon	GBM neural
chr1:44877653|44881895	chr1	44877653	44881895	intron	GBM neural
chr1:49328038|49332902	chr1	49328038	49332902	intron	GBM neural
chr1:63286810|63300523	chr1	63286810	63300523	exon	GBM neural
chr1:65234339|65280523	chr1	65234339	65280523	exon	GBM neural
chr1:82421561|82451039	chr1	82421561	82451039	exon	GBM neural
chr1:168050423|168052510	chr1	168050423	168052510	exon	GBM neural
chr1:174931220|174936569	chr1	174931220	174936569	intron	GBM neural
chr1:176118142|176133027	chr1	176118142	176133027	exon	GBM neural
chr1:186359843|186400481	chr1	186359843	186400481	intergenic_region	GBM neural
chr1:197509094|197522242	chr1	197509094	197522242	exon	GBM neural
chr1:202724399|202729701	chr1	202724399	202729701	exon	GBM neural
chr1:225190485|225284941	chr1	225190485	225284941	exon	GBM neural
chr1:243727022|243828185	chr1	243727022	243828185	exon	GBM neural
chr1:246778021|246894114	chr1	246778021	246894114	intergenic_region	GBM neural
chr10:7820801|7822270	chr10	7820801	7822270	exon	GBM neural
chr10:32750720|32873232	chr10	32750720	32873232	intron	GBM neural
chr10:52220433|52226692	chr10	52220433	52226692	exon	GBM neural
chr10:80870195|80921890	chr10	80870195	80921890	intron	GBM neural
chr10:93711160|93726514	chr10	93711160	93726514	exon	GBM neural
chr10:96207392|96234540	chr10	96207392	96234540	intron	GBM neural
chr10:99148009|99148381	chr10	99148009	99148381	exon	GBM neural
chr10:104183025|104183474	chr10	104183025	104183474	exon	GBM neural
chr10:117040865|117075246	chr10	117040865	117075246	exon	GBM neural
chr10:123274631|123310973	chr10	123274631	123310973	exon	GBM neural
chr10:127693453|127697119	chr10	127693453	127697119	exon	GBM neural
chr11:3752621|3756554	chr11	3752621	3756554	exon	GBM neural
chr11:13725705|13725893	chr11	13725705	13725893	intron	GBM neural
chr11:14480078|14498561	chr11	14480078	14498561	exon	GBM neural
chr11:18305342|18308257	chr11	18305342	18308257	exon	GBM neural
chr11:46832557|46842819	chr11	46832557	46842819	exon	GBM neural
chr11:72598515|72613683	chr11	72598515	72613683	exon	GBM neural
chr11:77060284|77103586	chr11	77060284	77103586	exon	GBM neural
chr11:77402204|77404656	chr11	77402204	77404656	exon	GBM neural
chr11:82046727|82067670	chr11	82046727	82067670	intron	GBM neural
chr11:93521167|93535138	chr11	93521167	93535138	exon	GBM neural
chr11:94163077|94194202	chr11	94163077	94194202	exon	GBM neural
chr11:110118428|110150481	chr11	110118428	110150481	exon	GBM neural
chr11:125104941|125109624	chr11	125104941	125109624	exon	GBM neural
chr12:13208485|13232943	chr12	13208485	13232943	exon	GBM neural
chr12:15784376|15803940	chr12	15784376	15803940	exon	GBM neural
chr12:31568301|31595859	chr12	31568301	31595859	exon	GBM neural
chr12:32458631|32481489	chr12	32458631	32481489	exon	GBM neural
chr12:41946458|41967744	chr12	41946458	41967744	exon	GBM neural
chr12:47610005|47610472	chr12	47610005	47610472	exon	GBM neural
chr12:51879571|51883735	chr12	51879571	51883735	exon	GBM neural
chr12:64485056|64509673	chr12	64485056	64509673	exon	GBM neural
chr12:85443964|85444785	chr12	85443964	85444785	intron	GBM neural
chr12:94637714|94645304	chr12	94637714	94645304	exon	GBM neural
chr12:107080662|107144571	chr12	107080662	107144571	exon	GBM neural
chr12:112301134|112304035	chr12	112301134	112304035	intron	GBM neural
chr12:112888122|112892484	chr12	112888122	112892484	exon	GBM neural
chr12:113559314|113568746	chr12	113559314	113568746	exon	GBM neural
chr12:130015604|130015750	chr12	130015604	130015750	exon	GBM neural
chr12:131297502|131311812	chr12	131297502	131311812	exon	GBM neural
chr13:30857753|30857928	chr13	30857753	30857928	exon	GBM neural
chr13:41517088|41518061	chr13	41517088	41518061	exon	GBM neural
chr13:101725936|101763577	chr13	101725936	101763577	exon	GBM neural
chr14:50269171|50272851	chr14	50269171	50272851	exon	GBM neural
chr14:92170896|92185822	chr14	92170896	92185822	exon	GBM neural
chr14:93730131|93730339	chr14	93730131	93730339	exon	GBM neural
chr14:101438599|101449879	chr14	101438599	101449879	exon	GBM neural
chr15:25207261|25227584	chr15	25207261	25227584	exon	GBM neural
chr15:25214512|25215450	chr15	25214512	25215450	intron	GBM neural
chr15:45025448|45025602	chr15	45025448	45025602	exon	GBM neural
chr15:51675982|51705561	chr15	51675982	51705561	intergenic_region	GBM neural
chr15:55724695|55759359	chr15	55724695	55759359	exon	GBM neural
chr15:70983638|70991999	chr15	70983638	70991999	exon	GBM neural
chr15:94039463|94041986	chr15	94039463	94041986	exon	GBM neural
chr16:3799628|3820933	chr16	3799628	3820933	exon	GBM neural
chr16:9200053|9200351	chr16	9200053	9200351	exon	GBM neural
chr16:24572933|24576186	chr16	24572933	24576186	exon	GBM neural
chr16:70358488|70359591	chr16	70358488	70359591	exon	GBM neural
chr16:72130721|72130908	chr16	72130721	72130908	exon	GBM neural
chr17:3953002|3954337	chr17	3953002	3954337	exon	GBM neural
chr17:27837882|27844674	chr17	27837882	27844674	exon	GBM neural
chr17:28011581|28022541	chr17	28011581	28022541	exon	GBM neural
chr17:32365034|32365524	chr17	32365034	32365524	exon	GBM neural
chr17:49062284|49072894	chr17	49062284	49072894	exon	GBM neural
chr17:58284382|58286904	chr17	58284382	58286904	exon	GBM neural
chr17:64509454|64510852	chr17	64509454	64510852	intron	GBM neural
chr17:73951647|73952028	chr17	73951647	73952028	exon	GBM neural
chr17:79536042|79539114	chr17	79536042	79539114	exon	GBM neural
chr17:80721841|80726442	chr17	80721841	80726442	exon	GBM neural
chr18:12122302|12132070	chr18	12122302	12132070	intergenic_region	GBM neural
chr18:43702433|43705757	chr18	43702433	43705757	exon	GBM neural
chr18:51797730|51809385	chr18	51797730	51809385	exon	GBM neural
chr19:33113328|33116872	chr19	33113328	33116872	exon	GBM neural
chr19:46832464|46834530	chr19	46832464	46834530	exon	GBM neural
chr2:8383695|8452979	chr2	8383695	8452979	exon	GBM neural
chr2:9458653|9475308	chr2	9458653	9475308	exon	GBM neural
chr2:10928823|10933328	chr2	10928823	10933328	exon	GBM neural
chr2:24080285|24108699	chr2	24080285	24108699	exon	GBM neural
chr2:32323870|32353548	chr2	32323870	32353548	exon	GBM neural
chr2:32701281|32707650	chr2	32701281	32707650	exon	GBM neural
chr2:33505106|33540336	chr2	33505106	33540336	exon	GBM neural
chr2:39656989|39657167	chr2	39656989	39657167	intron	GBM neural
chr2:48036297|48050499	chr2	48036297	48050499	exon	GBM neural
chr2:61406116|61413632	chr2	61406116	61413632	exon	GBM neural
chr2:68717322|68839379	chr2	68717322	68839379	exon	GBM neural
chr2:69736363|69754451	chr2	69736363	69754451	exon	GBM neural
chr2:70076784|70092107	chr2	70076784	70092107	exon	GBM neural
chr2:86768240|86769435	chr2	86768240	86769435	exon	GBM neural
chr2:96585481|96587558	chr2	96585481	96587558	intron	GBM neural
chr2:105900773|105915162	chr2	105900773	105915162	exon	GBM neural
chr2:115093170|115111770	chr2	115093170	115111770	intergenic_region	GBM neural
chr2:115108751|115111770	chr2	115108751	115111770	intergenic_region	GBM neural
chr2:120889194|120903865	chr2	120889194	120903865	exon	GBM neural
chr2:131688525|131704208	chr2	131688525	131704208	exon	GBM neural
chr2:141739729|141819842	chr2	141739729	141819842	exon	GBM neural
chr2:172182351|172187208	chr2	172182351	172187208	exon	GBM neural
chr2:182760757|182780141	chr2	182760757	182780141	exon	GBM neural
chr2:183799480|183848110	chr2	183799480	183848110	exon	GBM neural
chr2:190618642|190619071	chr2	190618642	190619071	exon	GBM neural
chr2:210906411|210907856	chr2	210906411	210907856	intron	GBM neural
chr2:242651393|242662686	chr2	242651393	242662686	exon	GBM neural
chr20:2944918|2969120	chr20	2944918	2969120	exon	GBM neural
chr20:11955689|11979844	chr20	11955689	11979844	intergenic_region	GBM neural
chr20:19560644|19566188	chr20	19560644	19566188	exon	GBM neural
chr20:35832288|35838568	chr20	35832288	35838568	exon	GBM neural
chr20:44049168|44049333	chr20	44049168	44049333	exon	GBM neural
chr20:50704931|50715126	chr20	50704931	50715126	exon	GBM neural
chr20:51601494|51601941	chr20	51601494	51601941	intron	GBM neural
chr21:27462259|27484463	chr21	27462259	27484463	exon	GBM neural
chr21:30945371|30945942	chr21	30945371	30945942	intron	GBM neural
chr21:34906885|34907626	chr21	34906885	34907626	exon	GBM neural
chr21:40585407|40601362	chr21	40585407	40601362	exon	GBM neural
chr22:41303591|41322467	chr22	41303591	41322467	exon	GBM neural
chr3:17425405|17550097	chr3	17425405	17550097	exon	GBM neural
chr3:20017093|20017661	chr3	20017093	20017661	exon	GBM neural
chr3:24338717|24359985	chr3	24338717	24359985	exon	GBM neural
chr3:27510402|27513093	chr3	27510402	27513093	intron	GBM neural
chr3:32745360|32778982	chr3	32745360	32778982	exon	GBM neural
chr3:32750162|32769362	chr3	32750162	32769362	exon	GBM neural
chr3:43373661|43384970	chr3	43373661	43384970	exon	GBM neural
chr3:47125210|47147610	chr3	47125210	47147610	exon	GBM neural
chr3:47908736|47919013	chr3	47908736	47919013	exon	GBM neural
chr3:51350275|51367654	chr3	51350275	51367654	exon	GBM neural
chr3:100986355|101023156	chr3	100986355	101023156	exon	GBM neural
chr3:110863746|110911260	chr3	110863746	110911260	exon	GBM neural
chr3:136085785|136221621	chr3	136085785	136221621	exon	GBM neural
chr3:141697362|141811969	chr3	141697362	141811969	exon	GBM neural
chr3:165163831|165229439	chr3	165163831	165229439	intron	GBM neural
chr3:170906491|170946010	chr3	170906491	170946010	exon	GBM neural
chr3:183471914|183474477	chr3	183471914	183474477	exon	GBM neural
chr3:184631307|184689540	chr3	184631307	184689540	exon	GBM neural
chr3:191074877|191078948	chr3	191074877	191078948	exon	GBM neural
chr3:196882540|196888609	chr3	196882540	196888609	intron	GBM neural
chr4:2492064|2502465	chr4	2492064	2502465	exon	GBM neural
chr4:2659530|2661781	chr4	2659530	2661781	exon	GBM neural
chr4:39747372|39779430	chr4	39747372	39779430	exon	GBM neural
chr4:52740437|52758017	chr4	52740437	52758017	exon	GBM neural
chr4:54294194|54310270	chr4	54294194	54310270	exon	GBM neural
chr4:57462666|57470388	chr4	57462666	57470388	intergenic_region	GBM neural
chr4:77084378|77087454	chr4	77084378	77087454	exon	GBM neural
chr4:87622394|87656899	chr4	87622394	87656899	exon	GBM neural
chr4:87643365|87656899	chr4	87643365	87656899	exon	GBM neural
chr4:103610731|103635718	chr4	103610731	103635718	exon	GBM neural
chr4:140046318|140069251	chr4	140046318	140069251	intron	GBM neural
chr4:144359152|144387378	chr4	144359152	144387378	exon	GBM neural
chr4:144753713|144787229	chr4	144753713	144787229	exon	GBM neural
chr4:144780169|144890532	chr4	144780169	144890532	exon	GBM neural
chr4:144780169|144908035	chr4	144780169	144908035	intron	GBM neural
chr4:169630179|169633074	chr4	169630179	169633074	exon	GBM neural
chr4:170057469|170057771	chr4	170057469	170057771	exon	GBM neural
chr5:751248|840712	chr5	751248	840712	intergenic_region	GBM neural
chr5:11199560|11201648	chr5	11199560	11201648	intron	GBM neural
chr5:37006459|37052668	chr5	37006459	37052668	exon	GBM neural
chr5:43122141|43139411	chr5	43122141	43139411	exon	GBM neural
chr5:80932376|80946158	chr5	80932376	80946158	exon	GBM neural
chr5:90083888|90089960	chr5	90083888	90089960	intron	GBM neural
chr5:94114815|94253678	chr5	94114815	94253678	exon	GBM neural
chr5:96093148|96103703	chr5	96093148	96103703	exon	GBM neural
chr5:96320784|96350799	chr5	96320784	96350799	exon	GBM neural
chr5:109117097|109139978	chr5	109117097	109139978	exon	GBM neural
chr5:132034863|132039311	chr5	132034863	132039311	exon	GBM neural
chr6:15615498|15627706	chr6	15615498	15627706	exon	GBM neural
chr6:42629922|42633983	chr6	42629922	42633983	exon	GBM neural
chr6:54001513|54095715	chr6	54001513	54095715	exon	GBM neural
chr6:56917767|56917946	chr6	56917767	56917946	exon	GBM neural
chr6:71381776|71501472	chr6	71381776	71501472	intron	GBM neural
chr6:94120219|94124485	chr6	94120219	94124485	exon	GBM neural
chr6:145992375|146007432	chr6	145992375	146007432	exon	GBM neural
chr6:167424301|167447459	chr6	167424301	167447459	exon	GBM neural
chr7:6624647|6624891	chr7	6624647	6624891	exon	GBM neural
chr7:17251946|17326140	chr7	17251946	17326140	intron	GBM neural
chr7:33134451|33185976	chr7	33134451	33185976	intergenic_region	GBM neural
chr7:35919433|35930403	chr7	35919433	35930403	exon	GBM neural
chr7:66019572|66032646	chr7	66019572	66032646	intron	GBM neural
chr7:75633076|75643205	chr7	75633076	75643205	exon	GBM neural
chr7:86223627|86226362	chr7	86223627	86226362	intergenic_region	GBM neural
chr7:86468155|86479860	chr7	86468155	86479860	exon	GBM neural
chr7:90355881|90547039	chr7	90355881	90547039	exon	GBM neural
chr7:90585012|90613556	chr7	90585012	90613556	exon	GBM neural
chr7:99923314|99926642	chr7	99923314	99926642	intron	GBM neural
chr7:106826246|106827126	chr7	106826246	106827126	exon	GBM neural
chr7:107847972|107880614	chr7	107847972	107880614	exon	GBM neural
chr7:128388627|128399906	chr7	128388627	128399906	exon	GBM neural
chr7:133002038|133059756	chr7	133002038	133059756	exon	GBM neural
chr7:138203934|138255748	chr7	138203934	138255748	exon	GBM neural
chr7:138865838|138872285	chr7	138865838	138872285	exon	GBM neural
chr7:141310995|141333780	chr7	141310995	141333780	exon	GBM neural
chr7:142696784|142736578	chr7	142696784	142736578	intergenic_region	GBM neural
chr8:25161771|25166441	chr8	25161771	25166441	exon	GBM neural
chr8:68939457|68950527	chr8	68939457	68950527	exon	GBM neural
chr8:71495399|71512317	chr8	71495399	71512317	exon	GBM neural
chr8:95866033|95871860	chr8	95866033	95871860	exon	GBM neural
chr8:100994165|101078524	chr8	100994165	101078524	exon	GBM neural
chr8:101074819|101092583	chr8	101074819	101092583	exon	GBM neural
chr8:106573591|106646585	chr8	106573591	106646585	exon	GBM neural
chr8:118830674|118847790	chr8	118830674	118847790	exon	GBM neural
chr8:136657302|136660841	chr8	136657302	136660841	exon	GBM neural
chr9:3420788|3490345	chr9	3420788	3490345	intron	GBM neural
chr9:4823548|4833228	chr9	4823548	4833228	exon	GBM neural
chr9:8404537|8492979	chr9	8404537	8492979	exon	GBM neural
chr9:8449725|8492979	chr9	8449725	8492979	exon	GBM neural
chr9:33956856|33973235	chr9	33956856	33973235	intron	GBM neural
chr9:36052262|36065621	chr9	36052262	36065621	exon	GBM neural
chr9:88292351|88307728	chr9	88292351	88307728	exon	GBM neural
chr9:97717459|97741709	chr9	97717459	97741709	exon	GBM neural
chr9:99106186|99114391	chr9	99106186	99114391	exon	GBM neural
chr9:101542471|101544855	chr9	101542471	101544855	exon	GBM neural
chr9:134308004|134330553	chr9	134308004	134330553	exon	GBM neural
chr9:134518626|134526336	chr9	134518626	134526336	exon	GBM neural
chr9:135917474|135919313	chr9	135917474	135919313	exon	GBM neural
chrX:2632463|2644414	chrX	2632463	2644414	exon	GBM neural
chrX:32456358|32509635	chrX	32456358	32509635	exon	GBM neural
chrX:53432177|53432323	chrX	53432177	53432323	exon	GBM neural
chrX:76888695|76940498	chrX	76888695	76940498	exon	GBM neural
chrX:76907604|76919047	chrX	76907604	76919047	exon	GBM neural
chrX:110390965|110416309	chrX	110390965	110416309	exon	GBM neural
chrX:130845679|130928494	chrX	130845679	130928494	exon	GBM neural
chr1:10155519|10182134	chr1	10155519	10182134	exon	GBM neural
chr1:14042036|14109326	chr1	14042036	14109326	exon	GBM neural
chr1:14075856|14080489	chr1	14075856	14080489	intron	GBM neural
chr1:21415631|21450048	chr1	21415631	21450048	intron	GBM neural
chr1:21450566|21453822	chr1	21450566	21453822	intron	GBM neural
chr1:32384571|32385259	chr1	32384571	32385259	exon	GBM neural
chr1:37282661|37307540	chr1	37282661	37307540	exon	GBM neural
chr1:39381234|39385009	chr1	39381234	39385009	exon	GBM neural
chr1:39806174|39806625	chr1	39806174	39806625	exon	GBM neural
chr1:41006258|41007382	chr1	41006258	41007382	exon	GBM neural
chr1:42654408|42744343	chr1	42654408	42744343	exon	GBM neural
chr1:44386076|44386600	chr1	44386076	44386600	exon	GBM neural
chr1:45043727|45045447	chr1	45043727	45045447	intron	GBM neural
chr1:45923236|45940820	chr1	45923236	45940820	intron	GBM neural
chr1:48821342|48878823	chr1	48821342	48878823	exon	GBM neural
chr1:51204535|51210447	chr1	51204535	51210447	exon	GBM neural
chr1:61743192|61824946	chr1	61743192	61824946	exon	GBM neural
chr1:63282246|63286880	chr1	63282246	63286880	exon	GBM neural
chr1:67786020|67796493	chr1	67786020	67796493	exon	GBM neural
chr1:70446062|70460316	chr1	70446062	70460316	exon	GBM neural
chr1:73020894|73090399	chr1	73020894	73090399	intergenic_region	GBM neural
chr1:84383287|84394913	chr1	84383287	84394913	exon	GBM neural
chr1:93312740|93341987	chr1	93312740	93341987	exon	GBM neural
chr1:94953098|94965170	chr1	94953098	94965170	exon	GBM neural
chr1:100459093|100483371	chr1	100459093	100483371	exon	GBM neural
chr1:108226110|108293824	chr1	108226110	108293824	exon	GBM neural
chr1:109170789|109172279	chr1	109170789	109172279	exon	GBM neural
chr1:109427897|109466836	chr1	109427897	109466836	exon	GBM neural
chr1:109470460|109475123	chr1	109470460	109475123	intron	GBM neural
chr1:109524355|109533951	chr1	109524355	109533951	exon	GBM neural
chr1:109878862|109888500	chr1	109878862	109888500	exon	GBM neural
chr1:110121826|110129504	chr1	110121826	110129504	exon	GBM neural
chr1:150550997|150551318	chr1	150550997	150551318	intron	GBM neural
chr1:154029291|154076686	chr1	154029291	154076686	exon	GBM neural
chr1:155299672|155329177	chr1	155299672	155329177	intergenic_region	GBM neural
chr1:155640111|155744964	chr1	155640111	155744964	intergenic_region	GBM neural
chr1:155734791|155753880	chr1	155734791	155753880	exon	GBM neural
chr1:156303338|156305679	chr1	156303338	156305679	exon	GBM neural
chr1:156946775|156957534	chr1	156946775	156957534	intron	GBM neural
chr1:167992226|168014465	chr1	167992226	168014465	exon	GBM neural
chr1:169390601|169391551	chr1	169390601	169391551	exon	GBM neural
chr1:171492362|171496983	chr1	171492362	171496983	exon	GBM neural
chr1:172097253|172100428	chr1	172097253	172100428	intron	GBM neural
chr1:172100315|172152036	chr1	172100315	172152036	intron	GBM neural
chr1:176085760|176118210	chr1	176085760	176118210	exon	GBM neural
chr1:176104146|176118210	chr1	176104146	176118210	exon	GBM neural
chr1:183849750|183867031	chr1	183849750	183867031	exon	GBM neural
chr1:197144140|197161029	chr1	197144140	197161029	exon	GBM neural
chr1:197641167|197643299	chr1	197641167	197643299	exon	GBM neural
chr1:204521309|204521551	chr1	204521309	204521551	exon	GBM neural
chr1:210948690|210962650	chr1	210948690	210962650	intron	GBM neural
chr1:211975234|211977331	chr1	211975234	211977331	intron	GBM neural
chr1:212977662|212981190	chr1	212977662	212981190	exon	GBM neural
chr1:213037067|213061936	chr1	213037067	213061936	exon	GBM neural
chr1:213302870|213372001	chr1	213302870	213372001	intron	GBM neural
chr1:216850418|216850833	chr1	216850418	216850833	exon	GBM neural
chr1:220752696|220809368	chr1	220752696	220809368	exon	GBM neural
chr1:233362972|233388534	chr1	233362972	233388534	exon	GBM neural
chr1:235338499|235346108	chr1	235338499	235346108	exon	GBM neural
chr1:237550581|237650115	chr1	237550581	237650115	intron	GBM neural
chr1:237617691|237620035	chr1	237617691	237620035	exon	GBM neural
chr1:237886428|237921076	chr1	237886428	237921076	exon	GBM neural
chr1:243493842|243542165	chr1	243493842	243542165	exon	GBM neural
chr1:243708812|243727150	chr1	243708812	243727150	exon	GBM neural
chr1:245263994|245265746	chr1	245263994	245265746	intron	GBM neural
chr1:246790658|246791569	chr1	246790658	246791569	intron	GBM neural
chr10:5751493|5766496	chr10	5751493	5766496	exon	GBM neural
chr10:7839017|7844817	chr10	7839017	7844817	exon	GBM neural
chr10:11299701|11312787	chr10	11299701	11312787	exon	GBM neural
chr10:13639458|13647744	chr10	13639458	13647744	exon	GBM neural
chr10:17199440|17204236	chr10	17199440	17204236	exon	GBM neural
chr10:21120402|21158770	chr10	21120402	21158770	exon	GBM neural
chr10:27456031|27460012	chr10	27456031	27460012	exon	GBM neural
chr10:31165927|31230580	chr10	31165927	31230580	exon	GBM neural
chr10:33134471|33165508	chr10	33134471	33165508	exon	GBM neural
chr10:43986820|43991978	chr10	43986820	43991978	intergenic_region	GBM neural
chr10:50225922|50227820	chr10	50225922	50227820	exon	GBM neural
