circRNA_ID	chr	circRNA_start	circRNA_end	circRNA_type	dataset
chr14:103803014|103806140	chr14	103803014	103806140	exon	GBM classical
chr15:44053622|44055404	chr15	44053622	44055404	exon	GBM classical
chr15:65266940|65268893	chr15	65266940	65268893	exon	GBM classical
chr15:75693071|75715164	chr15	75693071	75715164	exon	GBM classical
chr17:15968184|15971435	chr17	15968184	15971435	exon	GBM classical
chr17:27844471|27861318	chr17	27844471	27861318	exon	GBM classical
chr17:29112937|29119590	chr17	29112937	29119590	exon	GBM classical
chr17:29508440|29509683	chr17	29508440	29509683	exon	GBM classical
chr19:3425104|3449137	chr19	3425104	3449137	exon	GBM classical
chr19:3425104|3452664	chr19	3425104	3452664	exon	GBM classical
chr19:10883155|10897382	chr19	10883155	10897382	exon	GBM classical
chr19:14153265|14153601	chr19	14153265	14153601	exon	GBM classical
chr19:37656497|37660956	chr19	37656497	37660956	exon	GBM classical
chr2:9667915|9676957	chr2	9667915	9676957	exon	GBM classical
chr2:48063011|48066908	chr2	48063011	48066908	exon	GBM classical
chr2:189864011|189864303	chr2	189864011	189864303	exon	GBM classical
chr20:16336975|16362392	chr20	16336975	16362392	exon	GBM classical
chr20:19904668|19905338	chr20	19904668	19905338	intron	GBM classical
chr20:43545397|43547918	chr20	43545397	43547918	exon	GBM classical
chr22:19840563|19840819	chr22	19840563	19840819	intron	GBM classical
chr3:52729944|52737887	chr3	52729944	52737887	exon	GBM classical
chr3:160134129|160135744	chr3	160134129	160135744	exon	GBM classical
chr3:179437728|179439377	chr3	179437728	179439377	exon	GBM classical
chr4:79166387|79207693	chr4	79166387	79207693	exon	GBM classical
chr4:103610731|103612114	chr4	103610731	103612114	exon	GBM classical
chr4:109858964|109895715	chr4	109858964	109895715	exon	GBM classical
chr4:120189423|120193189	chr4	120189423	120193189	exon	GBM classical
chr4:140058784|140089196	chr4	140058784	140089196	intron	GBM classical
chr4:148406764|148441130	chr4	148406764	148441130	exon	GBM classical
chr4:151223777|151412187	chr4	151223777	151412187	exon	GBM classical
chr4:151271144|151412187	chr4	151271144	151412187	exon	GBM classical
chr5:79470777|79473886	chr5	79470777	79473886	exon	GBM classical
chr5:82832826|82868379	chr5	82832826	82868379	exon	GBM classical
chr6:35586873|35588051	chr6	35586873	35588051	exon	GBM classical
chr6:42171756|42173122	chr6	42171756	42173122	intergenic_region	GBM classical
chr6:45459678|45480144	chr6	45459678	45480144	exon	GBM classical
chr6:118556672|118606501	chr6	118556672	118606501	exon	GBM classical
chr6:132420071|132428056	chr6	132420071	132428056	intergenic_region	GBM classical
chr6:136597166|136597646	chr6	136597166	136597646	exon	GBM classical
chr6:168910595|168949883	chr6	168910595	168949883	exon	GBM classical
chr7:47502249|47502551	chr7	47502249	47502551	intron	GBM classical
chr7:66347880|66364190	chr7	66347880	66364190	intergenic_region	GBM classical
chr7:120764385|120782195	chr7	120764385	120782195	exon	GBM classical
chr8:48882358|48889426	chr8	48882358	48889426	exon	GBM classical
chr8:72156838|72211955	chr8	72156838	72211955	exon	GBM classical
chr9:33944363|33948585	chr9	33944363	33948585	exon	GBM classical
chr9:102814699|102822454	chr9	102814699	102822454	exon	GBM classical
chr9:115950073|115952858	chr9	115950073	115952858	exon	GBM classical
chr9:131669436|131671600	chr9	131669436	131671600	exon	GBM classical
chrX:2209543|2343345	chrX	2209543	2343345	exon	GBM classical
chrX:102071920|102100948	chrX	102071920	102100948	exon	GBM classical
chrX:104343496|104512224	chrX	104343496	104512224	intron	GBM classical
chrX:130877124|130919286	chrX	130877124	130919286	exon	GBM classical
chr1:166151080|166154584	chr1	166151080	166154584	intergenic_region	GBM classical
chr1:184853767|184868442	chr1	184853767	184868442	exon	GBM classical
chr12:2973486|2975687	chr12	2973486	2975687	exon	GBM classical
chr12:27807655|27809663	chr12	27807655	27809663	exon	GBM classical
chr14:104139351|104139768	chr14	104139351	104139768	exon	GBM classical
chr16:16218646|16219768	chr16	16218646	16219768	exon	GBM classical
chr17:26092561|26093614	chr17	26092561	26093614	exon	GBM classical
chr17:61681894|61683800	chr17	61681894	61683800	exon	GBM classical
chr17:66872601|66877352	chr17	66872601	66877352	exon	GBM classical
chr19:10368898|10369361	chr19	10368898	10369361	exon	GBM classical
chr19:47998807|48006759	chr19	47998807	48006759	exon	GBM classical
chr2:24531486|24538093	chr2	24531486	24538093	exon	GBM classical
chr2:45704132|45780869	chr2	45704132	45780869	exon	GBM classical
chr2:165793860|165796066	chr2	165793860	165796066	exon	GBM classical
chr2:206165254|206166425	chr2	206165254	206166425	exon	GBM classical
chr20:35159340|35160552	chr20	35159340	35160552	intron	GBM classical
chr3:9804598|9804897	chr3	9804598	9804897	exon	GBM classical
chr3:64785141|64795526	chr3	64785141	64795526	exon	GBM classical
chr4:79747191|79786874	chr4	79747191	79786874	exon	GBM classical
chr6:109286183|109310048	chr6	109286183	109310048	intergenic_region	GBM classical
chr6:111201190|111208794	chr6	111201190	111208794	intron	GBM classical
chr6:117013218|117026323	chr6	117013218	117026323	exon	GBM classical
chr6:131481199|131540948	chr6	131481199	131540948	exon	GBM classical
chr6:155063090|155099179	chr6	155063090	155099179	exon	GBM classical
chr7:24659671|24733467	chr7	24659671	24733467	exon	GBM classical
chr7:56052540|56065142	chr7	56052540	56065142	exon	GBM classical
chr7:56062587|56065142	chr7	56062587	56065142	exon	GBM classical
chr8:27463929|27466494	chr8	27463929	27466494	exon	GBM classical
chr8:90672524|90673132	chr8	90672524	90673132	intron	GBM classical
chr9:77767048|77783182	chr9	77767048	77783182	intergenic_region	GBM classical
chr9:99060698|99071408	chr9	99060698	99071408	exon	GBM classical
chr9:123586772|123594223	chr9	123586772	123594223	exon	GBM classical
chr1:8926354|8938730	chr1	8926354	8938730	exon	GBM classical
chr1:10340570|10344144	chr1	10340570	10344144	intron	GBM classical
chr1:13933668|13937011	chr1	13933668	13937011	exon	GBM classical
chr1:21071237|21100103	chr1	21071237	21100103	exon	GBM classical
chr1:33149611|33149983	chr1	33149611	33149983	exon	GBM classical
chr1:38029742|38030078	chr1	38029742	38030078	intron	GBM classical
chr1:51968484|51971784	chr1	51968484	51971784	intron	GBM classical
chr1:61553821|61743257	chr1	61553821	61743257	exon	GBM classical
chr1:61848909|61892228	chr1	61848909	61892228	exon	GBM classical
chr1:63962058|63967273	chr1	63962058	63967273	intron	GBM classical
chr1:67308374|67308620	chr1	67308374	67308620	intron	GBM classical
chr1:78268955|78272786	chr1	78268955	78272786	exon	GBM classical
chr1:97981282|98165858	chr1	97981282	98165858	intron	GBM classical
chr1:155631098|155741008	chr1	155631098	155741008	intergenic_region	GBM classical
chr1:164630895|164631327	chr1	164630895	164631327	intron	GBM classical
chr1:164761731|164790863	chr1	164761731	164790863	exon	GBM classical
chr1:173542321|173556969	chr1	173542321	173556969	exon	GBM classical
chr1:179862308|179862631	chr1	179862308	179862631	intron	GBM classical
chr1:213244348|213277911	chr1	213244348	213277911	exon	GBM classical
chr1:219467403|219484777	chr1	219467403	219484777	intergenic_region	GBM classical
chr1:222997226|223073207	chr1	222997226	223073207	exon	GBM classical
chr1:231406504|231411942	chr1	231406504	231411942	exon	GBM classical
chr1:240286479|240458183	chr1	240286479	240458183	exon	GBM classical
chr1:246091233|246093239	chr1	246091233	246093239	exon	GBM classical
chr1:247076534|247081679	chr1	247076534	247081679	exon	GBM classical
chr10:34558585|34649187	chr10	34558585	34649187	exon	GBM classical
chr10:71964629|71969441	chr10	71964629	71969441	exon	GBM classical
chr10:75830428|75832610	chr10	75830428	75832610	exon	GBM classical
chr10:95123718|95129533	chr10	95123718	95129533	exon	GBM classical
chr11:933176|935148	chr11	933176	935148	intron	GBM classical
chr11:9746205|9761894	chr11	9746205	9761894	exon	GBM classical
chr11:33307959|33327555	chr11	33307959	33327555	intron	GBM classical
chr11:46771824|46775047	chr11	46771824	46775047	exon	GBM classical
chr11:63662631|63663105	chr11	63662631	63663105	exon	GBM classical
chr11:65270592|65271829	chr11	65270592	65271829	exon	GBM classical
chr11:102076624|102094483	chr11	102076624	102094483	exon	GBM classical
chr11:102936998|102954055	chr11	102936998	102954055	exon	GBM classical
chr11:103144001|103145745	chr11	103144001	103145745	intron	GBM classical
chr11:121934888|121959756	chr11	121934888	121959756	intron	GBM classical
chr11:125330394|125333466	chr11	125330394	125333466	exon	GBM classical
chr12:1289706|1346070	chr12	1289706	1346070	exon	GBM classical
chr12:47497896|47501947	chr12	47497896	47501947	intron	GBM classical
chr12:78522486|78571093	chr12	78522486	78571093	exon	GBM classical
chr12:97041653|97186277	chr12	97041653	97186277	exon	GBM classical
chr12:97147521|97158996	chr12	97147521	97158996	exon	GBM classical
chr12:97147521|97186277	chr12	97147521	97186277	exon	GBM classical
chr12:97303530|97313903	chr12	97303530	97313903	exon	GBM classical
chr12:107080662|107083142	chr12	107080662	107083142	exon	GBM classical
chr12:110463547|110471762	chr12	110463547	110471762	exon	GBM classical
chr12:116628603|116675510	chr12	116628603	116675510	intron	GBM classical
chr14:20863609|20864889	chr14	20863609	20864889	exon	GBM classical
chr14:30068233|30095762	chr14	30068233	30095762	exon	GBM classical
chr14:30193676|30194880	chr14	30193676	30194880	exon	GBM classical
chr14:31392416|31425448	chr14	31392416	31425448	intron	GBM classical
chr14:36184913|36194359	chr14	36184913	36194359	intron	GBM classical
chr14:56083235|56096815	chr14	56083235	56096815	exon	GBM classical
chr14:71413632|71445365	chr14	71413632	71445365	exon	GBM classical
chr14:76105695|76108241	chr14	76105695	76108241	exon	GBM classical
chr14:76211438|76286504	chr14	76211438	76286504	exon	GBM classical
chr14:91655254|91666249	chr14	91655254	91666249	exon	GBM classical
chr14:91931594|91957146	chr14	91931594	91957146	exon	GBM classical
chr14:100836255|100837571	chr14	100836255	100837571	intron	GBM classical
chr14:102356574|102376027	chr14	102356574	102376027	exon	GBM classical
chr15:41032752|41033921	chr15	41032752	41033921	intron	GBM classical
chr15:43348542|43351390	chr15	43348542	43351390	exon	GBM classical
chr15:48460828|48461036	chr15	48460828	48461036	exon	GBM classical
chr15:50595126|50596330	chr15	50595126	50596330	exon	GBM classical
chr15:56161777|56166206	chr15	56161777	56166206	exon	GBM classical
chr15:56434976|56436681	chr15	56434976	56436681	exon	GBM classical
chr15:56676150|56704634	chr15	56676150	56704634	exon	GBM classical
chr15:65110145|65111422	chr15	65110145	65111422	exon	GBM classical
chr15:72292192|72302788	chr15	72292192	72302788	exon	GBM classical
chr15:86064659|86087186	chr15	86064659	86087186	exon	GBM classical
chr16:9039203|9041287	chr16	9039203	9041287	intron	GBM classical
chr16:14304100|14312855	chr16	14304100	14312855	exon	GBM classical
chr16:17352845|17451907	chr16	17352845	17451907	exon	GBM classical
chr16:21639233|21639846	chr16	21639233	21639846	intron	GBM classical
chr16:22157557|22159627	chr16	22157557	22159627	exon	GBM classical
chr16:70594372|70597953	chr16	70594372	70597953	exon	GBM classical
chr16:71149599|71220821	chr16	71149599	71220821	exon	GBM classical
chr16:71163543|71220821	chr16	71163543	71220821	exon	GBM classical
chr16:72845476|72845937	chr16	72845476	72845937	exon	GBM classical
chr16:74919551|74920294	chr16	74919551	74920294	exon	GBM classical
chr17:37500085|37500539	chr17	37500085	37500539	intron	GBM classical
chr17:37721013|37723145	chr17	37721013	37723145	intergenic_region	GBM classical
chr17:43552466|43555513	chr17	43552466	43555513	exon	GBM classical
chr17:63081894|63084852	chr17	63081894	63084852	intergenic_region	GBM classical
chr17:65528918|65628354	chr17	65528918	65628354	exon	GBM classical
chr17:73142761|73144766	chr17	73142761	73144766	exon	GBM classical
chr18:346295|357522	chr18	346295	357522	exon	GBM classical
chr18:6171827|6244587	chr18	6171827	6244587	exon	GBM classical
chr18:6977726|6980636	chr18	6977726	6980636	exon	GBM classical
chr18:12323715|12324543	chr18	12323715	12324543	intron	GBM classical
chr18:51686135|51692536	chr18	51686135	51692536	exon	GBM classical
chr18:51797730|51810435	chr18	51797730	51810435	exon	GBM classical
chr18:52942850|52946887	chr18	52942850	52946887	exon	GBM classical
chr18:56601665|56615461	chr18	56601665	56615461	exon	GBM classical
chr18:66490603|66564919	chr18	66490603	66564919	exon	GBM classical
chr19:31695862|31733781	chr19	31695862	31733781	exon	GBM classical
chr19:48781478|48781985	chr19	48781478	48781985	intron	GBM classical
chr19:58372744|58374628	chr19	58372744	58374628	exon	GBM classical
chr2:15506704|15542425	chr2	15506704	15542425	exon	GBM classical
chr2:15739793|15761240	chr2	15739793	15761240	exon	GBM classical
chr2:19100479|19248319	chr2	19100479	19248319	intergenic_region	GBM classical
chr2:24533153|24538093	chr2	24533153	24538093	exon	GBM classical
chr2:27865296|27870810	chr2	27865296	27870810	exon	GBM classical
chr2:32399132|32400430	chr2	32399132	32400430	exon	GBM classical
chr2:32664576|32698307	chr2	32664576	32698307	exon	GBM classical
chr2:33505106|33572577	chr2	33505106	33572577	exon	GBM classical
chr2:71282309|71283956	chr2	71282309	71283956	intron	GBM classical
chr2:73716761|73747143	chr2	73716761	73747143	exon	GBM classical
chr2:97864200|97868130	chr2	97864200	97868130	exon	GBM classical
chr2:97869928|97873576	chr2	97869928	97873576	exon	GBM classical
chr2:114974390|114975599	chr2	114974390	114975599	intergenic_region	GBM classical
chr2:173423436|173427019	chr2	173423436	173427019	exon	GBM classical
chr2:197080589|197172809	chr2	197080589	197172809	exon	GBM classical
chr2:208420352|208435045	chr2	208420352	208435045	exon	GBM classical
chr2:218290025|218298839	chr2	218290025	218298839	exon	GBM classical
chr20:17937577|17941969	chr20	17937577	17941969	exon	GBM classical
chr20:44387031|44416621	chr20	44387031	44416621	exon	GBM classical
chr21:35138179|35172233	chr21	35138179	35172233	exon	GBM classical
chr22:28910745|28924716	chr22	28910745	28924716	intron	GBM classical
chr22:33960834|33973950	chr22	33960834	33973950	intron	GBM classical
chr22:38733174|38734836	chr22	38733174	38734836	intron	GBM classical
chr22:41521868|41569788	chr22	41521868	41569788	exon	GBM classical
chr3:12641190|12645788	chr3	12641190	12645788	exon	GBM classical
chr3:15604865|15631119	chr3	15604865	15631119	exon	GBM classical
chr3:41657160|41723295	chr3	41657160	41723295	exon	GBM classical
chr3:47227556|47229665	chr3	47227556	47229665	intron	GBM classical
chr3:47703824|47717078	chr3	47703824	47717078	exon	GBM classical
chr3:48729154|48729387	chr3	48729154	48729387	intron	GBM classical
chr3:54172660|54174201	chr3	54172660	54174201	intron	GBM classical
chr3:56605209|56647778	chr3	56605209	56647778	exon	GBM classical
chr3:81691932|81720104	chr3	81691932	81720104	exon	GBM classical
chr3:111793143|111797725	chr3	111793143	111797725	exon	GBM classical
chr3:121354582|121356103	chr3	121354582	121356103	exon	GBM classical
chr3:122842913|122843190	chr3	122842913	122843190	exon	GBM classical
chr3:142083889|142141764	chr3	142083889	142141764	exon	GBM classical
chr3:169866874|169896726	chr3	169866874	169896726	exon	GBM classical
chr3:178519581|178639698	chr3	178519581	178639698	intergenic_region	GBM classical
chr3:180652926|180671628	chr3	180652926	180671628	exon	GBM classical
chr3:188609963|188631126	chr3	188609963	188631126	intergenic_region	GBM classical
chr3:193746077|193748535	chr3	193746077	193748535	intron	GBM classical
chr3:195343807|195444620	chr3	195343807	195444620	intergenic_region	GBM classical
chr4:25398286|25408875	chr4	25398286	25408875	exon	GBM classical
chr4:80006381|80020388	chr4	80006381	80020388	intron	GBM classical
chr4:80006381|80117086	chr4	80006381	80117086	intron	GBM classical
chr4:80116990|80118184	chr4	80116990	80118184	intron	GBM classical
chr4:95561427|95585186	chr4	95561427	95585186	exon	GBM classical
chr4:103225474|103236896	chr4	103225474	103236896	exon	GBM classical
chr4:106367540|106374799	chr4	106367540	106374799	exon	GBM classical
chr4:147788650|147830401	chr4	147788650	147830401	exon	GBM classical
chr4:151082441|151083952	chr4	151082441	151083952	intron	GBM classical
chr4:186291794|186298172	chr4	186291794	186298172	exon	GBM classical
chr5:11117562|11236935	chr5	11117562	11236935	exon	GBM classical
chr5:13914629|13931353	chr5	13914629	13931353	exon	GBM classical
chr5:34048755|34049290	chr5	34048755	34049290	intron	GBM classical
chr5:54767337|54768170	chr5	54767337	54768170	intron	GBM classical
chr5:64747302|64748745	chr5	64747302	64748745	exon	GBM classical
chr5:70811913|70849147	chr5	70811913	70849147	exon	GBM classical
chr5:79768580|79770649	chr5	79768580	79770649	exon	GBM classical
chr5:79974746|80048075	chr5	79974746	80048075	intron	GBM classical
chr5:110418230|110446977	chr5	110418230	110446977	intergenic_region	GBM classical
chr5:125761362|125767721	chr5	125761362	125767721	intron	GBM classical
chr5:157268497|157268738	chr5	157268497	157268738	intron	GBM classical
chr5:179020479|179021964	chr5	179020479	179021964	exon	GBM classical
chr5:179151721|179153760	chr5	179151721	179153760	exon	GBM classical
chr6:2799552|2827031	chr6	2799552	2827031	intergenic_region	GBM classical
chr6:11565899|11567768	chr6	11565899	11567768	intron	GBM classical
chr6:32610387|32713849	chr6	32610387	32713849	intergenic_region	GBM classical
chr6:56394772|56465019	chr6	56394772	56465019	exon	GBM classical
chr6:71136273|71162274	chr6	71136273	71162274	exon	GBM classical
chr6:80838878|80914855	chr6	80838878	80914855	intron	GBM classical
chr6:101214441|101215221	chr6	101214441	101215221	exon	GBM classical
chr6:121866730|121881026	chr6	121866730	121881026	intergenic_region	GBM classical
chr6:125366357|125398004	chr6	125366357	125398004	exon	GBM classical
chr6:129815213|129879311	chr6	129815213	129879311	intergenic_region	GBM classical
chr6:151116992|151125877	chr6	151116992	151125877	exon	GBM classical
chr6:167356507|167362113	chr6	167356507	167362113	exon	GBM classical
chr7:6736970|6737442	chr7	6736970	6737442	exon	GBM classical
chr7:11675757|11676588	chr7	11675757	11676588	exon	GBM classical
chr7:32528861|32530378	chr7	32528861	32530378	exon	GBM classical
chr7:33185854|33231175	chr7	33185854	33231175	intron	GBM classical
chr7:39683364|39692723	chr7	39683364	39692723	intron	GBM classical
chr7:72401295|72402344	chr7	72401295	72402344	intron	GBM classical
chr7:90546916|90585132	chr7	90546916	90585132	exon	GBM classical
chr7:102453724|102495307	chr7	102453724	102495307	exon	GBM classical
chr7:102603980|102669865	chr7	102603980	102669865	exon	GBM classical
chr7:148463653|148464841	chr7	148463653	148464841	exon	GBM classical
chr7:151935792|151948051	chr7	151935792	151948051	exon	GBM classical
chr7:153777941|153780814	chr7	153777941	153780814	intron	GBM classical
chr7:155493467|155511137	chr7	155493467	155511137	exon	GBM classical
chr7:158662546|158672680	chr7	158662546	158672680	exon	GBM classical
chr8:1824737|1833873	chr8	1824737	1833873	exon	GBM classical
chr8:8791363|8793300	chr8	8791363	8793300	intergenic_region	GBM classical
chr8:42780700|42814457	chr8	42780700	42814457	exon	GBM classical
chr8:68211444|68213615	chr8	68211444	68213615	exon	GBM classical
chr8:101232507|101252999	chr8	101232507	101252999	exon	GBM classical
chr8:123816597|123821469	chr8	123816597	123821469	intron	GBM classical
chr9:3320475|3321012	chr9	3320475	3321012	intron	GBM classical
chr9:4191786|4286523	chr9	4191786	4286523	intron	GBM classical
chr9:14120439|14180865	chr9	14120439	14180865	intron	GBM classical
chr9:99324975|99327765	chr9	99324975	99327765	exon	GBM classical
chr9:107620803|107624081	chr9	107620803	107624081	exon	GBM classical
chr9:134010285|134022971	chr9	134010285	134022971	exon	GBM classical
chrX:6528801|6530616	chrX	6528801	6530616	intergenic_region	GBM classical
chrX:24828015|24873598	chrX	24828015	24873598	intron	GBM classical
chrX:38146347|38178240	chrX	38146347	38178240	exon	GBM classical
chrX:44870206|44879975	chrX	44870206	44879975	exon	GBM classical
chrX:130843526|130919286	chrX	130843526	130919286	exon	GBM classical
chrX:130877124|130918067	chrX	130877124	130918067	exon	GBM classical
chrX:133938131|133941738	chrX	133938131	133941738	exon	GBM classical
chr1:1735858|1770677	chr1	1735858	1770677	exon	GBM classical
chr1:2234417|2236024	chr1	2234417	2236024	exon	GBM classical
chr1:8684369|8716500	chr1	8684369	8716500	exon	GBM classical
chr1:10340570|10342988	chr1	10340570	10342988	intron	GBM classical
chr1:12647306|12647630	chr1	12647306	12647630	intron	GBM classical
chr1:19629100|19629664	chr1	19629100	19629664	intergenic_region	GBM classical
chr1:23842827|23844296	chr1	23842827	23844296	intron	GBM classical
chr1:25124233|25153607	chr1	25124233	25153607	exon	GBM classical
chr1:35497416|35643000	chr1	35497416	35643000	intergenic_region	GBM classical
chr1:39459640|39461861	chr1	39459640	39461861	intron	GBM classical
chr1:41578955|41627104	chr1	41578955	41627104	exon	GBM classical
chr1:54266366|54272190	chr1	54266366	54272190	exon	GBM classical
chr1:58999621|59004978	chr1	58999621	59004978	intron	GBM classical
chr1:61743192|61892228	chr1	61743192	61892228	exon	GBM classical
chr1:63084377|63128801	chr1	63084377	63128801	exon	GBM classical
chr1:63090930|63128801	chr1	63090930	63128801	exon	GBM classical
chr1:63877597|63885111	chr1	63877597	63885111	exon	GBM classical
chr1:100127875|100133322	chr1	100127875	100133322	exon	GBM classical
chr1:110125059|110129504	chr1	110125059	110129504	exon	GBM classical
chr1:113134147|113153625	chr1	113134147	113153625	exon	GBM classical
chr1:150270018|150274115	chr1	150270018	150274115	intron	GBM classical
chr1:155447677|155452240	chr1	155447677	155452240	exon	GBM classical
chr1:155836426|155838582	chr1	155836426	155838582	intron	GBM classical
chr1:171519225|171530242	chr1	171519225	171530242	exon	GBM classical
chr1:179494469|179504097	chr1	179494469	179504097	exon	GBM classical
chr1:180756889|180780624	chr1	180756889	180780624	exon	GBM classical
chr1:196434423|196461471	chr1	196434423	196461471	exon	GBM classical
chr1:214820421|214832371	chr1	214820421	214832371	exon	GBM classical
chr1:236341714|236343328	chr1	236341714	236343328	exon	GBM classical
chr1:240286479|240341368	chr1	240286479	240341368	exon	GBM classical
chr1:240519116|240601510	chr1	240519116	240601510	exon	GBM classical
chr1:244640843|244643086	chr1	244640843	244643086	exon	GBM classical
chr10:6470404|6475535	chr10	6470404	6475535	intron	GBM classical
chr10:12160748|12162266	chr10	12160748	12162266	exon	GBM classical
chr10:27301811|27303640	chr10	27301811	27303640	exon	GBM classical
chr10:74773982|74806859	chr10	74773982	74806859	exon	GBM classical
chr10:111860383|111879112	chr10	111860383	111879112	exon	GBM classical
chr11:7697605|7748061	chr11	7697605	7748061	intergenic_region	GBM classical
chr11:9462002|9463744	chr11	9462002	9463744	exon	GBM classical
chr11:10791757|10794202	chr11	10791757	10794202	exon	GBM classical
chr11:16203703|16208501	chr11	16203703	16208501	intron	GBM classical
chr11:32987846|32995095	chr11	32987846	32995095	exon	GBM classical
chr11:63463805|63464062	chr11	63463805	63464062	intron	GBM classical
chr11:65266997|65267809	chr11	65266997	65267809	exon	GBM classical
chr11:65269792|65272490	chr11	65269792	65272490	exon	GBM classical
chr11:65270592|65272490	chr11	65270592	65272490	exon	GBM classical
chr11:68282496|68305359	chr11	68282496	68305359	exon	GBM classical
chr11:75672488|75728024	chr11	75672488	75728024	exon	GBM classical
chr11:77085373|77103586	chr11	77085373	77103586	exon	GBM classical
chr11:82067554|82224452	chr11	82067554	82224452	intron	GBM classical
chr11:85692172|85693046	chr11	85692172	85693046	exon	GBM classical
chr12:14576843|14610229	chr12	14576843	14610229	exon	GBM classical
