circRNA_ID	chr	circRNA_start	circRNA_end	circRNA_type	dataset
chr5:142252965|142254736	chr5	142252965	142254736	exon	GBM mesenchymal
chr6:144772506|144780490	chr6	144772506	144780490	exon	GBM mesenchymal
chr6:158504461|158505206	chr6	158504461	158505206	exon	GBM mesenchymal
chr7:33028119|33028264	chr7	33028119	33028264	exon	GBM mesenchymal
chr7:48109448|48127396	chr7	48109448	48127396	intergenic_region	GBM mesenchymal
chr7:94047036|94047864	chr7	94047036	94047864	exon	GBM mesenchymal
chr7:94047043|94049596	chr7	94047043	94049596	exon	GBM mesenchymal
chr7:121644668|121650436	chr7	121644668	121650436	exon	GBM mesenchymal
chr7:128231904|128249633	chr7	128231904	128249633	exon	GBM mesenchymal
chr7:133868486|133886328	chr7	133868486	133886328	exon	GBM mesenchymal
chr7:150167917|150168361	chr7	150167917	150168361	intron	GBM mesenchymal
chr8:18490123|18490316	chr8	18490123	18490316	exon	GBM mesenchymal
chr8:42878257|42878690	chr8	42878257	42878690	exon	GBM mesenchymal
chr8:82612539|82612981	chr8	82612539	82612981	intergenic_region	GBM mesenchymal
chr8:144770832|144772293	chr8	144770832	144772293	exon	GBM mesenchymal
chr9:136657012|136657594	chr9	136657012	136657594	intron	GBM mesenchymal
chrX:106319470|106320471	chrX	106319470	106320471	intron	GBM mesenchymal
chrX:135806007|135806759	chrX	135806007	135806759	intron	GBM mesenchymal
chr1:9236203|9236380	chr1	9236203	9236380	intron	GBM mesenchymal
chr1:35881067|35881315	chr1	35881067	35881315	exon	GBM mesenchymal
chr1:36872981|36876194	chr1	36872981	36876194	intergenic_region	GBM mesenchymal
chr1:52973571|52973733	chr1	52973571	52973733	intron	GBM mesenchymal
chr1:53420412|53427301	chr1	53420412	53427301	exon	GBM mesenchymal
chr1:107885891|107937948	chr1	107885891	107937948	intron	GBM mesenchymal
chr1:113134147|113140708	chr1	113134147	113140708	exon	GBM mesenchymal
chr1:113140593|113143470	chr1	113140593	113143470	exon	GBM mesenchymal
chr1:114367764|114377061	chr1	114367764	114377061	exon	GBM mesenchymal
chr1:153569585|153569934	chr1	153569585	153569934	intron	GBM mesenchymal
chr1:153784207|153800824	chr1	153784207	153800824	exon	GBM mesenchymal
chr1:169767998|169792613	chr1	169767998	169792613	exon	GBM mesenchymal
chr1:179271812|179307031	chr1	179271812	179307031	exon	GBM mesenchymal
chr1:193107215|193121574	chr1	193107215	193121574	exon	GBM mesenchymal
chr1:202718073|202736188	chr1	202718073	202736188	exon	GBM mesenchymal
chr1:226352490|226353701	chr1	226352490	226353701	exon	GBM mesenchymal
chr1:236966728|236969533	chr1	236966728	236969533	exon	GBM mesenchymal
chr1:243493842|243507633	chr1	243493842	243507633	exon	GBM mesenchymal
chr10:26789748|26800835	chr10	26789748	26800835	exon	GBM mesenchymal
chr10:27415625|27425314	chr10	27415625	27425314	exon	GBM mesenchymal
chr10:33502197|33502451	chr10	33502197	33502451	exon	GBM mesenchymal
chr10:35846023|35846424	chr10	35846023	35846424	intron	GBM mesenchymal
chr10:45465642|45467296	chr10	45465642	45467296	exon	GBM mesenchymal
chr10:69817760|69823434	chr10	69817760	69823434	intron	GBM mesenchymal
chr10:101937890|101939004	chr10	101937890	101939004	exon	GBM mesenchymal
chr10:102107847|102108092	chr10	102107847	102108092	exon	GBM mesenchymal
chr11:3725976|3727857	chr11	3725976	3727857	intron	GBM mesenchymal
chr11:60150602|60160259	chr11	60150602	60160259	exon	GBM mesenchymal
chr11:65271200|65272066	chr11	65271200	65272066	exon	GBM mesenchymal
chr11:85720259|85721479	chr11	85720259	85721479	intron	GBM mesenchymal
chr11:102076624|102098312	chr11	102076624	102098312	exon	GBM mesenchymal
chr11:102932567|102937296	chr11	102932567	102937296	exon	GBM mesenchymal
chr11:103092759|103093815	chr11	103092759	103093815	exon	GBM mesenchymal
chr11:108137898|108142133	chr11	108137898	108142133	exon	GBM mesenchymal
chr12:50385781|50396083	chr12	50385781	50396083	exon	GBM mesenchymal
chr12:51495718|51497986	chr12	51495718	51497986	exon	GBM mesenchymal
chr12:94562933|94580249	chr12	94562933	94580249	exon	GBM mesenchymal
chr12:96707099|96728643	chr12	96707099	96728643	exon	GBM mesenchymal
chr12:97015368|97038107	chr12	97015368	97038107	exon	GBM mesenchymal
chr12:105514333|105514982	chr12	105514333	105514982	exon	GBM mesenchymal
chr12:122380440|122386967	chr12	122380440	122386967	exon	GBM mesenchymal
chr14:20871536|20874559	chr14	20871536	20874559	exon	GBM mesenchymal
chr14:67431908|67539688	chr14	67431908	67539688	intron	GBM mesenchymal
chr14:71970329|71996087	chr14	71970329	71996087	intron	GBM mesenchymal
chr14:73459851|73460065	chr14	73459851	73460065	exon	GBM mesenchymal
chr14:75567695|75568468	chr14	75567695	75568468	exon	GBM mesenchymal
chr14:81223236|81244390	chr14	81223236	81244390	exon	GBM mesenchymal
chr14:86494713|86537311	chr14	86494713	86537311	intron	GBM mesenchymal
chr14:106109960|106134902	chr14	106109960	106134902	intergenic_region	GBM mesenchymal
chr14:106518808|106552592	chr14	106518808	106552592	intergenic_region	GBM mesenchymal
chr15:24584786|24780953	chr15	24584786	24780953	intron	GBM mesenchymal
chr15:24620751|24780953	chr15	24620751	24780953	intron	GBM mesenchymal
chr15:34536175|34628953	chr15	34536175	34628953	exon	GBM mesenchymal
chr15:42804031|42807552	chr15	42804031	42807552	exon	GBM mesenchymal
chr15:44425697|44426756	chr15	44425697	44426756	intron	GBM mesenchymal
chr15:47101019|47257557	chr15	47101019	47257557	intergenic_region	GBM mesenchymal
chr15:52668544|52672105	chr15	52668544	52672105	exon	GBM mesenchymal
chr15:64744242|64745304	chr15	64744242	64745304	intron	GBM mesenchymal
chr15:70949269|70957153	chr15	70949269	70957153	exon	GBM mesenchymal
chr15:90982564|91009668	chr15	90982564	91009668	exon	GBM mesenchymal
chr15:91029262|91030814	chr15	91029262	91030814	exon	GBM mesenchymal
chr16:12320720|12321466	chr16	12320720	12321466	intron	GBM mesenchymal
chr16:16218646|16225792	chr16	16218646	16225792	exon	GBM mesenchymal
chr16:50321823|50322261	chr16	50321823	50322261	exon	GBM mesenchymal
chr16:56422281|56423287	chr16	56422281	56423287	intron	GBM mesenchymal
chr16:88052034|88071617	chr16	88052034	88071617	exon	GBM mesenchymal
chr17:3349766|3352443	chr17	3349766	3352443	exon	GBM mesenchymal
chr17:4355396|4356500	chr17	4355396	4356500	intron	GBM mesenchymal
chr17:18485972|18486837	chr17	18485972	18486837	exon	GBM mesenchymal
chr17:28822444|28847039	chr17	28822444	28847039	exon	GBM mesenchymal
chr17:40532924|40536606	chr17	40532924	40536606	intron	GBM mesenchymal
chr17:41242961|41246877	chr17	41242961	41246877	exon	GBM mesenchymal
chr17:47882725|47888936	chr17	47882725	47888936	exon	GBM mesenchymal
chr17:62465140|62465559	chr17	62465140	62465559	intergenic_region	GBM mesenchymal
chr18:44681170|44683908	chr18	44681170	44683908	exon	GBM mesenchymal
chr19:1032391|1032695	chr19	1032391	1032695	exon	GBM mesenchymal
chr19:8520289|8539128	chr19	8520289	8539128	exon	GBM mesenchymal
chr19:8601136|8604912	chr19	8601136	8604912	exon	GBM mesenchymal
chr19:9767223|9771497	chr19	9767223	9771497	exon	GBM mesenchymal
chr19:12511882|12544011	chr19	12511882	12544011	intron	GBM mesenchymal
chr19:42621402|42664544	chr19	42621402	42664544	exon	GBM mesenchymal
chr19:44768467|44771114	chr19	44768467	44771114	exon	GBM mesenchymal
chr19:45916935|45917292	chr19	45916935	45917292	exon	GBM mesenchymal
chr19:51957938|52000230	chr19	51957938	52000230	intergenic_region	GBM mesenchymal
chr19:57058877|57061974	chr19	57058877	57061974	exon	GBM mesenchymal
chr19:58262153|58281246	chr19	58262153	58281246	intergenic_region	GBM mesenchymal
chr2:55376723|55378338	chr2	55376723	55378338	intergenic_region	GBM mesenchymal
chr2:61552510|61566816	chr2	61552510	61566816	exon	GBM mesenchymal
chr2:61610404|61622368	chr2	61610404	61622368	exon	GBM mesenchymal
chr2:192225357|192229002	chr2	192225357	192229002	exon	GBM mesenchymal
chr2:219093461|219104207	chr2	219093461	219104207	exon	GBM mesenchymal
chr2:219249870|219252678	chr2	219249870	219252678	exon	GBM mesenchymal
chr2:231305191|231314970	chr2	231305191	231314970	exon	GBM mesenchymal
chr20:47685252|47686834	chr20	47685252	47686834	exon	GBM mesenchymal
chr21:34931536|34945761	chr21	34931536	34945761	exon	GBM mesenchymal
chr21:47904670|47918746	chr21	47904670	47918746	exon	GBM mesenchymal
chr22:18080960|18082861	chr22	18080960	18082861	exon	GBM mesenchymal
chr22:23029445|23089953	chr22	23029445	23089953	intergenic_region	GBM mesenchymal
chr22:23029445|23192390	chr22	23029445	23192390	intergenic_region	GBM mesenchymal
chr22:30057194|30064435	chr22	30057194	30064435	exon	GBM mesenchymal
chr22:42910112|42970824	chr22	42910112	42970824	intergenic_region	GBM mesenchymal
chr3:15271949|15275480	chr3	15271949	15275480	exon	GBM mesenchymal
chr3:23287975|23302343	chr3	23287975	23302343	intron	GBM mesenchymal
chr3:43341246|43373802	chr3	43341246	43373802	exon	GBM mesenchymal
chr3:47912348|47913590	chr3	47912348	47913590	exon	GBM mesenchymal
chr3:67546222|67548719	chr3	67546222	67548719	exon	GBM mesenchymal
chr3:149546484|149589941	chr3	149546484	149589941	intron	GBM mesenchymal
chr3:152882555|152965320	chr3	152882555	152965320	intergenic_region	GBM mesenchymal
chr3:171830242|172016577	chr3	171830242	172016577	exon	GBM mesenchymal
chr4:36148918|36231267	chr4	36148918	36231267	exon	GBM mesenchymal
chr4:38022212|38029500	chr4	38022212	38029500	exon	GBM mesenchymal
chr4:40567882|40568913	chr4	40567882	40568913	intron	GBM mesenchymal
chr4:40596275|40598817	chr4	40596275	40598817	intron	GBM mesenchymal
chr4:68374532|68385220	chr4	68374532	68385220	exon	GBM mesenchymal
chr4:95446477|95448302	chr4	95446477	95448302	intron	GBM mesenchymal
chr4:96163580|96256782	chr4	96163580	96256782	exon	GBM mesenchymal
chr5:14270934|14280545	chr5	14270934	14280545	exon	GBM mesenchymal
chr5:43150802|43152199	chr5	43150802	43152199	intron	GBM mesenchymal
chr5:123979204|124036962	chr5	123979204	124036962	exon	GBM mesenchymal
chr5:132262813|132273432	chr5	132262813	132273432	exon	GBM mesenchymal
chr5:170626674|170648844	chr5	170626674	170648844	exon	GBM mesenchymal
chr6:3410422|3416089	chr6	3410422	3416089	exon	GBM mesenchymal
chr6:32522467|32548633	chr6	32522467	32548633	intergenic_region	GBM mesenchymal
chr6:36492118|36507984	chr6	36492118	36507984	exon	GBM mesenchymal
chr6:38384468|38388373	chr6	38384468	38388373	intron	GBM mesenchymal
chr6:71136142|71138122	chr6	71136142	71138122	exon	GBM mesenchymal
chr6:160196202|160197304	chr6	160196202	160197304	exon	GBM mesenchymal
chr7:12617167|12620846	chr7	12617167	12620846	exon	GBM mesenchymal
chr7:37256250|37272799	chr7	37256250	37272799	exon	GBM mesenchymal
chr7:40121489|40121773	chr7	40121489	40121773	intron	GBM mesenchymal
chr7:50771518|50823753	chr7	50771518	50823753	exon	GBM mesenchymal
chr7:54820019|54823574	chr7	54820019	54823574	exon	GBM mesenchymal
chr7:151900019|151904513	chr7	151900019	151904513	exon	GBM mesenchymal
chr8:17570723|17573410	chr8	17570723	17573410	exon	GBM mesenchymal
chr8:22368599|22370945	chr8	22368599	22370945	exon	GBM mesenchymal
chr8:38793512|38801355	chr8	38793512	38801355	exon	GBM mesenchymal
chr8:38801307|38803739	chr8	38801307	38803739	exon	GBM mesenchymal
chr8:62448903|62453547	chr8	62448903	62453547	intron	GBM mesenchymal
chr8:97892026|97892233	chr8	97892026	97892233	exon	GBM mesenchymal
chr9:16435553|16437522	chr9	16435553	16437522	exon	GBM mesenchymal
chr9:34338711|34339164	chr9	34338711	34339164	exon	GBM mesenchymal
chr9:72962529|72962954	chr9	72962529	72962954	exon	GBM mesenchymal
chr9:88918001|88919862	chr9	88918001	88919862	exon	GBM mesenchymal
chr9:98690361|98718295	chr9	98690361	98718295	exon	GBM mesenchymal
chr9:107620803|107666052	chr9	107620803	107666052	exon	GBM mesenchymal
chr9:139341307|139342613	chr9	139341307	139342613	exon	GBM mesenchymal
chrX:100290602|100297301	chrX	100290602	100297301	exon	GBM mesenchymal
chrX:135323319|135326954	chrX	135323319	135326954	exon	GBM mesenchymal
chrY:15392251|15392473	chrY	15392251	15392473	intron	GBM mesenchymal
chr1:21097423|21106404	chr1	21097423	21106404	exon	GBM mesenchymal
chr1:21295967|21329280	chr1	21295967	21329280	exon	GBM mesenchymal
chr1:51910561|51913773	chr1	51910561	51913773	exon	GBM mesenchymal
chr1:53675251|53677501	chr1	53675251	53677501	intron	GBM mesenchymal
chr1:57252848|57258476	chr1	57252848	57258476	exon	GBM mesenchymal
chr1:93683295|93692006	chr1	93683295	93692006	exon	GBM mesenchymal
chr1:100476921|100483371	chr1	100476921	100483371	exon	GBM mesenchymal
chr1:155186175|155206260	chr1	155186175	155206260	intergenic_region	GBM mesenchymal
chr10:20290704|20357168	chr10	20290704	20357168	exon	GBM mesenchymal
chr10:103789395|103793096	chr10	103789395	103793096	exon	GBM mesenchymal
chr10:117159890|117228839	chr10	117159890	117228839	intron	GBM mesenchymal
chr11:34969053|34999729	chr11	34969053	34999729	exon	GBM mesenchymal
chr11:61296792|61298645	chr11	61296792	61298645	intron	GBM mesenchymal
chr12:2064598|2077076	chr12	2064598	2077076	exon	GBM mesenchymal
chr12:3046797|3047451	chr12	3046797	3047451	exon	GBM mesenchymal
chr12:104514178|104522295	chr12	104514178	104522295	exon	GBM mesenchymal
chr13:36666930|36677261	chr13	36666930	36677261	intron	GBM mesenchymal
chr13:114265311|114277601	chr13	114265311	114277601	exon	GBM mesenchymal
chr14:69302815|69349309	chr14	69302815	69349309	intergenic_region	GBM mesenchymal
chr14:89934265|89941768	chr14	89934265	89941768	intron	GBM mesenchymal
chr15:35560294|35575607	chr15	35560294	35575607	intron	GBM mesenchymal
chr15:41756969|41763547	chr15	41756969	41763547	exon	GBM mesenchymal
chr15:55706608|55706858	chr15	55706608	55706858	intron	GBM mesenchymal
chr15:55786889|55788193	chr15	55786889	55788193	intron	GBM mesenchymal
chr15:63821213|63829355	chr15	63821213	63829355	exon	GBM mesenchymal
chr15:100138635|100173378	chr15	100138635	100173378	exon	GBM mesenchymal
chr16:53337632|53342766	chr16	53337632	53342766	exon	GBM mesenchymal
chr16:57201005|57207781	chr16	57201005	57207781	exon	GBM mesenchymal
chr16:71701081|71715808	chr16	71701081	71715808	exon	GBM mesenchymal
chr17:33805094|33807214	chr17	33805094	33807214	exon	GBM mesenchymal
chr17:46187329|46195399	chr17	46187329	46195399	intron	GBM mesenchymal
chr17:49097520|49098726	chr17	49097520	49098726	exon	GBM mesenchymal
chr17:62567916|62577109	chr17	62567916	62577109	exon	GBM mesenchymal
chr17:76830291|76830616	chr17	76830291	76830616	intron	GBM mesenchymal
chr18:6213148|6244587	chr18	6213148	6244587	exon	GBM mesenchymal
chr18:12999424|13059311	chr18	12999424	13059311	exon	GBM mesenchymal
chr19:1270927|1272050	chr19	1270927	1272050	exon	GBM mesenchymal
chr19:52568178|52595135	chr19	52568178	52595135	intron	GBM mesenchymal
chr2:65710194|65728281	chr2	65710194	65728281	exon	GBM mesenchymal
chr2:110342703|110343415	chr2	110342703	110343415	exon	GBM mesenchymal
chr2:159851414|159857701	chr2	159851414	159857701	intron	GBM mesenchymal
chr2:160229556|160269056	chr2	160229556	160269056	exon	GBM mesenchymal
chr2:165535278|165561615	chr2	165535278	165561615	intron	GBM mesenchymal
chr2:197986056|197987516	chr2	197986056	197987516	exon	GBM mesenchymal
chr2:242285581|242287606	chr2	242285581	242287606	exon	GBM mesenchymal
chr3:12861585|12869103	chr3	12861585	12869103	exon	GBM mesenchymal
chr3:51520345|51524350	chr3	51520345	51524350	intron	GBM mesenchymal
chr3:108270130|108271157	chr3	108270130	108271157	exon	GBM mesenchymal
chr3:122284706|122284917	chr3	122284706	122284917	exon	GBM mesenchymal
chr3:129177442|129188260	chr3	129177442	129188260	exon	GBM mesenchymal
chr3:150148200|150148353	chr3	150148200	150148353	intron	GBM mesenchymal
chr3:170863169|170864418	chr3	170863169	170864418	intron	GBM mesenchymal
chr4:139979823|140037961	chr4	139979823	140037961	exon	GBM mesenchymal
chr5:14362114|14363221	chr5	14362114	14363221	intron	GBM mesenchymal
chr5:43294158|43297268	chr5	43294158	43297268	exon	GBM mesenchymal
chr5:70791077|70806978	chr5	70791077	70806978	exon	GBM mesenchymal
chr5:74011335|74012498	chr5	74011335	74012498	exon	GBM mesenchymal
chr5:138737444|138737734	chr5	138737444	138737734	exon	GBM mesenchymal
chr6:2836090|2836484	chr6	2836090	2836484	exon	GBM mesenchymal
chr6:74175932|74183377	chr6	74175932	74183377	exon	GBM mesenchymal
chr7:11078387|11101712	chr7	11078387	11101712	exon	GBM mesenchymal
chr7:13946055|13950932	chr7	13946055	13950932	exon	GBM mesenchymal
chr7:29070193|29112039	chr7	29070193	29112039	exon	GBM mesenchymal
chr7:72957739|72963067	chr7	72957739	72963067	intron	GBM mesenchymal
chr7:77210744|77212967	chr7	77210744	77212967	exon	GBM mesenchymal
chr7:102835424|102840412	chr7	102835424	102840412	intron	GBM mesenchymal
chr7:143264662|143318113	chr7	143264662	143318113	intergenic_region	GBM mesenchymal
chr8:6582391|6590171	chr8	6582391	6590171	exon	GBM mesenchymal
chr8:67504675|67514758	chr8	67504675	67514758	exon	GBM mesenchymal
chr8:100443765|100454863	chr8	100443765	100454863	exon	GBM mesenchymal
chrX:76854880|76856033	chrX	76854880	76856033	exon	GBM mesenchymal
chrX:130883334|130918067	chrX	130883334	130918067	exon	GBM mesenchymal
chrX:153590347|153590516	chrX	153590347	153590516	exon	GBM mesenchymal
chr1:12638746|12639440	chr1	12638746	12639440	exon	GBM mesenchymal
chr1:21327692|21415706	chr1	21327692	21415706	exon	GBM mesenchymal
chr1:22596003|22596846	chr1	22596003	22596846	intergenic_region	GBM mesenchymal
