circRNA_ID	chr	circRNA_start	circRNA_end	circRNA_type	dataset
chr1:12049222|12052747	chr1	12049222	12052747	exon	GBM patients blood
chr1:12049222|12056375	chr1	12049222	12056375	exon	GBM patients blood
chr1:12061458|12062160	chr1	12061458	12062160	exon	GBM patients blood
chr1:12335882|12338095	chr1	12335882	12338095	exon	GBM patients blood
chr1:14042036|14068652	chr1	14042036	14068652	exon	GBM patients blood
chr1:14042036|14075982	chr1	14042036	14075982	exon	GBM patients blood
chr1:14042036|14099683	chr1	14042036	14099683	exon	GBM patients blood
chr1:14057495|14068652	chr1	14057495	14068652	exon	GBM patients blood
chr1:14057495|14075982	chr1	14057495	14075982	exon	GBM patients blood
chr1:14095613|14099683	chr1	14095613	14099683	exon	GBM patients blood
chr1:14099573|14109326	chr1	14099573	14109326	exon	GBM patients blood
chr1:14104913|14109326	chr1	14104913	14109326	exon	GBM patients blood
chr1:15862970|15863309	chr1	15862970	15863309	exon	GBM patients blood
chr1:15953164|15964929	chr1	15953164	15964929	exon	GBM patients blood
chr1:15953164|15970145	chr1	15953164	15970145	exon	GBM patients blood
chr1:15956820|15978390	chr1	15956820	15978390	exon	GBM patients blood
chr1:15959934|15960374	chr1	15959934	15960374	exon	GBM patients blood
chr1:15962808|15970145	chr1	15962808	15970145	intron	GBM patients blood
chr1:15964802|15970145	chr1	15964802	15970145	exon	GBM patients blood
chr1:15964802|15973479	chr1	15964802	15973479	intron	GBM patients blood
chr1:15964802|15976318	chr1	15964802	15976318	exon	GBM patients blood
chr1:15964802|15978390	chr1	15964802	15978390	exon	GBM patients blood
chr1:15964802|15983174	chr1	15964802	15983174	exon	GBM patients blood
chr1:15976215|15978390	chr1	15976215	15978390	exon	GBM patients blood
chr1:16044388|16047883	chr1	16044388	16047883	exon	GBM patients blood
chr1:16046229|16047883	chr1	16046229	16047883	exon	GBM patients blood
chr1:16235816|16242774	chr1	16235816	16242774	exon	GBM patients blood
chr1:16237596|16242774	chr1	16237596	16242774	exon	GBM patients blood
chr1:16774365|16778510	chr1	16774365	16778510	exon	GBM patients blood
chr1:17657464|17666308	chr1	17657464	17666308	exon	GBM patients blood
chr1:19495929|19501527	chr1	19495929	19501527	exon	GBM patients blood
chr1:19499358|19501527	chr1	19499358	19501527	exon	GBM patients blood
chr1:19510305|19511780	chr1	19510305	19511780	exon	GBM patients blood
chr1:19510305|19514034	chr1	19510305	19514034	exon	GBM patients blood
chr1:20230760|20231480	chr1	20230760	20231480	exon	GBM patients blood
chr1:21071237|21100103	chr1	21071237	21100103	exon	GBM patients blood
chr1:21071237|21107033	chr1	21071237	21107033	exon	GBM patients blood
chr1:21074037|21076375	chr1	21074037	21076375	exon	GBM patients blood
chr1:21076216|21100103	chr1	21076216	21100103	exon	GBM patients blood
chr1:21083659|21097566	chr1	21083659	21097566	exon	GBM patients blood
chr1:21083659|21100103	chr1	21083659	21100103	exon	GBM patients blood
chr1:21083659|21103243	chr1	21083659	21103243	exon	GBM patients blood
chr1:21083659|21106404	chr1	21083659	21106404	exon	GBM patients blood
chr1:21083659|21107033	chr1	21083659	21107033	exon	GBM patients blood
chr1:21091870|21100103	chr1	21091870	21100103	exon	GBM patients blood
chr1:21091870|21103243	chr1	21091870	21103243	exon	GBM patients blood
chr1:21097423|21100103	chr1	21097423	21100103	exon	GBM patients blood
chr1:21102217|21102498	chr1	21102217	21102498	exon	GBM patients blood
chr1:21167349|21191755	chr1	21167349	21191755	exon	GBM patients blood
chr1:21205775|21212864	chr1	21205775	21212864	intron	GBM patients blood
chr1:21231376|21268823	chr1	21231376	21268823	exon	GBM patients blood
chr1:21267752|21268823	chr1	21267752	21268823	exon	GBM patients blood
chr1:21267984|21268823	chr1	21267984	21268823	exon	GBM patients blood
chr1:21295967|21307720	chr1	21295967	21307720	exon	GBM patients blood
chr1:21295967|21329301	chr1	21295967	21329301	exon	GBM patients blood
chr1:21306827|21329301	chr1	21306827	21329301	exon	GBM patients blood
chr1:21306827|21377487	chr1	21306827	21377487	exon	GBM patients blood
chr1:21324094|21329301	chr1	21324094	21329301	exon	GBM patients blood
chr1:21324094|21377487	chr1	21324094	21377487	exon	GBM patients blood
chr1:21324094|21437876	chr1	21324094	21437876	exon	GBM patients blood
chr1:21327692|21329301	chr1	21327692	21329301	exon	GBM patients blood
chr1:21327692|21377487	chr1	21327692	21377487	exon	GBM patients blood
chr1:21327692|21437876	chr1	21327692	21437876	exon	GBM patients blood
chr1:21329206|21377487	chr1	21329206	21377487	exon	GBM patients blood
chr1:21329206|21415706	chr1	21329206	21415706	exon	GBM patients blood
chr1:21329206|21437876	chr1	21329206	21437876	exon	GBM patients blood
chr1:21377359|21415706	chr1	21377359	21415706	exon	GBM patients blood
chr1:21377359|21437876	chr1	21377359	21437876	exon	GBM patients blood
chr1:21415631|21437876	chr1	21415631	21437876	exon	GBM patients blood
chr1:21548240|21554534	chr1	21548240	21554534	exon	GBM patients blood
chr1:21563239|21564737	chr1	21563239	21564737	exon	GBM patients blood
chr1:22027991|22030111	chr1	22027991	22030111	exon	GBM patients blood
chr1:22041882|22048257	chr1	22041882	22048257	exon	GBM patients blood
chr1:22041882|22050588	chr1	22041882	22050588	exon	GBM patients blood
chr1:22047529|22048257	chr1	22047529	22048257	exon	GBM patients blood
chr1:22047529|22056325	chr1	22047529	22056325	exon	GBM patients blood
chr1:22078000|22084276	chr1	22078000	22084276	exon	GBM patients blood
chr1:22404922|22413359	chr1	22404922	22413359	exon	GBM patients blood
chr1:23356962|23366927	chr1	23356962	23366927	intron	GBM patients blood
chr1:23356962|23370979	chr1	23356962	23370979	exon	GBM patients blood
chr1:23356962|23377013	chr1	23356962	23377013	exon	GBM patients blood
chr1:23356962|23385660	chr1	23356962	23385660	exon	GBM patients blood
chr1:23380254|23384058	chr1	23380254	23384058	exon	GBM patients blood
chr1:23381562|23384058	chr1	23381562	23384058	exon	GBM patients blood
chr1:23381562|23395644	chr1	23381562	23395644	exon	GBM patients blood
chr1:23397718|23398690	chr1	23397718	23398690	exon	GBM patients blood
chr1:23842827|23844296	chr1	23842827	23844296	intron	GBM patients blood
chr1:23842827|23845600	chr1	23842827	23845600	exon	GBM patients blood
chr1:24112165|24112913	chr1	24112165	24112913	exon	GBM patients blood
chr1:24140680|24147083	chr1	24140680	24147083	exon	GBM patients blood
chr1:24766662|24771734	chr1	24766662	24771734	exon	GBM patients blood
chr1:24840804|24841057	chr1	24840804	24841057	exon	GBM patients blood
chr1:24973158|24975520	chr1	24973158	24975520	exon	GBM patients blood
chr1:24987210|24989715	chr1	24987210	24989715	exon	GBM patients blood
chr1:24989151|24996806	chr1	24989151	24996806	exon	GBM patients blood
chr1:24993306|24996806	chr1	24993306	24996806	exon	GBM patients blood
chr1:25551493|25554726	chr1	25551493	25554726	exon	GBM patients blood
chr1:25553933|25554726	chr1	25553933	25554726	exon	GBM patients blood
chr1:25568865|25570124	chr1	25568865	25570124	exon	GBM patients blood
chr1:25568865|25570989	chr1	25568865	25570989	exon	GBM patients blood
chr1:25627437|25628177	chr1	25627437	25628177	exon	GBM patients blood
chr1:25648380|25655706	chr1	25648380	25655706	exon	GBM patients blood
chr1:25666965|25669564	chr1	25666965	25669564	exon	GBM patients blood
chr1:25666965|25678184	chr1	25666965	25678184	exon	GBM patients blood
chr1:25666965|25683344	chr1	25666965	25683344	exon	GBM patients blood
chr1:25666965|25687234	chr1	25666965	25687234	exon	GBM patients blood
chr1:25678117|25679465	chr1	25678117	25679465	exon	GBM patients blood
chr1:25678117|25683344	chr1	25678117	25683344	exon	GBM patients blood
chr1:25773253|25783322	chr1	25773253	25783322	exon	GBM patients blood
chr1:25775299|25783322	chr1	25775299	25783322	exon	GBM patients blood
chr1:25784882|25785383	chr1	25784882	25785383	exon	GBM patients blood
chr1:26584088|26586293	chr1	26584088	26586293	exon	GBM patients blood
chr1:26594974|26596105	chr1	26594974	26596105	exon	GBM patients blood
chr1:26771302|26789924	chr1	26771302	26789924	intron	GBM patients blood
chr1:26772807|26774151	chr1	26772807	26774151	exon	GBM patients blood
chr1:27056142|27059283	chr1	27056142	27059283	exon	GBM patients blood
chr1:27087347|27089776	chr1	27087347	27089776	exon	GBM patients blood
chr1:27267948|27268309	chr1	27267948	27268309	exon	GBM patients blood
chr1:27269151|27269556	chr1	27269151	27269556	exon	GBM patients blood
chr1:27432376|27436268	chr1	27432376	27436268	exon	GBM patients blood
chr1:28086037|28087139	chr1	28086037	28087139	exon	GBM patients blood
chr1:28116073|28120143	chr1	28116073	28120143	exon	GBM patients blood
chr1:28119821|28120143	chr1	28119821	28120143	intron	GBM patients blood
chr1:28354300|28369161	chr1	28354300	28369161	exon	GBM patients blood
chr1:28354300|28374937	chr1	28354300	28374937	exon	GBM patients blood
chr1:28354300|28384605	chr1	28354300	28384605	exon	GBM patients blood
chr1:28362055|28369161	chr1	28362055	28369161	exon	GBM patients blood
chr1:28362055|28374937	chr1	28362055	28374937	exon	GBM patients blood
chr1:28365350|28369161	chr1	28365350	28369161	exon	GBM patients blood
chr1:28365350|28384605	chr1	28365350	28384605	exon	GBM patients blood
chr1:28374894|28384605	chr1	28374894	28384605	exon	GBM patients blood
chr1:28800066|28800663	chr1	28800066	28800663	exon	GBM patients blood
chr1:28800066|28802803	chr1	28800066	28802803	exon	GBM patients blood
chr1:28800066|28807116	chr1	28800066	28807116	exon	GBM patients blood
chr1:28802619|28807116	chr1	28802619	28807116	exon	GBM patients blood
chr1:28802619|28817524	chr1	28802619	28817524	exon	GBM patients blood
chr1:28897688|28898412	chr1	28897688	28898412	exon	GBM patients blood
chr1:28907072|28907741	chr1	28907072	28907741	exon	GBM patients blood
chr1:28930040|28948677	chr1	28930040	28948677	exon	GBM patients blood
chr1:28934120|28936584	chr1	28934120	28936584	intron	GBM patients blood
chr1:28939759|28948677	chr1	28939759	28948677	exon	GBM patients blood
chr1:28944465|28948677	chr1	28944465	28948677	exon	GBM patients blood
chr1:29010095|29023596	chr1	29010095	29023596	exon	GBM patients blood
chr1:29068915|29070498	chr1	29068915	29070498	exon	GBM patients blood
chr1:29313943|29314417	chr1	29313943	29314417	exon	GBM patients blood
chr1:29313943|29315947	chr1	29313943	29315947	exon	GBM patients blood
chr1:29313943|29320054	chr1	29313943	29320054	exon	GBM patients blood
chr1:29313943|29323831	chr1	29313943	29323831	exon	GBM patients blood
chr1:29313943|29342279	chr1	29313943	29342279	exon	GBM patients blood
chr1:29313943|29344954	chr1	29313943	29344954	exon	GBM patients blood
chr1:29313943|29391670	chr1	29313943	29391670	exon	GBM patients blood
chr1:29313960|29320054	chr1	29313960	29320054	exon	GBM patients blood
chr1:29313960|29323831	chr1	29313960	29323831	exon	GBM patients blood
chr1:29313960|29338419	chr1	29313960	29338419	exon	GBM patients blood
chr1:29319842|29320054	chr1	29319842	29320054	exon	GBM patients blood
chr1:29319842|29323831	chr1	29319842	29323831	exon	GBM patients blood
chr1:29319842|29324086	chr1	29319842	29324086	intron	GBM patients blood
chr1:29319842|29338419	chr1	29319842	29338419	exon	GBM patients blood
chr1:29319842|29342279	chr1	29319842	29342279	exon	GBM patients blood
chr1:29319842|29344954	chr1	29319842	29344954	exon	GBM patients blood
chr1:29319842|29365938	chr1	29319842	29365938	exon	GBM patients blood
chr1:29359605|29365938	chr1	29359605	29365938	exon	GBM patients blood
chr1:29362338|29365938	chr1	29362338	29365938	exon	GBM patients blood
chr1:29362338|29385157	chr1	29362338	29385157	exon	GBM patients blood
chr1:29362338|29391670	chr1	29362338	29391670	exon	GBM patients blood
chr1:29362338|29399303	chr1	29362338	29399303	exon	GBM patients blood
chr1:29362338|29424447	chr1	29362338	29424447	exon	GBM patients blood
chr1:29362338|29435949	chr1	29362338	29435949	exon	GBM patients blood
chr1:29365766|29365938	chr1	29365766	29365938	exon	GBM patients blood
chr1:29379616|29391670	chr1	29379616	29391670	exon	GBM patients blood
chr1:29385101|29391670	chr1	29385101	29391670	exon	GBM patients blood
chr1:29385101|29424447	chr1	29385101	29424447	exon	GBM patients blood
chr1:29386934|29391670	chr1	29386934	29391670	exon	GBM patients blood
chr1:29386934|29424447	chr1	29386934	29424447	exon	GBM patients blood
chr1:29424319|29435949	chr1	29424319	29435949	exon	GBM patients blood
chr1:31413998|31414970	chr1	31413998	31414970	exon	GBM patients blood
chr1:31437521|31437757	chr1	31437521	31437757	exon	GBM patients blood
chr1:31437521|31454252	chr1	31437521	31454252	exon	GBM patients blood
chr1:31465237|31468067	chr1	31465237	31468067	exon	GBM patients blood
chr1:31465237|31479949	chr1	31465237	31479949	exon	GBM patients blood
chr1:31478700|31479949	chr1	31478700	31479949	exon	GBM patients blood
chr1:31782891|31811895	chr1	31782891	31811895	exon	GBM patients blood
chr1:31791014|31811895	chr1	31791014	31811895	exon	GBM patients blood
chr1:31810022|31811895	chr1	31810022	31811895	exon	GBM patients blood
chr1:31810022|31821821	chr1	31810022	31821821	exon	GBM patients blood
chr1:31811804|31821821	chr1	31811804	31821821	exon	GBM patients blood
chr1:31819487|31821821	chr1	31819487	31821821	exon	GBM patients blood
chr1:32373262|32384653	chr1	32373262	32384653	exon	GBM patients blood
chr1:32375639|32377427	chr1	32375639	32377427	exon	GBM patients blood
chr1:32381496|32385259	chr1	32381496	32385259	exon	GBM patients blood
chr1:32495899|32497241	chr1	32495899	32497241	exon	GBM patients blood
chr1:32495899|32498935	chr1	32495899	32498935	exon	GBM patients blood
chr1:32628836|32632897	chr1	32628836	32632897	exon	GBM patients blood
chr1:32691772|32692131	chr1	32691772	32692131	exon	GBM patients blood
chr1:33097428|33099711	chr1	33097428	33099711	exon	GBM patients blood
chr1:33097428|33100393	chr1	33097428	33100393	exon	GBM patients blood
chr1:33413823|33415375	chr1	33413823	33415375	exon	GBM patients blood
chr1:33478808|33480195	chr1	33478808	33480195	exon	GBM patients blood
chr1:33741701|33747412	chr1	33741701	33747412	exon	GBM patients blood
chr1:33760538|33760906	chr1	33760538	33760906	exon	GBM patients blood
chr1:35469569|35480763	chr1	35469569	35480763	exon	GBM patients blood
chr1:35480298|35485203	chr1	35480298	35485203	exon	GBM patients blood
chr1:35484954|35486068	chr1	35484954	35486068	exon	GBM patients blood
chr1:35758627|35761589	chr1	35758627	35761589	intron	GBM patients blood
chr1:35824526|35827390	chr1	35824526	35827390	exon	GBM patients blood
chr1:35846860|35847359	chr1	35846860	35847359	exon	GBM patients blood
chr1:35846860|35854683	chr1	35846860	35854683	exon	GBM patients blood
chr1:35879573|35881315	chr1	35879573	35881315	exon	GBM patients blood
chr1:35925906|35932296	chr1	35925906	35932296	exon	GBM patients blood
chr1:35940406|35944813	chr1	35940406	35944813	exon	GBM patients blood
chr1:36204737|36212593	chr1	36204737	36212593	exon	GBM patients blood
chr1:36208742|36212593	chr1	36208742	36212593	exon	GBM patients blood
chr1:36216851|36219537	chr1	36216851	36219537	exon	GBM patients blood
chr1:36229867|36230927	chr1	36229867	36230927	exon	GBM patients blood
chr1:36297028|36301594	chr1	36297028	36301594	exon	GBM patients blood
chr1:36306766|36316654	chr1	36306766	36316654	exon	GBM patients blood
chr1:36826822|36828257	chr1	36826822	36828257	exon	GBM patients blood
chr1:36872981|36876194	chr1	36872981	36876194	intergenic_region	GBM patients blood
chr1:38052912|38054683	chr1	38052912	38054683	intron	GBM patients blood
chr1:38906875|38908611	chr1	38906875	38908611	intergenic_region	GBM patients blood
chr1:39835702|39838268	chr1	39835702	39838268	exon	GBM patients blood
chr1:40529899|40530231	chr1	40529899	40530231	exon	GBM patients blood
chr1:40654727|40668286	chr1	40654727	40668286	exon	GBM patients blood
chr1:40656444|40668286	chr1	40656444	40668286	exon	GBM patients blood
chr1:40667600|40668286	chr1	40667600	40668286	intron	GBM patients blood
chr1:40726511|40737707	chr1	40726511	40737707	exon	GBM patients blood
chr1:40733458|40737707	chr1	40733458	40737707	exon	GBM patients blood
chr1:40869356|40872541	chr1	40869356	40872541	intron	GBM patients blood
chr1:40872408|40875507	chr1	40872408	40875507	exon	GBM patients blood
chr1:41474466|41475261	chr1	41474466	41475261	exon	GBM patients blood
chr1:41536267|41541123	chr1	41536267	41541123	exon	GBM patients blood
chr1:42730786|42744343	chr1	42730786	42744343	exon	GBM patients blood
chr1:42730786|42744455	chr1	42730786	42744455	intron	GBM patients blood
chr1:42744019|42744343	chr1	42744019	42744343	exon	GBM patients blood
chr1:42946132|42964587	chr1	42946132	42964587	exon	GBM patients blood
chr1:43239234|43241150	chr1	43239234	43241150	exon	GBM patients blood
chr1:43300709|43301435	chr1	43300709	43301435	exon	GBM patients blood
chr1:43300709|43302861	chr1	43300709	43302861	exon	GBM patients blood
chr1:43300709|43304592	chr1	43300709	43304592	exon	GBM patients blood
chr1:43300709|43305967	chr1	43300709	43305967	exon	GBM patients blood
chr1:43435920|43439859	chr1	43435920	43439859	exon	GBM patients blood
chr1:44467985|44468657	chr1	44467985	44468657	exon	GBM patients blood
chr1:44877653|44878394	chr1	44877653	44878394	exon	GBM patients blood
chr1:45340350|45341367	chr1	45340350	45341367	exon	GBM patients blood
chr1:45470272|45470478	chr1	45470272	45470478	exon	GBM patients blood
chr1:45923236|45923543	chr1	45923236	45923543	exon	GBM patients blood
chr1:45923236|45940820	chr1	45923236	45940820	intron	GBM patients blood
chr1:46066057|46068037	chr1	46066057	46068037	exon	GBM patients blood
chr1:46067927|46070688	chr1	46067927	46070688	exon	GBM patients blood
chr1:46093932|46106075	chr1	46093932	46106075	exon	GBM patients blood
chr1:46105882|46108171	chr1	46105882	46108171	exon	GBM patients blood
chr1:46182567|46185012	chr1	46182567	46185012	exon	GBM patients blood
chr1:47030713|47037839	chr1	47030713	47037839	exon	GBM patients blood
chr1:47118253|47124409	chr1	47118253	47124409	exon	GBM patients blood
chr1:47148972|47157609	chr1	47148972	47157609	exon	GBM patients blood
chr1:47154025|47154216	chr1	47154025	47154216	exon	GBM patients blood
chr1:47638521|47644121	chr1	47638521	47644121	intron	GBM patients blood
chr1:47725961|47726211	chr1	47725961	47726211	exon	GBM patients blood
chr1:47725961|47728785	chr1	47725961	47728785	exon	GBM patients blood
chr1:47725961|47728788	chr1	47725961	47728788	exon	GBM patients blood
chr1:47737748|47748131	chr1	47737748	47748131	exon	GBM patients blood
chr1:47745913|47748131	chr1	47745913	47748131	exon	GBM patients blood
chr1:47753223|47761520	chr1	47753223	47761520	exon	GBM patients blood
chr1:47753223|47765824	chr1	47753223	47765824	exon	GBM patients blood
chr1:47761437|47767420	chr1	47761437	47767420	exon	GBM patients blood
chr1:47761437|47770668	chr1	47761437	47770668	exon	GBM patients blood
chr1:47767906|47770668	chr1	47767906	47770668	exon	GBM patients blood
chr1:47767906|47776034	chr1	47767906	47776034	exon	GBM patients blood
chr1:47834141|47838779	chr1	47834141	47838779	exon	GBM patients blood
chr1:47834141|47840965	chr1	47834141	47840965	exon	GBM patients blood
chr1:47834141|47842544	chr1	47834141	47842544	exon	GBM patients blood
chr1:47838627|47840965	chr1	47838627	47840965	exon	GBM patients blood
chr1:47840581|47840965	chr1	47840581	47840965	exon	GBM patients blood
chr1:51032749|51061888	chr1	51032749	51061888	exon	GBM patients blood
chr1:51121114|51210447	chr1	51121114	51210447	exon	GBM patients blood
chr1:51121114|51246716	chr1	51121114	51246716	intron	GBM patients blood
chr1:51171458|51210447	chr1	51171458	51210447	exon	GBM patients blood
chr1:51204535|51210447	chr1	51204535	51210447	exon	GBM patients blood
chr1:51204535|51246716	chr1	51204535	51246716	intron	GBM patients blood
chr1:51826843|51831701	chr1	51826843	51831701	exon	GBM patients blood
chr1:51829538|51831701	chr1	51829538	51831701	exon	GBM patients blood
chr1:51860053|51913807	chr1	51860053	51913807	exon	GBM patients blood
chr1:51868107|51874004	chr1	51868107	51874004	exon	GBM patients blood
chr1:51868107|51895239	chr1	51868107	51895239	intron	GBM patients blood
chr1:51869091|51874004	chr1	51869091	51874004	exon	GBM patients blood
chr1:51871577|51871780	chr1	51871577	51871780	exon	GBM patients blood
chr1:51871577|51874004	chr1	51871577	51874004	exon	GBM patients blood
chr1:51875207|51913807	chr1	51875207	51913807	exon	GBM patients blood
chr1:51887458|51913807	chr1	51887458	51913807	exon	GBM patients blood
chr1:51906019|51913807	chr1	51906019	51913807	exon	GBM patients blood
chr1:51924713|51930998	chr1	51924713	51930998	exon	GBM patients blood
chr1:51926763|51930998	chr1	51926763	51930998	exon	GBM patients blood
chr1:52215817|52231653	chr1	52215817	52231653	exon	GBM patients blood
chr1:52279707|52280485	chr1	52279707	52280485	exon	GBM patients blood
chr1:52283738|52287227	chr1	52283738	52287227	exon	GBM patients blood
chr1:52289336|52299842	chr1	52289336	52299842	exon	GBM patients blood
chr1:52293468|52299842	chr1	52293468	52299842	exon	GBM patients blood
chr1:52299689|52306186	chr1	52299689	52306186	exon	GBM patients blood
chr1:52301803|52306186	chr1	52301803	52306186	exon	GBM patients blood
chr1:52301803|52321060	chr1	52301803	52321060	intron	GBM patients blood
chr1:52305898|52314512	chr1	52305898	52314512	intron	GBM patients blood
chr1:52870353|52883776	chr1	52870353	52883776	exon	GBM patients blood
chr1:52926806|52927441	chr1	52926806	52927441	exon	GBM patients blood
chr1:52943380|52947595	chr1	52943380	52947595	exon	GBM patients blood
chr1:52956404|52975384	chr1	52956404	52975384	exon	GBM patients blood
chr1:52959283|52975384	chr1	52959283	52975384	exon	GBM patients blood
chr1:52975268|52992045	chr1	52975268	52992045	exon	GBM patients blood
chr1:52981563|52992045	chr1	52981563	52992045	exon	GBM patients blood
chr1:53133071|53134431	chr1	53133071	53134431	exon	GBM patients blood
chr1:53699214|53701307	chr1	53699214	53701307	exon	GBM patients blood
chr1:54266366|54269682	chr1	54266366	54269682	exon	GBM patients blood
chr1:54266366|54298264	chr1	54266366	54298264	exon	GBM patients blood
chr1:54269601|54272190	chr1	54269601	54272190	exon	GBM patients blood
chr1:54284644|54298264	chr1	54284644	54298264	exon	GBM patients blood
chr1:54389577|54405770	chr1	54389577	54405770	exon	GBM patients blood
chr1:54506429|54509198	chr1	54506429	54509198	exon	GBM patients blood
chr1:54506429|54513045	chr1	54506429	54513045	exon	GBM patients blood
chr1:55117622|55138859	chr1	55117622	55138859	exon	GBM patients blood
chr1:55537487|55551711	chr1	55537487	55551711	exon	GBM patients blood
chr1:58971732|59002413	chr1	58971732	59002413	exon	GBM patients blood
chr1:58988499|59000003	chr1	58988499	59000003	intron	GBM patients blood
chr1:58992933|59002413	chr1	58992933	59002413	exon	GBM patients blood
chr1:58999621|59004978	chr1	58999621	59004978	intron	GBM patients blood
chr1:59147457|59148217	chr1	59147457	59148217	exon	GBM patients blood
chr1:59147457|59150923	chr1	59147457	59150923	exon	GBM patients blood
chr1:59150825|59155921	chr1	59150825	59155921	exon	GBM patients blood
chr1:59150825|59160879	chr1	59150825	59160879	exon	GBM patients blood
chr1:59787208|59812070	chr1	59787208	59812070	exon	GBM patients blood
chr1:59797515|59812070	chr1	59797515	59812070	exon	GBM patients blood
chr1:59805630|59812070	chr1	59805630	59812070	exon	GBM patients blood
chr1:59805630|59844509	chr1	59805630	59844509	exon	GBM patients blood
chr1:61569441|61578015	chr1	61569441	61578015	intron	GBM patients blood
chr1:61575450|61578015	chr1	61575450	61578015	intron	GBM patients blood
chr1:61575450|61624827	chr1	61575450	61624827	intron	GBM patients blood
chr1:61575450|61700456	chr1	61575450	61700456	intron	GBM patients blood
chr1:61577043|61606001	chr1	61577043	61606001	intron	GBM patients blood
chr1:61577043|61624827	chr1	61577043	61624827	intron	GBM patients blood
chr1:61577043|61628747	chr1	61577043	61628747	intron	GBM patients blood
chr1:61577043|61743257	chr1	61577043	61743257	intron	GBM patients blood
chr1:61624547|61624827	chr1	61624547	61624827	intron	GBM patients blood
chr1:61624547|61628747	chr1	61624547	61628747	intron	GBM patients blood
chr1:61848909|61872399	chr1	61848909	61872399	exon	GBM patients blood
chr1:61888003|61892228	chr1	61888003	61892228	intron	GBM patients blood
chr1:61892137|61894785	chr1	61892137	61894785	intron	GBM patients blood
chr1:62160369|62162206	chr1	62160369	62162206	intron	GBM patients blood
chr1:62905470|62908990	chr1	62905470	62908990	exon	GBM patients blood
