circRNA_ID	chr	circRNA_start	circRNA_end	circRNA_type	dataset
chr4:151023630|151054413	chr4	151023630	151054413	intron	GBM proneural
chr5:53839009|53902336	chr5	53839009	53902336	intergenic_region	GBM proneural
chr6:10813877|10819173	chr6	10813877	10819173	exon	GBM proneural
chr6:56564451|56569167	chr6	56564451	56569167	exon	GBM proneural
chr6:109721238|109748359	chr6	109721238	109748359	exon	GBM proneural
chr6:111941577|111976759	chr6	111941577	111976759	intergenic_region	GBM proneural
chr6:135981122|136010874	chr6	135981122	136010874	intron	GBM proneural
chr7:7491950|7495743	chr7	7491950	7495743	exon	GBM proneural
chr7:7545645|7559746	chr7	7545645	7559746	exon	GBM proneural
chr7:32660016|32678977	chr7	32660016	32678977	exon	GBM proneural
chr7:55990855|55991392	chr7	55990855	55991392	exon	GBM proneural
chr7:75103970|75145546	chr7	75103970	75145546	intergenic_region	GBM proneural
chr7:75192239|75197560	chr7	75192239	75197560	exon	GBM proneural
chr7:103777228|103824619	chr7	103777228	103824619	exon	GBM proneural
chr7:138189035|138200104	chr7	138189035	138200104	exon	GBM proneural
chr7:152561970|152563402	chr7	152561970	152563402	intergenic_region	GBM proneural
chr8:67900635|67925331	chr8	67900635	67925331	exon	GBM proneural
chr8:69434034|69445384	chr8	69434034	69445384	exon	GBM proneural
chr8:92301364|92330608	chr8	92301364	92330608	exon	GBM proneural
chr8:98731277|98735263	chr8	98731277	98735263	exon	GBM proneural
chr8:101724590|101725409	chr8	101724590	101725409	exon	GBM proneural
chr9:19415365|19416226	chr9	19415365	19416226	intron	GBM proneural
chr9:91033765|91041506	chr9	91033765	91041506	exon	GBM proneural
chrX:8536273|8565297	chrX	8536273	8565297	exon	GBM proneural
chrX:36116910|36122808	chrX	36116910	36122808	exon	GBM proneural
chr1:156752074|156767133	chr1	156752074	156767133	exon	GBM proneural
chr1:169985603|170008429	chr1	169985603	170008429	exon	GBM proneural
chr1:224918164|224927449	chr1	224918164	224927449	exon	GBM proneural
chr10:31644073|31750166	chr10	31644073	31750166	exon	GBM proneural
chr10:35321363|35328010	chr10	35321363	35328010	exon	GBM proneural
chr10:56077031|56138702	chr10	56077031	56138702	exon	GBM proneural
chr10:118704435|118728223	chr10	118704435	118728223	exon	GBM proneural
chr12:78334099|78415642	chr12	78334099	78415642	exon	GBM proneural
chr13:49710539|49710737	chr13	49710539	49710737	exon	GBM proneural
chr15:101550655|101551042	chr15	101550655	101551042	exon	GBM proneural
chr16:66642212|66643906	chr16	66642212	66643906	exon	GBM proneural
chr16:84766659|84779279	chr16	84766659	84779279	exon	GBM proneural
chr16:84796595|84808831	chr16	84796595	84808831	exon	GBM proneural
chr17:27975162|27994241	chr17	27975162	27994241	exon	GBM proneural
chr18:43667138|43667396	chr18	43667138	43667396	exon	GBM proneural
chr18:75123330|75162095	chr18	75123330	75162095	intergenic_region	GBM proneural
chr19:8002912|8006082	chr19	8002912	8006082	exon	GBM proneural
chr2:11426665|11427862	chr2	11426665	11427862	exon	GBM proneural
chr2:24777258|24816590	chr2	24777258	24816590	intron	GBM proneural
chr2:43953411|43968182	chr2	43953411	43968182	exon	GBM proneural
chr2:54146288|54154620	chr2	54146288	54154620	exon	GBM proneural
chr2:171871361|171879639	chr2	171871361	171879639	exon	GBM proneural
chr2:242265408|242275513	chr2	242265408	242275513	exon	GBM proneural
chr22:46202839|46239613	chr22	46202839	46239613	exon	GBM proneural
chr3:135745674|135789394	chr3	135745674	135789394	exon	GBM proneural
chr3:170841385|170912424	chr3	170841385	170912424	exon	GBM proneural
chr3:188476420|188478070	chr3	188476420	188478070	intron	GBM proneural
chr4:2701407|2717831	chr4	2701407	2717831	exon	GBM proneural
chr4:22342643|22394313	chr4	22342643	22394313	intergenic_region	GBM proneural
chr4:26614791|26641809	chr4	26614791	26641809	exon	GBM proneural
chr4:68499063|68527973	chr4	68499063	68527973	exon	GBM proneural
chr4:95506716|95539342	chr4	95506716	95539342	exon	GBM proneural
chr4:106291994|106377902	chr4	106291994	106377902	exon	GBM proneural
chr4:185582928|185599548	chr4	185582928	185599548	exon	GBM proneural
chr5:37226406|37231151	chr5	37226406	37231151	exon	GBM proneural
chr5:38496484|38512066	chr5	38496484	38512066	exon	GBM proneural
chr5:89783817|89793552	chr5	89783817	89793552	intron	GBM proneural
chr5:102282541|102326105	chr5	102282541	102326105	exon	GBM proneural
chr6:76532499|76542664	chr6	76532499	76542664	exon	GBM proneural
chr6:154743640|154754641	chr6	154743640	154754641	exon	GBM proneural
chr7:86792555|86815296	chr7	86792555	86815296	exon	GBM proneural
chr7:88291937|88371391	chr7	88291937	88371391	intergenic_region	GBM proneural
chr7:92404010|92412438	chr7	92404010	92412438	intron	GBM proneural
chr7:102038067|102040095	chr7	102038067	102040095	exon	GBM proneural
chr7:102039995|102045130	chr7	102039995	102045130	exon	GBM proneural
chr9:13136091|13147657	chr9	13136091	13147657	exon	GBM proneural
chr9:22046750|22127401	chr9	22046750	22127401	exon	GBM proneural
chrX:16875717|16881223	chrX	16875717	16881223	exon	GBM proneural
chrX:128692817|128709227	chrX	128692817	128709227	exon	GBM proneural
chrX:130870155|130928494	chrX	130870155	130928494	intron	GBM proneural
chr1:1747195|1784736	chr1	1747195	1784736	intron	GBM proneural
chr1:16902762|16914292	chr1	16902762	16914292	exon	GBM proneural
chr1:24987210|24996806	chr1	24987210	24996806	exon	GBM proneural
chr1:25172285|25173598	chr1	25172285	25173598	intergenic_region	GBM proneural
chr1:97235259|97236407	chr1	97235259	97236407	exon	GBM proneural
chr1:100661770|100672192	chr1	100661770	100672192	exon	GBM proneural
chr1:111690264|111717585	chr1	111690264	111717585	exon	GBM proneural
chr1:155283911|155285753	chr1	155283911	155285753	intron	GBM proneural
chr1:155740858|155743001	chr1	155740858	155743001	exon	GBM proneural
chr1:212216335|212220759	chr1	212216335	212220759	exon	GBM proneural
chr1:242013711|242048809	chr1	242013711	242048809	exon	GBM proneural
chr1:243828074|243859018	chr1	243828074	243859018	exon	GBM proneural
chr1:245460553|245461283	chr1	245460553	245461283	intron	GBM proneural
chr10:27453993|27454468	chr10	27453993	27454468	exon	GBM proneural
chr10:65089978|65093043	chr10	65089978	65093043	intron	GBM proneural
chr10:99925835|99926517	chr10	99925835	99926517	intron	GBM proneural
chr11:678323|681213	chr11	678323	681213	intron	GBM proneural
chr11:8158925|8174970	chr11	8158925	8174970	exon	GBM proneural
chr11:16068060|16133472	chr11	16068060	16133472	intron	GBM proneural
chr11:16068060|16208501	chr11	16068060	16208501	exon	GBM proneural
chr11:16205432|16256217	chr11	16205432	16256217	exon	GBM proneural
chr11:16362558|16362798	chr11	16362558	16362798	exon	GBM proneural
chr11:46088008|46105853	chr11	46088008	46105853	intron	GBM proneural
chr11:65198240|65211534	chr11	65198240	65211534	exon	GBM proneural
chr11:65269792|65271829	chr11	65269792	65271829	exon	GBM proneural
chr11:85685751|85693046	chr11	85685751	85693046	exon	GBM proneural
chr11:89088130|89135710	chr11	89088130	89135710	exon	GBM proneural
chr11:94733565|94761679	chr11	94733565	94761679	intergenic_region	GBM proneural
chr12:10539502|10542626	chr12	10539502	10542626	exon	GBM proneural
chr12:69120279|69136223	chr12	69120279	69136223	exon	GBM proneural
chr12:69155895|69163151	chr12	69155895	69163151	intron	GBM proneural
chr12:73357046|73376290	chr12	73357046	73376290	intergenic_region	GBM proneural
chr12:109052514|109055934	chr12	109052514	109055934	exon	GBM proneural
chr12:122812494|122826244	chr12	122812494	122826244	exon	GBM proneural
chr13:24842827|24843762	chr13	24842827	24843762	intron	GBM proneural
chr13:25058791|25077915	chr13	25058791	25077915	exon	GBM proneural
chr13:35729911|35751240	chr13	35729911	35751240	exon	GBM proneural
chr13:50601499|50619368	chr13	50601499	50619368	exon	GBM proneural
chr13:80894109|80897986	chr13	80894109	80897986	intergenic_region	GBM proneural
chr13:113158346|113181798	chr13	113158346	113181798	exon	GBM proneural
chr14:33004760|33069998	chr14	33004760	33069998	exon	GBM proneural
chr14:35227910|35231429	chr14	35227910	35231429	exon	GBM proneural
chr14:50136242|50141145	chr14	50136242	50141145	exon	GBM proneural
chr14:75553721|75555344	chr14	75553721	75555344	exon	GBM proneural
chr14:94107491|94112992	chr14	94107491	94112992	exon	GBM proneural
chr15:37021106|37029131	chr15	37021106	37029131	intron	GBM proneural
chr15:71029083|71029765	chr15	71029083	71029765	intron	GBM proneural
chr15:89968343|90001551	chr15	89968343	90001551	intergenic_region	GBM proneural
chr16:47497810|47581459	chr16	47497810	47581459	exon	GBM proneural
chr17:38547758|38548989	chr17	38547758	38548989	exon	GBM proneural
chr17:59853762|59857762	chr17	59853762	59857762	exon	GBM proneural
chr17:59858201|59878835	chr17	59858201	59878835	exon	GBM proneural
chr17:65576576|65583499	chr17	65576576	65583499	intron	GBM proneural
chr17:70216787|70218014	chr17	70216787	70218014	exon	GBM proneural
chr17:73946855|73953647	chr17	73946855	73953647	exon	GBM proneural
chr18:9583115|9584826	chr18	9583115	9584826	exon	GBM proneural
chr18:50242987|50247674	chr18	50242987	50247674	intron	GBM proneural
chr19:21110167|21113673	chr19	21110167	21113673	intron	GBM proneural
chr19:21474653|21474892	chr19	21474653	21474892	exon	GBM proneural
chr19:30774979|30787150	chr19	30774979	30787150	exon	GBM proneural
chr19:52887102|52888995	chr19	52887102	52888995	exon	GBM proneural
chr19:53013825|53059303	chr19	53013825	53059303	intergenic_region	GBM proneural
chr19:53063002|53063251	chr19	53063002	53063251	intron	GBM proneural
chr19:58369944|58379560	chr19	58369944	58379560	intron	GBM proneural
chr2:54158972|54164677	chr2	54158972	54164677	exon	GBM proneural
chr2:55040369|55047599	chr2	55040369	55047599	exon	GBM proneural
chr2:55791449|55818711	chr2	55791449	55818711	intron	GBM proneural
chr2:113043146|113043324	chr2	113043146	113043324	intron	GBM proneural
chr2:114489161|114493435	chr2	114489161	114493435	exon	GBM proneural
chr2:148653870|148657136	chr2	148653870	148657136	exon	GBM proneural
chr2:170619450|170619888	chr2	170619450	170619888	intron	GBM proneural
chr2:170802798|170897495	chr2	170802798	170897495	exon	GBM proneural
chr2:186815371|186947948	chr2	186815371	186947948	intergenic_region	GBM proneural
chr2:201741642|201752408	chr2	201741642	201752408	exon	GBM proneural
chr2:212812155|212989628	chr2	212812155	212989628	exon	GBM proneural
chr2:225634928|225643001	chr2	225634928	225643001	exon	GBM proneural
chr20:47682729|47686834	chr20	47682729	47686834	exon	GBM proneural
chr20:52591928|52612589	chr20	52591928	52612589	exon	GBM proneural
chr21:22390900|22394679	chr21	22390900	22394679	intron	GBM proneural
chr22:26872959|26875321	chr22	26872959	26875321	exon	GBM proneural
chr22:28902740|28915308	chr22	28902740	28915308	intron	GBM proneural
chr22:40450977|40455863	chr22	40450977	40455863	intron	GBM proneural
chr3:433358|440831	chr3	433358	440831	exon	GBM proneural
chr3:9476018|9516840	chr3	9476018	9516840	exon	GBM proneural
chr3:17333387|17418105	chr3	17333387	17418105	exon	GBM proneural
chr3:47719688|47727660	chr3	47719688	47727660	exon	GBM proneural
chr3:52610557|52621526	chr3	52610557	52621526	exon	GBM proneural
chr3:85135938|85142395	chr3	85135938	85142395	intron	GBM proneural
chr3:93754175|93762084	chr3	93754175	93762084	exon	GBM proneural
chr3:113697033|113774014	chr3	113697033	113774014	intron	GBM proneural
chr3:116147228|116153509	chr3	116147228	116153509	intron	GBM proneural
chr3:133327379|133329985	chr3	133327379	133329985	exon	GBM proneural
chr3:136117591|136240259	chr3	136117591	136240259	exon	GBM proneural
chr3:178919078|178922376	chr3	178919078	178922376	exon	GBM proneural
chr3:179505601|179507909	chr3	179505601	179507909	intergenic_region	GBM proneural
chr4:48517045|48605405	chr4	48517045	48605405	exon	GBM proneural
chr4:79747191|79754841	chr4	79747191	79754841	exon	GBM proneural
chr4:85807473|85853516	chr4	85807473	85853516	intron	GBM proneural
chr4:87967318|88016121	chr4	87967318	88016121	exon	GBM proneural
chr5:9154600|9227079	chr5	9154600	9227079	exon	GBM proneural
chr5:9379935|9423350	chr5	9379935	9423350	exon	GBM proneural
chr5:36207272|36212024	chr5	36207272	36212024	exon	GBM proneural
chr5:54824011|54827512	chr5	54824011	54827512	intron	GBM proneural
chr5:54929582|54960691	chr5	54929582	54960691	exon	GBM proneural
chr5:96762940|96775322	chr5	96762940	96775322	intergenic_region	GBM proneural
chr5:114466289|114483091	chr5	114466289	114483091	exon	GBM proneural
chr6:17837109|17837814	chr6	17837109	17837814	exon	GBM proneural
chr6:41618543|41618695	chr6	41618543	41618695	intron	GBM proneural
chr6:56466241|56474142	chr6	56466241	56474142	exon	GBM proneural
chr6:56479154|56495181	chr6	56479154	56495181	exon	GBM proneural
chr6:83870051|83870197	chr6	83870051	83870197	intron	GBM proneural
chr6:116277615|116325161	chr6	116277615	116325161	exon	GBM proneural
chr6:131179271|131191521	chr6	131179271	131191521	exon	GBM proneural
chr7:6082564|6089676	chr7	6082564	6089676	exon	GBM proneural
chr7:6620186|6624891	chr7	6620186	6624891	exon	GBM proneural
chr7:21675489|21721295	chr7	21675489	21721295	exon	GBM proneural
chr7:66669830|66673009	chr7	66669830	66673009	intron	GBM proneural
chr7:70227856|70229991	chr7	70227856	70229991	exon	GBM proneural
chr7:83095798|83119590	chr7	83095798	83119590	exon	GBM proneural
chr7:133821776|133906670	chr7	133821776	133906670	exon	GBM proneural
chr7:139085163|139086293	chr7	139085163	139086293	intron	GBM proneural
chr7:142988633|142990363	chr7	142988633	142990363	intron	GBM proneural
chr7:149241332|149248917	chr7	149241332	149248917	intergenic_region	GBM proneural
chr8:13021773|13023931	chr8	13021773	13023931	intron	GBM proneural
chr8:18413838|18513195	chr8	18413838	18513195	exon	GBM proneural
chr8:28570974|28595180	chr8	28570974	28595180	exon	GBM proneural
chr8:74768894|74769792	chr8	74768894	74769792	intron	GBM proneural
chr8:76393641|76402443	chr8	76393641	76402443	intron	GBM proneural
chr8:89031212|89039641	chr8	89031212	89039641	intergenic_region	GBM proneural
chr8:89036866|89039641	chr8	89036866	89039641	intergenic_region	GBM proneural
chr8:125664638|125664842	chr8	125664638	125664842	intron	GBM proneural
chr9:88307604|88327481	chr9	88307604	88327481	exon	GBM proneural
chr9:100358279|100366063	chr9	100358279	100366063	intergenic_region	GBM proneural
chr9:108483818|108484902	chr9	108483818	108484902	exon	GBM proneural
chr9:115721630|115738297	chr9	115721630	115738297	exon	GBM proneural
chr9:139974454|139974594	chr9	139974454	139974594	exon	GBM proneural
chrX:3740114|3744770	chrX	3740114	3744770	exon	GBM proneural
chrX:120870044|120895024	chrX	120870044	120895024	intergenic_region	GBM proneural
chrX:149631038|149642074	chrX	149631038	149642074	exon	GBM proneural
chr1:1735858|1756938	chr1	1735858	1756938	exon	GBM proneural
chr1:11090233|11090939	chr1	11090233	11090939	exon	GBM proneural
chr1:15053293|15060738	chr1	15053293	15060738	intron	GBM proneural
chr1:16528277|16529069	chr1	16528277	16529069	exon	GBM proneural
chr1:27267948|27269556	chr1	27267948	27269556	exon	GBM proneural
chr1:28818162|28820834	chr1	28818162	28820834	exon	GBM proneural
chr1:35824526|35855699	chr1	35824526	35855699	exon	GBM proneural
chr1:37346235|37356697	chr1	37346235	37356697	exon	GBM proneural
chr1:50956260|51032903	chr1	50956260	51032903	exon	GBM proneural
chr1:66999929|67109402	chr1	66999929	67109402	exon	GBM proneural
chr1:108724563|108728576	chr1	108724563	108728576	exon	GBM proneural
chr1:114377532|114397671	chr1	114377532	114397671	exon	GBM proneural
chr1:172222713|172357949	chr1	172222713	172357949	exon	GBM proneural
chr1:173593926|173646762	chr1	173593926	173646762	intergenic_region	GBM proneural
chr1:174244971|174274265	chr1	174244971	174274265	exon	GBM proneural
chr1:179316735|179318077	chr1	179316735	179318077	exon	GBM proneural
chr1:202385915|202391866	chr1	202385915	202391866	exon	GBM proneural
chr1:203149598|203150413	chr1	203149598	203150413	exon	GBM proneural
chr1:206616963|206617295	chr1	206616963	206617295	intron	GBM proneural
chr1:223985917|223987749	chr1	223985917	223987749	exon	GBM proneural
chr1:225706900|225755116	chr1	225706900	225755116	exon	GBM proneural
chr1:225718256|225755116	chr1	225718256	225755116	exon	GBM proneural
chr1:225829578|225830180	chr1	225829578	225830180	intron	GBM proneural
chr1:235850249|235860572	chr1	235850249	235860572	exon	GBM proneural
chr1:239841486|239990678	chr1	239841486	239990678	exon	GBM proneural
chr1:243349561|243388623	chr1	243349561	243388623	exon	GBM proneural
chr1:243449574|243493994	chr1	243449574	243493994	exon	GBM proneural
chr1:243456424|243542165	chr1	243456424	243542165	exon	GBM proneural
chr1:246350045|246358766	chr1	246350045	246358766	intron	GBM proneural
chr1:246899277|246907427	chr1	246899277	246907427	exon	GBM proneural
chr10:6001717|6002530	chr10	6001717	6002530	exon	GBM proneural
chr10:13333831|13337606	chr10	13333831	13337606	exon	GBM proneural
chr10:19963807|19981483	chr10	19963807	19981483	intron	GBM proneural
chr10:26800676|26802589	chr10	26800676	26802589	exon	GBM proneural
chr10:27311487|27337908	chr10	27311487	27337908	exon	GBM proneural
chr10:27815757|27822923	chr10	27815757	27822923	exon	GBM proneural
chr10:31644076|31676727	chr10	31644076	31676727	exon	GBM proneural
chr10:55698575|55721652	chr10	55698575	55721652	exon	GBM proneural
chr10:55943204|55996691	chr10	55943204	55996691	exon	GBM proneural
chr10:56089356|56138702	chr10	56089356	56138702	exon	GBM proneural
chr10:57335410|57338277	chr10	57335410	57338277	intron	GBM proneural
chr10:70190193|70190417	chr10	70190193	70190417	exon	GBM proneural
chr10:70411603|70412351	chr10	70411603	70412351	exon	GBM proneural
chr10:74810811|74813348	chr10	74810811	74813348	exon	GBM proneural
chr10:78799286|78944674	chr10	78799286	78944674	exon	GBM proneural
chr10:78943179|79011014	chr10	78943179	79011014	exon	GBM proneural
chr10:94715337|94733989	chr10	94715337	94733989	exon	GBM proneural
chr10:99502851|99504672	chr10	99502851	99504672	exon	GBM proneural
chr10:106441933|106506270	chr10	106441933	106506270	intron	GBM proneural
chr10:106849533|106907554	chr10	106849533	106907554	exon	GBM proneural
chr10:108357109|108389146	chr10	108357109	108389146	exon	GBM proneural
chr11:6945729|7013224	chr11	6945729	7013224	intergenic_region	GBM proneural
chr11:16036488|16119234	chr11	16036488	16119234	exon	GBM proneural
chr11:16036488|16208501	chr11	16036488	16208501	exon	GBM proneural
chr11:16286244|16362798	chr11	16286244	16362798	exon	GBM proneural
chr11:20805226|20869299	chr11	20805226	20869299	exon	GBM proneural
chr11:35773355|35789088	chr11	35773355	35789088	intron	GBM proneural
chr11:41381656|41385938	chr11	41381656	41385938	intron	GBM proneural
chr11:65270119|65271829	chr11	65270119	65271829	exon	GBM proneural
chr11:66285511|66286764	chr11	66285511	66286764	intron	GBM proneural
chr11:73425680|73430742	chr11	73425680	73430742	intron	GBM proneural
chr11:75562928|75623083	chr11	75562928	75623083	exon	GBM proneural
chr11:89911021|89911285	chr11	89911021	89911285	exon	GBM proneural
chr11:94528177|94564707	chr11	94528177	94564707	exon	GBM proneural
chr11:108098322|108117854	chr11	108098322	108117854	exon	GBM proneural
chr11:120310838|120316173	chr11	120310838	120316173	exon	GBM proneural
chr11:133188908|133223120	chr11	133188908	133223120	intron	GBM proneural
chr12:6688012|6690515	chr12	6688012	6690515	exon	GBM proneural
chr12:27872741|27877119	chr12	27872741	27877119	exon	GBM proneural
chr12:40412648|40442012	chr12	40412648	40442012	intron	GBM proneural
chr12:57065533|57066849	chr12	57065533	57066849	exon	GBM proneural
chr12:64037353|64041145	chr12	64037353	64041145	intron	GBM proneural
chr12:70773977|70794116	chr12	70773977	70794116	intron	GBM proneural
chr12:75956999|76025094	chr12	75956999	76025094	exon	GBM proneural
chr12:76085885|76088755	chr12	76085885	76088755	intron	GBM proneural
chr12:81528595|81545875	chr12	81528595	81545875	exon	GBM proneural
chr12:89885713|89891119	chr12	89885713	89891119	exon	GBM proneural
chr12:93202793|93220061	chr12	93202793	93220061	exon	GBM proneural
chr12:98931253|98940225	chr12	98931253	98940225	exon	GBM proneural
chr12:100048845|100206089	chr12	100048845	100206089	exon	GBM proneural
chr12:112110465|112117144	chr12	112110465	112117144	exon	GBM proneural
chr12:112496801|112497721	chr12	112496801	112497721	intron	GBM proneural
chr12:118636856|118639268	chr12	118636856	118639268	exon	GBM proneural
chr12:121154431|121154845	chr12	121154431	121154845	exon	GBM proneural
chr12:122030735|122031452	chr12	122030735	122031452	intergenic_region	GBM proneural
chr12:122201627|122201939	chr12	122201627	122201939	intron	GBM proneural
chr12:124870291|124887107	chr12	124870291	124887107	exon	GBM proneural
chr12:124870291|124922542	chr12	124870291	124922542	exon	GBM proneural
chr12:124882665|124934413	chr12	124882665	124934413	exon	GBM proneural
chr12:124882665|124979914	chr12	124882665	124979914	exon	GBM proneural
chr12:124934361|124979914	chr12	124934361	124979914	exon	GBM proneural
chr12:132489622|132491422	chr12	132489622	132491422	exon	GBM proneural
chr13:20632715|20635364	chr13	20632715	20635364	exon	GBM proneural
chr13:35672434|35716514	chr13	35672434	35716514	exon	GBM proneural
chr13:41507606|41508164	chr13	41507606	41508164	exon	GBM proneural
chr13:42860122|42888076	chr13	42860122	42888076	exon	GBM proneural
chr13:50596225|50597053	chr13	50596225	50597053	intron	GBM proneural
chr13:50601343|50619368	chr13	50601343	50619368	exon	GBM proneural
chr13:103459496|103474509	chr13	103459496	103474509	exon	GBM proneural
chr14:20863609|20864108	chr14	20863609	20864108	exon	GBM proneural
chr14:39646616|39647120	chr14	39646616	39647120	exon	GBM proneural
chr14:61262935|61278845	chr14	61262935	61278845	exon	GBM proneural
chr14:67346657|67382786	chr14	67346657	67382786	exon	GBM proneural
chr14:92174485|92195823	chr14	92174485	92195823	exon	GBM proneural
chr14:92454628|92466452	chr14	92454628	92466452	exon	GBM proneural
chr14:92465584|92491764	chr14	92465584	92491764	exon	GBM proneural
chr15:35665722|35747021	chr15	35665722	35747021	exon	GBM proneural
chr15:36150188|36233128	chr15	36150188	36233128	intergenic_region	GBM proneural
chr15:38560375|38617010	chr15	38560375	38617010	exon	GBM proneural
chr15:49303928|49309825	chr15	49303928	49309825	exon	GBM proneural
chr15:49303928|49319677	chr15	49303928	49319677	exon	GBM proneural
chr15:50867049|50867986	chr15	50867049	50867986	exon	GBM proneural
chr15:64966115|64968455	chr15	64966115	64968455	exon	GBM proneural
chr15:76957994|77025725	chr15	76957994	77025725	exon	GBM proneural
chr15:82443806|82444764	chr15	82443806	82444764	exon	GBM proneural
chr15:99696353|99768937	chr15	99696353	99768937	exon	GBM proneural
chr15:100211528|100247060	chr15	100211528	100247060	exon	GBM proneural
chr16:4348029|4355730	chr16	4348029	4355730	intergenic_region	GBM proneural
chr16:12501923|12504398	chr16	12501923	12504398	intron	GBM proneural
chr16:17292069|17353355	chr16	17292069	17353355	exon	GBM proneural
chr16:30507418|30507887	chr16	30507418	30507887	exon	GBM proneural
chr16:53943712|53947659	chr16	53943712	53947659	intron	GBM proneural
chr16:56660792|56670416	chr16	56660792	56670416	intergenic_region	GBM proneural
chr16:56660792|56692652	chr16	56660792	56692652	intergenic_region	GBM proneural
chr16:67761230|67771938	chr16	67761230	67771938	exon	GBM proneural
chr16:68087467|68088520	chr16	68087467	68088520	exon	GBM proneural
chr16:68308594|68309152	chr16	68308594	68309152	exon	GBM proneural
