circRNA_ID	chr	circRNA_start	circRNA_end	circRNA_type	dataset
chr2:49003419|49036780	chr2	49003419	49036780	intergenic_region	GBM proneural
chr2:109463194|109473426	chr2	109463194	109473426	exon	GBM proneural
chr2:111423840|111427130	chr2	111423840	111427130	exon	GBM proneural
chr2:115153952|115154719	chr2	115153952	115154719	intergenic_region	GBM proneural
chr2:135756308|135757585	chr2	135756308	135757585	exon	GBM proneural
chr2:170802798|170815036	chr2	170802798	170815036	exon	GBM proneural
chr2:206023446|206050587	chr2	206023446	206050587	exon	GBM proneural
chr2:206305094|206305396	chr2	206305094	206305396	exon	GBM proneural
chr2:207006665|207008856	chr2	207006665	207008856	exon	GBM proneural
chr2:215657021|215661841	chr2	215657021	215661841	exon	GBM proneural
chr2:217542835|217543802	chr2	217542835	217543802	exon	GBM proneural
chr20:47342827|47364417	chr20	47342827	47364417	exon	GBM proneural
chr21:17586577|17764005	chr21	17586577	17764005	intron	GBM proneural
chr21:34804484|34805178	chr21	34804484	34805178	exon	GBM proneural
chr22:47085889|47116912	chr22	47085889	47116912	exon	GBM proneural
chr3:47716965|47719801	chr3	47716965	47719801	exon	GBM proneural
chr3:47727539|47734790	chr3	47727539	47734790	exon	GBM proneural
chr3:59908072|59999990	chr3	59908072	59999990	intron	GBM proneural
chr3:120053709|120054800	chr3	120053709	120054800	exon	GBM proneural
chr3:125567073|125567290	chr3	125567073	125567290	exon	GBM proneural
chr3:141688915|141713983	chr3	141688915	141713983	exon	GBM proneural
chr3:153912433|153943799	chr3	153912433	153943799	exon	GBM proneural
chr3:166858477|166952747	chr3	166858477	166952747	intergenic_region	GBM proneural
chr3:167240103|167254788	chr3	167240103	167254788	exon	GBM proneural
chr3:167319915|167353532	chr3	167319915	167353532	intron	GBM proneural
chr3:172013153|172028671	chr3	172013153	172028671	exon	GBM proneural
chr3:176792300|176792458	chr3	176792300	176792458	intron	GBM proneural
chr3:185195114|185200240	chr3	185195114	185200240	exon	GBM proneural
chr4:40108520|40119644	chr4	40108520	40119644	exon	GBM proneural
chr4:57138487|57138658	chr4	57138487	57138658	exon	GBM proneural
chr4:77969602|77987558	chr4	77969602	77987558	exon	GBM proneural
chr4:95506716|95561601	chr4	95506716	95561601	exon	GBM proneural
chr4:110580167|110585550	chr4	110580167	110585550	exon	GBM proneural
chr4:114421619|114469885	chr4	114421619	114469885	exon	GBM proneural
chr4:128904094|128910976	chr4	128904094	128910976	exon	GBM proneural
chr4:151023630|151054413	chr4	151023630	151054413	intron	GBM proneural
chr4:186096940|186097205	chr4	186096940	186097205	exon	GBM proneural
chr5:53839009|53902336	chr5	53839009	53902336	intergenic_region	GBM proneural
chr5:134113264|134121276	chr5	134113264	134121276	exon	GBM proneural
chr6:10813877|10819173	chr6	10813877	10819173	exon	GBM proneural
chr6:22020568|22020771	chr6	22020568	22020771	exon	GBM proneural
chr6:56564451|56569167	chr6	56564451	56569167	exon	GBM proneural
chr6:109721238|109748359	chr6	109721238	109748359	exon	GBM proneural
chr6:111941577|111976759	chr6	111941577	111976759	intergenic_region	GBM proneural
chr6:135981122|136010874	chr6	135981122	136010874	intron	GBM proneural
chr7:7491950|7495743	chr7	7491950	7495743	exon	GBM proneural
chr7:7545645|7559746	chr7	7545645	7559746	exon	GBM proneural
chr7:32660016|32678977	chr7	32660016	32678977	exon	GBM proneural
chr7:55990855|55991392	chr7	55990855	55991392	exon	GBM proneural
chr7:56049903|56052571	chr7	56049903	56052571	exon	GBM proneural
chr7:72883847|72884813	chr7	72883847	72884813	exon	GBM proneural
chr7:75103970|75145546	chr7	75103970	75145546	intergenic_region	GBM proneural
chr7:75192239|75197560	chr7	75192239	75197560	exon	GBM proneural
chr7:76903011|76909970	chr7	76903011	76909970	exon	GBM proneural
chr7:99701032|99701315	chr7	99701032	99701315	exon	GBM proneural
chr7:103777228|103824619	chr7	103777228	103824619	exon	GBM proneural
chr7:105177822|105178016	chr7	105177822	105178016	intron	GBM proneural
chr7:128845044|128846428	chr7	128845044	128846428	exon	GBM proneural
chr7:138189035|138200104	chr7	138189035	138200104	exon	GBM proneural
chr7:152561970|152563402	chr7	152561970	152563402	intergenic_region	GBM proneural
chr8:67900635|67925331	chr8	67900635	67925331	exon	GBM proneural
chr8:69434034|69445384	chr8	69434034	69445384	exon	GBM proneural
chr8:72156838|72246409	chr8	72156838	72246409	exon	GBM proneural
chr8:77761231|77768536	chr8	77761231	77768536	exon	GBM proneural
chr8:92301364|92330608	chr8	92301364	92330608	exon	GBM proneural
chr8:94776070|94797606	chr8	94776070	94797606	exon	GBM proneural
chr8:94798451|94803547	chr8	94798451	94803547	exon	GBM proneural
chr8:98731277|98735263	chr8	98731277	98735263	exon	GBM proneural
chr8:101059691|101078524	chr8	101059691	101078524	exon	GBM proneural
chr8:101724590|101725409	chr8	101724590	101725409	exon	GBM proneural
chr8:131370263|131374017	chr8	131370263	131374017	exon	GBM proneural
chr9:19415365|19416226	chr9	19415365	19416226	intron	GBM proneural
chr9:91033765|91041506	chr9	91033765	91041506	exon	GBM proneural
chr9:127064215|127076264	chr9	127064215	127076264	exon	GBM proneural
chrX:8536273|8565297	chrX	8536273	8565297	exon	GBM proneural
chrX:36116910|36122808	chrX	36116910	36122808	exon	GBM proneural
chrX:54334355|54337724	chrX	54334355	54337724	exon	GBM proneural
chr1:156752074|156767133	chr1	156752074	156767133	exon	GBM proneural
chr1:160287144|160302347	chr1	160287144	160302347	intron	GBM proneural
chr1:169985603|170008429	chr1	169985603	170008429	exon	GBM proneural
chr1:224918164|224927449	chr1	224918164	224927449	exon	GBM proneural
chr10:31644073|31750166	chr10	31644073	31750166	exon	GBM proneural
chr10:35321363|35328010	chr10	35321363	35328010	exon	GBM proneural
chr10:38242623|38246474	chr10	38242623	38246474	exon	GBM proneural
chr10:56077031|56138702	chr10	56077031	56138702	exon	GBM proneural
chr10:97154758|97170534	chr10	97154758	97170534	exon	GBM proneural
chr10:118704435|118728223	chr10	118704435	118728223	exon	GBM proneural
chr11:65267160|65267534	chr11	65267160	65267534	exon	GBM proneural
chr11:94528177|94533477	chr11	94528177	94533477	exon	GBM proneural
chr12:9227156|9305939	chr12	9227156	9305939	intergenic_region	GBM proneural
chr12:78334099|78415642	chr12	78334099	78415642	exon	GBM proneural
chr13:49710539|49710737	chr13	49710539	49710737	exon	GBM proneural
chr13:60407241|60413582	chr13	60407241	60413582	exon	GBM proneural
chr14:86494713|86508177	chr14	86494713	86508177	intron	GBM proneural
chr15:101550655|101551042	chr15	101550655	101551042	exon	GBM proneural
chr16:1403209|1404340	chr16	1403209	1404340	intron	GBM proneural
chr16:23113640|23120102	chr16	23113640	23120102	intron	GBM proneural
chr16:31373157|31374074	chr16	31373157	31374074	exon	GBM proneural
chr16:66642212|66643906	chr16	66642212	66643906	exon	GBM proneural
chr16:84766659|84779279	chr16	84766659	84779279	exon	GBM proneural
chr16:84796595|84808831	chr16	84796595	84808831	exon	GBM proneural
chr17:27975162|27994241	chr17	27975162	27994241	exon	GBM proneural
chr17:29533258|29546136	chr17	29533258	29546136	exon	GBM proneural
chr18:39623697|39629569	chr18	39623697	39629569	exon	GBM proneural
chr18:43667138|43667396	chr18	43667138	43667396	exon	GBM proneural
chr18:53017590|53131368	chr18	53017590	53131368	exon	GBM proneural
chr18:66678171|66721370	chr18	66678171	66721370	exon	GBM proneural
chr18:75123330|75162095	chr18	75123330	75162095	intergenic_region	GBM proneural
chr19:8002912|8006082	chr19	8002912	8006082	exon	GBM proneural
chr19:15378227|15383944	chr19	15378227	15383944	exon	GBM proneural
chr19:52399725|52400231	chr19	52399725	52400231	exon	GBM proneural
chr2:11426665|11427862	chr2	11426665	11427862	exon	GBM proneural
chr2:24777258|24816590	chr2	24777258	24816590	intron	GBM proneural
chr2:24787164|24807429	chr2	24787164	24807429	exon	GBM proneural
chr2:43953411|43968182	chr2	43953411	43968182	exon	GBM proneural
chr2:54146288|54154620	chr2	54146288	54154620	exon	GBM proneural
chr2:171871361|171879639	chr2	171871361	171879639	exon	GBM proneural
chr2:171872511|171872761	chr2	171872511	171872761	intron	GBM proneural
chr2:231222520|231226412	chr2	231222520	231226412	exon	GBM proneural
chr2:242265408|242275513	chr2	242265408	242275513	exon	GBM proneural
chr22:46202839|46239613	chr22	46202839	46239613	exon	GBM proneural
chr3:10077971|10081529	chr3	10077971	10081529	exon	GBM proneural
chr3:52960047|52962357	chr3	52960047	52962357	exon	GBM proneural
chr3:135745674|135789394	chr3	135745674	135789394	exon	GBM proneural
chr3:167240103|167339431	chr3	167240103	167339431	exon	GBM proneural
chr3:170841385|170912424	chr3	170841385	170912424	exon	GBM proneural
chr3:188476420|188478070	chr3	188476420	188478070	intron	GBM proneural
chr4:2701407|2717831	chr4	2701407	2717831	exon	GBM proneural
chr4:22342643|22394313	chr4	22342643	22394313	intergenic_region	GBM proneural
chr4:26614791|26641809	chr4	26614791	26641809	exon	GBM proneural
chr4:68499063|68527973	chr4	68499063	68527973	exon	GBM proneural
chr4:72244436|72263370	chr4	72244436	72263370	intron	GBM proneural
chr4:95506716|95539342	chr4	95506716	95539342	exon	GBM proneural
chr4:106291994|106377902	chr4	106291994	106377902	exon	GBM proneural
chr4:185582928|185599548	chr4	185582928	185599548	exon	GBM proneural
chr5:37226406|37231151	chr5	37226406	37231151	exon	GBM proneural
chr5:38496484|38512066	chr5	38496484	38512066	exon	GBM proneural
chr5:89783817|89793552	chr5	89783817	89793552	intron	GBM proneural
chr5:102282541|102326105	chr5	102282541	102326105	exon	GBM proneural
chr5:138103014|138106357	chr5	138103014	138106357	intron	GBM proneural
chr6:76532499|76542664	chr6	76532499	76542664	exon	GBM proneural
chr6:154743640|154754641	chr6	154743640	154754641	exon	GBM proneural
chr7:86792555|86815296	chr7	86792555	86815296	exon	GBM proneural
chr7:88291937|88371391	chr7	88291937	88371391	intergenic_region	GBM proneural
chr7:90355881|90356126	chr7	90355881	90356126	exon	GBM proneural
chr7:92404010|92412438	chr7	92404010	92412438	intron	GBM proneural
chr7:102038067|102040095	chr7	102038067	102040095	exon	GBM proneural
chr7:102039995|102045130	chr7	102039995	102045130	exon	GBM proneural
chr8:12955908|12958279	chr8	12955908	12958279	exon	GBM proneural
chr9:13136091|13147657	chr9	13136091	13147657	exon	GBM proneural
chr9:22046750|22056386	chr9	22046750	22056386	exon	GBM proneural
chr9:22046750|22127401	chr9	22046750	22127401	exon	GBM proneural
chrX:16875717|16881223	chrX	16875717	16881223	exon	GBM proneural
chrX:128692817|128709227	chrX	128692817	128709227	exon	GBM proneural
chrX:130870155|130928494	chrX	130870155	130928494	intron	GBM proneural
chr1:1747195|1784736	chr1	1747195	1784736	intron	GBM proneural
chr1:16891302|16893846	chr1	16891302	16893846	exon	GBM proneural
chr1:16902762|16914292	chr1	16902762	16914292	exon	GBM proneural
chr1:24987210|24996806	chr1	24987210	24996806	exon	GBM proneural
chr1:25172285|25173598	chr1	25172285	25173598	intergenic_region	GBM proneural
chr1:40319642|40323089	chr1	40319642	40323089	exon	GBM proneural
chr1:40529899|40530231	chr1	40529899	40530231	exon	GBM proneural
chr1:48917224|48918803	chr1	48917224	48918803	exon	GBM proneural
chr1:97235259|97236407	chr1	97235259	97236407	exon	GBM proneural
chr1:100661770|100672192	chr1	100661770	100672192	exon	GBM proneural
chr1:111690264|111717585	chr1	111690264	111717585	exon	GBM proneural
chr1:155283911|155285753	chr1	155283911	155285753	intron	GBM proneural
chr1:155740858|155743001	chr1	155740858	155743001	exon	GBM proneural
chr1:212216335|212220759	chr1	212216335	212220759	exon	GBM proneural
chr1:242013711|242048809	chr1	242013711	242048809	exon	GBM proneural
chr1:243828074|243859018	chr1	243828074	243859018	exon	GBM proneural
chr1:245460553|245461283	chr1	245460553	245461283	intron	GBM proneural
chr10:13891757|13891937	chr10	13891757	13891937	intron	GBM proneural
chr10:27453993|27454468	chr10	27453993	27454468	exon	GBM proneural
chr10:65089978|65093043	chr10	65089978	65093043	intron	GBM proneural
chr10:65208211|65208617	chr10	65208211	65208617	intron	GBM proneural
chr10:99925835|99926517	chr10	99925835	99926517	intron	GBM proneural
chr11:678323|681213	chr11	678323	681213	intron	GBM proneural
chr11:8158925|8174970	chr11	8158925	8174970	exon	GBM proneural
chr11:16068060|16133472	chr11	16068060	16133472	intron	GBM proneural
chr11:16068060|16208501	chr11	16068060	16208501	exon	GBM proneural
chr11:16119155|16208501	chr11	16119155	16208501	exon	GBM proneural
chr11:16133349|16208501	chr11	16133349	16208501	exon	GBM proneural
chr11:16205432|16256217	chr11	16205432	16256217	exon	GBM proneural
chr11:16362558|16362798	chr11	16362558	16362798	exon	GBM proneural
chr11:46088008|46105853	chr11	46088008	46105853	intron	GBM proneural
chr11:61205097|61205585	chr11	61205097	61205585	exon	GBM proneural
chr11:65198240|65211534	chr11	65198240	65211534	exon	GBM proneural
chr11:65266744|65266894	chr11	65266744	65266894	exon	GBM proneural
chr11:65269792|65271829	chr11	65269792	65271829	exon	GBM proneural
chr11:66589114|66595835	chr11	66589114	66595835	exon	GBM proneural
chr11:85685751|85693046	chr11	85685751	85693046	exon	GBM proneural
chr11:85692788|85695016	chr11	85692788	85695016	exon	GBM proneural
chr11:89088130|89135710	chr11	89088130	89135710	exon	GBM proneural
chr11:94733565|94761679	chr11	94733565	94761679	intergenic_region	GBM proneural
chr11:95942618|95943498	chr11	95942618	95943498	intron	GBM proneural
chr12:10539502|10542626	chr12	10539502	10542626	exon	GBM proneural
chr12:26217431|26220646	chr12	26217431	26220646	exon	GBM proneural
chr12:26589154|26596583	chr12	26589154	26596583	exon	GBM proneural
chr12:56692126|56692547	chr12	56692126	56692547	intron	GBM proneural
chr12:69120279|69136223	chr12	69120279	69136223	exon	GBM proneural
chr12:69155895|69163151	chr12	69155895	69163151	intron	GBM proneural
chr12:69214105|69218431	chr12	69214105	69218431	exon	GBM proneural
chr12:69218143|69218431	chr12	69218143	69218431	exon	GBM proneural
chr12:73357046|73376290	chr12	73357046	73376290	intergenic_region	GBM proneural
chr12:109052514|109055934	chr12	109052514	109055934	exon	GBM proneural
chr12:122812494|122826244	chr12	122812494	122826244	exon	GBM proneural
chr12:123062219|123065217	chr12	123062219	123065217	exon	GBM proneural
chr13:24842827|24843762	chr13	24842827	24843762	intron	GBM proneural
chr13:25058791|25077915	chr13	25058791	25077915	exon	GBM proneural
chr13:35729911|35751240	chr13	35729911	35751240	exon	GBM proneural
chr13:50601499|50619368	chr13	50601499	50619368	exon	GBM proneural
chr13:80894109|80897986	chr13	80894109	80897986	intergenic_region	GBM proneural
chr13:113158346|113181798	chr13	113158346	113181798	exon	GBM proneural
chr14:33004760|33069998	chr14	33004760	33069998	exon	GBM proneural
chr14:35227910|35231429	chr14	35227910	35231429	exon	GBM proneural
chr14:50136242|50141145	chr14	50136242	50141145	exon	GBM proneural
chr14:75553721|75555344	chr14	75553721	75555344	exon	GBM proneural
chr14:94107491|94112992	chr14	94107491	94112992	exon	GBM proneural
chr15:25650608|25667108	chr15	25650608	25667108	exon	GBM proneural
chr15:37021106|37029131	chr15	37021106	37029131	intron	GBM proneural
chr15:57383987|57387361	chr15	57383987	57387361	intron	GBM proneural
chr15:63506188|63506585	chr15	63506188	63506585	intron	GBM proneural
chr15:63824846|63829355	chr15	63824846	63829355	exon	GBM proneural
chr15:69713986|69714774	chr15	69713986	69714774	exon	GBM proneural
chr15:71029083|71029765	chr15	71029083	71029765	intron	GBM proneural
chr15:77576225|77578846	chr15	77576225	77578846	exon	GBM proneural
chr15:89968343|90001551	chr15	89968343	90001551	intergenic_region	GBM proneural
chr15:91524114|91525211	chr15	91524114	91525211	exon	GBM proneural
chr16:24762047|24803138	chr16	24762047	24803138	exon	GBM proneural
chr16:47497810|47581459	chr16	47497810	47581459	exon	GBM proneural
chr17:1264386|1265302	chr17	1264386	1265302	exon	GBM proneural
chr17:38547758|38548989	chr17	38547758	38548989	exon	GBM proneural
chr17:59853762|59857762	chr17	59853762	59857762	exon	GBM proneural
chr17:59858201|59878835	chr17	59858201	59878835	exon	GBM proneural
chr17:65576576|65583499	chr17	65576576	65583499	intron	GBM proneural
chr17:70216787|70218014	chr17	70216787	70218014	exon	GBM proneural
chr17:73946855|73953647	chr17	73946855	73953647	exon	GBM proneural
chr18:9583115|9584826	chr18	9583115	9584826	exon	GBM proneural
chr18:43702433|43703330	chr18	43702433	43703330	exon	GBM proneural
chr18:50242987|50247674	chr18	50242987	50247674	intron	GBM proneural
chr18:55833020|55839237	chr18	55833020	55839237	intron	GBM proneural
chr18:68153481|68199023	chr18	68153481	68199023	intergenic_region	GBM proneural
chr19:11978121|12014780	chr19	11978121	12014780	intergenic_region	GBM proneural
chr19:21110167|21113673	chr19	21110167	21113673	intron	GBM proneural
chr19:21474653|21474892	chr19	21474653	21474892	exon	GBM proneural
chr19:30774979|30787150	chr19	30774979	30787150	exon	GBM proneural
chr19:52364157|52390165	chr19	52364157	52390165	exon	GBM proneural
chr19:52887102|52888995	chr19	52887102	52888995	exon	GBM proneural
chr19:53013825|53059303	chr19	53013825	53059303	intergenic_region	GBM proneural
chr19:53063002|53063251	chr19	53063002	53063251	intron	GBM proneural
chr19:58369944|58379560	chr19	58369944	58379560	intron	GBM proneural
chr2:24021008|24056948	chr2	24021008	24056948	exon	GBM proneural
chr2:51140017|51153093	chr2	51140017	51153093	exon	GBM proneural
chr2:54158972|54164677	chr2	54158972	54164677	exon	GBM proneural
chr2:55040369|55047599	chr2	55040369	55047599	exon	GBM proneural
chr2:55791449|55818711	chr2	55791449	55818711	intron	GBM proneural
chr2:63660879|63667005	chr2	63660879	63667005	exon	GBM proneural
chr2:110342703|110350696	chr2	110342703	110350696	exon	GBM proneural
chr2:113043146|113043324	chr2	113043146	113043324	intron	GBM proneural
chr2:114489161|114493435	chr2	114489161	114493435	exon	GBM proneural
chr2:148653870|148657136	chr2	148653870	148657136	exon	GBM proneural
chr2:170619450|170619888	chr2	170619450	170619888	intron	GBM proneural
chr2:170802798|170897495	chr2	170802798	170897495	exon	GBM proneural
chr2:186815371|186947948	chr2	186815371	186947948	intergenic_region	GBM proneural
chr2:186815371|186951097	chr2	186815371	186951097	intergenic_region	GBM proneural
chr2:201741642|201752408	chr2	201741642	201752408	exon	GBM proneural
chr2:212812155|212989628	chr2	212812155	212989628	exon	GBM proneural
chr2:216238045|216256537	chr2	216238045	216256537	exon	GBM proneural
chr2:225634928|225643001	chr2	225634928	225643001	exon	GBM proneural
chr20:43636096|43636790	chr20	43636096	43636790	intron	GBM proneural
chr20:47682729|47686834	chr20	47682729	47686834	exon	GBM proneural
chr20:52591928|52612589	chr20	52591928	52612589	exon	GBM proneural
chr21:22390900|22394679	chr21	22390900	22394679	intron	GBM proneural
chr22:26872959|26875321	chr22	26872959	26875321	exon	GBM proneural
chr22:28902740|28915308	chr22	28902740	28915308	intron	GBM proneural
chr22:36914810|36915584	chr22	36914810	36915584	exon	GBM proneural
chr22:40450977|40455863	chr22	40450977	40455863	intron	GBM proneural
chr3:433358|440831	chr3	433358	440831	exon	GBM proneural
chr3:9476018|9516840	chr3	9476018	9516840	exon	GBM proneural
chr3:16399439|16411786	chr3	16399439	16411786	exon	GBM proneural
chr3:17333387|17418105	chr3	17333387	17418105	exon	GBM proneural
chr3:47719688|47727660	chr3	47719688	47727660	exon	GBM proneural
chr3:47721927|47734790	chr3	47721927	47734790	exon	GBM proneural
chr3:47747899|47787483	chr3	47747899	47787483	exon	GBM proneural
chr3:52610557|52621526	chr3	52610557	52621526	exon	GBM proneural
chr3:85135938|85142395	chr3	85135938	85142395	intron	GBM proneural
chr3:93754175|93762084	chr3	93754175	93762084	exon	GBM proneural
chr3:113697033|113774014	chr3	113697033	113774014	intron	GBM proneural
chr3:116147228|116153509	chr3	116147228	116153509	intron	GBM proneural
chr3:133327379|133329985	chr3	133327379	133329985	exon	GBM proneural
chr3:136117591|136240259	chr3	136117591	136240259	exon	GBM proneural
chr3:169846472|169867032	chr3	169846472	169867032	exon	GBM proneural
chr3:171969050|171979873	chr3	171969050	171979873	intron	GBM proneural
chr3:178919078|178922376	chr3	178919078	178922376	exon	GBM proneural
chr3:179505601|179507909	chr3	179505601	179507909	intergenic_region	GBM proneural
chr4:48517045|48605405	chr4	48517045	48605405	exon	GBM proneural
chr4:79747191|79754841	chr4	79747191	79754841	exon	GBM proneural
chr4:85807473|85853516	chr4	85807473	85853516	intron	GBM proneural
chr4:87967318|88016121	chr4	87967318	88016121	exon	GBM proneural
chr4:169812073|169837178	chr4	169812073	169837178	exon	GBM proneural
chr4:178274462|178281831	chr4	178274462	178281831	exon	GBM proneural
chr5:9154600|9227079	chr5	9154600	9227079	exon	GBM proneural
chr5:9379935|9423350	chr5	9379935	9423350	exon	GBM proneural
chr5:36207272|36212024	chr5	36207272	36212024	exon	GBM proneural
chr5:38996921|39003724	chr5	38996921	39003724	exon	GBM proneural
chr5:54824011|54827512	chr5	54824011	54827512	intron	GBM proneural
chr5:54929582|54960691	chr5	54929582	54960691	exon	GBM proneural
chr5:61846194|61857084	chr5	61846194	61857084	exon	GBM proneural
chr5:81460218|81474406	chr5	81460218	81474406	exon	GBM proneural
chr5:82815168|82818128	chr5	82815168	82818128	exon	GBM proneural
chr5:82815168|82850857	chr5	82815168	82850857	exon	GBM proneural
chr5:96762940|96775322	chr5	96762940	96775322	intergenic_region	GBM proneural
chr5:114466289|114483091	chr5	114466289	114483091	exon	GBM proneural
chr6:17837109|17837814	chr6	17837109	17837814	exon	GBM proneural
chr6:22020568|22056919	chr6	22020568	22056919	exon	GBM proneural
chr6:29858430|29913058	chr6	29858430	29913058	intergenic_region	GBM proneural
chr6:41618543|41618695	chr6	41618543	41618695	intron	GBM proneural
chr6:56466241|56474142	chr6	56466241	56474142	exon	GBM proneural
chr6:56479154|56495181	chr6	56479154	56495181	exon	GBM proneural
chr6:83870051|83870197	chr6	83870051	83870197	intron	GBM proneural
chr6:116277615|116325161	chr6	116277615	116325161	exon	GBM proneural
chr6:131179271|131191521	chr6	131179271	131191521	exon	GBM proneural
chr7:5564456|5564749	chr7	5564456	5564749	intergenic_region	GBM proneural
chr7:6082564|6089676	chr7	6082564	6089676	exon	GBM proneural
chr7:6620186|6624891	chr7	6620186	6624891	exon	GBM proneural
chr7:14758167|14775819	chr7	14758167	14775819	exon	GBM proneural
chr7:21675489|21721295	chr7	21675489	21721295	exon	GBM proneural
chr7:32969690|33139048	chr7	32969690	33139048	intergenic_region	GBM proneural
chr7:66669830|66673009	chr7	66669830	66673009	intron	GBM proneural
chr7:70227856|70229991	chr7	70227856	70229991	exon	GBM proneural
chr7:83095798|83119590	chr7	83095798	83119590	exon	GBM proneural
chr7:104377122|104377358	chr7	104377122	104377358	exon	GBM proneural
chr7:133821776|133906670	chr7	133821776	133906670	exon	GBM proneural
chr7:139085163|139086293	chr7	139085163	139086293	intron	GBM proneural
chr7:142988633|142990363	chr7	142988633	142990363	intron	GBM proneural
chr7:149241332|149248917	chr7	149241332	149248917	intergenic_region	GBM proneural
chr8:13021773|13023931	chr8	13021773	13023931	intron	GBM proneural
chr8:18413838|18513195	chr8	18413838	18513195	exon	GBM proneural
chr8:28570974|28595180	chr8	28570974	28595180	exon	GBM proneural
