circRNA_ID	chr	circRNA_start	circRNA_end	circRNA_type	dataset
chr12:99071203|99080651	chr12	99071203	99080651	exon	GBM mesenchymal
chr12:102301964|102308010	chr12	102301964	102308010	exon	GBM mesenchymal
chr12:122218778|122219098	chr12	122218778	122219098	exon	GBM mesenchymal
chr13:45985497|45986073	chr13	45985497	45986073	exon	GBM mesenchymal
chr13:110827687|110829071	chr13	110827687	110829071	exon	GBM mesenchymal
chr13:110828973|110829253	chr13	110828973	110829253	exon	GBM mesenchymal
chr13:114806476|114839312	chr13	114806476	114839312	exon	GBM mesenchymal
chr14:35036892|35037219	chr14	35036892	35037219	exon	GBM mesenchymal
chr14:68166732|68197649	chr14	68166732	68197649	intergenic_region	GBM mesenchymal
chr14:73555757|73556163	chr14	73555757	73556163	intron	GBM mesenchymal
chr14:73576409|73577231	chr14	73576409	73577231	intron	GBM mesenchymal
chr14:75016566|75022396	chr14	75016566	75022396	exon	GBM mesenchymal
chr14:106610727|106721319	chr14	106610727	106721319	intergenic_region	GBM mesenchymal
chr14:106692079|106845627	chr14	106692079	106845627	intergenic_region	GBM mesenchymal
chr15:41364047|41366763	chr15	41364047	41366763	exon	GBM mesenchymal
chr15:44411102|44419973	chr15	44411102	44419973	intron	GBM mesenchymal
chr15:60648118|60656722	chr15	60648118	60656722	exon	GBM mesenchymal
chr16:27445668|27449008	chr16	27445668	27449008	exon	GBM mesenchymal
chr16:28499912|28500707	chr16	28499912	28500707	exon	GBM mesenchymal
chr16:31308835|31309275	chr16	31308835	31309275	exon	GBM mesenchymal
chr16:53288434|53289557	chr16	53288434	53289557	exon	GBM mesenchymal
chr16:72984368|72994093	chr16	72984368	72994093	exon	GBM mesenchymal
chr16:75188030|75188790	chr16	75188030	75188790	intron	GBM mesenchymal
chr17:40762126|40811570	chr17	40762126	40811570	intergenic_region	GBM mesenchymal
chr17:57987923|58022879	chr17	57987923	58022879	exon	GBM mesenchymal
chr17:78237373|78247203	chr17	78237373	78247203	exon	GBM mesenchymal
chr18:48453980|48454710	chr18	48453980	48454710	intron	GBM mesenchymal
chr19:9770055|9804496	chr19	9770055	9804496	intergenic_region	GBM mesenchymal
chr19:10103503|10104482	chr19	10103503	10104482	exon	GBM mesenchymal
chr19:11289021|11289396	chr19	11289021	11289396	exon	GBM mesenchymal
chr19:14023136|14024451	chr19	14023136	14024451	exon	GBM mesenchymal
chr19:14854232|14854596	chr19	14854232	14854596	exon	GBM mesenchymal
chr19:15295106|15296490	chr19	15295106	15296490	exon	GBM mesenchymal
chr19:17465956|17466281	chr19	17465956	17466281	intron	GBM mesenchymal
chr19:40392316|40408135	chr19	40392316	40408135	intron	GBM mesenchymal
chr19:41211001|41211352	chr19	41211001	41211352	exon	GBM mesenchymal
chr19:52403346|52521747	chr19	52403346	52521747	intergenic_region	GBM mesenchymal
chr19:54784318|54823640	chr19	54784318	54823640	intergenic_region	GBM mesenchymal
chr19:55105662|55142084	chr19	55105662	55142084	intergenic_region	GBM mesenchymal
chr19:55105906|55142558	chr19	55105906	55142558	intergenic_region	GBM mesenchymal
chr19:55107244|55143688	chr19	55107244	55143688	intergenic_region	GBM mesenchymal
chr2:26292443|26292669	chr2	26292443	26292669	intron	GBM mesenchymal
chr2:40760329|40785593	chr2	40760329	40785593	intron	GBM mesenchymal
chr2:110342703|110350696	chr2	110342703	110350696	exon	GBM mesenchymal
chr2:203959755|203960596	chr2	203959755	203960596	intron	GBM mesenchymal
chr2:216238045|216256537	chr2	216238045	216256537	exon	GBM mesenchymal
chr2:238256450|238262046	chr2	238256450	238262046	exon	GBM mesenchymal
chr2:242541311|242542494	chr2	242541311	242542494	exon	GBM mesenchymal
chr20:3199163|3199640	chr20	3199163	3199640	exon	GBM mesenchymal
chr20:19978311|19978717	chr20	19978311	19978717	intron	GBM mesenchymal
chr20:50133323|50140649	chr20	50133323	50140649	exon	GBM mesenchymal
chr21:36206707|36231875	chr21	36206707	36231875	exon	GBM mesenchymal
chr21:42545596|42546151	chr21	42545596	42546151	intron	GBM mesenchymal
chr22:25363868|25375411	chr22	25363868	25375411	intron	GBM mesenchymal
chr22:29090020|29091861	chr22	29090020	29091861	exon	GBM mesenchymal
chr22:50899115|50899662	chr22	50899115	50899662	exon	GBM mesenchymal
chr3:15073886|15076316	chr3	15073886	15076316	exon	GBM mesenchymal
chr3:27423359|27423850	chr3	27423359	27423850	intron	GBM mesenchymal
chr3:50142510|50143142	chr3	50142510	50143142	exon	GBM mesenchymal
chr3:125567073|125567290	chr3	125567073	125567290	exon	GBM mesenchymal
chr3:149238618|149245756	chr3	149238618	149245756	exon	GBM mesenchymal
chr3:171969050|171979873	chr3	171969050	171979873	intron	GBM mesenchymal
chr3:195785155|195787118	chr3	195785155	195787118	exon	GBM mesenchymal
chr4:7870349|7873807	chr4	7870349	7873807	exon	GBM mesenchymal
chr4:26741486|26766359	chr4	26741486	26766359	intergenic_region	GBM mesenchymal
chr4:38791691|38792852	chr4	38791691	38792852	intergenic_region	GBM mesenchymal
chr4:79780738|79786874	chr4	79780738	79786874	exon	GBM mesenchymal
chr4:87718027|87720357	chr4	87718027	87720357	exon	GBM mesenchymal
chr4:103635595|103675152	chr4	103635595	103675152	exon	GBM mesenchymal
chr4:122760786|122776716	chr4	122760786	122776716	exon	GBM mesenchymal
chr4:146744574|146779620	chr4	146744574	146779620	intron	GBM mesenchymal
chr5:130766552|130778230	chr5	130766552	130778230	exon	GBM mesenchymal
chr5:137013234|137045545	chr5	137013234	137045545	exon	GBM mesenchymal
chr5:142252965|142254736	chr5	142252965	142254736	exon	GBM mesenchymal
chr5:170823221|170823744	chr5	170823221	170823744	intron	GBM mesenchymal
chr6:16658007|16753578	chr6	16658007	16753578	exon	GBM mesenchymal
chr6:17671288|17672025	chr6	17671288	17672025	intron	GBM mesenchymal
chr6:29795824|29910403	chr6	29795824	29910403	intergenic_region	GBM mesenchymal
chr6:144772506|144780490	chr6	144772506	144780490	exon	GBM mesenchymal
chr6:158504461|158505206	chr6	158504461	158505206	exon	GBM mesenchymal
chr7:32969690|33139048	chr7	32969690	33139048	intergenic_region	GBM mesenchymal
chr7:33028119|33028264	chr7	33028119	33028264	exon	GBM mesenchymal
chr7:48109448|48127396	chr7	48109448	48127396	intergenic_region	GBM mesenchymal
chr7:94047036|94047864	chr7	94047036	94047864	exon	GBM mesenchymal
chr7:94047043|94049596	chr7	94047043	94049596	exon	GBM mesenchymal
chr7:121644668|121650436	chr7	121644668	121650436	exon	GBM mesenchymal
chr7:128231904|128249633	chr7	128231904	128249633	exon	GBM mesenchymal
chr7:133868486|133886328	chr7	133868486	133886328	exon	GBM mesenchymal
chr7:149191295|149318263	chr7	149191295	149318263	intergenic_region	GBM mesenchymal
chr7:150167917|150168361	chr7	150167917	150168361	intron	GBM mesenchymal
chr8:18490123|18490316	chr8	18490123	18490316	exon	GBM mesenchymal
chr8:23391715|23394463	chr8	23391715	23394463	intron	GBM mesenchymal
chr8:42878257|42878690	chr8	42878257	42878690	exon	GBM mesenchymal
chr8:82612539|82612981	chr8	82612539	82612981	intergenic_region	GBM mesenchymal
chr8:97847201|97892233	chr8	97847201	97892233	exon	GBM mesenchymal
chr8:132952746|132958880	chr8	132952746	132958880	exon	GBM mesenchymal
chr8:144770832|144772293	chr8	144770832	144772293	exon	GBM mesenchymal
chr9:100780571|100788733	chr9	100780571	100788733	intergenic_region	GBM mesenchymal
chr9:130695284|130696192	chr9	130695284	130696192	intergenic_region	GBM mesenchymal
chr9:136657012|136657594	chr9	136657012	136657594	intron	GBM mesenchymal
chrX:2871184|2876476	chrX	2871184	2876476	exon	GBM mesenchymal
chrX:106319470|106320471	chrX	106319470	106320471	intron	GBM mesenchymal
chrX:135806007|135806759	chrX	135806007	135806759	intron	GBM mesenchymal
chr1:9236203|9236380	chr1	9236203	9236380	intron	GBM mesenchymal
chr1:35881067|35881315	chr1	35881067	35881315	exon	GBM mesenchymal
chr1:36872981|36876194	chr1	36872981	36876194	intergenic_region	GBM mesenchymal
chr1:51253672|51267349	chr1	51253672	51267349	exon	GBM mesenchymal
chr1:52973571|52973733	chr1	52973571	52973733	intron	GBM mesenchymal
chr1:53420412|53427301	chr1	53420412	53427301	exon	GBM mesenchymal
chr1:98144651|98165103	chr1	98144651	98165103	exon	GBM mesenchymal
chr1:107885891|107937948	chr1	107885891	107937948	intron	GBM mesenchymal
chr1:110203787|110233186	chr1	110203787	110233186	intergenic_region	GBM mesenchymal
chr1:113134147|113140708	chr1	113134147	113140708	exon	GBM mesenchymal
chr1:113140593|113143470	chr1	113140593	113143470	exon	GBM mesenchymal
chr1:114367764|114377061	chr1	114367764	114377061	exon	GBM mesenchymal
chr1:153569585|153569934	chr1	153569585	153569934	intron	GBM mesenchymal
chr1:153784207|153800824	chr1	153784207	153800824	exon	GBM mesenchymal
chr1:169767998|169792613	chr1	169767998	169792613	exon	GBM mesenchymal
chr1:179271812|179307031	chr1	179271812	179307031	exon	GBM mesenchymal
chr1:193107215|193121574	chr1	193107215	193121574	exon	GBM mesenchymal
chr1:202718073|202736188	chr1	202718073	202736188	exon	GBM mesenchymal
chr1:212590581|212590818	chr1	212590581	212590818	intergenic_region	GBM mesenchymal
chr1:226352490|226353701	chr1	226352490	226353701	exon	GBM mesenchymal
chr1:236966728|236969533	chr1	236966728	236969533	exon	GBM mesenchymal
chr1:243493842|243507633	chr1	243493842	243507633	exon	GBM mesenchymal
chr1:247320302|247323115	chr1	247320302	247323115	exon	GBM mesenchymal
chr10:930387|931700	chr10	930387	931700	exon	GBM mesenchymal
chr10:26789748|26800835	chr10	26789748	26800835	exon	GBM mesenchymal
chr10:26789748|26802589	chr10	26789748	26802589	exon	GBM mesenchymal
chr10:27415625|27425314	chr10	27415625	27425314	exon	GBM mesenchymal
chr10:31644076|31676195	chr10	31644076	31676195	exon	GBM mesenchymal
chr10:33502197|33502451	chr10	33502197	33502451	exon	GBM mesenchymal
chr10:35846023|35846424	chr10	35846023	35846424	intron	GBM mesenchymal
chr10:45465642|45467296	chr10	45465642	45467296	exon	GBM mesenchymal
chr10:69817760|69823434	chr10	69817760	69823434	intron	GBM mesenchymal
chr10:101937890|101939004	chr10	101937890	101939004	exon	GBM mesenchymal
chr10:102107847|102108092	chr10	102107847	102108092	exon	GBM mesenchymal
chr11:3725976|3727857	chr11	3725976	3727857	intron	GBM mesenchymal
chr11:60150602|60160259	chr11	60150602	60160259	exon	GBM mesenchymal
chr11:65271200|65272066	chr11	65271200	65272066	exon	GBM mesenchymal
chr11:85692788|85695016	chr11	85692788	85695016	exon	GBM mesenchymal
chr11:85720259|85721479	chr11	85720259	85721479	intron	GBM mesenchymal
chr11:94528177|94533477	chr11	94528177	94533477	exon	GBM mesenchymal
chr11:95942618|95943498	chr11	95942618	95943498	intron	GBM mesenchymal
chr11:102076624|102098312	chr11	102076624	102098312	exon	GBM mesenchymal
chr11:102932567|102937296	chr11	102932567	102937296	exon	GBM mesenchymal
chr11:103092759|103093815	chr11	103092759	103093815	exon	GBM mesenchymal
chr11:108137898|108142133	chr11	108137898	108142133	exon	GBM mesenchymal
chr12:32751431|32754357	chr12	32751431	32754357	exon	GBM mesenchymal
chr12:50385781|50386438	chr12	50385781	50386438	exon	GBM mesenchymal
chr12:50385781|50396083	chr12	50385781	50396083	exon	GBM mesenchymal
chr12:51495718|51497986	chr12	51495718	51497986	exon	GBM mesenchymal
chr12:56692126|56692547	chr12	56692126	56692547	intron	GBM mesenchymal
chr12:66597491|66611015	chr12	66597491	66611015	exon	GBM mesenchymal
chr12:94562933|94580249	chr12	94562933	94580249	exon	GBM mesenchymal
chr12:94613792|94621011	chr12	94613792	94621011	exon	GBM mesenchymal
chr12:96707099|96728643	chr12	96707099	96728643	exon	GBM mesenchymal
chr12:97015368|97038107	chr12	97015368	97038107	exon	GBM mesenchymal
chr12:105514333|105514982	chr12	105514333	105514982	exon	GBM mesenchymal
chr12:112321385|112321572	chr12	112321385	112321572	exon	GBM mesenchymal
chr12:122380440|122386967	chr12	122380440	122386967	exon	GBM mesenchymal
chr13:48989836|48996926	chr13	48989836	48996926	exon	GBM mesenchymal
chr14:20871536|20874559	chr14	20871536	20874559	exon	GBM mesenchymal
chr14:53339517|53348187	chr14	53339517	53348187	exon	GBM mesenchymal
chr14:58740697|58740853	chr14	58740697	58740853	exon	GBM mesenchymal
chr14:67431908|67539688	chr14	67431908	67539688	intron	GBM mesenchymal
chr14:70081073|70086193	chr14	70081073	70086193	intron	GBM mesenchymal
chr14:71970329|71996087	chr14	71970329	71996087	intron	GBM mesenchymal
chr14:73459851|73460065	chr14	73459851	73460065	exon	GBM mesenchymal
chr14:75567695|75568468	chr14	75567695	75568468	exon	GBM mesenchymal
chr14:81223236|81244390	chr14	81223236	81244390	exon	GBM mesenchymal
chr14:86494713|86508177	chr14	86494713	86508177	intron	GBM mesenchymal
chr14:86494713|86537311	chr14	86494713	86537311	intron	GBM mesenchymal
chr14:100317190|100331983	chr14	100317190	100331983	exon	GBM mesenchymal
chr14:103918255|103923549	chr14	103918255	103923549	exon	GBM mesenchymal
chr14:106109960|106134902	chr14	106109960	106134902	intergenic_region	GBM mesenchymal
chr14:106518808|106552592	chr14	106518808	106552592	intergenic_region	GBM mesenchymal
chr15:24584786|24780953	chr15	24584786	24780953	intron	GBM mesenchymal
chr15:24620751|24780953	chr15	24620751	24780953	intron	GBM mesenchymal
chr15:34536175|34628953	chr15	34536175	34628953	exon	GBM mesenchymal
chr15:41361768|41362745	chr15	41361768	41362745	exon	GBM mesenchymal
chr15:41648237|41669502	chr15	41648237	41669502	exon	GBM mesenchymal
chr15:42804031|42807552	chr15	42804031	42807552	exon	GBM mesenchymal
chr15:44269507|44270070	chr15	44269507	44270070	intron	GBM mesenchymal
chr15:44425697|44426756	chr15	44425697	44426756	intron	GBM mesenchymal
chr15:47101019|47257557	chr15	47101019	47257557	intergenic_region	GBM mesenchymal
chr15:52668544|52672105	chr15	52668544	52672105	exon	GBM mesenchymal
chr15:63824846|63829355	chr15	63824846	63829355	exon	GBM mesenchymal
chr15:64744242|64745304	chr15	64744242	64745304	intron	GBM mesenchymal
chr15:70949269|70957153	chr15	70949269	70957153	exon	GBM mesenchymal
chr15:76580187|76585041	chr15	76580187	76585041	exon	GBM mesenchymal
chr15:90982564|91009668	chr15	90982564	91009668	exon	GBM mesenchymal
chr15:91029262|91030814	chr15	91029262	91030814	exon	GBM mesenchymal
chr16:12320720|12321466	chr16	12320720	12321466	intron	GBM mesenchymal
chr16:16218646|16225792	chr16	16218646	16225792	exon	GBM mesenchymal
chr16:50321823|50322261	chr16	50321823	50322261	exon	GBM mesenchymal
chr16:56422281|56423287	chr16	56422281	56423287	intron	GBM mesenchymal
chr16:58594116|58594266	chr16	58594116	58594266	exon	GBM mesenchymal
chr16:88052034|88071617	chr16	88052034	88071617	exon	GBM mesenchymal
chr17:3349766|3352443	chr17	3349766	3352443	exon	GBM mesenchymal
chr17:4355396|4356500	chr17	4355396	4356500	intron	GBM mesenchymal
chr17:7849046|7849304	chr17	7849046	7849304	exon	GBM mesenchymal
chr17:18485972|18486837	chr17	18485972	18486837	exon	GBM mesenchymal
chr17:28822444|28847039	chr17	28822444	28847039	exon	GBM mesenchymal
chr17:28934570|28937960	chr17	28934570	28937960	exon	GBM mesenchymal
chr17:40532924|40536606	chr17	40532924	40536606	intron	GBM mesenchymal
chr17:41242961|41246877	chr17	41242961	41246877	exon	GBM mesenchymal
chr17:47882725|47888936	chr17	47882725	47888936	exon	GBM mesenchymal
chr17:58346811|58348842	chr17	58346811	58348842	exon	GBM mesenchymal
chr17:62465140|62465559	chr17	62465140	62465559	intergenic_region	GBM mesenchymal
chr18:39623697|39629569	chr18	39623697	39629569	exon	GBM mesenchymal
chr18:44681170|44683908	chr18	44681170	44683908	exon	GBM mesenchymal
chr19:1032391|1032695	chr19	1032391	1032695	exon	GBM mesenchymal
chr19:4418017|4423871	chr19	4418017	4423871	exon	GBM mesenchymal
chr19:8520289|8539128	chr19	8520289	8539128	exon	GBM mesenchymal
chr19:8601136|8604912	chr19	8601136	8604912	exon	GBM mesenchymal
chr19:9767223|9771497	chr19	9767223	9771497	exon	GBM mesenchymal
chr19:11978121|12014780	chr19	11978121	12014780	intergenic_region	GBM mesenchymal
chr19:12511882|12544011	chr19	12511882	12544011	intron	GBM mesenchymal
chr19:42621402|42664544	chr19	42621402	42664544	exon	GBM mesenchymal
chr19:44768467|44771114	chr19	44768467	44771114	exon	GBM mesenchymal
chr19:45916935|45917292	chr19	45916935	45917292	exon	GBM mesenchymal
chr19:51957938|52000230	chr19	51957938	52000230	intergenic_region	GBM mesenchymal
chr19:55144467|55209724	chr19	55144467	55209724	intergenic_region	GBM mesenchymal
chr19:57058877|57061974	chr19	57058877	57061974	exon	GBM mesenchymal
chr19:58262153|58281246	chr19	58262153	58281246	intergenic_region	GBM mesenchymal
chr2:20467058|20468141	chr2	20467058	20468141	intron	GBM mesenchymal
chr2:55376723|55378338	chr2	55376723	55378338	intergenic_region	GBM mesenchymal
chr2:61552510|61566816	chr2	61552510	61566816	exon	GBM mesenchymal
chr2:61610404|61622368	chr2	61610404	61622368	exon	GBM mesenchymal
chr2:112686697|112705144	chr2	112686697	112705144	exon	GBM mesenchymal
chr2:114486978|114493435	chr2	114486978	114493435	exon	GBM mesenchymal
chr2:171872511|171872761	chr2	171872511	171872761	intron	GBM mesenchymal
chr2:186815371|186951097	chr2	186815371	186951097	intergenic_region	GBM mesenchymal
chr2:186903058|186951097	chr2	186903058	186951097	intergenic_region	GBM mesenchymal
chr2:192225357|192229002	chr2	192225357	192229002	exon	GBM mesenchymal
chr2:219093461|219104207	chr2	219093461	219104207	exon	GBM mesenchymal
chr2:219249870|219252678	chr2	219249870	219252678	exon	GBM mesenchymal
chr2:231305191|231314970	chr2	231305191	231314970	exon	GBM mesenchymal
chr20:47685252|47686834	chr20	47685252	47686834	exon	GBM mesenchymal
chr20:57574398|57574864	chr20	57574398	57574864	intron	GBM mesenchymal
chr21:34931536|34945761	chr21	34931536	34945761	exon	GBM mesenchymal
