circRNA_ID	chr	circRNA_start	circRNA_end	circRNA_type	dataset
chr1:6880241|6913249	chr1	6880241	6913249	exon	healthy donors blood
chr1:6880241|6948959	chr1	6880241	6948959	intron	healthy donors blood
chr1:7837220|7838229	chr1	7837220	7838229	exon	healthy donors blood
chr1:8555123|8568734	chr1	8555123	8568734	exon	healthy donors blood
chr1:8555123|8601377	chr1	8555123	8601377	exon	healthy donors blood
chr1:8601273|8617582	chr1	8601273	8617582	exon	healthy donors blood
chr1:8601273|8674745	chr1	8601273	8674745	exon	healthy donors blood
chr1:8601273|8684439	chr1	8601273	8684439	exon	healthy donors blood
chr1:8674620|8684439	chr1	8674620	8684439	exon	healthy donors blood
chr1:8716032|8716500	chr1	8716032	8716500	exon	healthy donors blood
chr1:9013018|9013411	chr1	9013018	9013411	intron	healthy donors blood
chr1:9751525|9753629	chr1	9751525	9753629	intron	healthy donors blood
chr1:9982244|9994918	chr1	9982244	9994918	exon	healthy donors blood
chr1:9991949|9994918	chr1	9991949	9994918	exon	healthy donors blood
chr1:9991949|9995685	chr1	9991949	9995685	exon	healthy donors blood
chr1:9991949|9996685	chr1	9991949	9996685	exon	healthy donors blood
chr1:9994820|9996685	chr1	9994820	9996685	exon	healthy donors blood
chr1:9995550|9996685	chr1	9995550	9996685	exon	healthy donors blood
chr1:10032076|10041228	chr1	10032076	10041228	exon	healthy donors blood
chr1:10067628|10068332	chr1	10067628	10068332	exon	healthy donors blood
chr1:10195046|10197263	chr1	10195046	10197263	exon	healthy donors blood
chr1:10204998|10211619	chr1	10204998	10211619	exon	healthy donors blood
chr1:10209242|10211619	chr1	10209242	10211619	exon	healthy donors blood
chr1:10209242|10221344	chr1	10209242	10221344	exon	healthy donors blood
chr1:10407819|10408791	chr1	10407819	10408791	exon	healthy donors blood
chr1:10463128|10464336	chr1	10463128	10464336	exon	healthy donors blood
chr1:10463128|10468197	chr1	10463128	10468197	exon	healthy donors blood
chr1:10464218|10468197	chr1	10464218	10468197	exon	healthy donors blood
chr1:10500404|10502498	chr1	10500404	10502498	exon	healthy donors blood
chr1:10527247|10529395	chr1	10527247	10529395	exon	healthy donors blood
chr1:11076901|11077064	chr1	11076901	11077064	exon	healthy donors blood
chr1:11076901|11078748	chr1	11076901	11078748	intron	healthy donors blood
chr1:11076901|11078930	chr1	11076901	11078930	exon	healthy donors blood
chr1:11133991|11134383	chr1	11133991	11134383	exon	healthy donors blood
chr1:11133991|11137005	chr1	11133991	11137005	exon	healthy donors blood
chr1:11150611|11151654	chr1	11150611	11151654	exon	healthy donors blood
chr1:11184555|11193254	chr1	11184555	11193254	exon	healthy donors blood
chr1:12061458|12062160	chr1	12061458	12062160	exon	healthy donors blood
chr1:12335882|12338095	chr1	12335882	12338095	exon	healthy donors blood
chr1:14042036|14068652	chr1	14042036	14068652	exon	healthy donors blood
chr1:14042036|14075982	chr1	14042036	14075982	exon	healthy donors blood
chr1:14057495|14068652	chr1	14057495	14068652	exon	healthy donors blood
chr1:14095613|14099683	chr1	14095613	14099683	exon	healthy donors blood
chr1:14095613|14109326	chr1	14095613	14109326	exon	healthy donors blood
chr1:14099573|14109326	chr1	14099573	14109326	exon	healthy donors blood
chr1:14104913|14109326	chr1	14104913	14109326	exon	healthy donors blood
chr1:15855583|15863309	chr1	15855583	15863309	exon	healthy donors blood
chr1:15860732|15863309	chr1	15860732	15863309	exon	healthy donors blood
chr1:15860732|15874923	chr1	15860732	15874923	exon	healthy donors blood
chr1:15862970|15863309	chr1	15862970	15863309	exon	healthy donors blood
chr1:15890424|15890854	chr1	15890424	15890854	exon	healthy donors blood
chr1:15953164|15970145	chr1	15953164	15970145	exon	healthy donors blood
chr1:15956820|15978390	chr1	15956820	15978390	exon	healthy donors blood
chr1:15959934|15960374	chr1	15959934	15960374	exon	healthy donors blood
chr1:15964802|15970145	chr1	15964802	15970145	exon	healthy donors blood
chr1:15964802|15973479	chr1	15964802	15973479	intron	healthy donors blood
chr1:15964802|15976318	chr1	15964802	15976318	exon	healthy donors blood
chr1:15964802|15978390	chr1	15964802	15978390	exon	healthy donors blood
chr1:15970017|15976318	chr1	15970017	15976318	exon	healthy donors blood
chr1:15970017|15978390	chr1	15970017	15978390	exon	healthy donors blood
chr1:15973332|15976318	chr1	15973332	15976318	intron	healthy donors blood
chr1:15976215|15978390	chr1	15976215	15978390	exon	healthy donors blood
chr1:15983112|15987654	chr1	15983112	15987654	exon	healthy donors blood
chr1:16044388|16047883	chr1	16044388	16047883	exon	healthy donors blood
chr1:16046229|16047883	chr1	16046229	16047883	exon	healthy donors blood
chr1:16237596|16242774	chr1	16237596	16242774	exon	healthy donors blood
chr1:16242623|16248844	chr1	16242623	16248844	exon	healthy donors blood
chr1:17668438|17668897	chr1	17668438	17668897	exon	healthy donors blood
chr1:19499358|19501527	chr1	19499358	19501527	exon	healthy donors blood
chr1:19510305|19511780	chr1	19510305	19511780	exon	healthy donors blood
chr1:19519927|19523759	chr1	19519927	19523759	exon	healthy donors blood
chr1:19670852|19684057	chr1	19670852	19684057	exon	healthy donors blood
chr1:20216878|20220973	chr1	20216878	20220973	exon	healthy donors blood
chr1:20230760|20231480	chr1	20230760	20231480	exon	healthy donors blood
chr1:21064795|21100103	chr1	21064795	21100103	intergenic_region	healthy donors blood
chr1:21071237|21100103	chr1	21071237	21100103	exon	healthy donors blood
chr1:21071237|21107033	chr1	21071237	21107033	exon	healthy donors blood
chr1:21074037|21076375	chr1	21074037	21076375	exon	healthy donors blood
chr1:21076216|21076375	chr1	21076216	21076375	exon	healthy donors blood
chr1:21076216|21076468	chr1	21076216	21076468	exon	healthy donors blood
chr1:21076216|21100103	chr1	21076216	21100103	exon	healthy donors blood
chr1:21083659|21097566	chr1	21083659	21097566	exon	healthy donors blood
chr1:21083659|21100103	chr1	21083659	21100103	exon	healthy donors blood
chr1:21083659|21103243	chr1	21083659	21103243	exon	healthy donors blood
chr1:21083659|21106404	chr1	21083659	21106404	exon	healthy donors blood
chr1:21083659|21107033	chr1	21083659	21107033	exon	healthy donors blood
chr1:21091870|21100103	chr1	21091870	21100103	exon	healthy donors blood
chr1:21091870|21107033	chr1	21091870	21107033	exon	healthy donors blood
chr1:21094077|21100103	chr1	21094077	21100103	exon	healthy donors blood
chr1:21094077|21107033	chr1	21094077	21107033	exon	healthy donors blood
chr1:21097423|21100103	chr1	21097423	21100103	exon	healthy donors blood
chr1:21097423|21103243	chr1	21097423	21103243	exon	healthy donors blood
chr1:21097423|21107033	chr1	21097423	21107033	exon	healthy donors blood
chr1:21100235|21102498	chr1	21100235	21102498	exon	healthy donors blood
chr1:21101129|21102498	chr1	21101129	21102498	exon	healthy donors blood
chr1:21102217|21102498	chr1	21102217	21102498	exon	healthy donors blood
chr1:21231376|21268823	chr1	21231376	21268823	exon	healthy donors blood
chr1:21267752|21268823	chr1	21267752	21268823	exon	healthy donors blood
chr1:21267984|21268823	chr1	21267984	21268823	exon	healthy donors blood
chr1:21267984|21276604	chr1	21267984	21276604	exon	healthy donors blood
chr1:21295967|21307720	chr1	21295967	21307720	exon	healthy donors blood
chr1:21295967|21329301	chr1	21295967	21329301	exon	healthy donors blood
chr1:21295967|21437876	chr1	21295967	21437876	exon	healthy donors blood
chr1:21306827|21329301	chr1	21306827	21329301	exon	healthy donors blood
chr1:21324094|21329301	chr1	21324094	21329301	exon	healthy donors blood
chr1:21324094|21437876	chr1	21324094	21437876	exon	healthy donors blood
chr1:21327692|21329301	chr1	21327692	21329301	exon	healthy donors blood
chr1:21327692|21377487	chr1	21327692	21377487	exon	healthy donors blood
chr1:21329206|21415706	chr1	21329206	21415706	exon	healthy donors blood
chr1:21329206|21437876	chr1	21329206	21437876	exon	healthy donors blood
chr1:21377359|21415706	chr1	21377359	21415706	exon	healthy donors blood
chr1:21377359|21437876	chr1	21377359	21437876	exon	healthy donors blood
chr1:21399345|21437876	chr1	21399345	21437876	intron	healthy donors blood
chr1:21415631|21437876	chr1	21415631	21437876	exon	healthy donors blood
chr1:21546452|21548335	chr1	21546452	21548335	exon	healthy donors blood
chr1:21548240|21554534	chr1	21548240	21554534	exon	healthy donors blood
chr1:21563239|21564737	chr1	21563239	21564737	exon	healthy donors blood
chr1:21571482|21573856	chr1	21571482	21573856	exon	healthy donors blood
chr1:22007301|22021714	chr1	22007301	22021714	exon	healthy donors blood
chr1:22007301|22050588	chr1	22007301	22050588	exon	healthy donors blood
chr1:22027991|22030111	chr1	22027991	22030111	exon	healthy donors blood
chr1:22041882|22048257	chr1	22041882	22048257	exon	healthy donors blood
chr1:22041882|22050588	chr1	22041882	22050588	exon	healthy donors blood
chr1:22041882|22056325	chr1	22041882	22056325	exon	healthy donors blood
chr1:22047529|22048257	chr1	22047529	22048257	exon	healthy donors blood
chr1:22073560|22084276	chr1	22073560	22084276	exon	healthy donors blood
chr1:22074631|22078108	chr1	22074631	22078108	exon	healthy donors blood
chr1:22074631|22079612	chr1	22074631	22079612	exon	healthy donors blood
chr1:22404922|22413359	chr1	22404922	22413359	exon	healthy donors blood
chr1:22404922|22417994	chr1	22404922	22417994	exon	healthy donors blood
chr1:23356962|23366927	chr1	23356962	23366927	intron	healthy donors blood
chr1:23356962|23370979	chr1	23356962	23370979	exon	healthy donors blood
chr1:23356962|23377013	chr1	23356962	23377013	exon	healthy donors blood
chr1:23356962|23385660	chr1	23356962	23385660	exon	healthy donors blood
chr1:23376880|23385660	chr1	23376880	23385660	exon	healthy donors blood
chr1:23381562|23384058	chr1	23381562	23384058	exon	healthy donors blood
chr1:23381562|23395644	chr1	23381562	23395644	exon	healthy donors blood
chr1:23397718|23398690	chr1	23397718	23398690	exon	healthy donors blood
chr1:24077335|24079008	chr1	24077335	24079008	exon	healthy donors blood
chr1:24112165|24112913	chr1	24112165	24112913	exon	healthy donors blood
chr1:24766662|24771734	chr1	24766662	24771734	exon	healthy donors blood
chr1:24840804|24841057	chr1	24840804	24841057	exon	healthy donors blood
chr1:24840804|24857881	chr1	24840804	24857881	exon	healthy donors blood
chr1:24857708|24859744	chr1	24857708	24859744	exon	healthy donors blood
chr1:24973158|24975520	chr1	24973158	24975520	exon	healthy donors blood
chr1:24976462|24978103	chr1	24976462	24978103	exon	healthy donors blood
chr1:24993306|24996806	chr1	24993306	24996806	exon	healthy donors blood
chr1:25551493|25554726	chr1	25551493	25554726	exon	healthy donors blood
chr1:25553933|25554726	chr1	25553933	25554726	exon	healthy donors blood
chr1:25568865|25570124	chr1	25568865	25570124	exon	healthy donors blood
chr1:25568865|25570989	chr1	25568865	25570989	exon	healthy donors blood
chr1:25568865|25571792	chr1	25568865	25571792	exon	healthy donors blood
chr1:25627437|25628177	chr1	25627437	25628177	exon	healthy donors blood
chr1:25648380|25655706	chr1	25648380	25655706	exon	healthy donors blood
chr1:25666965|25669564	chr1	25666965	25669564	exon	healthy donors blood
chr1:25666965|25678184	chr1	25666965	25678184	exon	healthy donors blood
chr1:25666965|25687234	chr1	25666965	25687234	exon	healthy donors blood
chr1:25678117|25679465	chr1	25678117	25679465	exon	healthy donors blood
chr1:25678117|25683344	chr1	25678117	25683344	exon	healthy donors blood
chr1:25679373|25683344	chr1	25679373	25683344	exon	healthy donors blood
chr1:25688895|25697031	chr1	25688895	25697031	exon	healthy donors blood
chr1:25773253|25780873	chr1	25773253	25780873	exon	healthy donors blood
chr1:25773253|25785383	chr1	25773253	25785383	exon	healthy donors blood
chr1:25775299|25783322	chr1	25775299	25783322	exon	healthy donors blood
chr1:25775299|25785383	chr1	25775299	25785383	exon	healthy donors blood
chr1:25780750|25785383	chr1	25780750	25785383	exon	healthy donors blood
chr1:25784882|25785383	chr1	25784882	25785383	exon	healthy donors blood
chr1:26584088|26586293	chr1	26584088	26586293	exon	healthy donors blood
chr1:26594974|26596105	chr1	26594974	26596105	exon	healthy donors blood
chr1:26772807|26774151	chr1	26772807	26774151	exon	healthy donors blood
chr1:26780100|26789924	chr1	26780100	26789924	intron	healthy donors blood
chr1:26783658|26789924	chr1	26783658	26789924	intron	healthy donors blood
chr1:26784282|26786635	chr1	26784282	26786635	exon	healthy donors blood
chr1:26789160|26789924	chr1	26789160	26789924	intron	healthy donors blood
chr1:27056142|27059283	chr1	27056142	27059283	exon	healthy donors blood
chr1:27267948|27268309	chr1	27267948	27268309	exon	healthy donors blood
chr1:27269151|27269556	chr1	27269151	27269556	exon	healthy donors blood
chr1:27432376|27436268	chr1	27432376	27436268	exon	healthy donors blood
chr1:27739066|27755443	chr1	27739066	27755443	exon	healthy donors blood
chr1:27741327|27755443	chr1	27741327	27755443	exon	healthy donors blood
chr1:27741327|27771231	chr1	27741327	27771231	intron	healthy donors blood
chr1:27811016|27811928	chr1	27811016	27811928	intron	healthy donors blood
chr1:28075579|28086138	chr1	28075579	28086138	exon	healthy donors blood
chr1:28116073|28120143	chr1	28116073	28120143	exon	healthy donors blood
chr1:28119821|28120143	chr1	28119821	28120143	intron	healthy donors blood
chr1:28165210|28169841	chr1	28165210	28169841	exon	healthy donors blood
chr1:28200657|28201174	chr1	28200657	28201174	intron	healthy donors blood
chr1:28337458|28343750	chr1	28337458	28343750	exon	healthy donors blood
chr1:28337817|28338222	chr1	28337817	28338222	intron	healthy donors blood
chr1:28354300|28369161	chr1	28354300	28369161	exon	healthy donors blood
chr1:28354300|28374937	chr1	28354300	28374937	exon	healthy donors blood
chr1:28354300|28384605	chr1	28354300	28384605	exon	healthy donors blood
chr1:28358860|28362191	chr1	28358860	28362191	intron	healthy donors blood
chr1:28358860|28384605	chr1	28358860	28384605	intron	healthy donors blood
chr1:28362055|28365416	chr1	28362055	28365416	exon	healthy donors blood
chr1:28362055|28369161	chr1	28362055	28369161	exon	healthy donors blood
chr1:28362055|28374937	chr1	28362055	28374937	exon	healthy donors blood
chr1:28362055|28384605	chr1	28362055	28384605	exon	healthy donors blood
chr1:28365350|28369161	chr1	28365350	28369161	exon	healthy donors blood
chr1:28365350|28374937	chr1	28365350	28374937	exon	healthy donors blood
chr1:28365350|28384605	chr1	28365350	28384605	exon	healthy donors blood
chr1:28785596|28793046	chr1	28785596	28793046	exon	healthy donors blood
chr1:28800066|28800663	chr1	28800066	28800663	exon	healthy donors blood
chr1:28800066|28802803	chr1	28800066	28802803	exon	healthy donors blood
chr1:28800066|28807116	chr1	28800066	28807116	exon	healthy donors blood
chr1:28802619|28817524	chr1	28802619	28817524	exon	healthy donors blood
chr1:28815682|28819603	chr1	28815682	28819603	exon	healthy donors blood
chr1:28817463|28819603	chr1	28817463	28819603	exon	healthy donors blood
chr1:28887145|28887910	chr1	28887145	28887910	exon	healthy donors blood
chr1:28897688|28898412	chr1	28897688	28898412	exon	healthy donors blood
chr1:28907072|28907741	chr1	28907072	28907741	exon	healthy donors blood
chr1:29010095|29023596	chr1	29010095	29023596	exon	healthy donors blood
chr1:29028950|29030841	chr1	29028950	29030841	exon	healthy donors blood
chr1:29068915|29070498	chr1	29068915	29070498	exon	healthy donors blood
chr1:29313943|29314417	chr1	29313943	29314417	exon	healthy donors blood
chr1:29313943|29315341	chr1	29313943	29315341	intron	healthy donors blood
chr1:29313943|29315947	chr1	29313943	29315947	exon	healthy donors blood
chr1:29313943|29320054	chr1	29313943	29320054	exon	healthy donors blood
chr1:29313943|29323831	chr1	29313943	29323831	exon	healthy donors blood
chr1:29313943|29338419	chr1	29313943	29338419	exon	healthy donors blood
chr1:29313943|29342279	chr1	29313943	29342279	exon	healthy donors blood
chr1:29313943|29344954	chr1	29313943	29344954	exon	healthy donors blood
chr1:29313943|29365938	chr1	29313943	29365938	exon	healthy donors blood
chr1:29313960|29314417	chr1	29313960	29314417	exon	healthy donors blood
chr1:29313960|29323831	chr1	29313960	29323831	exon	healthy donors blood
chr1:29313960|29344954	chr1	29313960	29344954	exon	healthy donors blood
chr1:29313960|29365938	chr1	29313960	29365938	exon	healthy donors blood
chr1:29314216|29342279	chr1	29314216	29342279	exon	healthy donors blood
chr1:29315868|29320054	chr1	29315868	29320054	exon	healthy donors blood
chr1:29319842|29320054	chr1	29319842	29320054	exon	healthy donors blood
chr1:29319842|29323831	chr1	29319842	29323831	exon	healthy donors blood
chr1:29319842|29324086	chr1	29319842	29324086	intron	healthy donors blood
chr1:29319842|29338419	chr1	29319842	29338419	exon	healthy donors blood
chr1:29319842|29342279	chr1	29319842	29342279	exon	healthy donors blood
chr1:29319842|29356999	chr1	29319842	29356999	exon	healthy donors blood
chr1:29356912|29365938	chr1	29356912	29365938	exon	healthy donors blood
chr1:29362338|29365938	chr1	29362338	29365938	exon	healthy donors blood
chr1:29362338|29379824	chr1	29362338	29379824	exon	healthy donors blood
chr1:29362338|29391670	chr1	29362338	29391670	exon	healthy donors blood
chr1:29362338|29424447	chr1	29362338	29424447	exon	healthy donors blood
chr1:29365766|29365938	chr1	29365766	29365938	exon	healthy donors blood
chr1:29379616|29424447	chr1	29379616	29424447	exon	healthy donors blood
chr1:29385101|29391670	chr1	29385101	29391670	exon	healthy donors blood
chr1:29385101|29424447	chr1	29385101	29424447	exon	healthy donors blood
chr1:29386934|29391670	chr1	29386934	29391670	exon	healthy donors blood
chr1:29386934|29424447	chr1	29386934	29424447	exon	healthy donors blood
chr1:29386934|29442315	chr1	29386934	29442315	exon	healthy donors blood
chr1:29388664|29424447	chr1	29388664	29424447	intron	healthy donors blood
chr1:29391494|29424447	chr1	29391494	29424447	exon	healthy donors blood
chr1:29421595|29424447	chr1	29421595	29424447	intron	healthy donors blood
chr1:29422667|29424447	chr1	29422667	29424447	exon	healthy donors blood
chr1:29423798|29424447	chr1	29423798	29424447	exon	healthy donors blood
chr1:29424319|29435949	chr1	29424319	29435949	exon	healthy donors blood
chr1:29435848|29438960	chr1	29435848	29438960	exon	healthy donors blood
chr1:29435848|29442315	chr1	29435848	29442315	exon	healthy donors blood
chr1:29474592|29481422	chr1	29474592	29481422	exon	healthy donors blood
chr1:29481208|29481422	chr1	29481208	29481422	exon	healthy donors blood
chr1:31413998|31414970	chr1	31413998	31414970	exon	healthy donors blood
chr1:31437521|31437757	chr1	31437521	31437757	exon	healthy donors blood
chr1:31465237|31468067	chr1	31465237	31468067	exon	healthy donors blood
chr1:31465237|31479949	chr1	31465237	31479949	exon	healthy donors blood
chr1:31478700|31479949	chr1	31478700	31479949	exon	healthy donors blood
chr1:31532051|31532424	chr1	31532051	31532424	exon	healthy donors blood
chr1:31810022|31811895	chr1	31810022	31811895	exon	healthy donors blood
chr1:31810022|31821821	chr1	31810022	31821821	exon	healthy donors blood
chr1:32375639|32377427	chr1	32375639	32377427	exon	healthy donors blood
chr1:32377297|32381588	chr1	32377297	32381588	exon	healthy donors blood
chr1:32381492|32385259	chr1	32381492	32385259	exon	healthy donors blood
chr1:32381496|32385259	chr1	32381496	32385259	exon	healthy donors blood
chr1:32495899|32498935	chr1	32495899	32498935	exon	healthy donors blood
chr1:32495899|32499774	chr1	32495899	32499774	intron	healthy donors blood
chr1:32604780|32605465	chr1	32604780	32605465	intron	healthy donors blood
chr1:32745272|32745811	chr1	32745272	32745811	exon	healthy donors blood
chr1:32843816|32844440	chr1	32843816	32844440	exon	healthy donors blood
chr1:33097428|33099711	chr1	33097428	33099711	exon	healthy donors blood
chr1:33097428|33100393	chr1	33097428	33100393	exon	healthy donors blood
chr1:33123028|33126295	chr1	33123028	33126295	intron	healthy donors blood
chr1:33413823|33415375	chr1	33413823	33415375	exon	healthy donors blood
chr1:33478808|33480195	chr1	33478808	33480195	exon	healthy donors blood
chr1:33760538|33760906	chr1	33760538	33760906	exon	healthy donors blood
chr1:35457835|35457988	chr1	35457835	35457988	exon	healthy donors blood
chr1:35457835|35480763	chr1	35457835	35480763	exon	healthy donors blood
chr1:35457835|35496314	chr1	35457835	35496314	exon	healthy donors blood
chr1:35469569|35480763	chr1	35469569	35480763	exon	healthy donors blood
chr1:35470733|35474525	chr1	35470733	35474525	exon	healthy donors blood
chr1:35480298|35480763	chr1	35480298	35480763	exon	healthy donors blood
chr1:35480298|35485203	chr1	35480298	35485203	exon	healthy donors blood
chr1:35484954|35486068	chr1	35484954	35486068	exon	healthy donors blood
chr1:35569896|35576048	chr1	35569896	35576048	exon	healthy donors blood
chr1:35643590|35653691	chr1	35643590	35653691	exon	healthy donors blood
chr1:35758627|35761589	chr1	35758627	35761589	intron	healthy donors blood
chr1:35790961|35827390	chr1	35790961	35827390	exon	healthy donors blood
chr1:35824526|35827390	chr1	35824526	35827390	exon	healthy donors blood
chr1:35846860|35847359	chr1	35846860	35847359	exon	healthy donors blood
chr1:35879573|35881315	chr1	35879573	35881315	exon	healthy donors blood
chr1:35881067|35881315	chr1	35881067	35881315	exon	healthy donors blood
chr1:35925906|35936561	chr1	35925906	35936561	exon	healthy donors blood
chr1:35936464|35944813	chr1	35936464	35944813	exon	healthy donors blood
chr1:35940406|35944813	chr1	35940406	35944813	exon	healthy donors blood
chr1:36204737|36212593	chr1	36204737	36212593	exon	healthy donors blood
chr1:36208742|36212593	chr1	36208742	36212593	exon	healthy donors blood
chr1:36211052|36212593	chr1	36211052	36212593	exon	healthy donors blood
chr1:36213508|36215412	chr1	36213508	36215412	exon	healthy donors blood
chr1:36213508|36219537	chr1	36213508	36219537	exon	healthy donors blood
chr1:36216851|36219537	chr1	36216851	36219537	exon	healthy donors blood
chr1:36229867|36230927	chr1	36229867	36230927	exon	healthy donors blood
chr1:36282483|36288583	chr1	36282483	36288583	exon	healthy donors blood
chr1:36315758|36316654	chr1	36315758	36316654	exon	healthy donors blood
chr1:36814371|36823872	chr1	36814371	36823872	exon	healthy donors blood
chr1:36823840|36828257	chr1	36823840	36828257	exon	healthy donors blood
chr1:36826822|36828257	chr1	36826822	36828257	exon	healthy donors blood
chr1:38003273|38003613	chr1	38003273	38003613	exon	healthy donors blood
chr1:38052912|38054683	chr1	38052912	38054683	intron	healthy donors blood
chr1:38161582|38167490	chr1	38161582	38167490	exon	healthy donors blood
chr1:38166108|38169019	chr1	38166108	38169019	exon	healthy donors blood
chr1:38329984|38334286	chr1	38329984	38334286	exon	healthy donors blood
chr1:38331433|38334286	chr1	38331433	38334286	exon	healthy donors blood
chr1:38332131|38339760	chr1	38332131	38339760	exon	healthy donors blood
chr1:38348479|38357126	chr1	38348479	38357126	exon	healthy donors blood
chr1:38355229|38357126	chr1	38355229	38357126	exon	healthy donors blood
chr1:38453245|38453508	chr1	38453245	38453508	exon	healthy donors blood
chr1:38906862|38908611	chr1	38906862	38908611	intergenic_region	healthy donors blood
chr1:38906875|38908611	chr1	38906875	38908611	intergenic_region	healthy donors blood
chr1:39463843|39466778	chr1	39463843	39466778	exon	healthy donors blood
chr1:39835702|39838268	chr1	39835702	39838268	exon	healthy donors blood
chr1:39904946|39905172	chr1	39904946	39905172	exon	healthy donors blood
chr1:40525006|40527484	chr1	40525006	40527484	exon	healthy donors blood
chr1:40529899|40530231	chr1	40529899	40530231	exon	healthy donors blood
chr1:40654727|40661436	chr1	40654727	40661436	exon	healthy donors blood
chr1:40654727|40668286	chr1	40654727	40668286	exon	healthy donors blood
chr1:40654727|40688382	chr1	40654727	40688382	exon	healthy donors blood
chr1:40656444|40668286	chr1	40656444	40668286	exon	healthy donors blood
chr1:40733458|40737707	chr1	40733458	40737707	exon	healthy donors blood
chr1:40747015|40751701	chr1	40747015	40751701	exon	healthy donors blood
chr1:40980187|40981590	chr1	40980187	40981590	exon	healthy donors blood
chr1:41204508|41218918	chr1	41204508	41218918	exon	healthy donors blood
chr1:41474466|41475261	chr1	41474466	41475261	exon	healthy donors blood
chr1:41474466|41475926	chr1	41474466	41475926	exon	healthy donors blood
chr1:41536267|41541123	chr1	41536267	41541123	exon	healthy donors blood
chr1:41608550|41618413	chr1	41608550	41618413	exon	healthy donors blood
chr1:42660561|42664901	chr1	42660561	42664901	exon	healthy donors blood
chr1:42693554|42744343	chr1	42693554	42744343	exon	healthy donors blood
chr1:42730786|42744343	chr1	42730786	42744343	exon	healthy donors blood
chr1:42730786|42744455	chr1	42730786	42744455	intron	healthy donors blood
chr1:42730786|42776781	chr1	42730786	42776781	exon	healthy donors blood
chr1:42744019|42744343	chr1	42744019	42744343	exon	healthy donors blood
chr1:42744019|42744455	chr1	42744019	42744455	intron	healthy donors blood
chr1:42744019|42776781	chr1	42744019	42776781	exon	healthy donors blood
chr1:42948334|42964587	chr1	42948334	42964587	exon	healthy donors blood
chr1:43133022|43133822	chr1	43133022	43133822	intron	healthy donors blood
chr1:43239217|43241150	chr1	43239217	43241150	exon	healthy donors blood
chr1:43239234|43241150	chr1	43239234	43241150	exon	healthy donors blood
chr1:43293960|43295969	chr1	43293960	43295969	intron	healthy donors blood
chr1:43300709|43304592	chr1	43300709	43304592	exon	healthy donors blood
chr1:43830857|43831047	chr1	43830857	43831047	exon	healthy donors blood
chr1:44386076|44386600	chr1	44386076	44386600	exon	healthy donors blood
chr1:44466439|44468657	chr1	44466439	44468657	exon	healthy donors blood
chr1:44773982|44804994	chr1	44773982	44804994	exon	healthy donors blood
chr1:45443987|45444132	chr1	45443987	45444132	exon	healthy donors blood
chr1:45800063|45800639	chr1	45800063	45800639	intron	healthy donors blood
chr1:45887397|45923543	chr1	45887397	45923543	exon	healthy donors blood
chr1:45923236|45923543	chr1	45923236	45923543	exon	healthy donors blood
chr1:45923236|45940820	chr1	45923236	45940820	intron	healthy donors blood
