circRNA_ID	chr	circRNA_start	circRNA_end	circRNA_type	dataset
chr1:21306827|21329301	chr1	21306827	21329301	exon	GBM recurrent
chr1:21324094|21329301	chr1	21324094	21329301	exon	GBM recurrent
chr1:21324094|21437876	chr1	21324094	21437876	exon	GBM recurrent
chr1:21327692|21329301	chr1	21327692	21329301	exon	GBM recurrent
chr1:21377359|21437876	chr1	21377359	21437876	exon	GBM recurrent
chr1:21415631|21437876	chr1	21415631	21437876	exon	GBM recurrent
chr1:22007301|22021714	chr1	22007301	22021714	exon	GBM recurrent
chr1:22041882|22050588	chr1	22041882	22050588	exon	GBM recurrent
chr1:23356962|23377013	chr1	23356962	23377013	exon	GBM recurrent
chr1:23376880|23385660	chr1	23376880	23385660	exon	GBM recurrent
chr1:23397718|23398690	chr1	23397718	23398690	exon	GBM recurrent
chr1:25666965|25678184	chr1	25666965	25678184	exon	GBM recurrent
chr1:26584088|26586293	chr1	26584088	26586293	exon	GBM recurrent
chr1:26765968|26789924	chr1	26765968	26789924	intron	GBM recurrent
chr1:26772807|26774151	chr1	26772807	26774151	exon	GBM recurrent
chr1:27056142|27059283	chr1	27056142	27059283	exon	GBM recurrent
chr1:27269151|27269556	chr1	27269151	27269556	exon	GBM recurrent
chr1:28116073|28120143	chr1	28116073	28120143	exon	GBM recurrent
chr1:28354300|28374937	chr1	28354300	28374937	exon	GBM recurrent
chr1:28362055|28374937	chr1	28362055	28374937	exon	GBM recurrent
chr1:28800066|28802803	chr1	28800066	28802803	exon	GBM recurrent
chr1:29481208|29481422	chr1	29481208	29481422	exon	GBM recurrent
chr1:31465237|31468067	chr1	31465237	31468067	exon	GBM recurrent
chr1:31465237|31479949	chr1	31465237	31479949	exon	GBM recurrent
chr1:31810022|31821821	chr1	31810022	31821821	exon	GBM recurrent
chr1:32381496|32385259	chr1	32381496	32385259	exon	GBM recurrent
chr1:32495899|32510991	chr1	32495899	32510991	exon	GBM recurrent
chr1:33413823|33415375	chr1	33413823	33415375	exon	GBM recurrent
chr1:35824526|35827390	chr1	35824526	35827390	exon	GBM recurrent
chr1:35846860|35854683	chr1	35846860	35854683	exon	GBM recurrent
chr1:35857813|35865177	chr1	35857813	35865177	exon	GBM recurrent
chr1:35936464|35944813	chr1	35936464	35944813	exon	GBM recurrent
chr1:36826822|36828257	chr1	36826822	36828257	exon	GBM recurrent
chr1:37621192|37622594	chr1	37621192	37622594	intergenic_region	GBM recurrent
chr1:40306807|40323089	chr1	40306807	40323089	exon	GBM recurrent
chr1:40654727|40668286	chr1	40654727	40668286	exon	GBM recurrent
chr1:40872408|40875507	chr1	40872408	40875507	exon	GBM recurrent
chr1:41536267|41541123	chr1	41536267	41541123	exon	GBM recurrent
chr1:41578955|41582682	chr1	41578955	41582682	exon	GBM recurrent
chr1:42693554|42744455	chr1	42693554	42744455	intron	GBM recurrent
chr1:42693554|42776781	chr1	42693554	42776781	exon	GBM recurrent
chr1:42730786|42744343	chr1	42730786	42744343	exon	GBM recurrent
chr1:42948334|42964587	chr1	42948334	42964587	exon	GBM recurrent
chr1:42948334|43055154	chr1	42948334	43055154	exon	GBM recurrent
chr1:44773982|44804994	chr1	44773982	44804994	exon	GBM recurrent
chr1:44877653|44878394	chr1	44877653	44878394	exon	GBM recurrent
chr1:44877653|44881895	chr1	44877653	44881895	intron	GBM recurrent
chr1:45325253|45325538	chr1	45325253	45325538	intron	GBM recurrent
chr1:45553553|45553909	chr1	45553553	45553909	exon	GBM recurrent
chr1:45887397|45940820	chr1	45887397	45940820	intron	GBM recurrent
chr1:46105882|46108171	chr1	46105882	46108171	exon	GBM recurrent
chr1:46124700|46126897	chr1	46124700	46126897	exon	GBM recurrent
chr1:46521467|46546422	chr1	46521467	46546422	exon	GBM recurrent
chr1:47521076|47571933	chr1	47521076	47571933	intergenic_region	GBM recurrent
chr1:47745913|47748131	chr1	47745913	47748131	exon	GBM recurrent
chr1:47834141|47840965	chr1	47834141	47840965	exon	GBM recurrent
chr1:48821342|48825442	chr1	48821342	48825442	exon	GBM recurrent
chr1:48860939|48865316	chr1	48860939	48865316	exon	GBM recurrent
chr1:50956260|51001129	chr1	50956260	51001129	exon	GBM recurrent
chr1:51005264|51061888	chr1	51005264	51061888	exon	GBM recurrent
chr1:51032749|51061888	chr1	51032749	51061888	exon	GBM recurrent
chr1:51868107|51874004	chr1	51868107	51874004	exon	GBM recurrent
chr1:51926763|51930998	chr1	51926763	51930998	exon	GBM recurrent
chr1:52279707|52299842	chr1	52279707	52299842	exon	GBM recurrent
chr1:52293468|52299842	chr1	52293468	52299842	exon	GBM recurrent
chr1:52747333|52769597	chr1	52747333	52769597	exon	GBM recurrent
chr1:52947476|52975384	chr1	52947476	52975384	exon	GBM recurrent
chr1:52959283|52975384	chr1	52959283	52975384	exon	GBM recurrent
chr1:52975268|52992045	chr1	52975268	52992045	exon	GBM recurrent
chr1:54389577|54405770	chr1	54389577	54405770	exon	GBM recurrent
chr1:54506429|54513045	chr1	54506429	54513045	exon	GBM recurrent
chr1:59787208|59812070	chr1	59787208	59812070	exon	GBM recurrent
chr1:59787208|59844509	chr1	59787208	59844509	exon	GBM recurrent
chr1:59805630|59844509	chr1	59805630	59844509	exon	GBM recurrent
chr1:61553821|61578015	chr1	61553821	61578015	intron	GBM recurrent
chr1:62907159|62911100	chr1	62907159	62911100	exon	GBM recurrent
chr1:62920853|62943505	chr1	62920853	62943505	exon	GBM recurrent
chr1:63042933|63044637	chr1	63042933	63044637	exon	GBM recurrent
chr1:63269390|63300523	chr1	63269390	63300523	exon	GBM recurrent
chr1:63269390|63307218	chr1	63269390	63307218	exon	GBM recurrent
chr1:65830318|65831879	chr1	65830318	65831879	exon	GBM recurrent
chr1:65849876|65855310	chr1	65849876	65855310	exon	GBM recurrent
chr1:66378928|66384518	chr1	66378928	66384518	exon	GBM recurrent
chr1:67098753|67109402	chr1	67098753	67109402	exon	GBM recurrent
chr1:67356837|67371058	chr1	67356837	67371058	exon	GBM recurrent
chr1:67411833|67425426	chr1	67411833	67425426	exon	GBM recurrent
chr1:67423742|67428843	chr1	67423742	67428843	exon	GBM recurrent
chr1:70518709|70555502	chr1	70518709	70555502	exon	GBM recurrent
chr1:70518709|70573509	chr1	70518709	70573509	exon	GBM recurrent
chr1:70541760|70573509	chr1	70541760	70573509	exon	GBM recurrent
chr1:70736539|70781249	chr1	70736539	70781249	exon	GBM recurrent
chr1:72241855|72400994	chr1	72241855	72400994	exon	GBM recurrent
chr1:74701786|74737392	chr1	74701786	74737392	exon	GBM recurrent
chr1:74905174|74957950	chr1	74905174	74957950	exon	GBM recurrent
chr1:76205665|76216231	chr1	76205665	76216231	exon	GBM recurrent
chr1:76211491|76216231	chr1	76211491	76216231	exon	GBM recurrent
chr1:77752626|77763632	chr1	77752626	77763632	exon	GBM recurrent
chr1:77752626|77806253	chr1	77752626	77806253	exon	GBM recurrent
chr1:77949002|78001723	chr1	77949002	78001723	exon	GBM recurrent
chr1:78097520|78107340	chr1	78097520	78107340	intron	GBM recurrent
chr1:78097535|78107340	chr1	78097535	78107340	exon	GBM recurrent
chr1:78098800|78107340	chr1	78098800	78107340	exon	GBM recurrent
chr1:78177432|78180468	chr1	78177432	78180468	exon	GBM recurrent
chr1:78177432|78181553	chr1	78177432	78181553	exon	GBM recurrent
chr1:78183552|78191447	chr1	78183552	78191447	exon	GBM recurrent
chr1:78267016|78272786	chr1	78267016	78272786	exon	GBM recurrent
chr1:78267016|78280916	chr1	78267016	78280916	exon	GBM recurrent
chr1:78267016|78309092	chr1	78267016	78309092	exon	GBM recurrent
chr1:78324623|78332076	chr1	78324623	78332076	exon	GBM recurrent
chr1:84356004|84377046	chr1	84356004	84377046	exon	GBM recurrent
chr1:84369762|84399449	chr1	84369762	84399449	exon	GBM recurrent
chr1:84376848|84412965	chr1	84376848	84412965	exon	GBM recurrent
chr1:84383287|84408362	chr1	84383287	84408362	exon	GBM recurrent
chr1:84644860|84650865	chr1	84644860	84650865	exon	GBM recurrent
chr1:84644860|84663507	chr1	84644860	84663507	exon	GBM recurrent
chr1:84644860|84680000	chr1	84644860	84680000	exon	GBM recurrent
chr1:87181407|87185318	chr1	87181407	87185318	exon	GBM recurrent
chr1:87181407|87208119	chr1	87181407	87208119	exon	GBM recurrent
chr1:87185190|87190088	chr1	87185190	87190088	exon	GBM recurrent
chr1:89206671|89251896	chr1	89206671	89251896	exon	GBM recurrent
chr1:89236035|89251896	chr1	89236035	89251896	exon	GBM recurrent
chr1:91382197|91447927	chr1	91382197	91447927	exon	GBM recurrent
chr1:91403042|91447927	chr1	91403042	91447927	exon	GBM recurrent
chr1:92327028|92332399	chr1	92327028	92332399	exon	GBM recurrent
chr1:92508380|92511217	chr1	92508380	92511217	exon	GBM recurrent
chr1:92508380|92515977	chr1	92508380	92515977	exon	GBM recurrent
chr1:92554255|92595333	chr1	92554255	92595333	exon	GBM recurrent
chr1:92642386|92644008	chr1	92642386	92644008	exon	GBM recurrent
chr1:92798948|92811471	chr1	92798948	92811471	exon	GBM recurrent
chr1:92798948|92846430	chr1	92798948	92846430	exon	GBM recurrent
chr1:93029199|93073284	chr1	93029199	93073284	exon	GBM recurrent
chr1:93029199|93101893	chr1	93029199	93101893	exon	GBM recurrent
chr1:93070864|93101893	chr1	93070864	93101893	exon	GBM recurrent
chr1:94964158|94965170	chr1	94964158	94965170	exon	GBM recurrent
chr1:95609447|95616975	chr1	95609447	95616975	exon	GBM recurrent
chr1:95609447|95639445	chr1	95609447	95639445	exon	GBM recurrent
chr1:97839117|97848017	chr1	97839117	97848017	exon	GBM recurrent
chr1:97981282|98015300	chr1	97981282	98015300	exon	GBM recurrent
chr1:98015116|98039526	chr1	98015116	98039526	exon	GBM recurrent
chr1:98144651|98165858	chr1	98144651	98165858	intron	GBM recurrent
chr1:98144651|98187227	chr1	98144651	98187227	exon	GBM recurrent
chr1:98144651|98206035	chr1	98144651	98206035	exon	GBM recurrent
chr1:99418626|99422297	chr1	99418626	99422297	exon	GBM recurrent
chr1:100661770|100672192	chr1	100661770	100672192	exon	GBM recurrent
chr1:101379219|101440458	chr1	101379219	101440458	exon	GBM recurrent
chr1:104108057|104118162	chr1	104108057	104118162	exon	GBM recurrent
chr1:104108057|104164515	chr1	104108057	104164515	intergenic_region	GBM recurrent
chr1:104108057|104258640	chr1	104108057	104258640	intergenic_region	GBM recurrent
chr1:107866904|107867544	chr1	107866904	107867544	exon	GBM recurrent
chr1:108226110|108247683	chr1	108226110	108247683	exon	GBM recurrent
chr1:109325044|109337529	chr1	109325044	109337529	exon	GBM recurrent
chr1:109525231|109529302	chr1	109525231	109529302	exon	GBM recurrent
chr1:109878862|109888500	chr1	109878862	109888500	exon	GBM recurrent
chr1:109878862|109912211	chr1	109878862	109912211	exon	GBM recurrent
chr1:109896989|109912211	chr1	109896989	109912211	exon	GBM recurrent
chr1:110207633|110233186	chr1	110207633	110233186	intergenic_region	GBM recurrent
chr1:111690264|111703918	chr1	111690264	111703918	exon	GBM recurrent
chr1:114372214|114377061	chr1	114372214	114377061	exon	GBM recurrent
chr1:115005726|115007010	chr1	115005726	115007010	exon	GBM recurrent
chr1:117944808|117948267	chr1	117944808	117948267	exon	GBM recurrent
chr1:117944808|117957453	chr1	117944808	117957453	exon	GBM recurrent
chr1:117944808|117963271	chr1	117944808	117963271	exon	GBM recurrent
chr1:117944808|117984947	chr1	117944808	117984947	exon	GBM recurrent
chr1:117944808|118009049	chr1	117944808	118009049	exon	GBM recurrent
chr1:118003111|118045592	chr1	118003111	118045592	exon	GBM recurrent
chr1:118003111|118065559	chr1	118003111	118065559	exon	GBM recurrent
chr1:118413069|118463047	chr1	118413069	118463047	exon	GBM recurrent
chr1:118454616|118461358	chr1	118454616	118461358	exon	GBM recurrent
chr1:119573857|119588285	chr1	119573857	119588285	exon	GBM recurrent
chr1:144909869|144912294	chr1	144909869	144912294	exon	GBM recurrent
chr1:144994591|145021167	chr1	144994591	145021167	exon	GBM recurrent
chr1:145015860|145021167	chr1	145015860	145021167	exon	GBM recurrent
chr1:145592633|145595220	chr1	145592633	145595220	exon	GBM recurrent
chr1:145594039|145595220	chr1	145594039	145595220	exon	GBM recurrent
chr1:145646115|145663367	chr1	145646115	145663367	exon	GBM recurrent
chr1:146724278|146731572	chr1	146724278	146731572	exon	GBM recurrent
chr1:147120048|147131890	chr1	147120048	147131890	exon	GBM recurrent
chr1:147743964|147747505	chr1	147743964	147747505	intergenic_region	GBM recurrent
chr1:149239868|149255307	chr1	149239868	149255307	intergenic_region	GBM recurrent
chr1:149931603|149936274	chr1	149931603	149936274	exon	GBM recurrent
chr1:149936147|149937803	chr1	149936147	149937803	exon	GBM recurrent
chr1:150413399|150418877	chr1	150413399	150418877	exon	GBM recurrent
chr1:150997087|150998149	chr1	150997087	150998149	exon	GBM recurrent
chr1:150997087|150999803	chr1	150997087	150999803	exon	GBM recurrent
chr1:151060666|151090615	chr1	151060666	151090615	exon	GBM recurrent
chr1:151288049|151288985	chr1	151288049	151288985	exon	GBM recurrent
chr1:151380576|151381304	chr1	151380576	151381304	exon	GBM recurrent
chr1:151400299|151403317	chr1	151400299	151403317	exon	GBM recurrent
chr1:154213989|154218851	chr1	154213989	154218851	exon	GBM recurrent
chr1:155340295|155429689	chr1	155340295	155429689	exon	GBM recurrent
chr1:155365250|155408859	chr1	155365250	155408859	exon	GBM recurrent
chr1:155408118|155408859	chr1	155408118	155408859	exon	GBM recurrent
chr1:155408118|155429689	chr1	155408118	155429689	exon	GBM recurrent
chr1:155408118|155491409	chr1	155408118	155491409	exon	GBM recurrent
chr1:155582209|155717687	chr1	155582209	155717687	intergenic_region	GBM recurrent
chr1:155619605|155736500	chr1	155619605	155736500	intergenic_region	GBM recurrent
chr1:155631098|155743001	chr1	155631098	155743001	intergenic_region	GBM recurrent
chr1:155640111|155649303	chr1	155640111	155649303	exon	GBM recurrent
chr1:155640111|155753880	chr1	155640111	155753880	intergenic_region	GBM recurrent
chr1:155644801|155649303	chr1	155644801	155649303	exon	GBM recurrent
chr1:155644801|155650247	chr1	155644801	155650247	exon	GBM recurrent
chr1:155644801|155753880	chr1	155644801	155753880	intergenic_region	GBM recurrent
chr1:155646339|155649303	chr1	155646339	155649303	exon	GBM recurrent
chr1:155646339|155753880	chr1	155646339	155753880	intergenic_region	GBM recurrent
chr1:155686797|155695810	chr1	155686797	155695810	exon	GBM recurrent
chr1:155691308|155695810	chr1	155691308	155695810	exon	GBM recurrent
chr1:155695173|155695810	chr1	155695173	155695810	exon	GBM recurrent
chr1:155734791|155736500	chr1	155734791	155736500	exon	GBM recurrent
chr1:155740858|155743001	chr1	155740858	155743001	exon	GBM recurrent
chr1:155823067|155823597	chr1	155823067	155823597	exon	GBM recurrent
chr1:155837756|155838582	chr1	155837756	155838582	exon	GBM recurrent
chr1:155891166|155891709	chr1	155891166	155891709	exon	GBM recurrent
chr1:156303338|156304709	chr1	156303338	156304709	exon	GBM recurrent
chr1:160293221|160302347	chr1	160293221	160302347	exon	GBM recurrent
chr1:161816239|161882170	chr1	161816239	161882170	exon	GBM recurrent
chr1:168007609|168014465	chr1	168007609	168014465	exon	GBM recurrent
chr1:169947226|170001116	chr1	169947226	170001116	exon	GBM recurrent
chr1:171492360|171502100	chr1	171492360	171502100	exon	GBM recurrent
chr1:171493960|171506612	chr1	171493960	171506612	exon	GBM recurrent
chr1:171548493|171556890	chr1	171548493	171556890	exon	GBM recurrent
chr1:172011149|172017890	chr1	172011149	172017890	exon	GBM recurrent
chr1:172086672|172222822	chr1	172086672	172222822	intron	GBM recurrent
chr1:172100315|172152036	chr1	172100315	172152036	intron	GBM recurrent
chr1:172100315|172222822	chr1	172100315	172222822	exon	GBM recurrent
chr1:172356273|172357949	chr1	172356273	172357949	exon	GBM recurrent
chr1:172520652|172526934	chr1	172520652	172526934	exon	GBM recurrent
chr1:173726115|173744981	chr1	173726115	173744981	exon	GBM recurrent
chr1:176012322|176105683	chr1	176012322	176105683	exon	GBM recurrent
chr1:176050288|176085817	chr1	176050288	176085817	exon	GBM recurrent
chr1:176050288|176105683	chr1	176050288	176105683	exon	GBM recurrent
chr1:179870437|179877808	chr1	179870437	179877808	exon	GBM recurrent
chr1:179955304|179966310	chr1	179955304	179966310	exon	GBM recurrent
chr1:179955304|179975702	chr1	179955304	179975702	exon	GBM recurrent
chr1:180953813|180962561	chr1	180953813	180962561	exon	GBM recurrent
chr1:183920141|183947654	chr1	183920141	183947654	exon	GBM recurrent
chr1:185143504|185191168	chr1	185143504	185191168	exon	GBM recurrent
chr1:185171786|185191168	chr1	185171786	185191168	exon	GBM recurrent
chr1:185183639|185200840	chr1	185183639	185200840	exon	GBM recurrent
chr1:193107215|193111196	chr1	193107215	193111196	exon	GBM recurrent
chr1:193110980|193121574	chr1	193110980	193121574	exon	GBM recurrent
chr1:197144140|197161029	chr1	197144140	197161029	exon	GBM recurrent
chr1:197552282|197684204	chr1	197552282	197684204	exon	GBM recurrent
chr1:197611841|197627499	chr1	197611841	197627499	exon	GBM recurrent
chr1:197611841|197684204	chr1	197611841	197684204	exon	GBM recurrent
chr1:200729967|200784772	chr1	200729967	200784772	exon	GBM recurrent
chr1:201786216|201786413	chr1	201786216	201786413	exon	GBM recurrent
chr1:201816407|201817722	chr1	201816407	201817722	exon	GBM recurrent
chr1:204970298|204971876	chr1	204970298	204971876	exon	GBM recurrent
chr1:205585606|205593019	chr1	205585606	205593019	exon	GBM recurrent
chr1:207303516|207328403	chr1	207303516	207328403	intergenic_region	GBM recurrent
chr1:211192206|211264032	chr1	211192206	211264032	exon	GBM recurrent
chr1:211256122|211264032	chr1	211256122	211264032	exon	GBM recurrent
chr1:211526581|211527809	chr1	211526581	211527809	exon	GBM recurrent
chr1:211952260|211966532	chr1	211952260	211966532	exon	GBM recurrent
chr1:213037067|213058738	chr1	213037067	213058738	exon	GBM recurrent
chr1:213251038|213290752	chr1	213251038	213290752	exon	GBM recurrent
chr1:213251038|213341316	chr1	213251038	213341316	exon	GBM recurrent
chr1:213302870|213341316	chr1	213302870	213341316	exon	GBM recurrent
chr1:213302870|213349835	chr1	213302870	213349835	exon	GBM recurrent
chr1:213341201|213349835	chr1	213341201	213349835	exon	GBM recurrent
chr1:214169812|214185058	chr1	214169812	214185058	exon	GBM recurrent
chr1:214488105|214510283	chr1	214488105	214510283	exon	GBM recurrent
chr1:215342542|215345526	chr1	215342542	215345526	exon	GBM recurrent
chr1:215759838|215768813	chr1	215759838	215768813	exon	GBM recurrent
chr1:217622591|217671737	chr1	217622591	217671737	exon	GBM recurrent
chr1:219366424|219414650	chr1	219366424	219414650	intergenic_region	GBM recurrent
chr1:219366424|219564456	chr1	219366424	219564456	intergenic_region	GBM recurrent
chr1:220145411|220152061	chr1	220145411	220152061	exon	GBM recurrent
chr1:220310151|220313631	chr1	220310151	220313631	exon	GBM recurrent
chr1:220752696|220792097	chr1	220752696	220792097	exon	GBM recurrent
chr1:220771673|220792097	chr1	220771673	220792097	exon	GBM recurrent
chr1:222897434|222898897	chr1	222897434	222898897	exon	GBM recurrent
chr1:229593908|229601266	chr1	229593908	229601266	exon	GBM recurrent
chr1:229602381|229623360	chr1	229602381	229623360	exon	GBM recurrent
chr1:230798887|230807386	chr1	230798887	230807386	exon	GBM recurrent
chr1:230798887|230810870	chr1	230798887	230810870	exon	GBM recurrent
chr1:231079552|231097049	chr1	231079552	231097049	exon	GBM recurrent
chr1:231090079|231097049	chr1	231090079	231097049	exon	GBM recurrent
chr1:231506308|231509845	chr1	231506308	231509845	exon	GBM recurrent
chr1:231930988|231954263	chr1	231930988	231954263	exon	GBM recurrent
chr1:231954075|231954896	chr1	231954075	231954896	exon	GBM recurrent
chr1:232669236|232711361	chr1	232669236	232711361	intergenic_region	GBM recurrent
chr1:233190014|233193036	chr1	233190014	233193036	exon	GBM recurrent
chr1:233225807|233231609	chr1	233225807	233231609	exon	GBM recurrent
chr1:233225807|233314921	chr1	233225807	233314921	exon	GBM recurrent
chr1:233225807|233363117	chr1	233225807	233363117	exon	GBM recurrent
chr1:233270759|233297109	chr1	233270759	233297109	exon	GBM recurrent
chr1:233270759|233344435	chr1	233270759	233344435	exon	GBM recurrent
chr1:233270759|233372726	chr1	233270759	233372726	exon	GBM recurrent
chr1:233296029|233344435	chr1	233296029	233344435	exon	GBM recurrent
chr1:233297017|233372726	chr1	233297017	233372726	exon	GBM recurrent
chr1:233313548|233344435	chr1	233313548	233344435	exon	GBM recurrent
chr1:233313548|233363117	chr1	233313548	233363117	exon	GBM recurrent
chr1:233334685|233344435	chr1	233334685	233344435	exon	GBM recurrent
chr1:233334685|233388534	chr1	233334685	233388534	exon	GBM recurrent
chr1:233353645|233363117	chr1	233353645	233363117	exon	GBM recurrent
chr1:235357328|235377341	chr1	235357328	235377341	exon	GBM recurrent
chr1:235383108|235392700	chr1	235383108	235392700	exon	GBM recurrent
chr1:235505023|235506198	chr1	235505023	235506198	exon	GBM recurrent
chr1:235937142|235940608	chr1	235937142	235940608	exon	GBM recurrent
chr1:236332006|236343328	chr1	236332006	236343328	exon	GBM recurrent
chr1:236332006|236347206	chr1	236332006	236347206	exon	GBM recurrent
chr1:236332006|236368550	chr1	236332006	236368550	exon	GBM recurrent
chr1:236881158|236894614	chr1	236881158	236894614	exon	GBM recurrent
chr1:237532834|237632487	chr1	237532834	237632487	exon	GBM recurrent
chr1:237788961|237804302	chr1	237788961	237804302	exon	GBM recurrent
chr1:239656009|239657951	chr1	239656009	239657951	intron	GBM recurrent
chr1:240341221|240374535	chr1	240341221	240374535	exon	GBM recurrent
chr1:240351507|240374535	chr1	240351507	240374535	exon	GBM recurrent
chr1:240351507|240421332	chr1	240351507	240421332	exon	GBM recurrent
chr1:240351507|240458183	chr1	240351507	240458183	exon	GBM recurrent
chr1:240370099|240374535	chr1	240370099	240374535	exon	GBM recurrent
chr1:240370099|240421332	chr1	240370099	240421332	exon	GBM recurrent
chr1:240370099|240497529	chr1	240370099	240497529	exon	GBM recurrent
chr1:240421245|240555862	chr1	240421245	240555862	exon	GBM recurrent
chr1:240458122|240555862	chr1	240458122	240555862	exon	GBM recurrent
chr1:241031887|241033419	chr1	241031887	241033419	exon	GBM recurrent
chr1:241094017|241100006	chr1	241094017	241100006	exon	GBM recurrent
chr1:243433394|243449699	chr1	243433394	243449699	exon	GBM recurrent
chr1:243456393|243493994	chr1	243456393	243493994	exon	GBM recurrent
chr1:243456393|243589860	chr1	243456393	243589860	exon	GBM recurrent
chr1:243471291|243589860	chr1	243471291	243589860	exon	GBM recurrent
chr1:243480057|243589860	chr1	243480057	243589860	exon	GBM recurrent
chr1:243579004|243589860	chr1	243579004	243589860	exon	GBM recurrent
chr1:243708812|243736350	chr1	243708812	243736350	exon	GBM recurrent
chr1:243708812|243801044	chr1	243708812	243801044	exon	GBM recurrent
chr1:243708812|243859018	chr1	243708812	243859018	exon	GBM recurrent
chr1:243727022|243859018	chr1	243727022	243859018	exon	GBM recurrent
chr1:243776973|243801044	chr1	243776973	243801044	exon	GBM recurrent
chr1:243776973|243828185	chr1	243776973	243828185	exon	GBM recurrent
chr1:243776973|243859018	chr1	243776973	243859018	exon	GBM recurrent
chr1:243846499|244006584	chr1	243846499	244006584	intron	GBM recurrent
chr1:245006437|245012158	chr1	245006437	245012158	exon	GBM recurrent
chr1:245180544|245246990	chr1	245180544	245246990	exon	GBM recurrent
chr1:246078832|246093239	chr1	246078832	246093239	exon	GBM recurrent
chr1:247302018|247323115	chr1	247302018	247323115	exon	GBM recurrent
chr1:247318868|247323115	chr1	247318868	247323115	intron	GBM recurrent
chr1:247319708|247323115	chr1	247319708	247323115	exon	GBM recurrent
chr1:247320302|247323115	chr1	247320302	247323115	exon	GBM recurrent
chr1:247322308|247323115	chr1	247322308	247323115	exon	GBM recurrent
chr1:248023919|248031365	chr1	248023919	248031365	exon	GBM recurrent
chr10:225934|267296	chr10	225934	267296	exon	GBM recurrent
chr10:225934|295028	chr10	225934	295028	exon	GBM recurrent
chr10:309144|309598	chr10	309144	309598	intergenic_region	GBM recurrent
chr10:412215|430086	chr10	412215	430086	exon	GBM recurrent
chr10:875325|890995	chr10	875325	890995	exon	GBM recurrent
chr10:1118056|1142186	chr10	1118056	1142186	exon	GBM recurrent
chr10:3201106|3202522	chr10	3201106	3202522	exon	GBM recurrent
chr10:4872867|4915499	chr10	4872867	4915499	intergenic_region	GBM recurrent
chr10:5741488|5756170	chr10	5741488	5756170	exon	GBM recurrent
chr10:5827105|5842668	chr10	5827105	5842668	exon	GBM recurrent
chr10:5836848|5842668	chr10	5836848	5842668	exon	GBM recurrent
chr10:7262373|7327916	chr10	7262373	7327916	exon	GBM recurrent
chr10:7269817|7327916	chr10	7269817	7327916	exon	GBM recurrent
chr10:7285520|7327916	chr10	7285520	7327916	exon	GBM recurrent
chr10:7318854|7327916	chr10	7318854	7327916	exon	GBM recurrent
chr10:7839010|7844817	chr10	7839010	7844817	exon	GBM recurrent
