circRNA_ID	chr	circRNA_start	circRNA_end	circRNA_type	dataset
chr1:32381496|32385259	chr1	32381496	32385259	exon	GBM primary
chr1:32495899|32510991	chr1	32495899	32510991	exon	GBM primary
chr1:33413823|33415375	chr1	33413823	33415375	exon	GBM primary
chr1:33760538|33760906	chr1	33760538	33760906	exon	GBM primary
chr1:35824526|35827390	chr1	35824526	35827390	exon	GBM primary
chr1:35879573|35881315	chr1	35879573	35881315	exon	GBM primary
chr1:35940406|35944813	chr1	35940406	35944813	exon	GBM primary
chr1:41536267|41541123	chr1	41536267	41541123	exon	GBM primary
chr1:42730786|42744343	chr1	42730786	42744343	exon	GBM primary
chr1:42946132|42964587	chr1	42946132	42964587	exon	GBM primary
chr1:44386076|44387310	chr1	44386076	44387310	exon	GBM primary
chr1:44773982|44804994	chr1	44773982	44804994	exon	GBM primary
chr1:45340350|45341367	chr1	45340350	45341367	exon	GBM primary
chr1:45796188|45800183	chr1	45796188	45800183	exon	GBM primary
chr1:46105882|46108171	chr1	46105882	46108171	exon	GBM primary
chr1:47745913|47748131	chr1	47745913	47748131	exon	GBM primary
chr1:48593580|48594245	chr1	48593580	48594245	exon	GBM primary
chr1:48821342|48825442	chr1	48821342	48825442	exon	GBM primary
chr1:48850981|48869554	chr1	48850981	48869554	exon	GBM primary
chr1:48860939|48865316	chr1	48860939	48865316	exon	GBM primary
chr1:51253672|51323669	chr1	51253672	51323669	exon	GBM primary
chr1:52959283|52975384	chr1	52959283	52975384	exon	GBM primary
chr1:53699214|53701307	chr1	53699214	53701307	exon	GBM primary
chr1:59787208|59812070	chr1	59787208	59812070	exon	GBM primary
chr1:59787208|59844509	chr1	59787208	59844509	exon	GBM primary
chr1:59805630|59844509	chr1	59805630	59844509	exon	GBM primary
chr1:61291008|61292257	chr1	61291008	61292257	exon	GBM primary
chr1:65047839|65099943	chr1	65047839	65099943	exon	GBM primary
chr1:65131740|65141666	chr1	65131740	65141666	exon	GBM primary
chr1:65830318|65831879	chr1	65830318	65831879	exon	GBM primary
chr1:67337053|67371058	chr1	67337053	67371058	exon	GBM primary
chr1:67356837|67371058	chr1	67356837	67371058	exon	GBM primary
chr1:67423742|67428843	chr1	67423742	67428843	exon	GBM primary
chr1:70742448|70781249	chr1	70742448	70781249	exon	GBM primary
chr1:70758071|70781249	chr1	70758071	70781249	exon	GBM primary
chr1:78177432|78181553	chr1	78177432	78181553	exon	GBM primary
chr1:78183552|78191447	chr1	78183552	78191447	exon	GBM primary
chr1:78268955|78279552	chr1	78268955	78279552	exon	GBM primary
chr1:84376848|84412965	chr1	84376848	84412965	exon	GBM primary
chr1:85816098|85824530	chr1	85816098	85824530	exon	GBM primary
chr1:89236035|89251896	chr1	89236035	89251896	exon	GBM primary
chr1:92798948|92846430	chr1	92798948	92846430	exon	GBM primary
chr1:93029199|93170301	chr1	93029199	93170301	exon	GBM primary
chr1:93131496|93170301	chr1	93131496	93170301	exon	GBM primary
chr1:95609447|95616975	chr1	95609447	95616975	exon	GBM primary
chr1:97235259|97250810	chr1	97235259	97250810	exon	GBM primary
chr1:104108057|104118162	chr1	104108057	104118162	exon	GBM primary
chr1:106580972|106590968	chr1	106580972	106590968	exon	GBM primary
chr1:108226110|108247683	chr1	108226110	108247683	exon	GBM primary
chr1:109859472|109860591	chr1	109859472	109860591	exon	GBM primary
chr1:113098490|113159517	chr1	113098490	113159517	exon	GBM primary
chr1:113196220|113202401	chr1	113196220	113202401	exon	GBM primary
chr1:115005726|115007010	chr1	115005726	115007010	exon	GBM primary
chr1:117944808|117957453	chr1	117944808	117957453	exon	GBM primary
chr1:117944808|117963271	chr1	117944808	117963271	exon	GBM primary
chr1:117944808|117984947	chr1	117944808	117984947	exon	GBM primary
chr1:117944808|118009049	chr1	117944808	118009049	exon	GBM primary
chr1:145319624|145323705	chr1	145319624	145323705	intron	GBM primary
chr1:146724278|146731572	chr1	146724278	146731572	exon	GBM primary
chr1:149936147|149937803	chr1	149936147	149937803	exon	GBM primary
chr1:150997087|150998149	chr1	150997087	150998149	exon	GBM primary
chr1:151089868|151090615	chr1	151089868	151090615	exon	GBM primary
chr1:151139410|151139890	chr1	151139410	151139890	exon	GBM primary
chr1:151395873|151403317	chr1	151395873	151403317	exon	GBM primary
chr1:151400299|151414681	chr1	151400299	151414681	exon	GBM primary
chr1:154145384|154145677	chr1	154145384	154145677	exon	GBM primary
chr1:154207067|154207767	chr1	154207067	154207767	exon	GBM primary
chr1:155408118|155408859	chr1	155408118	155408859	exon	GBM primary
chr1:155408118|155429689	chr1	155408118	155429689	exon	GBM primary
chr1:155640111|155649303	chr1	155640111	155649303	exon	GBM primary
chr1:155640111|155753880	chr1	155640111	155753880	intergenic_region	GBM primary
chr1:155646339|155649303	chr1	155646339	155649303	exon	GBM primary
chr1:155646339|155753880	chr1	155646339	155753880	intergenic_region	GBM primary
chr1:155823067|155823597	chr1	155823067	155823597	exon	GBM primary
chr1:164776779|164790863	chr1	164776779	164790863	exon	GBM primary
chr1:169947226|170001116	chr1	169947226	170001116	exon	GBM primary
chr1:170688867|170699489	chr1	170688867	170699489	exon	GBM primary
chr1:173129317|173144339	chr1	173129317	173144339	intergenic_region	GBM primary
chr1:176012322|176015460	chr1	176012322	176015460	exon	GBM primary
chr1:176012322|176055026	chr1	176012322	176055026	exon	GBM primary
chr1:179989084|179990144	chr1	179989084	179990144	exon	GBM primary
chr1:180366651|180399397	chr1	180366651	180399397	exon	GBM primary
chr1:180953813|180962561	chr1	180953813	180962561	exon	GBM primary
chr1:180953813|180974599	chr1	180953813	180974599	exon	GBM primary
chr1:185183639|185200840	chr1	185183639	185200840	exon	GBM primary
chr1:186420311|186439527	chr1	186420311	186439527	intergenic_region	GBM primary
chr1:186862143|186880521	chr1	186862143	186880521	exon	GBM primary
chr1:193110980|193121574	chr1	193110980	193121574	exon	GBM primary
chr1:197611841|197627499	chr1	197611841	197627499	exon	GBM primary
chr1:202394694|202400747	chr1	202394694	202400747	exon	GBM primary
chr1:202418117|202465950	chr1	202418117	202465950	exon	GBM primary
chr1:203676137|203677232	chr1	203676137	203677232	exon	GBM primary
chr1:205585606|205593019	chr1	205585606	205593019	exon	GBM primary
chr1:211192206|211264032	chr1	211192206	211264032	exon	GBM primary
chr1:211526581|211527809	chr1	211526581	211527809	exon	GBM primary
chr1:213251038|213290752	chr1	213251038	213290752	exon	GBM primary
chr1:214169812|214185058	chr1	214169812	214185058	exon	GBM primary
chr1:224142179|224149975	chr1	224142179	224149975	exon	GBM primary
chr1:227327277|227335260	chr1	227327277	227335260	exon	GBM primary
chr1:231090079|231097049	chr1	231090079	231097049	exon	GBM primary
chr1:231506308|231509845	chr1	231506308	231509845	exon	GBM primary
chr1:233225807|233231609	chr1	233225807	233231609	exon	GBM primary
chr1:240370099|240421332	chr1	240370099	240421332	exon	GBM primary
chr1:240370099|240458183	chr1	240370099	240458183	exon	GBM primary
chr1:240370099|240497529	chr1	240370099	240497529	exon	GBM primary
chr1:240421245|240519208	chr1	240421245	240519208	exon	GBM primary
chr1:240421245|240601510	chr1	240421245	240601510	exon	GBM primary
chr1:240458122|240601510	chr1	240458122	240601510	exon	GBM primary
chr1:241031887|241033419	chr1	241031887	241033419	exon	GBM primary
chr1:243579004|243589860	chr1	243579004	243589860	exon	GBM primary
chr1:243708812|243736350	chr1	243708812	243736350	exon	GBM primary
chr1:245006437|245012158	chr1	245006437	245012158	exon	GBM primary
chr1:245165423|245180628	chr1	245165423	245180628	exon	GBM primary
chr1:245165423|245185598	chr1	245165423	245185598	intron	GBM primary
chr1:245165423|245222760	chr1	245165423	245222760	exon	GBM primary
chr1:245180544|245246990	chr1	245180544	245246990	exon	GBM primary
chr1:246704240|246714604	chr1	246704240	246714604	exon	GBM primary
chr1:247318868|247323115	chr1	247318868	247323115	intron	GBM primary
chr1:247319708|247323115	chr1	247319708	247323115	exon	GBM primary
chr1:247322308|247323115	chr1	247322308	247323115	exon	GBM primary
chr10:3201106|3202522	chr10	3201106	3202522	exon	GBM primary
chr10:5741488|5756170	chr10	5741488	5756170	exon	GBM primary
chr10:5815805|5842668	chr10	5815805	5842668	exon	GBM primary
chr10:7285520|7327916	chr10	7285520	7327916	exon	GBM primary
chr10:7318854|7327916	chr10	7318854	7327916	exon	GBM primary
chr10:15858834|15889942	chr10	15858834	15889942	exon	GBM primary
chr10:15875629|15889942	chr10	15875629	15889942	exon	GBM primary
chr10:17746430|17747740	chr10	17746430	17747740	exon	GBM primary
chr10:21246660|21250708	chr10	21246660	21250708	intron	GBM primary
chr10:27047991|27059274	chr10	27047991	27059274	exon	GBM primary
chr10:31644073|31676195	chr10	31644073	31676195	exon	GBM primary
chr10:31644073|31676727	chr10	31644073	31676727	exon	GBM primary
chr10:31661947|31676727	chr10	31661947	31676727	exon	GBM primary
chr10:31661947|31750166	chr10	31661947	31750166	exon	GBM primary
chr10:31676053|31750166	chr10	31676053	31750166	exon	GBM primary
chr10:32096728|32097641	chr10	32096728	32097641	exon	GBM primary
chr10:32197100|32199491	chr10	32197100	32199491	exon	GBM primary
chr10:32740520|32762951	chr10	32740520	32762951	exon	GBM primary
chr10:32832228|32873232	chr10	32832228	32873232	exon	GBM primary
chr10:70152895|70154208	chr10	70152895	70154208	exon	GBM primary
chr10:70227880|70229920	chr10	70227880	70229920	exon	GBM primary
chr10:70246901|70263452	chr10	70246901	70263452	exon	GBM primary
chr10:75296027|75299351	chr10	75296027	75299351	exon	GBM primary
chr10:76598441|76603236	chr10	76598441	76603236	exon	GBM primary
chr10:81459935|81587113	chr10	81459935	81587113	intergenic_region	GBM primary
chr10:86198268|86237420	chr10	86198268	86237420	exon	GBM primary
chr10:90653628|90665417	chr10	90653628	90665417	exon	GBM primary
chr10:90661413|90682193	chr10	90661413	90682193	exon	GBM primary
chr10:99196174|99197507	chr10	99196174	99197507	exon	GBM primary
chr10:103427643|103436193	chr10	103427643	103436193	exon	GBM primary
chr10:103552596|103570071	chr10	103552596	103570071	exon	GBM primary
chr10:105197772|105198565	chr10	105197772	105198565	exon	GBM primary
chr10:105767935|105778666	chr10	105767935	105778666	exon	GBM primary
chr10:112356156|112358048	chr10	112356156	112358048	exon	GBM primary
chr10:112723883|112745523	chr10	112723883	112745523	exon	GBM primary
chr10:116879949|116889297	chr10	116879949	116889297	exon	GBM primary
chr10:116879949|116931050	chr10	116879949	116931050	exon	GBM primary
chr10:116879949|116975638	chr10	116879949	116975638	exon	GBM primary
chr10:117185760|117228839	chr10	117185760	117228839	exon	GBM primary
chr10:117221451|117228839	chr10	117221451	117228839	exon	GBM primary
chr10:117221451|117278834	chr10	117221451	117278834	exon	GBM primary
chr10:123298106|123325218	chr10	123298106	123325218	exon	GBM primary
chr11:1000432|1003804	chr11	1000432	1003804	exon	GBM primary
chr11:8435042|8486369	chr11	8435042	8486369	exon	GBM primary
chr11:8457041|8486369	chr11	8457041	8486369	exon	GBM primary
chr11:9424837|9431633	chr11	9424837	9431633	exon	GBM primary
chr11:16117542|16133469	chr11	16117542	16133469	exon	GBM primary
chr11:16205432|16208501	chr11	16205432	16208501	exon	GBM primary
chr11:18312989|18314523	chr11	18312989	18314523	exon	GBM primary
chr11:28420335|28445911	chr11	28420335	28445911	exon	GBM primary
chr11:32948703|32956981	chr11	32948703	32956981	exon	GBM primary
chr11:33307959|33309057	chr11	33307959	33309057	exon	GBM primary
chr11:36103203|36120011	chr11	36103203	36120011	exon	GBM primary
chr11:36248635|36248980	chr11	36248635	36248980	exon	GBM primary
chr11:41244347|41244558	chr11	41244347	41244558	exon	GBM primary
chr11:46098305|46113774	chr11	46098305	46113774	exon	GBM primary
chr11:46333876|46334470	chr11	46333876	46334470	exon	GBM primary
chr11:57258697|57259335	chr11	57258697	57259335	exon	GBM primary
chr11:59426339|59426942	chr11	59426339	59426942	exon	GBM primary
chr11:61133517|61135470	chr11	61133517	61135470	exon	GBM primary
chr11:66583524|66595835	chr11	66583524	66595835	exon	GBM primary
chr11:72695133|72700142	chr11	72695133	72700142	exon	GBM primary
chr11:73418465|73429935	chr11	73418465	73429935	exon	GBM primary
chr11:73418465|73431944	chr11	73418465	73431944	exon	GBM primary
chr11:77330651|77336863	chr11	77330651	77336863	exon	GBM primary
chr11:85685751|85742653	chr11	85685751	85742653	exon	GBM primary
chr11:85707869|85714494	chr11	85707869	85714494	exon	GBM primary
chr11:85707869|85742653	chr11	85707869	85742653	exon	GBM primary
chr11:85733410|85742653	chr11	85733410	85742653	exon	GBM primary
chr11:86778736|86802437	chr11	86778736	86802437	exon	GBM primary
chr11:92085262|92088570	chr11	92085262	92088570	exon	GBM primary
chr11:94178976|94180604	chr11	94178976	94180604	exon	GBM primary
chr11:103090644|103093815	chr11	103090644	103093815	exon	GBM primary
chr11:103173822|103182762	chr11	103173822	103182762	exon	GBM primary
chr11:103173822|103194718	chr11	103173822	103194718	exon	GBM primary
chr11:108098322|108100050	chr11	108098322	108100050	exon	GBM primary
chr11:115080294|115111140	chr11	115080294	115111140	exon	GBM primary
chr11:117023157|117034608	chr11	117023157	117034608	exon	GBM primary
chr11:117030650|117034608	chr11	117030650	117034608	exon	GBM primary
chr11:118422501|118430579	chr11	118422501	118430579	exon	GBM primary
chr11:120276827|120278532	chr11	120276827	120278532	exon	GBM primary
chr11:120276827|120280159	chr11	120276827	120280159	exon	GBM primary
chr11:120343759|120348235	chr11	120343759	120348235	exon	GBM primary
chr11:120345269|120348235	chr11	120345269	120348235	exon	GBM primary
chr11:120346049|120348235	chr11	120346049	120348235	exon	GBM primary
chr11:120524394|120531109	chr11	120524394	120531109	exon	GBM primary
chr11:120916383|120930794	chr11	120916383	120930794	exon	GBM primary
chr11:130130751|130131824	chr11	130130751	130131824	exon	GBM primary
chr11:133520482|133523742	chr11	133520482	133523742	intergenic_region	GBM primary
chr12:459787|463400	chr12	459787	463400	exon	GBM primary
chr12:1034616|1036429	chr12	1034616	1036429	exon	GBM primary
chr12:1399018|1481143	chr12	1399018	1481143	exon	GBM primary
chr12:2929252|2930958	chr12	2929252	2930958	exon	GBM primary
chr12:6619445|6619698	chr12	6619445	6619698	intron	GBM primary
chr12:12022358|12022903	chr12	12022358	12022903	exon	GBM primary
chr12:12397196|12397589	chr12	12397196	12397589	exon	GBM primary
chr12:19615444|19626289	chr12	19615444	19626289	exon	GBM primary
chr12:27149675|27152609	chr12	27149675	27152609	exon	GBM primary
chr12:27521195|27523163	chr12	27521195	27523163	exon	GBM primary
chr12:27867713|27877119	chr12	27867713	27877119	exon	GBM primary
chr12:28408514|28460682	chr12	28408514	28460682	exon	GBM primary
chr12:32751431|32764217	chr12	32751431	32764217	exon	GBM primary
chr12:32861087|32871697	chr12	32861087	32871697	exon	GBM primary
chr12:40422103|40442012	chr12	40422103	40442012	exon	GBM primary
chr12:40422103|40486735	chr12	40422103	40486735	intron	GBM primary
chr12:42604157|42604482	chr12	42604157	42604482	exon	GBM primary
chr12:42745687|42792796	chr12	42745687	42792796	exon	GBM primary
chr12:50488220|50490755	chr12	50488220	50490755	exon	GBM primary
chr12:57927736|57928235	chr12	57927736	57928235	exon	GBM primary
chr12:69109407|69121169	chr12	69109407	69121169	exon	GBM primary
chr12:69210592|69218431	chr12	69210592	69218431	exon	GBM primary
chr12:69644909|69656342	chr12	69644909	69656342	exon	GBM primary
chr12:69983265|69987393	chr12	69983265	69987393	exon	GBM primary
chr12:70193989|70195501	chr12	70193989	70195501	exon	GBM primary
chr12:70671912|70713144	chr12	70671912	70713144	exon	GBM primary
chr12:80187643|80215970	chr12	80187643	80215970	exon	GBM primary
chr12:81593120|81627250	chr12	81593120	81627250	exon	GBM primary
chr12:89860547|89866052	chr12	89860547	89866052	exon	GBM primary
chr12:93221688|93246801	chr12	93221688	93246801	exon	GBM primary
chr12:96717726|96728643	chr12	96717726	96728643	exon	GBM primary
chr12:97157929|97222866	chr12	97157929	97222866	exon	GBM primary
chr12:97180575|97303673	chr12	97180575	97303673	intergenic_region	GBM primary
chr12:97886239|97954825	chr12	97886239	97954825	exon	GBM primary
chr12:100166700|100175875	chr12	100166700	100175875	exon	GBM primary
chr12:100676721|100691953	chr12	100676721	100691953	exon	GBM primary
chr12:107002575|107048129	chr12	107002575	107048129	exon	GBM primary
chr12:108136974|108140201	chr12	108136974	108140201	exon	GBM primary
chr12:109046048|109048186	chr12	109046048	109048186	exon	GBM primary
chr12:110566755|110584853	chr12	110566755	110584853	exon	GBM primary
chr12:111990084|111993723	chr12	111990084	111993723	exon	GBM primary
chr12:111991962|111993723	chr12	111991962	111993723	exon	GBM primary
chr12:112371690|112376014	chr12	112371690	112376014	exon	GBM primary
chr12:112616735|112617201	chr12	112616735	112617201	exon	GBM primary
chr12:116534474|116549317	chr12	116534474	116549317	exon	GBM primary
chr12:116668338|116675510	chr12	116668338	116675510	exon	GBM primary
chr12:120592774|120593523	chr12	120592774	120593523	exon	GBM primary
chr12:120995085|120995485	chr12	120995085	120995485	exon	GBM primary
chr12:121220458|121222396	chr12	121220458	121222396	exon	GBM primary
chr12:122090634|122091165	chr12	122090634	122091165	exon	GBM primary
chr12:122773036|122801402	chr12	122773036	122801402	exon	GBM primary
chr12:123983091|123984083	chr12	123983091	123984083	exon	GBM primary
chr12:124071294|124074996	chr12	124071294	124074996	exon	GBM primary
chr12:129299320|129299615	chr12	129299320	129299615	exon	GBM primary
chr13:20409617|20413125	chr13	20409617	20413125	exon	GBM primary
chr13:20625573|20641530	chr13	20625573	20641530	exon	GBM primary
chr13:21305980|21306260	chr13	21305980	21306260	exon	GBM primary
chr13:21742127|21742538	chr13	21742127	21742538	exon	GBM primary
chr13:21955573|21965993	chr13	21955573	21965993	exon	GBM primary
chr13:23927924|23945304	chr13	23927924	23945304	exon	GBM primary
chr13:24164289|24200931	chr13	24164289	24200931	exon	GBM primary
chr13:28748409|28771483	chr13	28748409	28771483	exon	GBM primary
chr13:28830429|28835595	chr13	28830429	28835595	exon	GBM primary
chr13:30782714|30857928	chr13	30782714	30857928	exon	GBM primary
chr13:31789188|31803431	chr13	31789188	31803431	exon	GBM primary
chr13:33091994|33101669	chr13	33091994	33101669	exon	GBM primary
chr13:33306238|33309467	chr13	33306238	33309467	exon	GBM primary
chr13:35782837|35806756	chr13	35782837	35806756	exon	GBM primary
chr13:36396866|36410278	chr13	36396866	36410278	exon	GBM primary
chr13:40293373|40301685	chr13	40293373	40301685	exon	GBM primary
chr13:41826781|41835051	chr13	41826781	41835051	exon	GBM primary
chr13:42439872|42442613	chr13	42439872	42442613	exon	GBM primary
chr13:49741380|49749677	chr13	49741380	49749677	exon	GBM primary
chr13:49771013|49772710	chr13	49771013	49772710	exon	GBM primary
chr13:49951103|49957077	chr13	49951103	49957077	exon	GBM primary
chr13:61013822|61041513	chr13	61013822	61041513	exon	GBM primary
chr13:76134889|76143643	chr13	76134889	76143643	exon	GBM primary
chr13:78293667|78327493	chr13	78293667	78327493	exon	GBM primary
chr13:96263699|96264431	chr13	96263699	96264431	exon	GBM primary
chr13:96409898|96416207	chr13	96409898	96416207	exon	GBM primary
chr13:96622366|96648389	chr13	96622366	96648389	exon	GBM primary
chr13:100909849|100925600	chr13	100909849	100925600	exon	GBM primary
chr13:100909849|100962162	chr13	100909849	100962162	exon	GBM primary
chr13:100909849|100992513	chr13	100909849	100992513	exon	GBM primary
chr13:100982815|101020828	chr13	100982815	101020828	exon	GBM primary
chr13:114240089|114294690	chr13	114240089	114294690	exon	GBM primary
chr13:114806476|114839312	chr13	114806476	114839312	exon	GBM primary
chr14:20820404|20822406	chr14	20820404	20822406	exon	GBM primary
chr14:21698478|21702388	chr14	21698478	21702388	exon	GBM primary
chr14:21971316|21972024	chr14	21971316	21972024	exon	GBM primary
chr14:23375404|23380612	chr14	23375404	23380612	exon	GBM primary
chr14:23378692|23380612	chr14	23378692	23380612	exon	GBM primary
chr14:23550957|23559842	chr14	23550957	23559842	exon	GBM primary
chr14:31596991|31602881	chr14	31596991	31602881	exon	GBM primary
chr14:32559708|32563592	chr14	32559708	32563592	exon	GBM primary
chr14:32559708|32586493	chr14	32559708	32586493	exon	GBM primary
chr14:33684388|33684793	chr14	33684388	33684793	exon	GBM primary
chr14:34394824|34400421	chr14	34394824	34400421	exon	GBM primary
chr14:35020920|35024118	chr14	35020920	35024118	intergenic_region	GBM primary
chr14:35331250|35331528	chr14	35331250	35331528	exon	GBM primary
chr14:39648295|39648666	chr14	39648295	39648666	exon	GBM primary
chr14:50292585|50298079	chr14	50292585	50298079	exon	GBM primary
chr14:50616726|50616948	chr14	50616726	50616948	exon	GBM primary
chr14:52977958|53011089	chr14	52977958	53011089	exon	GBM primary
chr14:53003437|53011089	chr14	53003437	53011089	exon	GBM primary
chr14:55168780|55169298	chr14	55168780	55169298	exon	GBM primary
chr14:56083235|56086030	chr14	56083235	56086030	exon	GBM primary
chr14:57696452|57700750	chr14	57696452	57700750	exon	GBM primary
chr14:58718837|58724716	chr14	58718837	58724716	exon	GBM primary
chr14:66028055|66028484	chr14	66028055	66028484	exon	GBM primary
chr14:70442432|70461197	chr14	70442432	70461197	exon	GBM primary
chr14:71880665|71996087	chr14	71880665	71996087	exon	GBM primary
chr14:73614503|73614802	chr14	73614503	73614802	exon	GBM primary
chr14:75576388|75577074	chr14	75576388	75577074	exon	GBM primary
chr14:76349028|76368567	chr14	76349028	76368567	exon	GBM primary
chr14:76633006|76647192	chr14	76633006	76647192	exon	GBM primary
chr14:80963812|80997230	chr14	80963812	80997230	exon	GBM primary
chr14:81209419|81244390	chr14	81209419	81244390	exon	GBM primary
chr14:88883055|88899556	chr14	88883055	88899556	exon	GBM primary
chr14:97299804|97327072	chr14	97299804	97327072	exon	GBM primary
chr14:97312432|97322923	chr14	97312432	97322923	exon	GBM primary
chr14:99924616|99932150	chr14	99924616	99932150	exon	GBM primary
chr14:101403740|101417831	chr14	101403740	101417831	exon	GBM primary
chr14:102486230|102489217	chr14	102486230	102489217	exon	GBM primary
chr14:102506573|102507010	chr14	102506573	102507010	exon	GBM primary
chr14:105692406|105693097	chr14	105692406	105693097	exon	GBM primary
chr15:25650608|25657118	chr15	25650608	25657118	exon	GBM primary
chr15:30053342|30065560	chr15	30053342	30065560	exon	GBM primary
chr15:33149216|33194241	chr15	33149216	33194241	exon	GBM primary
chr15:40678563|40684224	chr15	40678563	40684224	exon	GBM primary
chr15:41361768|41362745	chr15	41361768	41362745	exon	GBM primary
chr15:41648237|41668026	chr15	41648237	41668026	exon	GBM primary
chr15:41961026|41962156	chr15	41961026	41962156	exon	GBM primary
chr15:42553156|42560230	chr15	42553156	42560230	exon	GBM primary
chr15:43120126|43132631	chr15	43120126	43132631	exon	GBM primary
chr15:43627894|43641243	chr15	43627894	43641243	exon	GBM primary
chr15:44620883|44673174	chr15	44620883	44673174	exon	GBM primary
chr15:44624186|44673174	chr15	44624186	44673174	exon	GBM primary
chr15:44776422|44783197	chr15	44776422	44783197	exon	GBM primary
chr15:47101019|47116649	chr15	47101019	47116649	intergenic_region	GBM primary
chr15:49528048|49531564	chr15	49528048	49531564	exon	GBM primary
chr15:49528048|49584734	chr15	49528048	49584734	exon	GBM primary
chr15:50592986|50593565	chr15	50592986	50593565	exon	GBM primary
chr15:56665639|56704634	chr15	56665639	56704634	exon	GBM primary
chr15:56680670|56687032	chr15	56680670	56687032	exon	GBM primary
chr15:59204762|59209198	chr15	59204762	59209198	exon	GBM primary
chr15:62299507|62306191	chr15	62299507	62306191	exon	GBM primary
chr15:63845914|63855207	chr15	63845914	63855207	exon	GBM primary
chr15:63988323|64008672	chr15	63988323	64008672	exon	GBM primary
chr15:64791492|64792365	chr15	64791492	64792365	exon	GBM primary
chr15:65471272|65472542	chr15	65471272	65472542	exon	GBM primary
chr15:66599162|66601182	chr15	66599162	66601182	exon	GBM primary
chr15:72810408|72853890	chr15	72810408	72853890	exon	GBM primary
chr15:77020936|77025725	chr15	77020936	77025725	exon	GBM primary
chr15:80412670|80415142	chr15	80412670	80415142	exon	GBM primary
chr15:83357488|83358205	chr15	83357488	83358205	exon	GBM primary
chr15:84782379|84795352	chr15	84782379	84795352	exon	GBM primary
chr15:85657104|85664245	chr15	85657104	85664245	exon	GBM primary
chr15:89656956|89659752	chr15	89656956	89659752	exon	GBM primary
chr15:93467551|93472321	chr15	93467551	93472321	exon	GBM primary
chr15:93489051|93510743	chr15	93489051	93510743	exon	GBM primary
chr15:93540187|93545547	chr15	93540187	93545547	exon	GBM primary
chr15:101104897|101105470	chr15	101104897	101105470	exon	GBM primary
chr16:1859239|1859834	chr16	1859239	1859834	exon	GBM primary
chr16:3690716|3693037	chr16	3690716	3693037	exon	GBM primary
chr16:4382216|4383520	chr16	4382216	4383520	exon	GBM primary
chr16:9009111|9011013	chr16	9009111	9011013	exon	GBM primary
chr16:11940358|11941663	chr16	11940358	11941663	exon	GBM primary
chr16:11988811|11991892	chr16	11988811	11991892	exon	GBM primary
chr16:18852887|18856973	chr16	18852887	18856973	exon	GBM primary
chr16:19627436|19659204	chr16	19627436	19659204	exon	GBM primary
chr16:19627436|19663412	chr16	19627436	19663412	exon	GBM primary
chr16:21972649|21987564	chr16	21972649	21987564	exon	GBM primary
chr16:21979949|21987564	chr16	21979949	21987564	exon	GBM primary
