ID	ENSEMBL	SYMBOL	hb01	hb02	hb03	hb04	hb05	hb06	hb07	hb08	hb09	hb10	hb11	hb12	hb13	hb14	hb15	hb16	hb17	hb18	P01	P02	P03	P04	P05	P06	P07	P08	P09	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	R01	R02	R03
chr1:7895822|7897209	ENSG00000049246	PER3	2.11312913721702	0	3.10875792104602	1.89371797217312	0	0	0	0	2.66158848812494	1.33812576258755	6.79292852199173	1.36699074821004	0	0	0	2.1384356249073	3.78377448811823	3.25357154393956	0	0	0	0	0	0	0	3.1736942840234	0	0	0	0	0	0	2.70242644348357	0	0	0	0	0	0	0	0	0	0	0
chr1:8482787|8617582	ENSG00000142599	RERE	1.05656456860851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:8525985|8568734	ENSG00000142599	RERE	2.11312913721702	0	1.86525475262761	0	0	0	0	1.30471633897999	0	0	0	1.36699074821004	0	1.40615405539529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52988391367728	0	0
chr1:8525985|8617582	ENSG00000142599	RERE	5.81110512734681	9.71792813097944	7.46101901051045	0	6.38324154327032	2.56791115741016	0	3.26179084744999	3.32698561015618	4.01437728776264	0	4.78446761873514	4.91547956943159	4.92153919388351	7.0453962113746	3.5640593748455	3.78377448811823	6.50714308787912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27494457729372	2.89073413127706	0	0	0	0	0	0	0	0
chr1:8525985|8674745	ENSG00000142599	RERE	6.86766969595532	0	3.73050950525522	5.04991459246165	3.82994492596219	5.77780010417286	3.87346695871185	4.56650718642998	2.66158848812494	2.00718864388132	1.35858570439835	2.05048612231506	4.21326820236993	1.40615405539529	3.5226981056873	6.4153068747219	6.81079407861281	0	0	0	0	0	0	0	0	2.11579618934893	0	0	0	0	0	0	9.45849255219248	0	0	0	0	0	0	0	0	0	0	8.21781183628175
chr1:8555123|8601377	ENSG00000142599	RERE	1.58484685291277	3.23930937699315	0	1.89371797217312	0	0	0	0	1.33079424406247	1.33812576258755	2.03787855659752	3.4174768705251	0	0	2.81815848454984	1.4256237499382	1.51350979524729	5.69375020189423	0	0	0	0	0	0	0	2.11579618934893	0	0	0	0	0	0	2.70242644348357	0	4.27494457729372	0	0	0	0	8.00585867589824	0	0	0	8.21781183628175
chr1:8555123|8674745	ENSG00000142599	RERE	11.6222102546936	17.2763166772968	23.0048086157405	7.57487188869247	8.93653816057845	10.2716446296406	8.39251174387568	0	17.9657222948434	0	18.3409070093777	0	17.5552841765414	24.6076959694176	17.6134905284365	14.9690493743511	13.6215881572256	15.4544648337129	0	0	0	0	3.80420881926146	4.08235199333932	0	9.5210828520702	0	3.36767873133148	0	0	2.56085306075578	0	18.916985104385	9.52067647166342	19.949741360704	7.22683532819266	3.14829654270061	8.11970010833828	6.79052240410427	14.0102526828219	0	9.05976782735456	0	24.6534355088452
chr1:8568686|8617582	ENSG00000142599	RERE	11.0939279703894	5.39884896165525	10.5697769315565	13.8872651292695	8.93653816057845	4.49384452546778	7.10135609097173	8.48065620336996	13.3079424406247	10.0359432194066	12.2272713395851	16.4038889785205	0	8.43692433237174	11.2726339381994	13.5434256244129	15.8918528500965	10.5741075178036	0	0	0	0	0	2.04117599666966	0	4.23159237869787	0	0	0	0	0	2.57128152299114	18.916985104385	0	22.7997044122332	0	0	0	0	12.0087880138474	0	9.05976782735456	0	35.6105179572209
chr1:8568686|8674745	ENSG00000142599	RERE	2.64141142152128	0	2.48700633683682	1.89371797217312	4.46826908028922	0	2.5823113058079	0	0	2.6762515251751	1.35858570439835	0	1.40442273412331	0	1.40907924227492	1.4256237499382	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49275580104635	0	0	0	0	7.12490762882287	0	0	0	0	0	0	0	0	0
chr1:8601273|8617582	ENSG00000142599	RERE	33.8100661954724	30.7734390814349	0	28.4057695825968	29.3629110990435	34.0248228356846	22.5952239258191	0	38.5930330778116	32.1150183021012	39.398985427552	45.7941900650364	37.9194138213294	33.747697329487	26.067965982086	34.9277818734859	52.9728428336552	65.0714308787912	0	0	4.26696573785182	0	7.60841763852292	15.3088199750225	4.13542388527555	19.0421657041404	0	5.61279788555247	3.4380612519147	11.2174011047086	6.40213265188945	2.57128152299114	63.5070214218638	4.08028991642718	51.2993349275247	13.0083035907468	20.4639275275539	4.87182006500297	11.8834142071825	42.0307580484658	0	61.1534328346433	0	60.2639534660661
chr1:8601273|8674745	ENSG00000142599	RERE	12.6787748233021	15.1167770926347	19.8960506946945	22.7246156660774	15.9581038581758	22.4692226273389	19.3673347935593	25.4419686101099	23.9542963931245	26.0934523704572	27.1717140879669	26.6563195900958	28.0884546824662	19.6861567755341	17.6134905284365	17.8202968742275	18.9188724405911	21.1482150356071	2.47634053101572	2.52262335468435	0	0	2.8531566144461	4.08235199333932	0	12.6947771360936	0	6.73535746266297	3.4380612519147	3.73913370156952	0	0	18.916985104385	5.44038655523624	27.0746489895269	11.5629365251083	22.0380757989042	6.49576008667062	3.39526120205213	8.00585867589824	4.35184871287171	20.3844776115478	0	43.8283297935026
chr1:8674620|8716500	ENSG00000142599	RERE	3.16969370582553	1.07976979233105	0	0	0	5.13582231482032	2.5823113058079	1.30471633897999	1.33079424406247	2.6762515251751	4.75504996539421	4.78446761873514	0	5.62461622158116	2.81815848454984	0	0	2.44017865795467	0	0	0	0	0	0	0	2.11579618934893	0	2.24511915422099	0	0	0	0	6.75606610870891	0	0	4.3361011969156	0	0	0	14.0102526828219	0	0	0	0
chr1:8716032|8716500	ENSG00000142599	RERE	4.7545405587383	3.77919427315867	11.1915285157657	5.68115391651936	6.38324154327032	7.70373347223048	3.22788913225988	7.82829803387996	11.311751074531	8.02875457552529	6.11363566979256	7.51844911515522	7.72432503767821	4.21846216618587	12.6817131804743	4.2768712498146	15.1350979524729	18.7080363776525	0	1.6817489031229	3.41357259028145	0	0	3.06176399500449	2.06771194263777	5.28949047337234	2.1567158797971	0	0	2.49275580104635	0	3.85692228448671	9.45849255219248	5.44038655523624	12.8248337318812	5.78146826255413	7.87074135675152	0	3.39526120205213	24.0175760276947	0	11.3247097841932	0	43.8283297935026
chr1:9815172|9816568	ENSG00000171603	CLSTN1	1.05656456860851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27026469287094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72019327761812	0	0	0	0	0	0	0	0	0	0
chr1:9931245|9938047	ENSG00000178585	CTNNBIP1	3.16969370582553	6.4786187539863	4.35226108946443	0	1.9149724629811	0	0	0	3.32698561015618	3.34531440646887	0	2.05048612231506	0	1.40615405539529	0	0	2.27026469287094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:9991949|9994918	ENSG00000162441	LZIC	3.69797599012979	3.77919427315867	3.10875792104602	3.78743594434624	0	0	0	0	3.32698561015618	4.01437728776264	2.03787855659752	4.10097224463012	0	2.10923108309293	2.81815848454984	0	6.05403918098916	12.2008932897733	2.47634053101572	0	2.56017944271109	0	1.90210440963073	2.04117599666966	3.10156791395666	10.5789809467447	0	5.61279788555247	4.5840816692196	8.72464530366222	5.12170612151156	12.8564076149557	12.160918995676	14.9610630268997	14.2498152576457	7.22683532819266	15.741482713503	9.74364013000593	16.9763060102607	20.0146466897456	10.8796217821793	20.3844776115478	9.63100908685429	63.00322407816
chr1:9991949|9995685	ENSG00000162441	LZIC	1.05656456860851	0	1.86525475262761	1.89371797217312	0	1.28395557870508	1.29115565290395	0	0	4.01437728776264	2.71717140879669	0	2.10663410118497	1.40615405539529	0	1.4256237499382	3.78377448811823	5.69375020189423	0	0	1.70678629514073	0	0	0	0	0	0	0	0	0	2.56085306075578	2.57128152299114	5.40485288696713	2.72019327761812	0	0	4.72244481405091	0	0	0	0	0	4.81550454342715	0
chr1:10032076|10041228	ENSG00000173614	NMNAT1	1.05656456860851	0	0	1.26247864811541	1.9149724629811	0	0	1.30471633897999	1.33079424406247	0	0	2.73398149642008	2.80884546824662	0	0	2.1384356249073	0	0	0	0	0	0	0	0	0	2.11579618934893	0	0	0	0	0	0	0	0	0	0	0	6.49576008667062	0	0	0	6.79482587051592	0	0
chr1:10192427|10197263	ENSG00000130939	UBE4B	1.05656456860851	0	0	0	0	0	0	0	0	0	0	3.4174768705251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:10195046|10197263	ENSG00000130939	UBE4B	1.05656456860851	0	1.86525475262761	0	0	1.28395557870508	0	0	3.99238273218741	1.33812576258755	0	2.73398149642008	0	0	2.11361886341238	0	5.29728428336552	4.88035731590934	0	0	0	0	0	0	0	0	0	0	0	0	3.84127959113367	2.57128152299114	4.05363966522535	0	0	0	0	0	0	0	0	4.52988391367728	0	0
chr1:10204998|10211619	ENSG00000130939	UBE4B	1.05656456860851	0	0	1.89371797217312	0	0	0	0	7.31936834234359	1.33812576258755	1.35858570439835	0	0	0	0	0	0	4.06696442992445	0	0	0	0	0	0	0	2.11579618934893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:10209242|10221344	ENSG00000130939	UBE4B	2.64141142152128	4.85896406548972	0	2.52495729623083	3.19162077163516	1.28395557870508	0	0	0	1.33812576258755	5.43434281759339	2.05048612231506	4.21326820236993	1.40615405539529	2.81815848454984	0	0	7.32053597386401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:10380101|10384953	ENSG00000054523	KIF1B	1.05656456860851	0	1.24350316841841	0	0	2.56791115741016	1.29115565290395	0	1.33079424406247	1.33812576258755	1.35858570439835	0	4.21326820236993	2.10923108309293	0	0	1.51350979524729	2.44017865795467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40485288696713	0	4.27494457729372	0	0	0	0	0	0	0	0	0
chr1:10380101|10403345	ENSG00000054523	KIF1B	3.16969370582553	0	3.10875792104602	1.89371797217312	1.9149724629811	0	1.29115565290395	0	1.33079424406247	2.00718864388132	0	4.10097224463012	0	1.40615405539529	4.22723772682476	0	2.27026469287094	4.06696442992445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:10380101|10436734	ENSG00000054523	KIF1B	1.05656456860851	0	1.86525475262761	1.89371797217312	0	0	0	0	0	0	2.03787855659752	0	0	0	0	0	1.51350979524729	3.25357154393956	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57128152299114	4.05363966522535	0	2.84996305152915	2.89073413127706	0	0	0	8.00585867589824	0	4.52988391367728	0	0
chr1:10407819|10408791	ENSG00000054523	KIF1B	7.39595198025958	4.3190791693242	8.08277059471965	10.731068508981	3.19162077163516	1.28395557870508	1.29115565290395	1.95707450846999	0	6.69062881293774	0	8.88543986336526	4.91547956943159	0	3.5226981056873	0	17.4053626453438	20.3348221496222	1.65089368734382	0	0	0	0	0	0	4.23159237869787	0	2.24511915422099	0	0	0	3.85692228448671	6.75606610870891	4.08028991642718	0	7.22683532819266	7.87074135675152	0	5.0928918030782	0	0	15.8545936978705	0	19.1748942846574
chr1:10423341|10425706	ENSG00000054523	KIF1B	1.05656456860851	0	3.10875792104602	1.26247864811541	0	0	0	0	1.33079424406247	0	2.03787855659752	2.05048612231506	0	0	2.11361886341238	0	6.05403918098916	1.62678577196978	1.65089368734382	0	0	0	0	0	0	0	0	0	0	2.49275580104635	0	0	0	0	0	2.89073413127706	0	0	3.39526120205213	0	0	0	0	5.47854122418783
chr1:10493899|10502498	ENSG00000251503	CENPS-CORT	1.05656456860851	1.61965468849657	0	0	0	0	0	0	0	0	2.03787855659752	0	0	0	0	0	1.51350979524729	2.44017865795467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05976782735456	0	0
chr1:11184555|11193254	ENSG00000198793	MTOR	1.58484685291277	0	0	1.89371797217312	2.55329661730813	0	0	0	0	0	0	4.10097224463012	0	0	1.40907924227492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27494457729372	0	0	0	0	0	0	0	0	0
chr1:12061458|12062160	ENSG00000116688	MFN2	11.0939279703894	0	0	17.6747010736158	7.65988985192438	8.98768905093556	3.22788913225988	7.82829803387996	4.65777985421865	8.02875457552529	14.2651498961826	9.56893523747028	5.61769093649324	11.2492324431623	2.11361886341238	6.4153068747219	0	1.62678577196978	1.65089368734382	0	2.56017944271109	0	0	0	0	2.11579618934893	0	2.24511915422099	0	0	0	0	2.70242644348357	0	0	0	0	0	0	4.00292933794912	0	0	7.22325681514072	8.21781183628175
chr1:12335882|12338095	ENSG00000048707	VPS13D	5.81110512734681	3.77919427315867	0	6.31239324057706	2.55329661730813	3.85186673611524	1.93673347935593	3.26179084744999	5.32317697624988	4.68344016905642	5.43434281759339	10.2524306115753	4.21326820236993	0	0	2.8512474998764	6.05403918098916	11.3875004037885	0	0	1.70678629514073	0	0	0	0	4.23159237869787	0	4.49023830844198	0	2.49275580104635	2.56085306075578	0	4.05363966522535	0	5.6999261030583	4.3361011969156	0	0	0	0	0	9.05976782735456	14.4465136302814	5.47854122418783
chr1:12460238|12476880	ENSG00000048707	VPS13D	1.58484685291277	0	0	1.26247864811541	3.19162077163516	0	3.22788913225988	1.95707450846999	0	0	0	0	0	0	0	1.4256237499382	0	1.62678577196978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84996305152915	0	0	0	0	0	0	0	0	0
chr1:14042036|14075982	ENSG00000116731	PRDM2	2.11312913721702	0	0	0	1.27664830865406	0	0	2.60943267795999	1.99619136609371	0	0	2.05048612231506	2.10663410118497	1.40615405539529	0	2.8512474998764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70242644348357	0	5.6999261030583	0	0	0	0	4.00292933794912	0	0	0	0
chr1:14057495|14075982	ENSG00000116731	PRDM2	3.16969370582553	0	1.24350316841841	1.89371797217312	1.27664830865406	1.92593336805762	5.16462261161581	1.95707450846999	2.66158848812494	2.00718864388132	2.03787855659752	1.36699074821004	1.40442273412331	1.40615405539529	0	2.1384356249073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.81550454342715	0
chr1:14095534|14099683	ENSG00000116731	PRDM2	1.58484685291277	1.61965468849657	0	0	0	0	1.93673347935593	0	0	6.69062881293774	0	0	0	0	0	0	2.27026469287094	5.69375020189423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70242644348357	0	0	0	0	0	0	0	0	0	0	0
chr1:14095534|14109326	ENSG00000116731	PRDM2	1.05656456860851	2.1595395846621	0	1.26247864811541	1.27664830865406	1.28395557870508	0	0	2.66158848812494	0	0	2.73398149642008	1.40442273412331	1.40615405539529	0	0	2.27026469287094	2.44017865795467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1072793304507	0	4.27494457729372	0	0	0	0	0	0	0	0	0
chr1:14099573|14109326	ENSG00000116731	PRDM2	1.05656456860851	2.1595395846621	2.48700633683682	1.26247864811541	1.27664830865406	0	1.93673347935593	0	0	2.00718864388132	0	0	0	0	2.11361886341238	0	7.56754897623645	3.25357154393956	1.65089368734382	0	0	0	1.90210440963073	0	0	2.11579618934893	0	4.49023830844198	0	2.49275580104635	0	0	5.40485288696713	0	14.2498152576457	0	0	0	0	0	0	4.52988391367728	4.81550454342715	0
chr1:15860732|15863309	ENSG00000116138	DNAJC16	3.69797599012979	0	0	1.26247864811541	1.27664830865406	3.2098889467627	1.93673347935593	1.95707450846999	5.32317697624988	2.00718864388132	3.39646426099587	1.36699074821004	1.40442273412331	2.10923108309293	1.40907924227492	1.4256237499382	3.02701959049458	3.25357154393956	0	0	0	0	0	3.06176399500449	0	2.11579618934893	0	3.36767873133148	0	0	0	0	2.70242644348357	2.72019327761812	5.6999261030583	0	4.72244481405091	0	0	0	0	4.52988391367728	7.22325681514072	5.47854122418783
chr1:15956820|15978390	ENSG00000197312	DDI2	1.05656456860851	0	1.24350316841841	0	0	0	0	0	1.33079424406247	1.33812576258755	0	0	0	2.81230811079058	0	0	0	3.25357154393956	0	0	0	0	0	0	0	4.23159237869787	0	0	0	0	0	0	5.40485288696713	0	4.27494457729372	0	0	0	0	0	0	0	4.81550454342715	0
chr1:16044388|16047883	ENSG00000116786	PLEKHM2	2.64141142152128	4.85896406548972	9.32627376313806	6.31239324057706	0	7.70373347223048	2.5823113058079	1.95707450846999	9.98095683046853	7.35969169423151	7.4722213741909	7.51844911515522	4.91547956943159	8.43692433237174	6.34085659023714	4.9896831247837	3.78377448811823	10.5741075178036	0	0	1.70678629514073	2.57363913876994	0	0	0	5.28949047337234	9.70522145908695	0	2.2920408346098	3.73913370156952	0	0	5.40485288696713	0	8.54988915458744	0	9.44488962810182	3.24788004333531	3.39526120205213	10.0073233448728	0	0	7.22325681514072	8.21781183628175
chr1:16199311|16203173	ENSG00000065526	SPEN	3.69797599012979	1.07976979233105	2.48700633683682	1.89371797217312	2.55329661730813	0	0	0	0	0	0	0	2.10663410118497	0	2.11361886341238	2.1384356249073	3.78377448811823	0	1.65089368734382	0	0	0	1.90210440963073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6963530604696
chr1:16621278|16643066	ENSG00000037637	FBXO42	1.05656456860851	0	0	0	0	0	0	0	0	0	0	0	1.40442273412331	0	0	0	0	1.62678577196978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:17907048|17914974	ENSG00000074964	ARHGEF10L	1.58484685291277	2.69942448082762	2.48700633683682	5.68115391651936	0	0	0	0	3.99238273218741	3.34531440646887	2.03787855659752	2.05048612231506	0	0	1.40907924227492	0	0	2.44017865795467	1.65089368734382	0	0	0	0	0	0	0	0	0	0	4.9855116020927	0	0	4.05363966522535	0	0	5.78146826255413	6.29659308540121	0	0	4.00292933794912	0	0	12.0387613585679	10.9570824483757
chr1:19503086|19514034	ENSG00000127481	UBR4	1.58484685291277	0	0	0	0	2.56791115741016	0	0	0	0	2.03787855659752	0	0	0	0	0	0	3.25357154393956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:19948594|19952970	ENSG00000270136		1.05656456860851	0	0	0	0	0	0	0	0	0	0	0	1.40442273412331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:21076216|21100103	ENSG00000127483	HP1BP3	5.81110512734681	3.23930937699315	4.97401267367363	1.26247864811541	3.82994492596219	3.85186673611524	0	3.91414901693998	5.98857409828112	5.35250305035019	3.39646426099587	4.10097224463012	7.02211367061655	4.21846216618587	2.81815848454984	4.9896831247837	1.51350979524729	5.69375020189423	4.12723421835954	0	1.70678629514073	0	1.90210440963073	2.04117599666966	0	5.28949047337234	0	0	0	3.73913370156952	0	0	9.45849255219248	0	9.97487068035202	2.89073413127706	0	0	0	8.00585867589824	0	18.1195356547091	12.0387613585679	13.6963530604696
chr1:21083659|21100103	ENSG00000127483	HP1BP3	5.81110512734681	8.09827344248287	3.73050950525522	0	0	1.28395557870508	3.87346695871185	1.95707450846999	6.65397122031235	5.35250305035019	8.15151422639008	6.8349537410502	4.91547956943159	3.51538513848822	9.86355469592444	7.128118749691	7.56754897623645	15.4544648337129	9.90536212406289	2.52262335468435	0	0	1.90210440963073	0	0	4.23159237869787	0	6.73535746266297	2.2920408346098	0	2.56085306075578	2.57128152299114	17.5657718826432	0	5.6999261030583	0	3.14829654270061	8.11970010833828	0	10.0073233448728	0	27.1793034820637	0	32.871247345127
chr1:21083659|21103243	ENSG00000127483	HP1BP3	6.86766969595532	2.1595395846621	3.73050950525522	1.89371797217312	1.27664830865406	2.56791115741016	1.29115565290395	0	3.32698561015618	4.68344016905642	3.39646426099587	3.4174768705251	0	2.81230811079058	2.81815848454984	0	3.78377448811823	3.25357154393956	0	0	0	0	0	0	0	3.1736942840234	0	0	0	0	0	0	2.70242644348357	2.72019327761812	2.84996305152915	4.3361011969156	0	0	3.39526120205213	10.0073233448728	0	6.79482587051592	0	0
chr1:21091870|21103243	ENSG00000127483	HP1BP3	1.05656456860851	0	0	0	0	1.28395557870508	0	0	0	0	0	4.10097224463012	2.80884546824662	0	0	0	3.02701959049458	1.62678577196978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:21097423|21100103	ENSG00000127483	HP1BP3	3.69797599012979	0	1.24350316841841	3.78743594434624	0	1.28395557870508	0	0	1.33079424406247	2.6762515251751	4.07575711319504	4.78446761873514	0	2.10923108309293	0	2.8512474998764	1.51350979524729	5.69375020189423	0	0	0	3.43151885169325	1.90210440963073	0	4.13542388527555	2.11579618934893	0	3.36767873133148	0	3.73913370156952	0	0	5.40485288696713	2.72019327761812	8.54988915458744	0	3.14829654270061	4.87182006500297	6.79052240410427	16.0117173517965	0	0	0	30.1319767330331
chr1:21220010|21268823	ENSG00000075151	EIF4G3	10.5656456860851	2.69942448082762	0	8.20611121275018	8.29821400625141	5.13582231482032	5.81020043806778	7.17593986438997	9.98095683046853	14.719383388463	0	7.51844911515522	9.83095913886318	11.95230947086	11.2726339381994	9.26655437459831	15.8918528500965	20.3348221496222	0	0	0	4.28939856461657	1.90210440963073	0	0	0	0	0	0	2.49275580104635	0	3.85692228448671	16.2145586609014	2.72019327761812	22.7997044122332	11.5629365251083	0	4.87182006500297	0	0	0	27.1793034820637	7.22325681514072	21.9141648967513
chr1:21231376|21268823	ENSG00000075151	EIF4G3	5.81110512734681	1.61965468849657	3.73050950525522	1.89371797217312	1.9149724629811	3.2098889467627	2.5823113058079	3.91414901693998	0	2.6762515251751	2.03787855659752	8.88543986336526	2.10663410118497	7.03077027697645	6.34085659023714	7.128118749691	6.81079407861281	9.76071463181868	0	0	0	0	0	3.06176399500449	0	3.1736942840234	0	3.36767873133148	0	2.49275580104635	2.56085306075578	2.57128152299114	16.2145586609014	6.8004831940453	0	2.89073413127706	0	0	0	8.00585867589824	0	24.914361525225	7.22325681514072	5.47854122418783
chr1:21295967|21307720	ENSG00000075151	EIF4G3	1.58484685291277	0	0	1.89371797217312	0	1.28395557870508	0	4.56650718642998	2.66158848812494	2.6762515251751	0	1.36699074821004	0	0	0	0	0	8.94732174583379	3.30178737468763	0	0	2.57363913876994	0	2.04117599666966	2.06771194263777	13.7526752307681	4.3134317595942	6.73535746266297	0	7.47826740313905	5.12170612151156	12.8564076149557	2.70242644348357	4.08028991642718	5.6999261030583	14.4536706563853	4.72244481405091	0	10.1857836061564	6.00439400692368	6.52777306930756	6.79482587051592	14.4465136302814	30.1319767330331
chr1:21295967|21308901	ENSG00000075151	EIF4G3	2.64141142152128	3.23930937699315	3.10875792104602	3.78743594434624	8.93653816057845	2.56791115741016	0	4.56650718642998	3.32698561015618	2.00718864388132	0	4.78446761873514	2.10663410118497	4.21846216618587	7.74993583251206	7.8409306246601	3.02701959049458	11.3875004037885	0	0	0	0	0	0	0	4.23159237869787	0	0	0	0	0	0	10.8097057739343	0	5.6999261030583	0	0	0	0	0	0	9.05976782735456	0	0
